start,length,n,R,pf,win,ext,up,back,rng_atr,ctrl_R,ctrl_ext,excess,p_ctrl,block
570,30,476,0.07814174602717759,1.124870426541046,0.34243697478991597,3.8094086661318465,0.5188284518828452,0.99581589958159,3.361036672807961,0.020672554302892974,2.794300866773001,0.05746919172428462,0.21333333333333335,research
600,30,477,0.02866458403435546,1.0507940227275252,0.38784067085953877,2.9626858959678404,0.5104602510460251,0.997907949790795,2.6873153969318033,0.020672554302892974,2.794300866773001,0.007992029731462486,0.46,research
630,30,478,-0.02262834355635268,0.9603654974534497,0.3702928870292887,2.783537970377846,0.5313807531380753,1.0,2.4188862616777245,0.020672554302892974,2.794300866773001,-0.04330089785924565,0.6133333333333333,research
660,30,477,-0.028746743473944816,0.9511444282003146,0.3584905660377358,2.860285388594977,0.5523012552301255,0.997907949790795,2.2647488656930723,0.020672554302892974,2.794300866773001,-0.04941929777683779,0.78,research
690,30,476,-0.026002297874999154,0.9550126581194883,0.3739495798319328,2.8797093805719327,0.5376569037656904,0.99581589958159,2.2693232633546203,0.020672554302892974,2.794300866773001,-0.04667485217789213,0.72,research
720,30,476,-0.0019255949684929522,0.9967179804456185,0.3697478991596639,3.0643671402208232,0.5418410041841004,0.99581589958159,2.2884264081502534,0.020672554302892974,2.794300866773001,-0.022598149271385926,0.5666666666666667,research
750,30,461,0.09897031660994354,1.1752051421228742,0.3926247288503254,3.232700784054825,0.527114967462039,1.0,2.323199895625204,0.020672554302892974,2.794300866773001,0.07829776230705057,0.08666666666666667,research
780,30,458,0.0848353280641691,1.1606893221516978,0.40611353711790393,3.0555007233748515,0.5466377440347071,0.9934924078091106,2.4401894175419963,0.020672554302892974,2.794300866773001,0.06416277376127613,0.15333333333333332,research
810,30,457,0.06526685455356827,1.1417783071598808,0.4485776805251641,2.7049226481720314,0.5347826086956522,0.9978260869565218,2.395982152661753,0.020672554302892974,2.794300866773001,0.0445943002506753,0.34,research
840,30,445,-0.06972688439872556,0.8519838011599209,0.3887640449438202,1.9832489589595237,0.5195652173913043,0.9695652173913043,2.4617391869696292,0.020672554302892974,2.794300866773001,-0.09039943870161853,1.0,research
870,30,430,-0.050534632011135165,0.8692894564137684,0.42790697674418604,1.5180168776354548,0.5043478260869565,0.9565217391304348,2.384795428117187,0.020672554302892974,2.794300866773001,-0.07120718631402814,0.92,research
570,60,463,0.047168457845044844,1.0873410304383844,0.4103671706263499,2.8125239555341754,0.4790794979079498,0.9686192468619247,4.086846555415474,0.01572604659154639,2.5902256323273645,0.031442411253498455,0.35333333333333333,research
600,60,466,-0.005923043693668716,0.989333719713964,0.36909871244635195,2.64871146426476,0.5251046025104602,0.9790794979079498,3.803762376600334,0.01572604659154639,2.5902256323273645,-0.021649090285215104,0.64,research
630,60,468,-0.02886039920445661,0.9499178900876509,0.35683760683760685,2.6513671996232238,0.5523012552301255,0.9790794979079498,3.493270172326553,0.01572604659154639,2.5902256323273645,-0.044586445796003,0.7866666666666666,research
660,60,470,0.00026809805951327547,1.0004814027256452,0.39574468085106385,2.8414107597836256,0.5355648535564853,0.9832635983263598,3.3968840958005058,0.01572604659154639,2.5902256323273645,-0.015457948532033113,0.5733333333333334,research
690,60,466,0.010809450956801244,1.0191527062899715,0.3798283261802575,2.9476954497835783,0.5543933054393305,0.9769874476987448,3.4070850811842313,0.01572604659154639,2.5902256323273645,-0.004916595634745145,0.4666666666666667,research
720,60,452,0.09389801619403151,1.174205188078882,0.41150442477876104,3.1335025532033267,0.5466377440347071,0.9804772234273319,3.4378741144278333,0.01572604659154639,2.5902256323273645,0.07817196960248513,0.14,research
750,60,451,0.09016372006915305,1.1767423892096343,0.42350332594235035,2.9074023444414676,0.5509761388286334,0.9783080260303688,3.441130333700135,0.01572604659154639,2.5902256323273645,0.07443767347760666,0.20666666666666667,research
780,60,441,0.06025314425233955,1.129101166444401,0.4421768707482993,2.565656113194385,0.5369565217391304,0.9652173913043478,3.565026290865036,0.01572604659154639,2.5902256323273645,0.04452709766079316,0.28,research
810,60,421,-0.08532695862107174,0.8143876792078104,0.38004750593824227,1.8186938615250439,0.5217391304347826,0.9326086956521739,3.5071160896172944,0.01572604659154639,2.5902256323273645,-0.10105300521261813,1.0,research
840,60,378,-0.07463425169044109,0.8090849683218158,0.41005291005291006,1.3146843980384817,0.45,0.8543478260869565,3.4859417203730243,0.01572604659154639,2.5902256323273645,-0.09036029828198748,0.9133333333333333,research
570,90,437,0.022064548955403475,1.0415857919858342,0.39588100686498856,2.4642285446979586,0.48326359832635984,0.9163179916317992,5.02233599857044,0.010144538023397296,2.41127487917113,0.011920010932006179,0.3933333333333333,research
600,90,450,-0.014663807835849304,0.9741431020768002,0.36666666666666664,2.501376395536627,0.5209205020920502,0.9476987447698745,4.77976950355105,0.010144538023397296,2.41127487917113,-0.0248083458592466,0.6733333333333333,research
630,90,449,0.016419031761970834,1.0305008003893268,0.39643652561247217,2.618412286918003,0.5209205020920502,0.9393305439330544,4.4869060221131924,0.010144538023397296,2.41127487917113,0.006274493738573538,0.4666666666666667,research
660,90,453,-0.008405489048079804,0.9847828023083817,0.39293598233995586,2.7855806719018266,0.5418410041841004,0.9497907949790795,4.383926975173108,0.010144538023397296,2.41127487917113,-0.0185500270714771,0.6266666666666667,research
690,90,440,0.09968785940583026,1.18895468467265,0.42272727272727273,2.9403630107086585,0.5379609544468547,0.9609544468546638,4.378425285627777,0.010144538023397296,2.41127487917113,0.08954332138243297,0.14666666666666667,research
720,90,435,0.07364023154330845,1.1453446606530462,0.4206896551724138,2.7414250763915193,0.5314533622559653,0.9457700650759219,4.308324025135402,0.010144538023397296,2.41127487917113,0.06349569351991116,0.29333333333333333,research
750,90,415,0.0867379827216179,1.1899295019214255,0.44819277108433736,2.451367424151415,0.508695652173913,0.9065217391304348,4.4028338121278745,0.010144538023397296,2.41127487917113,0.0765934446982206,0.2,research
780,90,395,-0.08762892686026282,0.8112648607180893,0.37721518987341773,1.6741402023403862,0.5065217391304347,0.8804347826086957,4.4228820780586044,0.010144538023397296,2.41127487917113,-0.09777346488366011,0.9,research
810,90,340,-0.0941243414925106,0.7613859512156025,0.4,1.179461268817003,0.43478260869565216,0.7804347826086957,4.330186295429698,0.010144538023397296,2.41127487917113,-0.1042688795159079,0.9666666666666667,research
570,120,415,0.05221684062053608,1.09706433416291,0.38795180722891565,2.368663333603852,0.4665271966527197,0.8702928870292888,6.021711610291517,0.017949433376840324,2.23890348550586,0.03426740724369576,0.38666666666666666,research
600,120,419,0.028160865499097684,1.0533889698464334,0.39856801909307876,2.408577149590995,0.4916317991631799,0.8870292887029289,5.762560397680483,0.017949433376840324,2.23890348550586,0.01021143212225736,0.5666666666666667,research
630,120,430,0.015165987435920441,1.028897974606102,0.4,2.5745924251410752,0.50418410041841,0.9016736401673641,5.435303032673223,0.017949433376840324,2.23890348550586,-0.0027834459409198826,0.6066666666666667,research
660,120,420,0.07537061153521771,1.1431257270833728,0.41904761904761906,2.749825184338274,0.5292841648590022,0.9175704989154013,5.275314507782345,0.017949433376840324,2.23890348550586,0.057421178158377384,0.17333333333333334,research
690,120,413,0.05139905813368566,1.1017921854668589,0.41404358353510895,2.545053520638213,0.5140997830802603,0.9088937093275488,5.131505700945921,0.017949433376840324,2.23890348550586,0.033449624756845334,0.4066666666666667,research
720,120,395,0.06606361610799884,1.142970981550384,0.43544303797468353,2.280121142471484,0.49130434782608695,0.8652173913043478,5.200000934577128,0.017949433376840324,2.23890348550586,0.048114182731158514,0.22,research
750,120,365,-0.08648555536639108,0.8121110694649369,0.38082191780821917,1.5777626540133758,0.47391304347826085,0.8152173913043478,5.138072720236852,0.017949433376840324,2.23890348550586,-0.1044349887432314,0.9066666666666666,research
780,120,309,-0.09836519528106971,0.7518413969023915,0.39805825242718446,1.050117568390412,0.4,0.7152173913043478,5.155632393695531,0.017949433376840324,2.23890348550586,-0.11631462865791004,1.0,research
