sig,ex,side,ent,stop,tgt,risk_pct,pct,R,why,sid,skey,dow,rng,ts
53196,53201,-1,7176.0,7188.3,7166.16,0.17140468227425001,0.11315496098104995,0.6601626016260183,target,1,201903121,1,6.199999999999818,2019-03-12 04:45:00-04:00
53216,53218,1,7203.4,7186.5,7216.919999999999,0.23461143348973593,-0.25848904683898766,-1.1017751479289961,stop,2,201903122,1,14.600000000000364,2019-03-12 09:45:00-04:00
53251,53267,-1,7187.0,7200.8,7175.96,0.19201335745095563,-0.21594545707527732,-1.1246376811594188,stop,0,201903130,2,9.100000000000364,2019-03-12 20:30:00-04:00
53288,53291,1,7215.7,7207.8,7222.0199999999995,0.10948348739553525,0.06374987873663968,0.5822784810126482,target,1,201903131,2,6.0,2019-03-13 05:45:00-04:00
53304,53306,1,7259.2,7236.7,7277.2,0.3099515098082433,0.22426713687458674,0.7235555555555556,target,2,201903132,2,10.600000000000364,2019-03-13 09:45:00-04:00
53339,53347,1,7257.9,7248.4,7265.5,0.13089185577095303,-0.1545901707105361,-1.1810526315789474,stop,0,201903140,3,7.800000000000182,2019-03-13 20:30:00-04:00
53370,53372,-1,7278.6,7285.5,7273.080000000001,0.09479845025141698,-0.11842936828510478,-1.2492753623188537,stop,1,201903141,3,5.699999999999818,2019-03-14 04:15:00-04:00
53397,53408,1,7259.3,7243.3,7272.1,0.2204069262876586,-0.2441006708635819,-1.1075,stop,2,201903142,3,15.800000000000182,2019-03-14 11:00:00-04:00
53426,53428,1,7254.9,7251.1,7257.939999999999,0.052378392534690656,0.018194599512040884,0.3473684210524492,target,0,201903150,4,3.5999999999994543,2019-03-14 20:15:00-04:00
53462,53464,1,7272.7,7265.6,7278.379999999999,0.09762536609511535,0.054450204188257204,0.5577464788731953,target,1,201903151,4,5.599999999999454,2019-03-15 05:15:00-04:00
53482,53485,1,7302.9,7284.2,7317.86,0.25606266003916006,0.18129784058387816,0.7080213903743403,target,2,201903152,4,14.900000000000546,2019-03-15 10:15:00-04:00
53517,53519,1,7306.2,7298.8,7312.12,0.10128384112123452,0.057485423339082874,0.5675675675676053,target,0,201903180,0,4.399999999999636,2019-03-17 21:00:00-04:00
53568,53570,1,7343.4,7327.9,7355.799999999999,0.21107388947898795,-0.2344962823760111,-1.1109677419354838,stop,2,201903182,0,11.5,2019-03-18 09:45:00-04:00
53602,53625,1,7336.8,7328.5,7343.4400000000005,0.11312833933050079,-0.03298440737105847,-0.2915662650602126,session flat,0,201903190,1,7.300000000000182,2019-03-18 20:15:00-04:00
53634,53635,1,7350.1,7345.6,7353.700000000001,0.06122365682099563,0.02557788329410979,0.4177777777778586,target,1,201903191,1,3.5,2019-03-19 04:15:00-04:00
53656,53658,-1,7345.0,7360.1,7332.92,0.2055820285908831,-0.22899931926481093,-1.113907284768209,stop,2,201903192,1,10.100000000000364,2019-03-19 09:45:00-04:00
53690,53694,-1,7325.5,7334.0,7318.7,0.11603303528769367,-0.1395126612517917,-1.2023529411764706,stop,0,201903200,2,5.800000000000182,2019-03-19 20:15:00-04:00
53724,53728,-1,7351.3,7360.4,7344.02,0.1237876293988744,0.07563288125909357,0.6109890109890197,target,1,201903201,2,6.899999999999636,2019-03-20 04:45:00-04:00
53744,53748,1,7355.8,7340.7,7367.88,0.20528018706327475,-0.2286630957883624,-1.113907284768209,stop,2,201903202,2,12.400000000000546,2019-03-20 09:45:00-04:00
53778,53785,-1,7401.9,7409.1,7396.139999999999,0.09727232197139556,0.05458058066172494,0.5611111111110848,target,0,201903210,3,4.800000000000182,2019-03-20 20:15:00-04:00
53817,53819,-1,7363.4,7388.8,7343.079999999999,0.3449493440530264,0.2526007007632428,0.7322834645669378,target,1,201903211,3,13.0,2019-03-21 06:00:00-04:00
53832,53833,1,7436.9,7419.3,7450.98,0.2366577471795971,0.1661982815420394,0.7022727272727449,target,2,201903212,3,12.099999999999454,2019-03-21 09:45:00-04:00
53866,53871,-1,7498.8,7507.2,7492.080000000001,0.11201792286765397,0.06667733504026438,0.595238095238043,target,0,201903220,4,6.300000000000182,2019-03-21 20:15:00-04:00
53898,53916,-1,7469.5,7486.0,7456.3,0.22089831983399155,0.15369167949661716,0.6957575757575647,target,1,201903221,4,15.300000000000182,2019-03-22 04:15:00-04:00
53920,53923,-1,7411.5,7447.5,7382.7,0.48573163327261687,0.3653781285839598,0.7522222222222273,target,2,201903222,4,25.0,2019-03-22 09:45:00-04:00
53954,53976,1,7283.7,7265.9,7297.94,0.24438128972912368,-0.2679956615456455,-1.096629213483145,stop,0,201903250,0,15.600000000000364,2019-03-24 20:15:00-04:00
53991,54003,1,7316.2,7288.5,7338.36,0.3786118476804874,0.27938000601404905,0.7379061371841151,target,1,201903251,0,27.5,2019-03-25 05:30:00-04:00
54008,54020,1,7314.6,7279.5,7342.68,0.47986219342138137,-0.503376808027785,-1.0490028490028485,stop,2,201903252,0,21.199999999999818,2019-03-25 09:45:00-04:00
54043,54061,-1,7348.7,7359.4,7340.14,0.14560398437818686,0.09307768720997579,0.6392523364485614,target,0,201903260,1,9.5,2019-03-25 20:30:00-04:00
54074,54078,1,7345.9,7330.0,7358.619999999999,0.21644726990565671,0.1497433942743482,0.6918238993710438,target,1,201903261,1,12.100000000000364,2019-03-26 04:15:00-04:00
54096,54100,1,7400.3,7373.4,7421.820000000001,0.3634987770766124,-0.38674107806441016,-1.0639405204460952,stop,2,201903262,1,19.700000000000728,2019-03-26 09:45:00-04:00
54131,54143,1,7351.2,7336.4,7363.04,0.20132767439329882,0.13766459897703973,0.6837837837837851,target,0,201903270,2,11.600000000000364,2019-03-26 20:30:00-04:00
54162,54164,1,7371.0,7359.0,7380.6,0.1628001628001628,-0.18613485280151948,-1.1433333333333333,stop,1,201903271,2,8.5,2019-03-27 04:15:00-04:00
54185,54187,-1,7304.7,7366.1,7255.579999999999,0.8405547113502341,0.6488972853094692,0.7719869706840453,target,2,201903272,2,40.400000000000546,2019-03-27 10:00:00-04:00
54218,54219,-1,7268.4,7275.9,7262.4,0.10318639590556382,-0.1268504760332398,-1.2293333333333334,stop,0,201903280,3,6.0,2019-03-27 20:15:00-04:00
54251,54253,1,7314.9,7306.3,7321.779999999999,0.11756825110390375,-0.14108190132468598,-1.2000000000000128,stop,1,201903281,3,8.5,2019-03-28 04:30:00-04:00
54272,54274,-1,7313.4,7343.9,7289.0,0.4170426887630924,0.31011567807038637,0.7436065573770373,target,2,201903282,3,15.199999999999818,2019-03-28 09:45:00-04:00
54310,54329,1,7344.9,7327.8,7358.579999999999,0.23281460605317233,0.07460959305097044,0.32046783625736275,session flat,0,201903290,4,11.099999999999454,2019-03-28 21:15:00-04:00
54338,54342,1,7340.9,7336.0,7344.82,0.06674930866786956,-0.09017967824108265,-1.3510204081632913,stop,1,201903291,4,4.399999999999636,2019-03-29 04:15:00-04:00
54360,54363,-1,7339.1,7366.5,7317.18,0.3733427804499139,-0.39677889659494536,-1.062773722627738,stop,2,201903292,4,21.600000000000364,2019-03-29 09:45:00-04:00
54400,54403,1,7444.8,7428.8,7457.6,0.2149151085321298,0.14882871265850234,0.6925000000000113,target,0,201904010,0,13.899999999999636,2019-03-31 21:45:00-04:00
54424,54433,1,7457.7,7443.3,7469.219999999999,0.19308902208455203,-0.21615243305576298,-1.1194444444444474,stop,1,201904011,0,7.0,2019-04-01 03:45:00-04:00
54491,54499,-1,7467.9,7479.1,7458.939999999999,0.14997522730621363,0.09694827193723733,0.6464285714286139,target,0,201904020,1,7.600000000000364,2019-04-01 21:30:00-04:00
54518,54526,1,7466.6,7459.0,7472.68,0.10178662309485392,0.05839337851230717,0.5736842105262788,target,1,201904021,1,7.0,2019-04-02 04:15:00-04:00
54542,54545,1,7488.3,7467.1,7505.26,0.2831083156390612,-0.306077480870155,-1.0811320754716987,stop,2,201904022,1,14.799999999999272,2019-04-02 10:15:00-04:00
54579,54580,1,7507.9,7487.2,7524.459999999999,0.2757095859028466,0.19765846641536902,0.7169082125603682,target,0,201904030,2,5.0,2019-04-02 20:30:00-04:00
54608,54609,1,7543.0,7535.5,7549.0,0.0994299350391091,0.0567413495956516,0.5706666666666667,target,1,201904031,2,5.699999999999818,2019-04-03 03:45:00-04:00
54633,54634,1,7543.7,7528.6,7555.78,0.20016702679055973,0.1373331389106132,0.686092715231808,target,2,201904032,2,14.599999999999454,2019-04-03 10:00:00-04:00
54670,54672,1,7552.7,7545.2,7558.7,0.09930223628636117,0.056668476174083444,0.5706666666666667,target,0,201904040,3,5.600000000000364,2019-04-03 20:15:00-04:00
54703,54704,-1,7538.5,7544.5,7533.7,0.07959143065596604,0.04085693440339831,0.5133333333333637,target,1,201904041,3,5.399999999999636,2019-04-04 04:30:00-04:00
54726,54736,-1,7527.7,7565.6,7497.379999999999,0.5034738366300536,0.37993012473930443,0.7546174142480266,target,2,201904042,3,25.400000000000546,2019-04-04 10:15:00-04:00
54790,54792,1,7557.3,7551.7,7561.780000000001,0.07410053855213322,-0.09685998967885837,-1.3071428571428372,stop,1,201904051,4,4.800000000000182,2019-04-05 03:15:00-04:00
54817,54841,1,7577.3,7554.3,7595.7,0.30353819962255685,-0.020059915801145287,-0.06608695652174704,session flat,2,201904052,4,18.5,2019-04-05 10:00:00-04:00
54894,54901,1,7572.9,7563.3,7580.579999999999,0.12676781682049748,-0.03987904237477416,-0.3145833333332754,session flat,1,201904081,0,9.0,2019-04-08 06:15:00-04:00
54914,54932,1,7572.6,7536.3,7601.64,0.4793597971634601,0.36077437075773133,0.7526170798898024,target,2,201904082,0,32.80000000000018,2019-04-08 11:15:00-04:00
54946,54948,1,7601.8,7596.0,7606.4400000000005,0.07629771896130103,-0.09892393906706545,-1.2965517241379216,stop,0,201904090,1,3.800000000000182,2019-04-08 20:15:00-04:00
54979,54981,1,7593.5,7587.4,7598.38,0.08033186277738018,-0.10298281424903356,-1.2819672131147373,stop,1,201904091,1,4.800000000000182,2019-04-09 04:30:00-04:00
55002,55024,1,7591.4,7560.1,7616.439999999999,0.4123086650683573,-0.4349658824459161,-1.0549520766773175,stop,2,201904092,1,24.899999999999636,2019-04-09 10:15:00-04:00
55043,55050,-1,7556.5,7568.3,7547.0599999999995,0.15615695096936652,-0.17891881161913825,-1.1457627118644045,stop,0,201904100,2,8.0,2019-04-09 21:30:00-04:00
55072,55077,-1,7574.5,7582.7,7567.9400000000005,0.10825797082315425,-0.13096574031288954,-1.2097560975609802,stop,1,201904101,2,6.5,2019-04-10 04:45:00-04:00
55095,55113,1,7591.4,7572.1,7606.839999999999,0.2542350554574818,0.18073082698842902,0.71088082901555,target,2,201904102,2,19.099999999999454,2019-04-10 10:30:00-04:00
55130,55134,-1,7623.6,7628.5,7619.68,0.06427409622749929,-0.08683561571960276,-1.3510204081632913,stop,0,201904110,3,4.5,2019-04-10 20:15:00-04:00
55158,55159,-1,7614.5,7620.5,7609.7,0.07879703197846215,0.04044914308227962,0.5133333333333637,target,1,201904111,3,4.199999999999818,2019-04-11 03:15:00-04:00
55184,55209,-1,7596.2,7623.8,7574.12,0.36333956451910643,0.04976172296674653,0.13695652173912864,session flat,2,201904112,3,21.5,2019-04-11 09:45:00-04:00
55225,55245,1,7599.7,7586.9,7609.94,0.1684277010934666,-0.07789781175572481,-0.4624999999999792,session flat,0,201904120,4,9.300000000000182,2019-04-11 21:00:00-04:00
55251,55253,1,7600.8,7594.2,7606.080000000001,0.08683296495106257,0.04683717503421554,0.5393939393940089,target,1,201904121,4,3.100000000000364,2019-04-12 03:30:00-04:00
55277,55280,-1,7617.5,7629.8,7607.66,0.16147029865441656,0.10659665244502979,0.6601626016260183,target,2,201904122,4,11.400000000000546,2019-04-12 10:00:00-04:00
55406,55426,1,7635.2,7626.8,7641.919999999999,0.11001676445934143,0.06548616932103082,0.595238095238043,target,0,201904160,1,5.199999999999818,2019-04-15 20:15:00-04:00
55434,55435,1,7647.2,7641.9,7651.44,0.06930641280468906,0.03295323778637648,0.4754716981131501,target,1,201904161,1,4.600000000000364,2019-04-16 03:15:00-04:00
55461,55483,1,7670.0,7647.2,7688.24,0.29726205997392674,-0.31968709256845085,-1.0754385964912274,stop,2,201904162,1,10.800000000000182,2019-04-16 10:00:00-04:00
55498,55504,1,7662.6,7650.5,7672.280000000001,0.1579098478323332,0.10388118915251078,0.6578512396694258,target,0,201904170,2,10.0,2019-04-16 20:15:00-04:00
55529,55537,1,7675.9,7670.9,7679.9,0.065138941361925,0.0297033572610378,0.45600000000000007,target,1,201904171,2,4.200000000000728,2019-04-17 04:00:00-04:00
55552,55577,-1,7677.9,7712.4,7650.299999999999,0.449341616848357,0.13389077742611913,0.2979710144927536,session flat,2,201904172,2,22.899999999999636,2019-04-17 09:45:00-04:00
55590,55593,-1,7664.7,7674.1,7657.179999999999,0.12264015551816178,0.07567158531971814,0.6170212765957553,target,0,201904180,3,8.300000000000182,2019-04-17 20:15:00-04:00
55619,55620,-1,7651.7,7659.4,7645.54,0.1006312322751783,0.0580263209482841,0.5766233766233714,target,1,201904181,3,5.199999999999818,2019-04-18 03:30:00-04:00
55644,55669,-1,7664.2,7695.6,7639.079999999999,0.40969703295843724,-0.36429111975156986,-0.8891719745222717,session flat,2,201904182,3,20.800000000000182,2019-04-18 09:45:00-04:00
55683,55686,1,7701.7,7690.8,7710.419999999999,0.14152719529454064,-0.16385992702909274,-1.15779816513762,stop,0,201904220,0,7.399999999999636,2019-04-21 20:30:00-04:00
55736,55741,1,7678.4,7652.3,7699.279999999999,0.33991456553447924,0.2495311523233903,0.7340996168582222,target,2,201904222,0,17.099999999999454,2019-04-22 09:45:00-04:00
55774,55775,-1,7714.8,7722.4,7708.72,0.09851195105510777,0.056514750868459675,0.5736842105263474,target,0,201904230,1,4.399999999999636,2019-04-22 20:15:00-04:00
55808,55821,-1,7711.8,7721.4,7704.120000000001,0.12448455613474746,-0.1908763194066236,-1.5333333333334205,session flat,1,201904231,1,9.399999999999636,2019-04-23 04:45:00-04:00
55828,55834,1,7758.1,7720.3,7788.34,0.48723269872778363,0.3676157822147147,0.7544973544973451,target,2,201904232,1,34.0,2019-04-23 09:45:00-04:00
55866,55870,-1,7811.9,7816.7,7808.0599999999995,0.06144471895441803,-0.08346240991308365,-1.3583333333333196,stop,0,201904240,2,3.0,2019-04-23 20:15:00-04:00
55895,55897,1,7806.8,7800.2,7812.080000000001,0.08454168161090797,-0.10657375621253734,-1.2606060606060463,stop,1,201904241,2,4.600000000000364,2019-04-24 03:30:00-04:00
55925,55929,1,7824.7,7805.0,7840.46,0.2517668409012463,-0.2737485143200355,-1.0873096446700514,stop,2,201904242,2,19.300000000000182,2019-04-24 11:00:00-04:00
55959,55966,1,7843.0,7836.7,7848.04,0.08032640571210228,0.042330740787963325,0.526984126984106,target,0,201904250,3,6.0,2019-04-24 20:30:00-04:00
55991,56001,1,7839.2,7830.4,7846.24,0.11225635268905222,0.06786406776201608,0.604545454545438,target,1,201904251,3,8.5,2019-04-25 04:30:00-04:00
56013,56037,-1,7790.8,7845.8,7746.8,0.7059608769317657,0.1435025928017732,0.20327272727273718,session flat,2,201904252,3,33.5,2019-04-25 10:00:00-04:00
56050,56070,-1,7765.6,7783.5,7751.280000000001,0.23050376017306629,-0.25265272483774126,-1.0960893854748621,stop,0,201904260,4,17.699999999999818,2019-04-25 20:15:00-04:00
56078,56080,-1,7779.6,7787.1,7773.6,0.09640598488354156,-0.11851509075016711,-1.2293333333333334,stop,1,201904261,4,6.100000000000364,2019-04-26 03:15:00-04:00
56104,56125,-1,7753.0,7805.7,7710.84,0.679736876047979,-0.7019218367083686,-1.0326375711574953,stop,2,201904262,4,49.899999999999636,2019-04-26 09:45:00-04:00
56142,56163,1,7823.6,7817.6,7828.400000000001,0.07669103737409888,0.039368065852039745,0.5133333333333637,target,0,201904290,0,5.5,2019-04-28 20:15:00-04:00
56172,56173,1,7834.1,7826.2,7840.420000000001,0.10084119426610007,0.058717657420770966,0.5822784810126963,target,1,201904291,0,4.199999999999818,2019-04-29 03:45:00-04:00
56200,56215,1,7837.2,7821.8,7849.5199999999995,0.1964987495534073,0.13525238605624088,0.6883116883116857,target,2,201904292,0,13.800000000000182,2019-04-29 10:45:00-04:00
56237,56257,-1,7769.9,7786.9,7756.299999999999,0.21879303465939073,-0.1212370815583306,-0.5541176470588663,session flat,0,201904300,1,7.699999999999818,2019-04-29 21:00:00-04:00
56264,56271,-1,7782.1,7789.3,7776.34,0.09252001387799974,-0.11462201719330026,-1.238888888888895,stop,1,201904301,1,6.199999999999818,2019-04-30 03:45:00-04:00
56291,56293,-1,7760.4,7791.6,7735.439999999999,0.4020411319004269,0.29946909953096423,0.7448717948718079,target,2,201904302,1,30.300000000000182,2019-04-30 10:30:00-04:00
56328,56333,1,7831.8,7825.7,7836.68,0.0778875865062995,0.040348323501622985,0.5180327868852329,target,0,201905010,2,3.699999999999818,2019-04-30 20:45:00-04:00
56354,56357,1,7839.9,7833.3,7845.179999999999,0.0841847472544223,0.04540874245844648,0.5393939393939454,target,1,201905011,2,5.599999999999454,2019-05-01 03:15:00-04:00
56381,56391,1,7837.1,7816.5,7853.580000000001,0.26285233058146973,-0.28479922420283477,-1.0834951456310664,stop,2,201905012,2,16.5,2019-05-01 10:00:00-04:00
56420,56432,1,7743.8,7732.7,7752.68,0.14334047883468534,0.09246106562669631,0.6450450450450338,target,0,201905020,3,6.600000000000364,2019-05-01 20:45:00-04:00
56448,56452,1,7757.3,7751.3,7762.1,0.07734649942634679,0.0397045363721937,0.5133333333333637,target,1,201905021,3,3.899999999999636,2019-05-02 03:45:00-04:00
56473,56478,1,7788.6,7738.8,7828.4400000000005,0.6393960403666921,-0.661479598387389,-1.0345381526104416,stop,2,201905022,3,29.5,2019-05-02 10:00:00-04:00
56510,56515,1,7731.9,7721.6,7740.139999999999,0.13321434576235172,-0.1554598481615033,-1.1669902912621477,stop,0,201905030,4,5.099999999999454,2019-05-02 20:15:00-04:00
56539,56541,1,7753.0,7744.7,7759.64,0.1070553334193239,0.06345930607507194,0.5927710843373759,target,1,201905031,4,5.300000000000182,2019-05-03 03:30:00-04:00
56564,56568,1,7791.8,7770.5,7808.84,0.27336430606535306,0.19661695628737857,0.7192488262910719,target,2,201905032,4,13.5,2019-05-03 09:45:00-04:00
56630,56635,1,7704.2,7674.8,7727.719999999999,0.3816100308922359,-0.40393551569273434,-1.058503401360545,stop,1,201905061,0,9.399999999999636,2019-05-06 03:15:00-04:00
56656,56676,1,7737.5,7662.9,7797.18,0.9641357027463698,0.7490791599353834,0.7769436997319036,target,2,201905062,0,69.0,2019-05-06 09:45:00-04:00
56694,56717,-1,7723.9,7750.9,7702.299999999999,0.3495643392586647,-0.20870285736480984,-0.5970370370370572,session flat,0,201905070,1,24.199999999999818,2019-05-06 20:15:00-04:00
56722,56723,-1,7767.7,7778.8,7758.82,0.14289944256344045,-0.1650424192489458,-1.15495495495495,stop,1,201905071,1,8.300000000000182,2019-05-07 03:15:00-04:00
56748,56751,-1,7697.1,7740.1,7662.700000000001,0.5586519598290265,0.4245754894700554,0.7599999999999916,target,2,201905072,1,33.80000000000018,2019-05-07 09:45:00-04:00
56786,56790,1,7642.4,7629.8,7652.48,0.1648696744478103,0.10938972050664617,0.6634920634920864,target,0,201905080,2,10.800000000000182,2019-05-07 20:15:00-04:00
56817,56820,1,7679.7,7658.9,7696.34,0.27084391317369405,-0.29324062137844165,-1.082692307692307,stop,1,201905081,2,12.600000000000364,2019-05-08 04:00:00-04:00
56844,56865,1,7660.9,7589.6,7717.939999999999,0.930700048297188,-0.39577595321697784,-0.4252454417952281,session flat,2,201905082,2,48.0,2019-05-08 10:45:00-04:00
56879,56901,-1,7593.8,7623.8,7569.8,0.39505912718270164,0.031341357423165794,0.07933333333334547,session flat,0,201905090,3,8.600000000000364,2019-05-08 20:30:00-04:00
56909,56913,-1,7553.5,7569.2,7540.9400000000005,0.20785066525451537,-0.23062156616137974,-1.1095541401273896,stop,1,201905091,3,11.300000000000182,2019-05-09 04:00:00-04:00
56932,56934,-1,7512.6,7553.0,7480.280000000001,0.5377632244495865,0.4073157096078549,0.7574257425742571,target,2,201905092,3,37.399999999999636,2019-05-09 09:45:00-04:00
56976,56980,1,7628.4,7578.2,7668.5599999999995,0.6580672224843981,-0.6806145456452182,-1.0342629482071715,stop,0,201905100,4,43.19999999999982,2019-05-09 21:45:00-04:00
57000,57012,-1,7564.1,7593.0,7540.9800000000005,0.3820679261247159,-0.4048069168836958,-1.0595155709342567,stop,1,201905101,4,26.5,2019-05-10 03:45:00-04:00
57024,57025,-1,7535.0,7565.5,7510.6,0.404777704047777,0.30099535500994873,0.7436065573770373,target,2,201905102,4,26.5,2019-05-10 09:45:00-04:00
57062,57085,1,7505.3,7489.8,7517.7,0.2065207253540831,-0.07488041783806837,-0.3625806451613255,session flat,0,201905130,0,14.699999999999818,2019-05-12 20:15:00-04:00
57156,57159,1,7315.1,7289.6,7335.5,0.348594004183128,0.25536219600551785,0.7325490196078289,target,0,201905140,1,11.899999999999636,2019-05-13 20:45:00-04:00
57182,57193,1,7356.2,7333.1,7374.679999999999,0.3140208259699227,0.2278350235175711,0.7255411255411238,target,1,201905141,1,20.599999999999454,2019-05-14 03:15:00-04:00
57208,57210,-1,7350.7,7382.7,7325.099999999999,0.43533268940373027,-0.4587318214591808,-1.05375,stop,2,201905142,1,27.399999999999636,2019-05-14 09:45:00-04:00
57246,57251,-1,7392.7,7414.7,7375.099999999999,0.2975908666657649,-0.3208570616959974,-1.0781818181818181,stop,0,201905150,2,19.0,2019-05-14 20:15:00-04:00
57274,57284,-1,7413.2,7439.6,7392.079999999999,0.35612151297685946,0.2616953542330006,0.7348484848485001,target,1,201905151,2,10.700000000000728,2019-05-15 03:15:00-04:00
57300,57301,1,7394.1,7349.1,7430.1,0.6085933379315941,0.4636128805398899,0.7617777777777778,target,2,201905152,2,32.0,2019-05-15 09:45:00-04:00
57341,57361,-1,7464.7,7499.7,7436.7,0.46887349793025845,-0.2561388937264799,-0.5462857142857298,session flat,0,201905160,3,14.5,2019-05-15 21:00:00-04:00
57366,57369,-1,7470.8,7489.6,7455.76,0.2516464100230254,-0.27466937945066366,-1.0914893617021266,stop,1,201905161,3,8.700000000000728,2019-05-16 03:15:00-04:00
57392,57399,1,7565.6,7497.8,7619.84,0.8961615734376676,0.6941947763561354,0.7746312684365729,target,2,201905162,3,51.0,2019-05-16 09:45:00-04:00
57440,57443,-1,7572.0,7590.4,7557.280000000001,0.24300052826201315,0.17168515583728666,0.7065217391304132,target,0,201905170,4,15.799999999999272,2019-05-16 22:45:00-04:00
57461,57463,-1,7551.4,7566.2,7539.5599999999995,0.19599014752231617,0.13401488465715158,0.6837837837837851,target,1,201905171,4,11.199999999999818,2019-05-17 04:00:00-04:00
57486,57489,1,7558.1,7502.9,7602.260000000001,0.7303422817904066,0.561516783318569,0.7688405797101486,target,2,201905172,4,47.100000000000364,2019-05-17 10:15:00-04:00
57526,57528,1,7536.9,7523.6,7547.539999999999,0.17646512491872351,-0.19928617866761233,-1.1293233082706837,stop,0,201905200,0,11.599999999999454,2019-05-19 21:15:00-04:00
57553,57555,1,7521.8,7504.5,7535.64,0.22999813874338831,-0.25286500571671916,-1.099421965317918,stop,1,201905201,0,11.300000000000182,2019-05-20 04:00:00-04:00
57578,57597,1,7405.2,7348.7,7450.4,0.7629773672554422,-0.7862042888780857,-1.030442477876106,stop,2,201905202,0,55.0,2019-05-20 10:15:00-04:00
57615,57625,1,7407.2,7389.8,7421.12,0.23490657738416185,0.1647046117291294,0.7011494252873751,target,0,201905210,1,14.899999999999636,2019-05-20 20:30:00-04:00
57642,57647,-1,7392.4,7418.9,7371.2,0.35847627292895407,-0.38174341215302204,-1.0649056603773583,stop,1,201905211,1,10.799999999999272,2019-05-21 03:15:00-04:00
57669,57671,-1,7418.1,7451.4,7391.460000000001,0.44890200994862933,-0.4720885401922227,-1.0516516516516528,stop,2,201905212,1,20.099999999999454,2019-05-21 10:00:00-04:00
57706,57708,-1,7442.1,7458.4,7429.060000000001,0.21902420015854762,0.15210760403648235,0.6944785276073349,target,0,201905220,2,7.599999999999454,2019-05-21 20:15:00-04:00
57736,57739,-1,7418.9,7434.6,7406.339999999999,0.21162166898058646,-0.23480569895807638,-1.1095541401273834,stop,1,201905221,2,14.5,2019-05-22 03:45:00-04:00
57760,57773,1,7436.9,7407.7,7460.259999999999,0.39263671691161395,-0.4157646331132571,-1.0589041095890415,stop,2,201905222,2,27.100000000000364,2019-05-22 09:45:00-04:00
57800,57801,-1,7392.7,7408.9,7379.74,0.21913509272660622,0.1520418791510549,0.6938271604938372,target,0,201905230,3,14.299999999999272,2019-05-22 20:45:00-04:00
57828,57830,1,7353.5,7339.1,7365.0199999999995,0.19582511729108093,-0.21921533963418285,-1.1194444444444474,stop,1,201905231,3,14.099999999999454,2019-05-23 03:45:00-04:00
57853,57861,-1,7301.7,7334.0,7275.86,0.44236273744470717,0.3303340318008155,0.7467492260061923,target,2,201905232,3,28.800000000000182,2019-05-23 10:00:00-04:00
57894,57911,1,7325.6,7313.6,7335.200000000001,0.1638091077863929,0.10756798077973631,0.656666666666697,target,0,201905240,4,9.099999999999454,2019-05-23 21:15:00-04:00
57920,57935,1,7342.3,7326.2,7355.18,0.21927733816379558,-0.2427032401291198,-1.1068322981366434,stop,1,201905241,4,15.300000000000182,2019-05-24 03:45:00-04:00
57945,57947,-1,7344.1,7368.3,7324.740000000001,0.3295162102912517,0.2401928078321329,0.7289256198347027,target,2,201905242,4,23.400000000000546,2019-05-24 10:00:00-04:00
57983,58005,1,7303.7,7282.4,7320.74,0.2916330079274913,0.03532456152361381,0.1211267605633878,session flat,0,201905270,0,16.600000000000364,2019-05-26 20:30:00-04:00
58010,58016,1,7321.6,7311.2,7329.920000000001,0.142045454545462,-0.16553758741259486,-1.1653846153846068,stop,1,201905271,0,4.5,2019-05-27 03:15:00-04:00
58061,58079,1,7327.1,7310.9,7340.060000000001,0.22109702337897294,0.15340311992467615,0.6938271604938544,target,0,201905280,1,16.0,2019-05-27 20:45:00-04:00
58090,58106,-1,7300.7,7329.4,7277.74,0.39311298916542003,-0.19203638007314616,-0.4885017421602882,session flat,1,201905281,1,13.699999999999818,2019-05-28 04:00:00-04:00
58131,58136,-1,7313.1,7362.7,7273.420000000001,0.6782349482435555,0.5190685208734925,0.7653225806451572,target,2,201905282,1,46.30000000000018,2019-05-28 14:15:00-04:00
58152,58174,-1,7246.5,7282.2,7217.9400000000005,0.4926516249223738,-0.011315807631275288,-0.022969187675080334,session flat,0,201905290,2,32.099999999999454,2019-05-28 20:30:00-04:00
58182,58187,1,7229.4,7215.4,7240.599999999999,0.19365369186931145,-0.21744543115611256,-1.122857142857143,stop,1,201905291,2,12.200000000000728,2019-05-29 04:00:00-04:00
58207,58211,1,7251.1,7204.1,7288.700000000001,0.6481775178938368,-0.6718980568465474,-1.0365957446808511,stop,2,201905292,2,32.69999999999982,2019-05-29 10:15:00-04:00
58245,58266,-1,7202.4,7228.9,7181.2,0.367932911251805,-0.4154170831945008,-1.1290566037736123,session flat,0,201905300,3,17.799999999999272,2019-05-29 20:45:00-04:00
58276,58287,-1,7231.6,7242.6,7222.8,0.15211018308534763,0.09790364511311718,0.6436363636363802,target,1,201905301,3,10.300000000000182,2019-05-30 04:30:00-04:00
58297,58302,1,7254.7,7230.5,7274.0599999999995,0.33357685362592276,-0.3572856217348728,-1.0710743801652898,stop,2,201905302,3,22.899999999999636,2019-05-30 09:45:00-04:00
58339,58349,1,7191.5,7172.0,7207.1,0.27115344503928246,0.19300563164847895,0.7117948717948904,target,0,201905310,4,18.699999999999818,2019-05-30 21:15:00-04:00
