sig,ex,side,ent,stop,tgt,risk_pct,pct,R,why,sid,skey,dow,rng,ts
128270,128279,1,12616.4,12439.4,12758.0,1.4029358612599474,1.108715639960689,0.7902824858757083,target,2,202206022,3,103.80000000000109,2022-06-02 10:00:00-04:00
128309,128330,-1,12889.0,12919.3,12864.76,0.2350841803087848,-0.03429280782062788,-0.14587458745877338,session flat,0,202206030,4,13.199999999998909,2022-06-02 20:45:00-04:00
128335,128348,-1,12837.7,12885.8,12799.220000000001,0.3746777070658961,0.28634412706325557,0.7642411642411783,target,1,202206031,4,39.69999999999891,2022-06-03 03:15:00-04:00
128364,128386,-1,12592.1,12713.6,12494.9,0.9648906854297535,0.2269677019718799,0.23522633744856866,session flat,2,202206032,4,96.0,2022-06-03 10:30:00-04:00
128401,128408,1,12576.8,12529.0,12615.039999999999,0.3800648813688639,0.29037593028433134,0.7640167364016808,target,0,202206060,0,38.20000000000073,2022-06-05 20:45:00-04:00
128429,128446,1,12709.8,12653.5,12754.839999999998,0.4429652708933207,0.27128672363059003,0.6124333925399853,session flat,1,202206061,0,18.100000000000364,2022-06-06 03:45:00-04:00
128454,128458,1,12788.1,12690.5,12866.18,0.7632095463751485,-0.7766595506760219,-1.0176229508196721,stop,2,202206062,0,92.29999999999927,2022-06-06 10:00:00-04:00
128493,128495,-1,12555.1,12603.7,12516.22,0.38709369101003066,0.2959753406982104,0.7646090534979576,target,0,202206070,1,47.400000000001455,2022-06-06 20:45:00-04:00
128520,128531,1,12533.6,12491.3,12567.44,0.3374928193017257,-0.3512159315759326,-1.040661938534278,stop,1,202206071,1,37.5,2022-06-07 03:30:00-04:00
128547,128569,1,12588.7,12410.9,12730.940000000002,1.4123777673628022,1.1162391668718898,0.7903262092238512,target,2,202206072,1,113.39999999999964,2022-06-07 10:15:00-04:00
128584,128590,1,12687.5,12661.1,12708.619999999999,0.2080788177339873,0.15290640394087868,0.7348484848484564,target,0,202206080,2,19.5,2022-06-07 20:30:00-04:00
128615,128628,1,12673.4,12623.1,12713.64,0.3968942825129742,0.30394369308946123,0.7658051689860903,target,1,202206081,2,48.69999999999891,2022-06-08 04:15:00-04:00
128637,128648,1,12757.4,12627.1,12861.64,1.021367990342854,-1.034850361358892,-1.0132003069838833,stop,2,202206082,2,93.69999999999891,2022-06-08 09:45:00-04:00
128676,128698,-1,12590.9,12634.8,12555.78,0.34866451167112467,0.06337910713292068,0.18177676537583087,session flat,0,202206090,3,25.69999999999891,2022-06-08 20:30:00-04:00
128708,128709,1,12627.9,12582.8,12663.98,0.357145685347527,0.2720959146017939,0.7618625277161786,target,1,202206091,3,33.80000000000109,2022-06-09 04:30:00-04:00
128729,128744,1,12637.4,12504.6,12743.64,1.0508490670549264,-1.0644594615981078,-1.0129518072289156,stop,2,202206092,3,92.0,2022-06-09 09:45:00-04:00
128778,128790,1,12322.6,12267.1,12367.0,0.45039196273513704,0.0996542937367114,0.22126126126126125,session flat,0,202206100,4,32.5,2022-06-09 23:00:00-04:00
128795,128814,-1,12266.1,12333.2,12212.42,0.5470361402564822,-0.3857786908634396,-0.7052160953800314,session flat,1,202206101,4,58.70000000000073,2022-06-10 03:15:00-04:00
128821,128827,-1,11948.4,12088.3,11836.48,1.1708680660172044,0.9222992199792447,0.7877055039313822,target,2,202206102,4,117.39999999999964,2022-06-10 09:45:00-04:00
128952,128966,1,11388.6,11327.9,11437.160000000002,0.5329891294803639,0.41128848146393154,0.7716639209225824,target,0,202206140,1,46.20000000000073,2022-06-13 20:30:00-04:00
128979,128990,-1,11422.0,11492.2,11365.84,0.6146033969532545,0.4766240588338282,0.7754985754985654,target,1,202206141,1,49.100000000000364,2022-06-14 03:15:00-04:00
129008,129019,-1,11263.7,11413.9,11143.54,1.3334872200076253,-1.3487575130729592,-1.011451398135819,stop,2,202206142,1,146.0,2022-06-14 10:30:00-04:00
129043,129045,-1,11386.1,11406.3,11369.94,0.1774092973010856,0.126821299654841,0.7148514851485462,target,0,202206150,2,18.299999999999272,2022-06-14 20:15:00-04:00
129074,129088,1,11405.8,11360.3,11442.199999999999,0.398919847796735,0.30405583124375,0.7621978021977942,target,1,202206151,2,38.0,2022-06-15 04:00:00-04:00
129106,129114,1,11525.6,11432.0,11600.480000000001,0.8121052266259489,-0.8270285277989897,-1.0183760683760683,stop,2,202206152,2,86.20000000000073,2022-06-15 12:00:00-04:00
129135,129138,1,11703.0,11683.0,11719.0,0.1708963513628984,0.12201999487310945,0.714,target,0,202206160,3,16.200000000000728,2022-06-15 20:15:00-04:00
129163,129164,-1,11403.5,11470.3,11350.060000000001,0.5857850659885059,0.45354496426534563,0.7742514970059768,target,1,202206161,3,41.5,2022-06-16 03:15:00-04:00
129190,129208,-1,11180.4,11321.6,11067.439999999999,1.2629244034202778,0.9949554577653836,0.7878186968838553,target,2,202206162,3,87.5,2022-06-16 10:00:00-04:00
129227,129236,1,11189.4,11135.2,11232.759999999998,0.4843870091336346,0.3721379162421467,0.7682656826568193,target,0,202206170,4,51.099999999998545,2022-06-16 20:15:00-04:00
129255,129272,1,11236.8,11170.6,11289.759999999998,0.5891356969955762,0.45600170867150014,0.7740181268882171,target,1,202206171,4,43.100000000000364,2022-06-17 03:15:00-04:00
129284,129294,-1,11148.5,11298.2,11028.74,1.3427815401175112,-1.3582096246131832,-1.0114896459585838,stop,2,202206172,4,141.0,2022-06-17 10:30:00-04:00
129375,129381,1,11350.2,11313.2,11379.800000000001,0.3259854451903931,0.2456344381596832,0.7535135135135234,target,2,202206202,0,35.79999999999927,2022-06-20 10:15:00-04:00
129397,129406,1,11419.8,11382.4,11449.72,0.32750135729171825,0.24693952608627187,0.7540106951871751,target,0,202206210,1,18.200000000000728,2022-06-20 20:45:00-04:00
129423,129424,1,11463.0,11423.5,11494.6,0.3445869318677484,0.26066474744831514,0.7564556962025409,target,1,202206211,1,23.600000000000364,2022-06-21 03:15:00-04:00
129449,129474,1,11602.7,11450.5,11724.460000000001,1.311763641221446,-0.4181785274117325,-0.31879106438896754,session flat,2,202206212,1,125.70000000000073,2022-06-21 09:45:00-04:00
129489,129495,-1,11507.4,11553.3,11470.68,0.39887376818394804,0.30415211081564336,0.7625272331154602,target,0,202206220,2,40.599999999998545,2022-06-21 20:45:00-04:00
129517,129534,-1,11315.8,11407.5,11242.439999999999,0.8103713391894584,-0.4924088442708426,-0.6076335877862548,session flat,1,202206221,2,90.60000000000036,2022-06-22 03:45:00-04:00
129541,129544,1,11566.9,11412.7,11690.259999999998,1.3331143175785984,1.051621437031519,0.7888456549935124,target,2,202206222,2,88.09999999999854,2022-06-22 09:45:00-04:00
129579,129581,1,11486.8,11458.0,11509.839999999998,0.2507225685134178,0.18560434585784602,0.7402777777777637,target,0,202206230,3,19.200000000000728,2022-06-22 20:15:00-04:00
129607,129610,-1,11489.2,11538.3,11449.920000000002,0.4273578665181087,-0.4423284475855459,-1.035030549898168,stop,1,202206231,3,44.29999999999927,2022-06-23 03:15:00-04:00
129636,129646,1,11678.2,11536.5,11791.560000000001,1.2133719237553795,-1.2281002209244636,-1.012138320395201,stop,2,202206232,3,121.89999999999964,2022-06-23 10:30:00-04:00
129672,129675,1,11693.9,11661.0,11720.22,0.2813432644370111,0.2103660883024458,0.7477203647416408,target,0,202206240,4,32.399999999999636,2022-06-23 20:30:00-04:00
129700,129718,1,11826.9,11781.8,11862.98,0.3813340773998289,-0.14137263357261837,-0.37073170731707017,session flat,1,202206241,4,35.5,2022-06-24 03:30:00-04:00
129726,129750,1,12029.5,11814.6,12201.42,1.7864416642420686,0.45454923313520623,0.2544439274080955,session flat,2,202206242,4,120.5,2022-06-24 10:00:00-04:00
129767,129772,1,12093.8,12049.4,12129.32,0.36713026509450825,0.27948204865303244,0.7612612612612774,target,0,202206270,0,31.899999999999636,2022-06-26 21:15:00-04:00
129791,129810,1,12184.9,12109.7,12245.06,0.6171573012498988,-0.04940541161601057,-0.08005319148935318,session flat,1,202206271,0,44.19999999999891,2022-06-27 03:15:00-04:00
129860,129861,-1,12034.9,12070.1,12006.74,0.2924826961586779,0.219694388819183,0.7511363636363441,target,0,202206280,1,32.399999999999636,2022-06-27 21:30:00-04:00
129883,129902,-1,12063.5,12131.8,12008.86,0.5661706801508622,-0.07145521614788111,-0.12620790629575004,session flat,1,202206281,1,58.5,2022-06-28 03:15:00-04:00
129911,129915,-1,11987.7,12148.1,11859.380000000001,1.3380381557763343,1.0560824845466579,0.7892768079800498,target,2,202206282,1,125.30000000000109,2022-06-28 10:15:00-04:00
129948,129957,-1,11635.6,11680.9,11599.36,0.38932242428408737,-0.40410464436728033,-1.0379690949227378,stop,0,202206290,2,24.5,2022-06-28 20:30:00-04:00
129975,129985,1,11654.9,11602.9,11696.5,0.4461642742537474,-0.4609220156329098,-1.033076923076923,stop,1,202206291,2,31.0,2022-06-29 03:15:00-04:00
130003,130026,1,11665.6,11549.3,11758.640000000001,0.9969482924153159,-0.1990467699903991,-0.19965606190885452,session flat,2,202206292,2,115.70000000000073,2022-06-29 10:15:00-04:00
130042,130059,-1,11623.2,11661.2,11592.800000000001,0.32693234221212747,0.24674788354325516,0.7547368421052536,target,0,202206300,3,33.30000000000109,2022-06-29 21:00:00-04:00
130068,130070,1,11511.0,11480.5,11535.4,0.26496394752845104,0.19702892885066142,0.7436065573770373,target,1,202206301,3,29.200000000000728,2022-06-30 03:30:00-04:00
130093,130099,-1,11373.0,11562.4,11221.48,1.6653477534511532,-1.6804712916556725,-1.0090813093980993,stop,2,202206302,3,150.89999999999964,2022-06-30 09:45:00-04:00
130131,130132,-1,11513.6,11530.6,11500.0,0.1476514730405781,0.10318232351306597,0.698823529411786,target,0,202207010,4,15.100000000000364,2022-06-30 20:15:00-04:00
130159,130163,1,11419.1,11367.0,11460.78,0.4562531197730151,0.3499400127855986,0.7669865642994245,target,1,202207011,4,47.0,2022-07-01 03:15:00-04:00
130185,130188,1,11527.4,11395.0,11633.32,1.1485677602928643,-1.163488731196971,-1.0129909365558913,stop,2,202207012,4,117.5,2022-07-01 09:45:00-04:00
130302,130322,-1,11653.2,11693.4,11621.04,0.34496962207804643,-0.03792949576081169,-0.10995024875619473,session flat,0,202207050,1,29.600000000000364,2022-07-04 21:00:00-04:00
130329,130331,-1,11610.1,11659.8,11570.340000000002,0.4280755549047718,0.3276457567118147,0.7653923541247332,target,1,202207051,1,43.79999999999927,2022-07-05 03:45:00-04:00
130354,130356,1,11483.7,11365.2,11578.5,1.0318973849891584,0.8105401569180601,0.7854852320675044,target,2,202207052,1,73.39999999999964,2022-07-05 10:00:00-04:00
130392,130401,1,11821.8,11759.0,11872.039999999999,0.5312219797323527,-0.5457713715339396,-1.0273885350318475,stop,0,202207060,2,21.399999999999636,2022-07-05 20:30:00-04:00
130419,130423,1,11823.5,11769.6,11866.619999999999,0.455871780775571,-0.47041908064447613,-1.0319109461966607,stop,1,202207061,2,46.79999999999927,2022-07-06 03:15:00-04:00
130464,130470,1,11901.0,11742.7,12027.64,1.330140324342486,-0.2203176203680363,-0.16563487049905318,session flat,2,202207062,2,115.19999999999891,2022-07-06 14:30:00-04:00
130486,130492,-1,11838.0,11874.0,11809.2,0.30410542321338063,-0.3186349045446866,-1.0477777777777777,stop,0,202207070,3,32.5,2022-07-06 21:00:00-04:00
130514,130523,1,11910.6,11876.3,11938.04,0.28797877520864684,-0.30241969338237445,-1.0501457725947505,stop,1,202207071,3,26.5,2022-07-07 04:00:00-04:00
130537,130553,1,12010.1,11894.5,12102.58,0.9625232096318962,0.7556972881158321,0.7851211072664297,target,2,202207072,3,103.79999999999927,2022-07-07 09:45:00-04:00
130579,130585,1,12102.6,12068.3,12130.04,0.2834101763257572,-0.29762199857882676,-1.0501457725947505,stop,0,202207080,4,29.80000000000109,2022-07-07 21:15:00-04:00
130604,130610,1,12076.8,12049.7,12098.479999999998,0.22439719130894398,-0.2386393746687744,-1.0634686346863502,stop,1,202207081,4,18.099999999998545,2022-07-08 03:30:00-04:00
130631,130654,1,12093.4,11964.8,12196.28,1.063389948236231,0.362842542213111,0.34121306376360994,session flat,2,202207082,4,101.20000000000073,2022-07-08 10:15:00-04:00
130698,130714,1,12040.0,11981.4,12086.880000000001,0.4867109634551525,-0.08986710963455452,-0.18464163822526106,session flat,1,202207111,0,43.80000000000109,2022-07-11 04:00:00-04:00
130759,130761,-1,11846.9,11887.7,11814.259999999998,0.344393892073041,0.26099654762006297,0.757843137254912,target,0,202207120,1,19.200000000000728,2022-07-11 20:15:00-04:00
130787,130792,-1,11757.4,11801.6,11722.039999999999,0.3759334546753596,-0.3905625393369344,-1.0389140271493207,stop,1,202207121,1,35.80000000000109,2022-07-12 03:15:00-04:00
130813,130836,-1,11835.4,12003.0,11701.32,1.4160907109180962,1.118339895567534,0.7897374701670623,target,2,202207122,1,96.10000000000036,2022-07-12 09:45:00-04:00
130852,130874,1,11777.6,11749.7,11799.92,0.2368903681564974,-0.03922700720010559,-0.16559139784945148,session flat,0,202207130,2,23.899999999999636,2022-07-12 20:30:00-04:00
130879,130881,-1,11789.2,11814.2,11769.2,0.21205849421504427,0.15505717097004038,0.7312000000000001,target,1,202207131,2,19.100000000000364,2022-07-13 03:15:00-04:00
130905,130908,1,11656.5,11501.9,11780.18,1.3262986316647396,1.046283189636686,0.7888745148771023,target,2,202207132,2,137.20000000000073,2022-07-13 09:45:00-04:00
130943,130947,1,11671.6,11646.3,11691.840000000002,0.21676548202475315,0.15867575996437164,0.7320158102767116,target,0,202207140,3,22.900000000001455,2022-07-13 20:15:00-04:00
130975,130976,-1,11642.3,11703.1,11593.659999999998,0.5222335792755821,0.4030131503225414,0.771710526315796,target,1,202207141,3,54.30000000000109,2022-07-14 04:15:00-04:00
130998,131004,-1,11514.7,11659.2,11399.1,1.2549176270332705,-1.26985505484294,-1.0119031141868513,stop,2,202207142,3,134.70000000000073,2022-07-14 10:00:00-04:00
131035,131058,-1,11795.2,11843.8,11756.320000000002,0.41203201302223397,-0.15616521975039768,-0.3790123456790012,session flat,0,202207150,4,26.69999999999891,2022-07-14 20:15:00-04:00
131063,131082,1,11792.4,11739.9,11834.4,0.4452019945049354,-0.1282181744174183,-0.2879999999999931,session flat,1,202207151,4,33.5,2022-07-15 03:15:00-04:00
131089,131094,-1,11867.1,11960.5,11792.380000000001,0.7870499110987489,-0.801543763851317,-1.0184154175588866,stop,2,202207152,4,68.89999999999964,2022-07-15 09:45:00-04:00
131155,131159,1,12117.2,12078.1,12148.480000000001,0.32268180767834453,0.24395074769749325,0.7560102301790379,target,1,202207181,0,24.0,2022-07-18 03:15:00-04:00
131181,131196,1,12137.8,12066.0,12195.239999999998,0.5915404768574146,-0.6057110843810186,-1.023955431754875,stop,2,202207182,0,66.70000000000073,2022-07-18 09:45:00-04:00
131226,131232,1,11922.4,11898.9,11941.199999999999,0.1971079648392941,-0.21153459035093605,-1.073191489361702,stop,0,202207190,1,22.30000000000109,2022-07-18 22:00:00-04:00
131248,131255,-1,11870.3,11946.1,11809.659999999998,0.6385685281753712,-0.6530584736695879,-1.022691292875989,stop,1,202207191,1,50.20000000000073,2022-07-19 03:30:00-04:00
131275,131278,1,12061.7,11977.2,12129.300000000001,0.7005645970302693,0.5461916645249041,0.7796449704142056,target,2,202207192,1,78.79999999999927,2022-07-19 10:15:00-04:00
131311,131334,1,12321.7,12275.3,12358.820000000002,0.37657141465870336,-0.19575220951655578,-0.5198275862069116,session flat,0,202207200,2,14.800000000001091,2022-07-19 20:15:00-04:00
131340,131358,-1,12256.7,12316.1,12209.18,0.48463289466169224,-0.00913785929328152,-0.018855218855212845,session flat,1,202207201,2,34.30000000000109,2022-07-20 03:30:00-04:00
131366,131368,1,12318.6,12234.2,12386.12,0.6851427922004094,0.5341516081372919,0.7796208530805773,target,2,202207202,2,72.79999999999927,2022-07-20 10:00:00-04:00
131405,131406,1,12421.2,12397.6,12440.080000000002,0.18999774578945966,-0.20384503912665736,-1.0728813559322021,stop,0,202207210,3,18.600000000000364,2022-07-20 20:45:00-04:00
131432,131441,-1,12406.2,12441.5,12377.960000000001,0.28453515177894334,-0.2983991875030168,-1.0487252124645903,stop,1,202207211,3,30.700000000000728,2022-07-21 03:30:00-04:00
131459,131464,-1,12372.6,12487.4,12280.76,0.9278567156458567,-0.941758401629401,-1.0149825783972126,stop,2,202207212,3,99.89999999999964,2022-07-21 10:15:00-04:00
131497,131514,1,12528.6,12505.0,12547.480000000001,0.1883690117012305,-0.20209760068962504,-1.0728813559322021,stop,0,202207220,4,18.799999999999272,2022-07-21 20:45:00-04:00
131528,131536,1,12545.4,12513.4,12571.0,0.2550735727836498,0.19034865368980156,0.7462500000000114,target,1,202207221,4,31.5,2022-07-22 04:30:00-04:00
131554,131556,-1,12534.0,12624.6,12461.52,0.722833891814268,0.564544439125575,0.7810154525386234,target,2,202207222,4,82.5,2022-07-22 11:00:00-04:00
131619,131620,1,12415.1,12387.9,12436.86,0.21908804600849552,0.16141633977978606,0.7367647058823413,target,1,202207251,0,24.899999999999636,2022-07-25 04:15:00-04:00
131680,131681,-1,12270.1,12285.5,12257.78,0.12550834956520024,0.0863888639864362,0.6883116883116857,target,0,202207260,1,10.399999999999636,2022-07-25 20:30:00-04:00
131709,131711,1,12306.2,12281.4,12326.04,0.20152443483773294,-0.21550112951196218,-1.0693548387096743,stop,1,202207261,1,20.5,2022-07-26 03:45:00-04:00
131734,131738,-1,12196.7,12270.3,12137.820000000002,0.6034419146162366,0.46865135651446044,0.7766304347826132,target,2,202207262,1,73.5,2022-07-26 10:00:00-04:00
131774,131775,-1,12254.6,12270.6,12241.800000000001,0.1305632170776688,0.0904150278262797,0.6924999999999545,target,0,202207270,2,15.600000000000364,2022-07-26 21:00:00-04:00
131799,131802,1,12283.1,12253.8,12306.54,0.23853913100114052,0.17682832509708876,0.7412969283276348,target,1,202207271,2,20.5,2022-07-27 03:15:00-04:00
131825,131842,1,12371.8,12262.1,12459.559999999998,0.8866939329765994,0.695452561470428,0.7843208751139403,target,2,202207272,2,97.79999999999927,2022-07-27 09:45:00-04:00
131863,131872,-1,12539.0,12570.0,12514.2,0.24722864662253768,-0.26094584895127204,-1.0554838709677419,stop,0,202207280,3,23.399999999999636,2022-07-27 20:15:00-04:00
131892,131894,-1,12528.8,12551.9,12510.32,0.18437519954026216,0.13377178979630583,0.7255411255410953,target,1,202207281,3,17.399999999999636,2022-07-28 03:30:00-04:00
131917,131923,-1,12473.2,12638.5,12340.960000000001,1.3252413173844664,-1.3390308822114554,-1.0104053236539625,stop,2,202207282,3,137.79999999999927,2022-07-28 09:45:00-04:00
131960,131961,1,12880.6,12864.7,12893.32,0.12344145459062184,0.08539974845891764,0.6918238993710438,target,0,202207290,4,13.899999999999636,2022-07-28 21:30:00-04:00
131984,131989,-1,12884.8,12913.2,12862.079999999998,0.2204147522662475,0.1629827393518034,0.739436619718313,target,1,202207291,4,21.5,2022-07-29 03:30:00-04:00
132010,132032,1,12871.1,12729.7,12984.22,1.0985852025079412,0.865504890801866,0.7878359264497826,target,2,202207292,4,119.5,2022-07-29 10:00:00-04:00
132052,132059,1,12912.7,12894.9,12926.940000000002,0.13784878452996732,-0.15116900415870493,-1.0966292134831401,stop,0,202208010,0,14.800000000001091,2022-07-31 21:30:00-04:00
132076,132081,1,12947.6,12909.4,12978.160000000002,0.29503537335105134,-0.3083196885909414,-1.0450261780104704,stop,1,202208011,0,27.0,2022-08-01 03:30:00-04:00
132101,132105,1,12967.7,12838.3,13071.220000000001,0.9978639234405596,0.7850274142677609,0.7867078825347704,target,2,202208012,0,111.80000000000109,2022-08-01 09:45:00-04:00
132139,132143,-1,12921.5,12944.1,12903.42,0.17490229462523982,0.1266106876136666,0.7238938053097197,target,0,202208020,1,14.899999999999636,2022-08-01 20:15:00-04:00
132172,132186,-1,12844.6,12896.9,12802.76,0.4071749996107257,-0.0546533173473621,-0.1342256214149019,session flat,1,202208021,1,51.100000000000364,2022-08-02 04:30:00-04:00
132197,132203,1,12957.2,12841.3,13049.920000000002,0.8944833760380441,0.7023122279504921,0.7851596203623815,target,2,202208022,1,88.0,2022-08-02 10:45:00-04:00
132231,132232,-1,12881.5,12908.5,12859.9,0.20960291891472266,0.15432985288980602,0.7362962962963098,target,0,202208030,2,23.200000000000728,2022-08-02 20:15:00-04:00
132266,132278,1,12949.1,12885.2,13000.22,0.4934705886895586,0.31492536160814266,0.6381846635367798,session flat,1,202208031,2,40.0,2022-08-03 05:00:00-04:00
132285,132292,1,13095.9,12978.4,13189.9,0.8972273765071511,0.7046480196091907,0.7853617021276595,target,2,202208032,2,99.30000000000109,2022-08-03 09:45:00-04:00
132323,132346,1,13242.4,13214.0,13265.119999999999,0.21446263517186942,-0.11493384884915121,-0.5359154929577533,session flat,0,202208040,3,13.200000000000728,2022-08-03 20:15:00-04:00
132351,132361,1,13253.3,13215.7,13283.379999999997,0.28370292681821546,0.2139844416107544,0.7542553191489151,target,1,202208041,3,29.099999999998545,2022-08-04 03:15:00-04:00
132379,132398,-1,13227.5,13315.5,13157.1,0.6652806652806653,-0.6782838782838783,-1.0195454545454545,stop,2,202208042,3,82.0,2022-08-04 10:15:00-04:00
132415,132418,1,13333.4,13318.3,13345.48,0.11324943375283397,0.07769961150194195,0.6860927152317667,target,0,202208050,4,12.300000000001091,2022-08-04 20:15:00-04:00
132443,132447,1,13338.1,13322.1,13350.9,0.11995711533126907,-0.1328525052293805,-1.1075,stop,1,202208051,4,13.699999999998909,2022-08-05 03:15:00-04:00
132470,132475,1,13264.9,13100.5,13396.42,1.2393610204373922,-1.2523275712594866,-1.010462287104623,stop,2,202208052,4,96.0,2022-08-05 10:00:00-04:00
132507,132514,1,13176.5,13163.3,13187.060000000001,0.10017834781619343,0.06708913596176001,0.669696969697032,target,0,202208080,0,11.400000000001455,2022-08-07 20:15:00-04:00
132548,132554,1,13300.4,13250.4,13340.4,0.3759285435024511,0.035186911671826686,0.09359999999999273,session flat,1,202208081,0,38.399999999999636,2022-08-08 06:30:00-04:00
132561,132568,1,13378.2,13219.3,13505.320000000002,1.187753210446857,-1.200609947526584,-1.010824417872876,stop,2,202208082,0,142.60000000000036,2022-08-08 09:45:00-04:00
132601,132602,-1,13189.2,13210.9,13171.840000000002,0.16452855366511165,0.11858187001485126,0.7207373271889194,target,0,202208090,1,17.5,2022-08-08 20:45:00-04:00
132627,132638,-1,13173.4,13209.8,13144.28,0.2763143911214997,0.20799489881123312,0.7527472527472323,target,1,202208091,1,23.5,2022-08-09 03:15:00-04:00
132653,132678,-1,12988.8,13098.5,12901.039999999999,0.844573786646963,-0.38895048041390345,-0.46052871467639706,session flat,2,202208092,1,73.39999999999964,2022-08-09 09:45:00-04:00
132700,132714,-1,12996.1,13042.4,12959.060000000001,0.3562607243711519,0.13450188902825252,0.37753779697626355,session flat,0,202208100,2,40.0,2022-08-09 22:30:00-04:00
132719,132723,1,13004.3,12970.5,13031.339999999998,0.2599140284367423,0.19470482840290562,0.7491124260354911,target,1,202208101,2,24.299999999999272,2022-08-10 03:15:00-04:00
132751,132770,1,13343.5,13255.7,13413.74,0.6579982763143049,0.1654738262075113,0.2514806378132057,session flat,2,202208102,2,85.59999999999854,2022-08-10 11:15:00-04:00
132783,132804,1,13422.5,13385.3,13452.26,0.2771465822313334,-0.01653939281057925,-0.05967741935483754,session flat,0,202208110,3,15.900000000001455,2022-08-10 20:15:00-04:00
132810,132812,-1,13431.6,13456.1,13412.0,0.18240567021054827,0.13311891360672118,0.7297959183673618,target,1,202208111,3,20.200000000000728,2022-08-11 03:30:00-04:00
132836,132840,1,13539.0,13442.4,13616.28,0.7134943496565505,-0.7261983898367705,-1.0178053830227742,stop,2,202208112,3,55.70000000000073,2022-08-11 10:00:00-04:00
132874,132896,-1,13307.9,13346.5,13277.019999999999,0.2900532766251652,-0.2834406630647961,-0.9772020725388508,session flat,0,202208120,4,33.100000000000364,2022-08-11 20:30:00-04:00
132901,132906,1,13362.9,13325.3,13392.98,0.28137604861220517,0.21222938134686278,0.754255319148927,target,1,202208121,4,23.100000000000364,2022-08-12 03:15:00-04:00
132929,132937,1,13421.0,13345.3,13481.560000000001,0.564041427613447,0.4384174055584629,0.7772787318362053,target,2,202208122,4,72.5,2022-08-12 10:15:00-04:00
133019,133039,1,13605.7,13523.3,13671.620000000003,0.6056285233394934,0.4718610582329604,0.7791262135922422,target,2,202208152,0,71.20000000000073,2022-08-15 09:45:00-04:00
133057,133067,-1,13649.3,13670.4,13632.419999999998,0.15458668210091628,-0.16718806092620403,-1.0815165876777237,stop,0,202208160,1,20.299999999999272,2022-08-15 20:15:00-04:00
133087,133090,1,13643.3,13616.4,13664.82,0.19716637470406453,0.1451261791502088,0.7360594795539296,target,1,202208161,1,23.100000000000364,2022-08-16 03:45:00-04:00
133112,133114,-1,13580.2,13648.1,13525.880000000001,0.4999926363381956,0.38732861077156233,0.7746686303387333,target,2,202208162,1,49.899999999999636,2022-08-16 10:00:00-04:00
133154,133171,-1,13624.4,13651.0,13603.119999999999,0.19523795543290248,-0.20786236458119525,-1.0646616541353373,stop,0,202208170,2,20.5,2022-08-16 21:30:00-04:00
133178,133187,-1,13585.8,13622.8,13556.199999999999,0.27234318185163925,0.2052142678384811,0.7535135135135234,target,1,202208171,2,20.599999999998545,2022-08-17 03:30:00-04:00
133204,133210,-1,13464.4,13545.6,13399.439999999999,0.6030718041650629,0.4696830159531873,0.7788177339901524,target,2,202208172,2,79.89999999999964,2022-08-17 10:00:00-04:00
133243,133244,1,13436.5,13423.7,13446.74,0.0952629032858205,0.06340936999962625,0.6656250000000208,target,0,202208180,3,12.599999999998545,2022-08-17 20:45:00-04:00
133270,133275,1,13426.3,13391.4,13454.22,0.259937585187279,0.1951393905990487,0.7507163323782334,target,1,202208181,3,33.100000000000364,2022-08-18 03:30:00-04:00
133298,133302,1,13488.5,13418.1,13544.82,0.5219260851836723,0.4047892649293821,0.7755681818181817,target,2,202208182,3,61.19999999999891,2022-08-18 10:30:00-04:00
133333,133354,-1,13481.5,13514.4,13455.18,0.24403812632125235,0.1824722768237934,0.7477203647416408,target,0,202208190,4,29.100000000000364,2022-08-18 20:15:00-04:00
133362,133364,1,13432.7,13407.2,13453.1,0.18983525277866697,-0.20263982669158098,-1.0674509803921568,stop,1,202208191,4,25.299999999999272,2022-08-19 03:30:00-04:00
133387,133412,-1,13290.8,13406.3,13198.4,0.8690221807566136,0.3610015950883236,0.41541125541124596,session flat,2,202208192,4,83.0,2022-08-19 09:45:00-04:00
133429,133435,1,13186.1,13161.8,13205.54,0.18428496674529307,0.13438393459780001,0.7292181069958731,target,0,202208220,0,16.100000000000364,2022-08-21 21:15:00-04:00
133519,133536,-1,12912.4,12942.5,12888.32,0.2331092593166287,0.17316687834949296,0.7428571428571314,target,0,202208230,1,13.799999999999272,2022-08-22 20:45:00-04:00
133545,133564,1,12902.4,12834.8,12956.48,0.5239335317460346,0.133153521825394,0.2541420118343128,session flat,1,202208231,1,47.30000000000109,2022-08-23 03:15:00-04:00
133572,133596,1,12993.4,12850.8,13107.48,1.097480259208524,-0.8898363784690662,-0.8107994389901777,session flat,2,202208232,1,83.70000000000073,2022-08-23 10:00:00-04:00
133610,133614,-1,12866.7,12889.6,12848.380000000001,0.177978813526387,0.12901520980515369,0.724890829694322,target,0,202208240,2,14.700000000000728,2022-08-23 20:30:00-04:00
133637,133642,-1,12839.5,12891.9,12797.58,0.40811558082479565,-0.42151174111141115,-1.0328244274809162,stop,1,202208241,2,34.100000000000364,2022-08-24 03:15:00-04:00
133664,133666,1,12893.9,12840.2,12936.859999999999,0.41647600803479873,0.3198411652021431,0.7679702048417126,target,2,202208242,2,51.19999999999891,2022-08-24 10:00:00-04:00
