tf,ent,exi,stop,tgt,hold,sess,n,tot,mu,pf,med_hold,cost_risk
15,20,5,1.5,2.0,26,0,10548,-72.08054889703703,-0.006833574980758156,0.933393098754307,60.0,0.04777186659160826
15,20,5,1.5,3.0,8,1,3710,17.18551861652341,0.00463221526051844,1.0354789239134612,60.0,0.030585533862664827
15,20,5,1.5,3.0,8,0,10596,-60.5061635271916,-0.005710283458587354,0.9411029263829657,75.0,0.04864990904417604
15,20,5,1.5,3.0,16,1,3501,13.046030569801236,0.003726372627763849,1.0262238898210216,60.0,0.03056785579623687
15,20,5,1.5,3.0,16,0,9834,-59.83600209212214,-0.006084604646341483,0.9430390078336253,75.0,0.048520544015942815
15,20,5,1.5,3.0,26,1,3452,14.51709652333974,0.004205416142334803,1.0291242458128071,60.0,0.030521332421321566
15,20,5,1.5,3.0,26,0,9595,-68.2986426590829,-0.007118149313088369,0.9350619757722478,75.0,0.048251219542050104
15,20,5,2.5,0.0,8,1,3455,-5.816429332682788,-0.0016834817171296058,0.988588094274767,105.0,0.018547970802991462
15,20,5,2.5,0.0,8,0,9677,-78.25726772823799,-0.008086934765757775,0.9261867533109397,120.0,0.029675082241883352
15,20,5,2.5,0.0,16,1,3072,0.704954119454035,0.00022947725242644366,1.001398129204288,105.0,0.01871089309238895
15,20,5,2.5,0.0,16,0,8270,-40.997774167586115,-0.004957409210107148,0.9601440956687702,135.0,0.03017203266660378
15,20,5,2.5,0.0,26,1,2888,2.227362550140559,0.0007712474204087809,1.0045372039909732,120.0,0.018701036038296433
15,20,5,2.5,0.0,26,0,7614,-51.58430337402188,-0.006774928207778024,0.9476712475835086,135.0,0.030284441541420563
15,20,5,2.5,1.5,8,1,4047,-6.516893335265325,-0.0016103022820027984,0.9877391765038891,45.0,0.018153006104861966
15,20,5,2.5,1.5,8,0,11440,-99.5138765832707,-0.008698765435600586,0.909209973841153,60.0,0.028909785115221482
15,20,5,2.5,1.5,16,1,3915,-1.2426403725980286,-0.0003174049483009013,0.9977323028498899,45.0,0.018054846401353346
15,20,5,2.5,1.5,16,0,10919,-90.91326416982062,-0.008326152959961593,0.9198768351910971,60.0,0.02874263191819388
15,20,5,2.5,1.5,26,1,3887,-0.8806748774857496,-0.00022656930215738348,0.9983973876455103,45.0,0.018025133959703708
15,20,5,2.5,1.5,26,0,10742,-83.94270563833848,-0.007814439176907325,0.9259649876688347,60.0,0.028539858900026784
15,20,5,2.5,2.0,8,1,3825,-5.19932644621702,-0.001359301031690724,0.9903115920853205,60.0,0.018283393440580803
15,20,5,2.5,2.0,8,0,10849,-99.29228281400162,-0.009152205992626198,0.9107226855378123,75.0,0.028971178663635664
15,20,5,2.5,2.0,16,1,3661,-4.091183352536081,-0.0011175043301109209,0.9926735425991676,60.0,0.018296645517763548
15,20,5,2.5,2.0,16,0,10179,-85.08286317625212,-0.008358666192774547,0.9261444846665179,75.0,0.02891554389383369
15,20,5,2.5,2.0,26,1,3624,-2.0332858182139906,-0.0005610612081164433,0.9963737725439392,75.0,0.01826914424240859
15,20,5,2.5,2.0,26,0,9962,-85.13426696584547,-0.008545901120843753,0.9263823977270472,75.0,0.02869316480478323
15,20,5,2.5,3.0,8,1,3595,0.7955564611497792,0.00022129526040327654,1.001527497827912,90.0,0.01841836264345167
15,20,5,2.5,3.0,8,0,10208,-83.85252170729726,-0.008214392800479748,0.9236176142173598,105.0,0.029248313682355767
15,20,5,2.5,3.0,16,1,3351,-7.581206847530334,-0.0022623714853865513,0.9860291566330801,90.0,0.01841836264345167
15,20,5,2.5,3.0,16,0,9294,-82.5662541911918,-0.008883823347449086,0.9271696906224347,105.0,0.02927606559754073
15,20,5,2.5,3.0,26,1,3282,-7.771493076780001,-0.002367913795484461,0.9857437153923162,90.0,0.018367269693379575
15,20,5,2.5,3.0,26,0,8978,-88.03412652573498,-0.009805538708591554,0.9223335519401572,105.0,0.029071488086596063
15,20,10,0.75,0.0,8,1,3953,6.959223024737587,0.0017604915316816563,1.0173509448991453,30.0,0.06110457240220869
15,20,10,0.75,0.0,8,0,11293,-62.261918909224796,-0.005513319659012202,0.9267145571151484,30.0,0.09795516265983203
15,20,10,0.75,0.0,16,1,3669,13.651522989389647,0.0037207748676450388,1.0342639087985193,30.0,0.06131443105875574
15,20,10,0.75,0.0,16,0,10255,-54.87389342361949,-0.0053509403631028275,0.9341311498339393,30.0,0.09913020704748658
15,20,10,0.75,0.0,26,1,3557,13.591602828645772,0.0038210859793775015,1.0347070505720009,30.0,0.06133837493198293
15,20,10,0.75,0.0,26,0,9579,-43.56487674462136,-0.004547956649401958,0.945325304796317,30.0,0.09941260241738795
15,20,10,0.75,1.5,8,1,4499,-2.128218526771483,-0.0004730425709649884,0.9949534629544099,15.0,0.05979621947086155
15,20,10,0.75,1.5,8,0,12981,-108.38205670188347,-0.008349284084576187,0.8788540462205255,15.0,0.09556242910181845
15,20,10,0.75,1.5,16,1,4461,-2.7218317974041604,-0.0006101393852060436,0.9936570840250495,15.0,0.059745289599013277
15,20,10,0.75,1.5,16,0,12768,-110.70237902981697,-0.008670299109478146,0.8785985803174843,15.0,0.09508831486847588
15,20,10,0.75,1.5,26,1,4458,-0.93455283909198,-0.0002096350020394751,0.9978231281950636,15.0,0.059690627649884836
15,20,10,0.75,1.5,26,0,12662,-105.8545824088543,-0.008360020724123701,0.8839674108295,15.0,0.0946060369218275
15,20,10,0.75,2.0,8,1,4286,3.7366573527430145,0.0008718285937337878,1.0089093382506285,15.0,0.06038102153814577
15,20,10,0.75,2.0,8,0,12411,-91.24333951383684,-0.007351812062995475,0.8981202233257182,15.0,0.09602393873544567
15,20,10,0.75,2.0,16,1,4215,6.126396658510804,0.0014534748893264065,1.014318517774258,15.0,0.060370198326505656
15,20,10,0.75,2.0,16,0,12077,-94.4690072368273,-0.00782222466149104,0.8969853203887891,15.0,0.09560057970565963
15,20,10,0.75,2.0,26,1,4206,9.150315599030591,0.0021755386588280055,1.0213784413808198,15.0,0.060230584174240466
15,20,10,0.75,2.0,26,0,11925,-85.51050993139378,-0.007170692656720653,0.9066789212591918,15.0,0.09498978938629767
15,20,10,0.75,3.0,8,1,4085,5.269777654082858,0.0012900312494694877,1.0128316336627263,30.0,0.060939367323776174
15,20,10,0.75,3.0,8,0,11793,-74.77314548159018,-0.006340468539098633,0.9147000189984255,30.0,0.09705577806554372
15,20,10,0.75,3.0,16,1,3927,14.154406172973491,0.003604381505722814,1.0338782520772958,30.0,0.06092480460664609
15,20,10,0.75,3.0,16,0,11240,-67.29349105500233,-0.005986965396352521,0.9246731495907434,30.0,0.09697162869051684
15,20,10,0.75,3.0,26,1,3901,16.89487347110139,0.004330908349423582,1.0403146020157528,30.0,0.0607836663260747
15,20,10,0.75,3.0,26,0,10985,-58.20987137445164,-0.005299032441916399,0.9344970332128957,30.0,0.09643644619914533
15,20,10,1.0,0.0,8,1,3753,11.07647027201042,0.002951364314417911,1.0253381102028167,45.0,0.045947211257861366
15,20,10,1.0,0.0,8,0,10666,-55.97172135028303,-0.005247676856392559,0.9394004116902568,60.0,0.07360194982757684
15,20,10,1.0,0.0,16,1,3431,20.180995114700778,0.005881957188779008,1.0463590920436914,45.0,0.04606318371839584
15,20,10,1.0,0.0,16,0,9489,-55.35463405542455,-0.005833558231154447,0.9396526027428591,60.0,0.07441112437478258
15,20,10,1.0,0.0,26,1,3274,22.87753405389634,0.00698764021194146,1.053658949736705,45.0,0.0460999277648889
15,20,10,1.0,0.0,26,0,8754,-47.388910006923055,-0.005413400731885201,0.9459187598446632,60.0,0.07496559194636931
15,20,10,1.0,1.5,8,1,4317,11.290254125135046,0.0026153009323917177,1.0247822106999704,15.0,0.045033230252937886
15,20,10,1.0,1.5,8,0,12389,-104.64144761446323,-0.008446319122969023,0.8920716482125483,30.0,0.07177161629488193
15,20,10,1.0,1.5,16,1,4241,15.029197587113053,0.003543786273782847,1.03235663268388,15.0,0.04492166035834733
15,20,10,1.0,1.5,16,0,12076,-106.79237267142334,-0.008843356465006901,0.8929014855820372,30.0,0.071372870608161
15,20,10,1.0,1.5,26,1,4232,16.725108348717605,0.003952057738354822,1.03595178857838,15.0,0.0448523894518538
15,20,10,1.0,1.5,26,0,11933,-103.70076659846845,-0.008690251118617988,0.8964481559390818,30.0,0.07095463463192794
15,20,10,1.0,2.0,8,1,4099,10.3046991902679,0.002513954425534984,1.022582396966998,30.0,0.045436716318684366
15,20,10,1.0,2.0,8,0,11823,-98.38814487247365,-0.008321758003254135,0.8993799381449847,30.0,0.07220846873007715
15,20,10,1.0,2.0,16,1,3988,17.04318101760953,0.004273616102710514,1.036320484305815,30.0,0.045424874067938284
15,20,10,1.0,2.0,16,0,11378,-97.29581929810486,-0.008551223351916406,0.9038967825660238,30.0,0.07178252060456808
15,20,10,1.0,2.0,26,1,3966,21.073836853801907,0.005313625026172947,1.044808767509424,30.0,0.045381100706111704
15,20,10,1.0,2.0,26,0,11179,-91.11949847795725,-0.008150952542978554,0.9103156914586558,30.0,0.0713561496045695
15,20,10,1.0,3.0,8,1,3883,13.03343772947328,0.003356538173956549,1.0291776618250275,45.0,0.045808695713339925
15,20,10,1.0,3.0,8,0,11182,-73.52120153551934,-0.006574959894072557,0.9230466648261025,45.0,0.07284313525640713
15,20,10,1.0,3.0,16,1,3695,18.68292654319895,0.0050562724068197425,1.0405397543180595,45.0,0.04570452549283213
15,20,10,1.0,3.0,16,0,10512,-75.44648768080035,-0.00717717729079151,0.9238191988870974,45.0,0.072705967612955
15,20,10,1.0,3.0,26,1,3641,24.02710003276577,0.006599038734623941,1.0520174749769935,45.0,0.045623666604021354
15,20,10,1.0,3.0,26,0,10187,-64.57436510007432,-0.006338899096895486,0.9346445054425571,45.0,0.07225956186769658
15,20,10,1.5,0.0,8,1,3571,6.788982430280862,0.0019011432176647613,1.0140264211857832,90.0,0.030736229465049388
15,20,10,1.5,0.0,8,0,10044,-54.37426763292436,-0.005413606892963396,0.9460369831389918,120.0,0.049310045035355715
15,20,10,1.5,0.0,16,1,3189,17.13009008657326,0.005371618089235893,1.035086721018303,90.0,0.03089382836503763
15,20,10,1.5,0.0,16,0,8651,-44.94224330216383,-0.00519503448181295,0.955837023769453,150.0,0.04989334569240808
15,20,10,1.5,0.0,26,1,2986,14.237479921279398,0.004768077669551038,1.0296810991808067,105.0,0.03086047716364261
15,20,10,1.5,0.0,26,0,7799,-51.021734091883104,-0.006542086689560598,0.9475150737703343,150.0,0.0501537836530633
15,20,10,1.5,1.5,8,1,4141,14.859285524031034,0.003588332654921766,1.0300223559964785,30.0,0.030070223977086
15,20,10,1.5,1.5,8,0,11797,-79.91988265965,-0.00677459376618208,0.9231818075986064,45.0,0.047998234330654144
15,20,10,1.5,1.5,16,1,4023,16.87364937371301,0.004194295146336816,1.032767596547405,30.0,0.030019078974327137
15,20,10,1.5,1.5,16,0,11316,-86.00622166419531,-0.007600408418539706,0.9214573957497088,45.0,0.047654199254791973
15,20,10,1.5,1.5,26,1,4001,16.293907148101262,0.0040724586723572265,1.031351116206665,30.0,0.02994777357223155
15,20,10,1.5,1.5,26,0,11089,-83.18535981414271,-0.007501610588343648,0.9246501312741079,45.0,0.047236420040336846
15,20,10,1.5,2.0,8,1,3923,12.713241879530266,0.0032406938260337156,1.0252734822382545,45.0,0.030345867555996907
15,20,10,1.5,2.0,8,0,11200,-78.16533818084446,-0.0069790480518611125,0.9261297177843957,60.0,0.04821807246623676
15,20,10,1.5,2.0,16,1,3763,12.549489586348558,0.003334969329351198,1.0236506118145652,45.0,0.030344790931891266
15,20,10,1.5,2.0,16,0,10577,-81.63449652701797,-0.007718114448994798,0.927420627732853,60.0,0.04793788143855932
15,20,10,1.5,2.0,26,1,3724,19.396153231026823,0.005208419234969609,1.036268953733842,45.0,0.0302910745879425
15,20,10,1.5,2.0,26,0,10288,-74.5112316660078,-0.0072425380701796075,0.9342020425886064,60.0,0.047581913738774
15,20,10,1.5,3.0,8,1,3707,15.517564129756307,0.004186016760117698,1.0315849847326897,60.0,0.03059436286918021
15,20,10,1.5,3.0,8,0,10563,-60.13082022824716,-0.005692589248153665,0.9421415876226487,90.0,0.048681010163056364
15,20,10,1.5,3.0,16,1,3469,14.460733462659167,0.004168559660610887,1.0277742762330724,60.0,0.030541830829298594
15,20,10,1.5,3.0,16,0,9670,-65.13421474308836,-0.00673569955978163,0.9408712643194843,90.0,0.04850488840114142
15,20,10,1.5,3.0,26,1,3385,20.23028719466274,0.005976451165336112,1.038471010815919,75.0,0.030477989460050495
15,20,10,1.5,3.0,26,0,9252,-64.29534364186571,-0.0069493454001151875,0.9420595509061666,90.0,0.04800510184918849
15,20,10,2.5,0.0,8,1,3445,-11.570251154944824,-0.0033585634702307183,0.9778476765718016,120.0,0.018556255791715524
15,20,10,2.5,0.0,8,0,9566,-76.00731542695351,-0.007945569248061208,0.9298571992956709,120.0,0.029691277683067674
15,20,10,2.5,0.0,16,1,3010,-10.951415289643913,-0.0036383439500478117,0.9797430608744553,150.0,0.01871089309238895
15,20,10,2.5,0.0,16,0,7921,-59.68391032915453,-0.007534895888038698,0.9458961696585141,225.0,0.030188601244906493
15,20,10,2.5,0.0,26,1,2744,-14.230006669014726,-0.00518586248870799,0.973503725055432,165.0,0.01867540833662229
15,20,10,2.5,0.0,26,0,6939,-67.11521222174291,-0.009672173543989467,0.9363161404541417,225.0,0.03027675093635227
15,20,10,2.5,1.5,8,1,4038,-9.235153153559121,-0.002287061206924002,0.9828774760842102,60.0,0.018159784993327138
15,20,10,2.5,1.5,8,0,11352,-110.73681665249241,-0.009754828810120896,0.9006408932103397,75.0,0.028878292677865125
15,20,10,2.5,1.5,16,1,3863,-4.9323960079167835,-0.0012768304447105315,0.991319530598931,60.0,0.018048227071077633
15,20,10,2.5,1.5,16,0,10642,-116.29567646851325,-0.010927990647294987,0.9026223320244403,75.0,0.028713008241827234
15,20,10,2.5,1.5,26,1,3815,-6.196350364154801,-0.0016242071727797644,0.9892873061771641,60.0,0.018013292101175155
15,20,10,2.5,1.5,26,0,10278,-103.38380675227961,-0.01005874749487056,0.9138771375592482,75.0,0.028372128541906634
15,20,10,2.5,2.0,8,1,3815,-9.780322140397155,-0.002563649315962557,0.9821849327185979,75.0,0.018296645517763548
15,20,10,2.5,2.0,8,0,10750,-117.16619403873902,-0.010899180840812933,0.8973324618416224,105.0,0.028930843479742056
15,20,10,2.5,2.0,16,1,3606,-17.837220054662314,-0.004946539116656216,0.9699086885794699,75.0,0.018304087557332545
15,20,10,2.5,2.0,16,0,9866,-122.73799931913268,-0.01244050266765991,0.9003639704412647,105.0,0.028834747632634265
15,20,10,2.5,2.0,26,1,3538,-12.588238276482212,-0.003558009688095594,0.9791607665196699,75.0,0.018231422890040504
15,20,10,2.5,2.0,26,0,9441,-107.64804596592873,-0.011402186841005055,0.9133287058337249,105.0,0.028457941131072573
15,20,10,2.5,3.0,8,1,3585,-4.6282328495924805,-0.0012909994001652665,0.9913213923499841,105.0,0.018431064069313368
15,20,10,2.5,3.0,8,0,10096,-95.12587141396797,-0.009422134648768619,0.9154818464752436,120.0,0.029213311045908602
15,20,10,2.5,3.0,16,1,3289,-11.596295566214955,-0.0035257815646746594,0.979885026031064,105.0,0.018420107360920084
15,20,10,2.5,3.0,16,0,8949,-107.56233613779227,-0.012019481074733744,0.9110258353737561,135.0,0.02920860609783382
15,20,10,2.5,3.0,26,1,3166,-11.772045465218856,-0.0037182708355081666,0.9800981945001194,120.0,0.01836256656578812
15,20,10,2.5,3.0,26,0,8382,-99.19450731811835,-0.011834228980925596,0.9187114750792092,135.0,0.028878292677865125
15,20,20,0.75,0.0,8,1,3953,6.959223024737587,0.0017604915316816563,1.0173509448991453,30.0,0.06110457240220869
15,20,20,0.75,0.0,8,0,11293,-62.24782966595788,-0.005512072050470015,0.9267299257775415,30.0,0.09795516265983203
15,20,20,0.75,0.0,16,1,3668,17.67754246103453,0.004819395436487058,1.0443017078430974,30.0,0.0613207598587541
15,20,20,0.75,0.0,16,0,10248,-50.71974013034566,-0.004949233033796415,0.9395800896729118,30.0,0.09911563319349156
15,20,20,0.75,0.0,26,1,3534,21.690854932571003,0.006137763138814659,1.054821662079422,30.0,0.06139735132234296
15,20,20,0.75,0.0,26,0,9441,-30.37366599490646,-0.003217208557875909,0.9624715113835014,30.0,0.0995444784499047
15,20,20,0.75,1.5,8,1,4499,-2.128218526771483,-0.0004730425709649884,0.9949534629544099,15.0,0.05979621947086155
15,20,20,0.75,1.5,8,0,12981,-108.36796745861656,-0.008348198710316352,0.8788678870713934,15.0,0.09556242910181845
15,20,20,0.75,1.5,16,1,4460,-1.1938180114908334,-0.0002676721998858371,0.997215644580042,15.0,0.05974976489830221
15,20,20,0.75,1.5,16,0,12767,-108.9869754752934,-0.008536615921931025,0.8805145819192415,15.0,0.0950894385217202
15,20,20,0.75,1.5,26,1,4456,0.9779702062240414,0.0002194726674650003,1.0022806998752527,15.0,0.059690627649884836
15,20,20,0.75,1.5,26,0,12637,-103.18409534041979,-0.008165236633727925,0.8870642459989841,15.0,0.09447284008067369
15,20,20,0.75,2.0,8,1,4286,3.7366573527430145,0.0008718285937337878,1.0089093382506285,15.0,0.06038102153814577
15,20,20,0.75,2.0,8,0,12411,-91.22925027056993,-0.007350676840751747,0.8981343524676533,15.0,0.09602393873544567
15,20,20,0.75,2.0,16,1,4214,8.562376393284888,0.00203188808573443,1.0200302979936395,15.0,0.06037074893160527
15,20,20,0.75,2.0,16,0,12074,-92.2576815043048,-0.00764102049894855,0.8995901862671054,15.0,0.09560552195901703
15,20,20,0.75,2.0,26,1,4200,13.112974692109916,0.0031221368314547416,1.0306622332005444,15.0,0.06030074492631715
15,20,20,0.75,2.0,26,0,11882,-81.21123713877542,-0.006834812080354773,0.9118604026228969,15.0,0.09483639081053466
15,20,20,0.75,3.0,8,1,4085,5.269777654082858,0.0012900312494694877,1.0128316336627263,30.0,0.060939367323776174
15,20,20,0.75,3.0,8,0,11793,-74.75905623832325,-0.006339273826704253,0.9147147210052567,30.0,0.09705577806554372
15,20,20,0.75,3.0,16,1,3925,18.519416883174703,0.004718322772783364,1.0443456194088536,30.0,0.060939367323776174
15,20,20,0.75,3.0,16,0,11235,-62.1154379764394,-0.005528743923136573,0.930694231573342,30.0,0.09700017279320723
15,20,20,0.75,3.0,26,1,3892,24.22227184259819,0.006223605303853594,1.0575919585076774,30.0,0.060786719909268296
15,20,20,0.75,3.0,26,0,10917,-46.45487508314584,-0.004255278472395882,0.9481313018111804,30.0,0.09641225440189677
15,20,20,1.0,0.0,8,1,3753,11.07647027201042,0.002951364314417911,1.0253381102028167,45.0,0.045947211257861366
15,20,20,1.0,0.0,8,0,10666,-55.95763210701612,-0.005246355907276966,0.9394147416855975,60.0,0.07360194982757684
15,20,20,1.0,0.0,16,1,3431,24.13199471684176,0.0070335163849728245,1.0551820315181561,45.0,0.04606318371839584
15,20,20,1.0,0.0,16,0,9478,-48.02554037144398,-0.005067054270040513,0.9480715089168299,60.0,0.07439970704222584
15,20,20,1.0,0.0,26,1,3249,31.31452950988833,0.009638205450873601,1.072416954304312,45.0,0.046095764459140744
15,20,20,1.0,0.0,26,0,8591,-37.897323173317815,-0.004411281943116962,0.9577283696976838,60.0,0.07484001853861212
15,20,20,1.0,1.5,8,1,4317,11.290254125135046,0.0026153009323917177,1.0247822106999704,15.0,0.045033230252937886
15,20,20,1.0,1.5,8,0,12389,-104.62735837119632,-0.008445181884833022,0.8920846118095456,30.0,0.07177161629488193
15,20,20,1.0,1.5,16,1,4241,14.317904053931823,0.003376067921228914,1.0307660579817757,15.0,0.04492166035834733
15,20,20,1.0,1.5,16,0,12073,-103.88996943140899,-0.008605149460068665,0.8957756905920503,30.0,0.07137557630439545
15,20,20,1.0,1.5,26,1,4231,15.955816471029369,0.003771169102110463,1.0342225155956506,15.0,0.04484716460314616
15,20,20,1.0,1.5,26,0,11882,-100.02014880929397,-0.008417787309316105,0.9003123624846252,30.0,0.07075709709424557
15,20,20,1.0,2.0,8,1,4099,10.3046991902679,0.002513954425534984,1.022582396966998,30.0,0.045436716318684366
15,20,20,1.0,2.0,8,0,11823,-98.37405562920674,-0.008320566322355302,0.8993928973669755,30.0,0.07220846873007715
15,20,20,1.0,2.0,16,1,3988,19.32748754260019,0.004846411119007068,1.0411367395792497,30.0,0.045424874067938284
15,20,20,1.0,2.0,16,0,11371,-90.98271015232848,-0.008001293655116391,0.9101174697667062,30.0,0.07180728271294719
15,20,20,1.0,2.0,26,1,3960,24.9651562349408,0.006304332382560808,1.0530546701493189,30.0,0.045381100706111704
15,20,20,1.0,2.0,26,0,11103,-81.76048986362208,-0.007363819676089533,0.9198481469663328,30.0,0.07122782839948257
15,20,20,1.0,3.0,8,1,3883,13.03343772947328,0.003356538173956549,1.0291776618250275,45.0,0.045808695713339925
15,20,20,1.0,3.0,8,0,11182,-73.50711229225242,-0.006573699900934754,0.9230602771596055,45.0,0.07284313525640713
15,20,20,1.0,3.0,16,1,3694,22.628315146411524,0.006125694408882383,1.0490023031073716,45.0,0.045704654073943536
15,20,20,1.0,3.0,16,0,10502,-68.4565870105731,-0.006518433347036098,0.9310626196285834,45.0,0.07272872151788765
15,20,20,1.0,3.0,26,1,3632,33.16213929086912,0.009130544958939736,1.0714867186656165,45.0,0.04559003993195122
15,20,20,1.0,3.0,26,0,10080,-51.814040269803144,-0.005140281772797931,0.9479887958445283,45.0,0.07216375581359896
15,20,20,1.5,0.0,8,1,3571,6.995018893537404,0.001958840351032597,1.0144582587916813,90.0,0.030736229465049388
15,20,20,1.5,0.0,8,0,10044,-53.78827220184279,-0.005355264058327637,0.9465874837286558,120.0,0.049310045035355715
15,20,20,1.5,0.0,16,1,3188,15.5368242983911,0.0048735333432845356,1.0314362897194276,90.0,0.030892766407631698
15,20,20,1.5,0.0,16,0,8617,-36.88404873811699,-0.0042803816569707545,0.9641200613373073,150.0,0.04988840628020668
15,20,20,1.5,0.0,26,1,2946,16.931672074814266,0.005747342863141299,1.034274679549386,105.0,0.030785642580921285
15,20,20,1.5,0.0,26,0,7558,-29.629791571886095,-0.003920321721604406,0.9702477680694542,150.0,0.050043096822753326
15,20,20,1.5,1.5,8,1,4141,15.065321987287568,0.00363808789840318,1.0304513175878351,30.0,0.030070223977086
15,20,20,1.5,1.5,8,0,11797,-79.34294293725856,-0.006725688135734386,0.9236940409231776,45.0,0.047998234330654144
15,20,20,1.5,1.5,16,1,4021,15.557915295890876,0.0038691657040265796,1.030068258494203,30.0,0.030016788078567728
15,20,20,1.5,1.5,16,0,11297,-81.91989573414656,-0.007251473465003679,0.9252259859263613,45.0,0.04765978311820958
15,20,20,1.5,1.5,26,1,3997,15.854572709824568,0.003966618141061938,1.0303439794407419,30.0,0.029918731179056395
15,20,20,1.5,1.5,26,0,10983,-84.88110239234538,-0.00772840775674637,0.9236715204023602,45.0,0.04691211321918654
15,20,20,1.5,2.0,8,1,3923,12.93413476293832,0.003297000959199164,1.0257239056707974,45.0,0.030345867555996907
15,20,20,1.5,2.0,8,0,11200,-77.6075797702859,-0.006929248193775527,0.9266181479480259,60.0,0.04821807246623676
15,20,20,1.5,2.0,16,1,3762,12.068544686154919,0.0032080129415616478,1.0226213120946845,45.0,0.030335983950379355
15,20,20,1.5,2.0,16,0,10550,-73.05413253270237,-0.006924562325374632,0.9350194211271258,60.0,0.04792921067672855
15,20,20,1.5,2.0,26,1,3714,21.880839593948597,0.00589144846363721,1.0407349240572576,45.0,0.03028987513194535
15,20,20,1.5,2.0,26,0,10150,-63.76483965706723,-0.006282250212518939,0.9440921682289304,60.0,0.04739720527459505
15,20,20,1.5,3.0,8,1,3707,15.738457013164364,0.004245604805277681,1.032049007369002,60.0,0.03059436286918021
15,20,20,1.5,3.0,8,0,10563,-59.613192087717714,-0.005643585353376665,0.9426110705447929,90.0,0.048681010163056364
15,20,20,1.5,3.0,16,1,3467,14.325008821066486,0.004131816792923705,1.0272659340355217,60.0,0.030541830829298594
15,20,20,1.5,3.0,16,0,9639,-60.248663566460564,-0.0062505097589439325,0.9456365376500978,90.0,0.04850131450399572
15,20,20,1.5,3.0,26,1,3368,28.29164402909349,0.008400131837616832,1.0532101051716423,75.0,0.030453428779872366
15,20,20,1.5,3.0,26,0,9065,-56.930813343220606,-0.006280288289378997,0.9496673775338564,90.0,0.04782117237799677
15,20,20,2.5,0.0,8,1,3445,-9.824953218415166,-0.0028519457818331397,0.9811261443614719,120.0,0.018556255791715524
15,20,20,2.5,0.0,8,0,9548,-67.86546915021559,-0.007107820396964348,0.9368757147093503,120.0,0.02966958556121065
15,20,20,2.5,0.0,16,1,2989,-0.12613616812566697,-4.2200123160142847e-05,0.9997658694134381,165.0,0.018726151911810183
15,20,20,2.5,0.0,16,0,7792,-46.07996488423307,-0.0059137531935617394,0.9584523063834354,240.0,0.030092296816066275
15,20,20,2.5,0.0,26,1,2659,3.4574002991756334,0.0013002633693778238,1.006314402867187,210.0,0.0186786284629448
15,20,20,2.5,0.0,26,0,6539,-55.66800063313846,-0.008513228419198418,0.9485884914743267,330.0,0.0302260233393252
15,20,20,2.5,1.5,8,1,4038,-7.1127678566644725,-0.0017614581121011572,0.9867604066360216,60.0,0.018159784993327138
15,20,20,2.5,1.5,8,0,11332,-102.08983132946176,-0.009008986174502449,0.9076448924691102,75.0,0.028832974450111903
15,20,20,2.5,1.5,16,1,3843,-2.5270656993107457,-0.0006575762943821872,0.9955518229484619,60.0,0.018048227071077633
15,20,20,2.5,1.5,16,0,10519,-110.26581717375095,-0.010482537995413151,0.9074462207664329,75.0,0.028683139263712333
15,20,20,2.5,1.5,26,1,3779,-4.5358964468983975,-0.0012002901420741989,0.9921960123688482,60.0,0.018013292101175155
15,20,20,2.5,1.5,26,0,9968,-110.2526474705454,-0.011060658855391793,0.9091562795485243,75.0,0.028123165393936833
15,20,20,2.5,2.0,8,1,3815,-6.870270806418046,-0.0018008573542380199,0.9874189653001393,75.0,0.018296645517763548
15,20,20,2.5,2.0,8,0,10727,-106.81245119882446,-0.009957346061230955,0.9055535744399055,105.0,0.028925071625000864
15,20,20,2.5,2.0,16,1,3586,-6.376645372014075,-0.0017782056252130718,0.9891601489332068,75.0,0.0183173033023397
15,20,20,2.5,2.0,16,0,9738,-105.93327770868491,-0.010878340286371423,0.913544274413226,105.0,0.028773723373396932
15,20,20,2.5,2.0,26,1,3489,1.7012548166510695,0.00048760527848984507,1.0028303155442972,75.0,0.018236932047738567
15,20,20,2.5,2.0,26,0,9097,-76.22283065281167,-0.008378897510477264,0.9383824207188013,105.0,0.028232162448318523
15,20,20,2.5,3.0,8,1,3585,-2.2743698473449907,-0.0006344127886596906,0.9957163193133897,105.0,0.018431064069313368
15,20,20,2.5,3.0,8,0,10077,-86.06313255750038,-0.00854055101295032,0.9229071118856509,120.0,0.02920860609783382
15,20,20,2.5,3.0,16,1,3265,-0.4758183058352188,-0.00014573301863253255,0.9991719437654525,105.0,0.018438305783656298
15,20,20,2.5,3.0,16,0,8815,-90.09659439558621,-0.010220827498081248,0.9253796776389029,150.0,0.0291156176606769
15,20,20,2.5,3.0,26,1,3107,7.285616703306137,0.0023449039920521845,1.0122743860913446,120.0,0.018356617721508126
15,20,20,2.5,3.0,26,0,7984,-63.52658921281916,-0.007956737125854103,0.9482716660063707,165.0,0.02870268819359209
15,30,5,0.75,0.0,8,1,3496,18.74150799084115,0.005360843246808109,1.053428611809874,30.0,0.060631541654363796
15,30,5,0.75,0.0,8,0,9197,-9.482843040786976,-0.001031080030530279,0.9863949368647736,30.0,0.09290086097117077
15,30,5,0.75,0.0,16,1,3257,16.73629918470487,0.005138562844551694,1.0487503877827618,30.0,0.06096689928988367
