,ret
2025-03-26,-0.0712667197501167
2025-03-27,-0.022829011493341104
2025-03-28,0.1489987989389331
2025-03-31,0.12190578326260157
2025-04-01,-0.09178640370364141
2025-04-02,0.15736266887129952
2025-04-03,-0.30038439010557494
2025-04-04,-0.7539492448145372
2025-04-07,0.050956761097706145
2025-04-08,0.7987703904469275
2025-04-09,1.0092776282660239
2025-04-10,0.07302621503841178
2025-04-11,-0.04059286725421646
2025-04-14,-0.060909229642252746
2025-04-15,-0.1391140809136533
2025-04-16,-0.09950977026449222
2025-04-17,-0.09710586547220457
2025-04-21,0.1294412243871285
2025-04-22,0.2237832838801085
2025-04-23,0.04526147742239611
2025-04-24,0.2584625060931734
2025-04-25,-0.04313795936695371
2025-04-28,-0.07206793657429031
2025-04-29,-0.09031008867091173
2025-04-30,0.06563485134731861
2025-05-01,0.06542558764339268
2025-05-02,-0.05056160077403469
2025-05-05,-0.0503574620057064
2025-05-06,0.07546305664925784
2025-05-07,-0.06957535885633322
2025-05-08,-0.1723381345283119
2025-05-09,-0.05136324637217488
2025-05-11,0.0986506085761522
2025-05-12,-0.017335215279172214
2025-05-13,0.16990959046880103
2025-05-14,-0.053354114887035405
2025-05-15,-0.06737228300764732
2025-05-16,-0.012722287535541069
2025-05-19,0.08085986038703198
2025-05-20,-0.02959893885235474
2025-05-21,-0.17979242787384322
2025-05-22,-0.050527444543770374
2025-05-23,-0.013455810157528699
2025-05-26,-0.03893536663432114
2025-05-27,0.08791667289603733
2025-05-28,-0.12445517488031885
2025-05-29,0.02530830919053571
2025-05-30,-0.08909491945612869
2025-06-02,0.05411607199722946
2025-06-03,0.09236889158668835
2025-06-04,0.07645974710276032
2025-06-05,-0.003169374306840337
2025-06-06,-0.02310824353074611
2025-06-09,-0.02625171190042546
2025-06-10,-0.057533140987298
2025-06-11,0.019713861457939137
2025-06-12,-0.01238881578408138
2025-06-13,-0.06305814219882813
2025-06-16,0.029816274622342744
2025-06-17,-0.0827214646648507
2025-06-18,-0.041382574408179905
2025-06-19,-0.043458202949701916
2025-06-20,-0.010320011055613504
2025-06-23,0.02843211218154074
2025-06-24,0.0509182215330946
2025-06-25,-0.0308615005762636
2025-06-26,0.07968168434397432
2025-06-27,-0.03738215109949637
2025-06-29,0.004805095484170039
2025-06-30,-0.02967885882904729
2025-07-01,0.0631779695439855
2025-07-02,0.01669815971259938
2025-07-03,0.04766493871202587
2025-07-04,0.0008094520848058442
2025-07-07,-0.009921853640910784
2025-07-08,0.013962579626445173
2025-07-09,-0.033772036036586316
2025-07-10,-0.04557566151647767
2025-07-11,-0.01642865793055171
2025-07-14,0.03819328061298636
2025-07-15,-0.08430895465531996
2025-07-16,-0.011355349384973143
2025-07-17,0.03807667259427115
2025-07-18,0.0014852438520667737
2025-07-20,-0.005504814207510655
2025-07-21,-0.007390607417906377
2025-07-22,-0.02562667071769547
2025-07-23,0.0021707073588753166
2025-07-24,-0.00451274872517454
2025-07-25,-0.006705162938130539
2025-07-28,-0.008725977733557943
2025-07-29,-0.08608490861697264
2025-07-30,-0.03374372230658103
2025-07-31,0.0732384186936918
2025-08-01,-0.05148916362479227
2025-08-04,0.08768625751058212
2025-08-05,0.1681037347792354
2025-08-06,0.03213948152258155
2025-08-07,-0.007846675115321868
2025-08-08,0.015693667722237882
2025-08-11,0.04421786073530757
2025-08-12,0.07017832763164607
2025-08-13,0.020533188898312595
2025-08-14,-0.030132844683559666
2025-08-15,-0.04676535940430954
2025-08-17,-0.012330362552372152
2025-08-18,-0.017231851220187906
2025-08-19,-0.10021690133480207
2025-08-20,-0.05525643149697184
2025-08-21,-0.014475067535323518
2025-08-22,0.009755979076008597
2025-08-25,0.017114038625287584
2025-08-26,-0.01337857394529141
2025-08-27,-0.017611085315644502
2025-08-28,-0.04345953169927611
2025-08-29,0.011378851276595367
2025-09-01,-0.021656866264187117
2025-09-02,-0.008876527489222782
2025-09-03,-0.002340435885766035
2025-09-04,0.04226970894281929
2025-09-05,0.014295368565005
2025-09-08,-0.02779264085370567
2025-09-09,-0.013250220892127716
2025-09-10,0.021449240691962093
2025-09-11,0.06581736254436622
2025-09-12,0.04676439633622567
2025-09-15,0.08304027163558293
2025-09-16,0.02347132017744741
2025-09-17,-0.030763151856033462
2025-09-18,-0.025342083317915407
2025-09-19,-0.003481069999165199
2025-09-22,0.10570356976868076
2025-09-23,-0.028221283639359544
2025-09-24,0.02556499448764054
2025-09-25,-0.052887339490746095
2025-09-26,-0.008512990958704815
2025-09-29,-0.02655660093326526
2025-09-30,-0.03763744555710086
2025-10-01,0.03665191301046944
2025-10-02,-0.02615322377073183
2025-10-03,0.019562816519452887
2025-10-06,-0.00564076724857863
2025-10-07,0.12035384666408874
2025-10-08,0.08394836724011327
2025-10-09,0.0015972589041077737
2025-10-10,0.22728817196299178
2025-10-13,0.005073621411966574
2025-10-14,0.026185271226777267
2025-10-15,-0.059516424831865165
2025-10-16,-0.054821089096289334
2025-10-17,0.005904467175952076
2025-10-20,0.0652729121255564
2025-10-21,-0.028623591946729896
2025-10-22,0.04127387500357758
2025-10-23,0.1873313258671208
2025-10-24,-0.021411329795473312
2025-10-27,0.0482820632537785
2025-10-28,-0.02415130135654218
2025-10-29,-0.029432825755193556
2025-10-30,-0.11221091334934384
2025-10-31,-0.00187560903095228
2025-11-03,-0.020115398020609417
2025-11-04,-0.04835288103511565
2025-11-05,0.009377547356397054
2025-11-06,-0.04655673351001424
2025-11-07,0.023126526953062925
2025-11-10,-0.05570695161519053
2025-11-11,0.04529829645108201
2025-11-12,-0.021826632902667436
2025-11-13,-0.10260581402743557
2025-11-14,0.07293211722527539
2025-11-17,0.013792001863841222
2025-11-18,0.018638099677176927
2025-11-19,0.0008546160529431481
2025-11-20,0.24158726996150784
2025-11-21,-0.028491946127640506
2025-11-24,0.08542037692120891
2025-11-25,0.06427622130331308
2025-11-26,0.020784580810001667
2025-11-27,-3.674469555503884e-05
2025-11-28,0.018014405073026603
2025-12-01,0.059764167673095704
2025-12-02,-0.03352815326312005
2025-12-03,0.02410512543890759
2025-12-04,-0.005085362661029264
2025-12-05,-0.023730627470794543
2025-12-08,0.0002796716590210777
2025-12-09,0.0562860886158126
2025-12-10,-0.020158848124498075
2025-12-11,0.012197568382360042
2025-12-12,0.0
2025-12-16,0.0
2025-12-17,0.0765727891422504
2025-12-18,0.0
2025-12-22,-0.005192691094787894
2025-12-23,-0.003236013434051828
2025-12-24,0.014155110088236772
2025-12-26,0.0
2025-12-30,0.0
2025-12-31,0.029008508658098463
2026-01-05,-0.01952721357963723
2026-01-06,0.02107816305840776
2026-01-07,0.022281481754918127
2026-01-13,0.00935113118252023
2026-01-15,-0.00021374379243005968
2026-01-20,0.04532356462305725
2026-01-21,-0.010386588836494317
2026-01-22,0.01245278867274566
2026-01-23,-0.006685616320968882
2026-01-26,0.006037557840465157
2026-01-28,-0.00470296181887137
2026-01-29,-0.02030328680604955
2026-02-02,0.024201111055836003
2026-02-03,-0.0053987334312282295
2026-02-04,-0.016101469745311684
2026-02-05,0.08539783329687553
2026-02-06,0.014726777680760316
2026-02-09,0.006850742893170235
2026-02-10,-0.04467028530534246
2026-02-11,-0.014584506292977485
2026-02-12,0.02146650652812427
2026-02-13,-0.0012033450180767094
2026-02-17,-0.014291219338621828
2026-02-18,-0.029951503138975384
2026-02-19,-0.005408311859809707
2026-02-20,-0.018121429380420443
2026-02-23,0.05974618027029383
2026-02-24,0.0028652874493506654
2026-02-25,0.007839118632864593
2026-02-26,-0.01992152928640737
2026-02-27,0.014175090323906786
2026-03-02,0.021123344825502453
2026-03-03,0.026402219276294724
2026-03-04,-0.007687242704512981
2026-03-09,-0.010662525215337495
2026-03-10,-0.025866327169990058
2026-03-12,-0.046039935791520485
2026-03-13,0.000990764554599323
2026-03-16,-0.01801002570462875
2026-03-18,-0.06634692584581
2026-03-19,-0.019519666995628484
2026-03-20,-0.012628025624771963
2026-03-23,-0.09208920429988597
2026-03-24,0.012063440875768132
2026-03-25,-0.004734104705484754
2026-03-26,0.02953567796515643
2026-03-27,0.09064816148736127
2026-03-30,0.028148300001570453
2026-03-31,-0.001201029496361221
2026-04-01,-0.011733766427272998
2026-04-02,-0.008417934979758632
2026-04-06,-0.004791934753465036
2026-04-07,-0.005783444008986291
2026-04-08,-0.030440475836300385
2026-04-09,-0.003935622028906325
2026-04-10,-0.027273179684702213
2026-04-13,-0.011524457370380301
2026-04-14,0.003290928383689334
2026-04-17,0.005728941732255704
2026-04-20,-0.013698130506161522
2026-04-21,-0.001627528008739954
2026-04-23,-0.011696688166293101
2026-04-27,-0.0036870036305053275
2026-04-28,0.0029316636264620933
2026-04-29,0.004891153166728206
2026-04-30,0.03158688377137843
2026-05-01,-0.02741534728429769
2026-05-04,0.02895744313223968
2026-05-05,0.005006757798488602
2026-05-06,0.0003227693082723578
2026-05-07,0.011557479273822018
2026-05-11,-0.005315918838617732
2026-05-12,-0.00708793880804776
2026-05-13,-0.007680959732852988
2026-05-15,-0.028632611882730898
2026-05-19,-0.01139529884127702
2026-05-20,0.028491078353616556
2026-05-21,-0.007482676430820574
2026-05-22,0.0022496562424757297
2026-05-25,-0.002911884088622178
2026-05-27,-0.0016317863740856523
2026-05-28,-0.005021694578990568
2026-05-29,0.019042267711569773
2026-06-02,-0.006723702408793995
2026-06-03,0.08206389533184977
2026-06-04,0.0008481579429772909
2026-06-05,-0.06972660787152596
2026-06-08,0.00027358294562972597
2026-06-09,0.008140784478692247
2026-06-10,0.09854625005775562
2026-06-11,-0.0025325861677971567
2026-06-12,-0.023930229889987734
2026-06-15,-0.014838238593945138
2026-06-16,-0.009284433758400984
2026-06-17,0.02344183347168142
2026-06-18,-0.005859070662159886
2026-06-24,-0.010989631367831322
2026-06-25,0.053170622693256196
2026-06-26,-0.02027835952127523
2026-06-30,0.002545541272332948
2026-07-02,-0.012341052275444133
2026-07-07,0.007153309952182883
2026-07-08,0.01849562687592205
2026-07-09,-0.0035003983828016468
2026-07-13,-0.0156315327779771
2026-07-14,0.015662561535779693
2026-07-15,0.011788028464621915
2026-07-16,-0.006731426782344801
2026-07-20,0.04162651107113315
2026-07-22,0.008527069872500926
2026-07-23,-0.0037490564406615946
2026-07-24,-0.022736457540761725
2026-07-27,0.004219978225910923
2026-07-28,-0.0024464305836439633
2026-07-29,0.06287028474831348
2026-07-30,-0.01325445007822701
2026-07-31,0.014050831418455995
2026-08-03,-0.009682463440693729
2026-08-04,0.009834195939709254
2026-08-05,-0.03600732993578008
2026-08-06,0.02732047462321193
2026-08-07,-0.010280226716050155
2026-08-11,-0.05153760177974391
2026-08-12,-0.0035854163673773825
2026-08-13,-0.02303961864417467
2026-08-14,0.0007928098938146759
2026-08-17,0.0011609559736223648
2026-08-19,-0.004662074212761559
2026-08-20,-0.00474414188452366
2026-08-21,0.003283498752515868
2026-08-24,-0.007794418462596497
2026-08-25,0.0034927452026941573
