contract,block,n,pct,pf,win,dollars
MNQ  Micro Nasdaq-100,research,345,-0.009847714820685994,0.8708773607858713,48.40579710144928,-3.994446498162336
MNQ  Micro Nasdaq-100,locked,182,0.015304820791100907,1.1808057611297875,57.14285714285714,6.970591724483139
MES  Micro S&P 500,research,345,-0.016978297968533455,0.7958231116283352,48.40579710144928,-4.48096902464584
MES  Micro S&P 500,locked,182,0.009646085868660774,1.110307823642123,57.14285714285714,2.975256966755048
NQ   E-mini Nasdaq-100,research,345,-0.00769628546491644,0.8948154074362364,48.40579710144928,-32.114219669583136
NQ   E-mini Nasdaq-100,locked,182,0.017012166535655508,1.2028821148836204,57.14285714285714,77.53616255688601
ES   E-mini S&P 500,research,345,-0.013814429405288306,0.8283419804081754,48.40579710144928,-36.97944493441723
ES   E-mini S&P 500,locked,182,0.012156889216747607,1.1410939547558239,57.14285714285714,37.582814979581805
