time,side,reason,pts,usd,R,qty,path,action,orbBps,stopPts,tgtPts,trig,lock,regime,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
2023-09-22 10:30:00,1,stop,6.5,10.5,0.09811320754716982,1,parent_no_condition,control,31.056810524156923,66.25,198.75,0.75,0.1,ct,40.38831529321829,-146.5948887152324,-451.154180573865,-292.8303608342953,10.381870371782842,5.85240241119056,1.0,3.0,31.056810524156923,8.0,-0.9510565162951536,0.30901699437494723,-0.8660254037844384,-0.5000000000000004
2023-09-25 11:15:00,1,close1600,55.75,109.0,0.5575,1,parent_no_condition,control,50.07068803016023,100.0,125.0,1.25,0.0,hv,-34.36274725758803,4.11347309347887,-299.43446487841754,-120.99055577316497,17.13409915208075,18.091960109434257,1.0,6.0,50.07068803016023,5.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004
2023-09-26 10:00:00,-1,cond1530,87.25,344.0,1.6009174311926606,2,parent_no_condition,control,25.625165679950516,54.5,163.0,1.25,0.0,base,63.953403286941544,-16.858215081505534,271.92095784513316,142.3872587206787,25.800543467870973,33.13843026937824,-1.0,1.0,25.625165679950516,10.0,0.9510565162951535,0.30901699437494745,-0.8660254037844384,-0.5000000000000004
2023-09-27 10:16:00,1,stop,5.0,7.5,0.1,1,prior_session_reverse,h5,23.640312643134703,50.0,150.0,0.75,0.1,ct,-27.13442661842702,136.74188689179135,382.1910384757998,333.806309211564,26.93522019084238,33.67998109194082,-1.0,2.0,23.640312643134703,13.0,0.5877852522924732,-0.8090169943749473,-0.8660254037844384,-0.5000000000000004
2023-09-28 10:00:00,1,target,195.0,387.5,3.0,1,parent_no_condition,control,30.882069098629607,65.0,195.0,0.75,0.1,ct,-27.688116319701805,9.040117373326773,-241.86557244408436,-490.68611576531526,22.601529381516272,38.500416220716986,1.0,1.0,30.882069098629607,8.0,-0.587785252292473,-0.8090169943749476,-0.8660254037844384,-0.5000000000000004
2023-09-29 10:00:00,1,stop,-49.25,-101.0,-1.0,1,rc1_direct,direct,23.035427904942413,49.25,148.25,0.75,0.1,ct,81.975642362897,65.95389142747266,-2.9373320213255116,-462.11834601426415,17.55074965430925,28.4451446326206,1.0,1.0,23.035427904942413,11.0,-0.9510565162951536,0.30901699437494723,-0.8660254037844384,-0.5000000000000004
2023-10-02 11:16:00,-1,close1600,6.5,10.5,0.065,1,intraday_reverse,h2cap,63.4790321280136,100.0,125.0,1.25,0.0,hv,3.672797790443827,-11.592586614230793,-4.258631070385155,-487.4503885069037,24.417948675912182,34.55748843202766,1.0,6.0,63.4790321280136,12.0,0.0,1.0,-1.0,-1.8369701987210297e-16
2023-10-03 10:00:00,1,stop,-63.75,-130.0,-1.0,1,parent_no_condition,control,29.912023460410555,63.75,191.25,0.75,0.1,ct,-61.149136760992874,23.258535443666517,27.805827516060866,-414.4983492809584,21.5759994938014,26.082114702692394,1.0,1.0,29.912023460410555,11.0,0.9510565162951535,0.30901699437494745,-1.0,-1.8369701987210297e-16
2023-10-05 10:00:00,-1,cond1530,-46.0,-189.0,-0.5168539325842697,2,parent_no_condition,control,41.80877984376719,89.0,267.25,1.25,0.0,base,13.460919439323149,-128.93473234927956,-119.63635286801555,369.32658841433374,22.530746273770053,20.417456190602312,-1.0,1.0,41.80877984376719,12.0,-0.587785252292473,-0.8090169943749476,-1.0,-1.8369701987210297e-16
2023-10-06 10:30:00,1,target,125.0,247.5,1.25,1,parent_no_condition,control,58.4228781032532,100.0,125.0,1.25,0.0,hv,-79.75442100934148,-21.83694106957068,2.203646300078521,-347.7607496774737,40.15692299297102,43.1722751197583,1.0,3.0,58.4228781032532,6.0,-0.9510565162951536,0.30901699437494723,-1.0,-1.8369701987210297e-16
2023-10-09 10:00:00,1,target,125.0,247.5,1.25,1,parent_no_condition,control,46.818596171376484,100.0,125.0,1.25,0.0,hv,-57.924003707136016,150.2190081429866,145.14896867838135,-211.48721437886263,22.554571577524385,11.35172895564196,1.0,1.0,46.818596171376484,15.0,0.0,1.0,-1.0,-1.8369701987210297e-16
