n,net,R,pf,win,dd,top5,R_is,R_oos,n_oos,stop_share,sumR_stop,sumR_tgt,sumR_1530,sumR_1600,stop,tgt,trig,cond
346,5642.0,0.09625971836977952,1.2055560615720922,0.4393063583815029,-2618.5,1.4914923785891527,0.09487679018026661,0.09808815362705502,149,0.5173410404624278,-179.0,205.32503578874943,0.0,6.980826767194272,0.75,2.0,off,False
345,9793.0,0.1362494233246872,1.4050460138558578,0.4115942028985507,-2715.0,1.1095680588175227,0.1183001888561528,0.16014130974564184,148,0.6492753623188405,-160.68054994380716,168.27768434570692,30.430885888941873,8.978030756175464,0.75,3.0,0.75,True
345,9608.5,0.1386168952600504,1.395663900842101,0.42028985507246375,-2704.0,1.1256699797054692,0.13100002098157262,0.1487555725091052,148,0.6521739130434783,-160.68054994380716,171.26478111990048,0.0,37.238597688624075,0.75,3.0,0.75,False
345,7938.5,0.12015546342947434,1.30090592070351,0.42318840579710143,-2197.5,1.3366505007243181,0.11177682219741152,0.13130811425863909,148,0.6202898550724638,-169.77732413735555,165.27370478333737,34.91181566510307,11.045438572083775,0.75,3.0,1.25,True
345,7734.5,0.12252252585775075,1.2917303158887317,0.4318840579710145,-2197.5,1.3654405585364278,0.12527385917311853,0.1188602781339166,148,0.6231884057971014,-169.77732413735555,171.27001814739265,0.0,40.777577410886906,0.75,3.0,1.25,False
345,6339.5,0.0976916953135323,1.2277896552343652,0.42318840579710143,-2311.0,1.6737913084628124,0.08131996940553335,0.11948378993431477,148,0.6202898550724638,-175.77732413735555,163.52370478333737,34.91181566510307,11.045438572083775,0.75,3.0,2.0,True
345,6135.5,0.10005875774180871,1.2194306355280569,0.4318840579710145,-2305.5,1.7212941080596529,0.09481700638124038,0.10703595380959227,148,0.6231884057971014,-175.77732413735555,169.52001814739265,0.0,40.777577410886906,0.75,3.0,2.0,False
345,8226.0,0.12507164154353342,1.2792687274023526,0.3739130434782609,-2347.5,1.3474957451981522,0.09158792051466777,0.16964118912925327,148,0.553623188405797,-191.0,178.51518085115902,40.77156043289899,14.862975048461061,0.75,3.0,off,True
345,7864.0,0.12343640341937674,1.2642206766790982,0.3855072463768116,-2200.5,1.3849821973550356,0.10561074407931025,0.14716380132473553,148,0.5594202898550724,-193.0,184.5114942152143,0.0,51.07406496447068,0.75,3.0,off,False
345,10470.5,0.15095466738265054,1.431284110802183,0.37681159420289856,-2754.0,1.1488467599446062,0.09002129645029285,0.23206192463720773,148,0.6840579710144927,-162.57486476098313,142.68581588285207,62.69549977460665,9.272909350538816,0.75,4.0,0.75,True
