n,net,R,pf,win,dd,top5,R_is,R_oos,n_oos,stop_share,sumR_stop,sumR_tgt,sumR_1530,sumR_1600,stop,tgt,trig,cond
342,14100.0,0.1849529681876302,1.4626819143874388,0.42105263157894735,-2828.5,1.0866312056737588,0.2370874889755012,0.11579493040780141,147,0.5526315789473685,-129.6968368691909,13.33,148.95133241760635,30.669419571754066,1.25,8.0,0.75,True
342,12691.0,0.17306045433520875,1.4140079598094866,0.43859649122807015,-2830.0,1.1127176739421638,0.2177170237776429,0.1138221479319798,147,0.5672514619883041,-131.5949500767381,19.995,0.0,170.78662545937942,1.25,8.0,0.75,False
342,13489.0,0.18595593313041497,1.409036464255932,0.43859649122807015,-2812.0,1.1377418637408259,0.23589068922700082,0.11971595055331134,147,0.52046783625731,-136.69683686919092,16.6625,154.90184642803877,28.729419571754065,1.25,8.0,1.25,True
342,11670.0,0.16712273221942228,1.3513314166152364,0.4590643274853801,-3036.5,1.2100685518423309,0.20130797418706506,0.12177496226234516,147,0.5409356725146199,-139.59495007673806,23.3275,0.0,173.42342449578047,1.25,8.0,1.25,False
342,10373.0,0.15287593397261476,1.2911474121477489,0.4444444444444444,-2909.0,1.4324207076062856,0.19770729439572918,0.0934057619827691,147,0.5,-144.7986067806953,16.6625,150.23768477772293,30.181991421606615,1.25,8.0,2.0,True
342,8984.0,0.14026632269927083,1.2506906270056086,0.47076023391812866,-3003.5,1.547807212822796,0.16885371274617667,0.10234427467786512,147,0.5233918128654971,-148.69671998824248,23.3275,0.0,173.3403023513931,1.25,8.0,2.0,False
342,11880.0,0.16188528899747795,1.3222437714456214,0.41228070175438597,-2722.0,1.2918350168350168,0.200440298934049,0.11074088806121017,147,0.4473684210526316,-153.0,16.6625,156.2794533056957,35.42281553144177,1.25,8.0,off,True
342,10114.5,0.14228017956966318,1.2698747281774885,0.43859649122807015,-2417.5,1.3961639230807257,0.15940851524159969,0.11955891796403315,147,0.4649122807017544,-159.0,23.3275,0.0,184.33232141282483,1.25,8.0,off,False
343,7326.5,0.08242863096965726,1.2394163684786694,0.5131195335276968,-2095.0,1.33610864669351,0.08271167932425916,0.0820512331635214,147,0.4314868804664723,-115.19959416617417,121.37098193258468,3.6374335318146502,18.464199124367266,1.5,1.5,0.75,True
343,7564.5,0.0855064634003988,1.2457083461907004,0.5364431486880467,-2089.5,1.307158437438033,0.07868925209455088,0.0945960784748627,147,0.44314868804664725,-119.19959416617415,127.37533286107282,0.0,21.152978251438125,1.5,1.5,0.75,False
343,5916.5,0.07873147473714369,1.1772256170620656,0.5276967930029155,-2456.0,1.6545254795909743,0.1056039008153196,0.04290157329957583,147,0.4139941690962099,-122.29885887205651,122.87289764139693,6.196845469335581,20.234011596164272,1.5,1.5,1.25,True
343,5960.5,0.0802082781299404,1.177409033410224,0.5510204081632653,-2398.0,1.6589212314403154,0.10148375440186092,0.051840976434046386,147,0.4227405247813411,-125.29885887205651,128.87724856988507,0.0,23.93304970074098,1.5,1.5,1.25,False
343,5899.5,0.07860756803160433,1.176626448309931,0.5276967930029155,-2456.0,1.659293160437325,0.1056039008153196,0.04261245765331732,147,0.4110787172011662,-122.29885887205651,122.87289764139693,6.196845469335581,20.191511596164275,1.5,1.5,2.0,True
343,5943.5,0.08008437142440104,1.1768135774740067,0.5510204081632653,-2398.0,1.6636661899554135,0.10148375440186092,0.051551860787787875,147,0.4198250728862974,-125.29885887205651,128.87724856988507,0.0,23.890549700740983,1.5,1.5,2.0,False
343,5028.5,0.06119805020603097,1.1444846708617074,0.4897959183673469,-2907.5,1.9467037884060854,0.08375671380759828,0.031119832070607846,147,0.37900874635568516,-130.0,124.37289764139695,4.826615834151528,21.791417745120146,1.5,1.5,off,True
343,4769.5,0.05752037271382262,1.1350387179886465,0.5131195335276968,-2792.0,2.0731732886046754,0.07569262148300092,0.033290707688251556,147,0.39067055393586003,-134.0,130.37724856988507,0.0,23.352239270956076,1.5,1.5,off,False
343,10001.5,0.12079210874916535,1.3157288296109226,0.4897959183673469,-2387.0,1.172124181372794,0.133904489829628,0.10330893397521512,147,0.4577259475218659,-118.99639050484693,122.79618991078668,18.090194770656673,19.541699124367266,1.5,2.0,0.75,True
343,9959.5,0.12180434909493561,1.3101681719090625,0.5102040816326531,-2529.5,1.184698027009388,0.1258645115054399,0.11639079921426328,147,0.47230320699708456,-123.99639050484693,128.79618991078667,0.0,36.97909233362314,1.5,2.0,0.75,False
343,9058.0,0.12068450055295363,1.266196458746602,0.5043731778425656,-2595.5,1.2942150585118128,0.15922637956789018,0.06929532853303826,147,0.4402332361516035,-124.99639050484693,124.79618991078668,20.40460670817761,21.190377575545718,1.5,2.0,1.25,True
343,8928.0,0.12164090136515224,1.2592560327554665,0.5276967930029155,-2511.5,1.3215725806451613,0.15108868205995163,0.08237719377208641,147,0.4518950437317784,-128.99639050484694,130.7961899107867,0.0,39.92302976230745,1.5,2.0,1.25,False
343,8244.0,0.11475844090842116,1.236404043300595,0.5043731778425656,-2813.5,1.4220038816108684,0.15718886655658626,0.058184540044200976,147,0.42857142857142855,-126.09565521072929,124.79618991078668,19.39259893536676,21.269011596164273,1.5,2.0,2.0,True
343,8460.0,0.1184986703332349,1.241541755888651,0.5306122448979592,-2417.5,1.3946808510638298,0.14960894843049694,0.07701829953688556,147,0.4402332361516035,-130.0956552107293,130.7961899107867,0.0,39.94450922424215,1.5,2.0,2.0,False
343,7319.5,0.09566847973846196,1.2009774983182087,0.46355685131195334,-3207.5,1.601612131976228,0.12984988328802652,0.0500932750057092,147,0.3935860058309038,-135.0,126.79618991078668,18.022369300182703,22.995729339323045,1.5,2.0,off,True
343,7232.5,0.09425422827827067,1.196135593220339,0.4897959183673469,-2811.5,1.6313861043899067,0.11832601925079847,0.062158506981566934,147,0.40816326530612246,-140.0,132.7961899107867,0.0,39.533010388660145,1.5,2.0,off,False
342,12977.5,0.16039927771829834,1.4051290856304437,0.4649122807017544,-2470.5,1.0851858986707763,0.20766168138574614,0.09770425244515328,147,0.4853801169590643,-119.79639050484693,92.98577457268293,54.07745522434796,27.589713687474063,1.5,3.0,0.75,True
342,12392.0,0.15730082677528487,1.3823216351716159,0.4853801169590643,-2709.0,1.1329083279535184,0.1970064493431261,0.10463010296080161,147,0.5029239766081871,-124.79639050484694,97.23577457268293,0.0,81.35749868931141,1.5,3.0,0.75,False
342,11571.5,0.15242585780221468,1.3297428225404289,0.4853801169590643,-3116.5,1.2170418701119128,0.21290829876369172,0.07219404836352063,147,0.4590643274853801,-128.79639050484695,95.48577457268293,56.39186716186889,29.048392138652517,1.5,3.0,1.25,True
342,10898.0,0.14927140405213954,1.307427572004852,0.5087719298245614,-2754.0,1.2882180216553496,0.20215484641330203,0.07911989887916895,147,0.47368421052631576,-132.79639050484695,99.73577457268294,0.0,84.11143611799572,1.5,3.0,1.25,False
342,10757.5,0.1464824704979029,1.2993391304347826,0.4853801169590643,-3334.5,1.309133162909598,0.21086033696771445,0.06108325987468337,147,0.4473684210526316,-129.8956552107293,95.48577457268293,55.37985938905805,29.127026159271068,1.5,3.0,2.0,True
342,10430.0,0.14611998521018738,1.2894247578877265,0.5116959064327485,-2668.5,1.3460210930009588,0.20066752440626043,0.0737610046439681,147,0.4619883040935672,-133.8956552107293,99.73577457268294,0.0,84.13291557993043,1.5,3.0,2.0,False
342,10483.0,0.13683961470463968,1.2796622604009658,0.4444444444444444,-3486.0,1.3506152818849566,0.18338115378495698,0.07510083837360655,147,0.4064327485380117,-139.0,98.48577457268293,54.00962975387399,33.303743902429844,1.5,3.0,off,True
342,9792.5,0.1307523915184498,1.2580572904313911,0.47076023391812866,-2877.5,1.439417921878989,0.16825046011424802,0.08101005562606443,147,0.42105263157894735,-144.0,102.73577457268294,0.0,85.9815433266269,1.5,3.0,off,False
342,14029.5,0.16994439912986647,1.4377652271592611,0.4473684210526316,-2449.5,1.0918421896717632,0.20923919904196187,0.11781864414443378,147,0.5029239766081871,-119.79639050484693,64.01946232378074,85.23569899600643,28.662213687474065,1.5,4.0,0.75,True
342,12119.0,0.1531238115601306,1.3737260041631332,0.4678362573099415,-2673.5,1.192425117583959,0.18366022556395023,0.11261632359588011,147,0.5233918128654971,-124.69576157402932,69.68696232378076,0.0,107.37714280381323,1.5,4.0,0.75,False
342,12641.0,0.16222682716699915,1.3556687252929673,0.47076023391812866,-3033.0,1.2117712206312792,0.2179217138558049,0.0883458550287875,147,0.47076023391812866,-130.79639050484695,67.35446232378075,88.80261093352736,30.120892138652515,1.5,4.0,1.25,True
342,10650.0,0.1454598859130087,1.2969965698987702,0.49707602339181284,-2670.5,1.3569014084507043,0.1924368277623313,0.08314353448023386,147,0.48830409356725146,-134.69576157402932,73.02196232378077,0.0,111.42108023249754,1.5,4.0,1.25,False
342,11790.0,0.15574250419017271,1.3222720314891756,0.47368421052631576,-3251.0,1.299236641221374,0.21492503411110966,0.07723506653995024,147,0.45614035087719296,-132.89565521072927,67.35446232378075,87.79060316071651,31.01452615927107,1.5,4.0,2.0,True
342,10145.0,0.14176753139854192,1.2768491860988689,0.5029239766081871,-2894.5,1.4244455396747167,0.19000078780657167,0.07778464024503298,147,0.47368421052631576,-136.79502627991167,73.02196232378077,0.0,112.25755969443225,1.5,4.0,2.0,False
342,11366.5,0.1439212858238101,1.2980907922687577,0.4327485380116959,-3551.5,1.3476443936128095,0.18744585092835223,0.08618461782798907,147,0.4152046783625731,-142.0,67.35446232378075,88.67537352553245,35.191243902429854,1.5,4.0,off,True
342,9359.5,0.12398361125125244,1.242423849979279,0.4590643274853801,-2802.0,1.543992734654629,0.155422781730976,0.082278589186313,147,0.4298245614035088,-147.0,73.02196232378077,0.0,116.38043272414757,1.5,4.0,off,False
342,14096.5,0.17309054176844413,1.4417303835547757,0.4269005847953216,-2449.5,1.1028624126556237,0.22987243382346728,0.0977676237362705,147,0.52046783625731,-119.79639050484693,13.33,134.94364210218075,30.719713687474066,1.5,8.0,0.75,True
342,12461.0,0.16256617752871455,1.3864774753818718,0.4473684210526316,-2673.5,1.1507102158735254,0.21013093921141535,0.09947006509247873,147,0.543859649122807,-124.69576157402932,19.995,0.0,160.2983942888497,1.5,8.0,0.75,False
342,13140.5,0.17465659553657095,1.3695667458833125,0.45321637426900585,-3060.0,1.1830980556295423,0.2384652050475667,0.09001252169545418,147,0.48830409356725146,-130.79639050484695,16.6625,141.6880540397017,32.17839213865251,1.5,8.0,1.25,True
342,10958.0,0.1573657021739903,1.3054154240642157,0.47368421052631576,-2697.5,1.308541704690637,0.21035625935851432,0.08707210590880526,147,0.5116959064327485,-134.69576157402932,23.3275,0.0,165.187331717534,1.5,8.0,1.25,False
342,12219.0,0.16714157080535855,1.3301673939770593,0.4590643274853801,-3278.0,1.27232179392749,0.2354685253028715,0.07650377402294344,147,0.4678362573099415,-134.89565521072927,16.6625,142.32354626689087,33.07202615927107,1.5,8.0,2.0,True
342,10487.5,0.15417773362443576,1.2829908660397469,0.4853801169590643,-2603.5,1.3672467222884386,0.20792021940275476,0.08288668106135952,147,0.49122807017543857,-138.79502627991167,23.3275,0.0,168.1963111794687,1.5,8.0,2.0,False
342,11790.0,0.15359825578632136,1.3052387671357004,0.42105263157894735,-3184.0,1.3186174724342663,0.20286113699190889,0.08824953581972565,147,0.4239766081871345,-145.0,16.6625,143.2083166317068,37.659786847215116,1.5,8.0,off,True
342,9778.5,0.1358705472338284,1.2500223725086614,0.4473684210526316,-2418.0,1.4663803241806004,0.16770118768613346,0.09364622826648494,147,0.43859649122807015,-150.0,23.3275,0.0,173.1402271539693,1.5,8.0,off,False
343,11799.5,0.11384534899887498,1.3858189190072916,0.521865889212828,-1876.0,0.8572397135471842,0.14065960967763802,0.07809300142719096,147,0.37026239067055394,-100.5988185317365,116.875,-1.2021345125914358,23.97490775094205,2.0,1.5,0.75,True
343,11027.5,0.10483839138817407,1.348381695547096,0.5422740524781341,-2367.0,0.9172523237361142,0.11874091845771986,0.08630168862877965,147,0.3935860058309038,-108.5988185317365,121.375,0.0,23.183386777880205,2.0,1.5,0.75,False
343,7980.5,0.08399741113733389,1.2376315750294042,0.521865889212828,-2770.5,1.2674644445836727,0.11393592250157376,0.044079395985014085,147,0.358600583090379,-107.69826604554865,113.875,-2.2906400430087306,24.92501810866291,2.0,1.5,1.25,True
343,7413.5,0.07650891805530158,1.2150274095773994,0.5451895043731778,-2587.0,1.3644027787145072,0.09467454420682565,0.05228808318660278,147,0.3819241982507289,-115.69826604554866,118.375,0.0,23.565824938517096,2.0,1.5,1.25,False
343,7963.5,0.08387350443179453,1.2370054017053318,0.521865889212828,-2770.5,1.2701701513153765,0.11393592250157376,0.04379028033875557,147,0.3556851311953353,-107.69826604554865,113.875,-2.2906400430087306,24.882518108662907,2.0,1.5,2.0,True
343,7396.5,0.07638501134976221,1.2144285962776136,0.5451895043731778,-2587.0,1.367538700736835,0.09467454420682565,0.05199896754034428,147,0.37900874635568516,-115.69826604554865,118.375,0.0,23.523324938517096,2.0,1.5,2.0,False
343,7415.0,0.0763954910436531,1.215373890817201,0.49271137026239065,-3025.0,1.3641267700606878,0.1106811532025498,0.030681274831790888,147,0.3236151603498542,-111.0,115.375,-3.7814733763420634,25.610126804315083,2.0,1.5,off,True
343,6636.0,0.06537305377169994,1.1867507176225587,0.5160349854227405,-2738.0,1.5242616033755274,0.08940446878535274,0.033331167086829525,147,0.3469387755102041,-119.0,119.875,0.0,21.54795744369308,2.0,1.5,off,False
342,13466.0,0.14127183051763714,1.4249424090378364,0.5,-1774.5,0.938066240903015,0.1801088997372639,0.08975326930792815,147,0.3888888888888889,-104.59881853173651,102.79249999999999,21.43042203248178,28.69086253628662,2.0,2.0,0.75,True
342,12552.0,0.13199566020873518,1.3847179440025745,0.5175438596491229,-2149.5,1.0137826641172722,0.15686022353637893,0.09901205579451386,147,0.4152046783625731,-112.5988185317365,108.79249999999998,0.0,48.94883432312393,2.0,2.0,0.75,False
342,10197.0,0.11718457120036055,1.2951246689724034,0.5029239766081871,-2886.5,1.2198685888006275,0.1635045782679891,0.05573966386575127,147,0.3742690058479532,-110.69826604554865,100.79249999999998,20.341916502064485,29.640972894007476,2.0,2.0,1.25,True
342,9350.0,0.10943130537488938,1.2637517630465445,0.5233918128654971,-2705.5,1.3410695187165775,0.14292684223804425,0.064998450352337,147,0.40058479532163743,-118.69826604554865,106.79249999999998,0.0,49.33127248376083,2.0,2.0,1.25,False
342,9562.0,0.11254275833486348,1.2717519503218564,0.5029239766081871,-3130.5,1.300878477306003,0.1635045782679891,0.04494034413786012,147,0.3684210526315789,-111.69826604554866,100.79249999999998,19.796916502064487,29.598472894007475,2.0,2.0,2.0,True
342,8967.0,0.10663159777255021,1.2496241857357608,0.5263157894736842,-2611.5,1.3983495037359206,0.1421576114688135,0.05950525307342543,147,0.391812865497076,-119.69826604554865,106.79249999999998,0.0,49.373772483760824,2.0,2.0,2.0,False
342,9113.5,0.106504867714593,1.2530508545169308,0.47368421052631576,-3327.5,1.3648982279036594,0.16023311784435473,0.035232699175113104,147,0.3362573099415205,-115.0,102.79249999999999,18.30608316873115,30.32608158965965,2.0,2.0,off,True
342,8306.5,0.09704942979221289,1.2247308046101402,0.49707602339181284,-2762.5,1.5095407211220129,0.13686051001953814,0.044238813164128386,147,0.35964912280701755,-123.0,108.79249999999999,0.0,47.398404988936804,2.0,2.0,off,False
342,15509.0,0.15822706763892533,1.4790054822021466,0.47076023391812866,-1854.0,0.9595396221548778,0.21716559696980456,0.08004330424082022,147,0.42105263157894735,-107.39881853173651,78.0,49.75661312796234,33.75586253628663,2.0,3.0,0.75,True
342,13961.5,0.1430546437118049,1.4198063565565144,0.49122807017543857,-2222.0,1.0277190846255775,0.19015999862270522,0.08056794842183507,147,0.4473684210526316,-115.3988185317365,79.25,0.0,85.07350668117377,2.0,3.0,0.75,False
342,11933.0,0.13211433341433687,1.3344872531569285,0.4824561403508772,-3454.0,1.203762674935054,0.19059864771437254,0.05453310015918757,147,0.39473684210526316,-115.49826604554866,77.5,48.72039517924439,34.460972894007476,2.0,3.0,1.25,True
342,10452.5,0.11846481397064725,1.2862443860225654,0.5058479532163743,-2952.0,1.3253288686917006,0.16626398953821334,0.05505774434020242,147,0.42105263157894735,-123.49826604554866,78.75,0.0,85.26323242351002,2.0,3.0,1.25,False
342,11298.0,0.12747252054883979,1.3111496674515637,0.4824561403508772,-3672.0,1.2714197203044786,0.19059864771437254,0.04373378043129641,147,0.3888888888888889,-116.49826604554866,77.5,48.17539517924439,34.41847289400748,2.0,3.0,2.0,True
342,10069.5,0.11566510636830807,1.2722369417108252,0.5087719298245614,-2917.5,1.3757386166145291,0.16549475876898262,0.04956454706129086,147,0.41228070175438597,-124.49826604554868,78.75,0.0,85.30573242351001,2.0,3.0,2.0,False
342,11622.0,0.13207043763780657,1.3125285718127302,0.45321637426900585,-3626.5,1.2378248150060231,0.1836602449141184,0.06363497900596438,147,0.3508771929824561,-120.0,80.5,46.80364786741644,37.864441804713415,2.0,3.0,off,True
342,10246.5,0.11724317545016026,1.2695631585178169,0.47953216374269003,-2883.5,1.3519738447274678,0.15739920129544477,0.0639749779002931,147,0.3742690058479532,-128.0,81.75,0.0,86.34716600395481,2.0,3.0,off,False
342,16105.5,0.16224138393969545,1.4971984255614725,0.45321637426900585,-1826.0,0.9737667256527274,0.2046419876101296,0.10599568519320118,147,0.43859649122807015,-107.3988185317365,48.019999999999996,80.03700930282572,34.828362536286626,2.0,4.0,0.75,True
342,13422.0,0.13769070449217113,1.403402260158692,0.47368421052631576,-2186.5,1.0849724333184325,0.16689350009391163,0.09895230216333165,147,0.4678362573099415,-115.2988185317365,49.68749999999999,0.0,112.70153946805902,2.0,4.0,0.75,False
342,12513.0,0.1361128714260328,1.3463854170991987,0.4678362573099415,-3370.5,1.2089027411492048,0.18103454515026993,0.07652289607755493,147,0.4064327485380117,-117.49826604554866,51.35499999999999,77.16039517924438,35.53347289400748,2.0,4.0,1.25,True
342,10151.0,0.11516803034491625,1.2749011536586687,0.49415204678362573,-2868.5,1.4072997734213377,0.14961014338436718,0.06947951304768539,147,0.43567251461988304,-125.39826604554865,53.02249999999999,0.0,111.76323242351002,2.0,4.0,1.25,False
342,11841.0,0.13093012288802108,1.3203993830668073,0.47076023391812866,-3588.5,1.277510345410016,0.18008582720155197,0.06572357634966376,147,0.39766081871345027,-119.49826604554866,51.35499999999999,76.61539517924439,36.30597289400748,2.0,4.0,2.0,True
342,9731.0,0.11182738707006246,1.25883416898299,0.5,-3143.5,1.4680402836296373,0.14789219466641848,0.06398631576877382,147,0.4239766081871345,-127.39826604554865,53.02249999999999,0.0,112.62073242351002,2.0,4.0,2.0,False
342,12016.0,0.13334967740388842,1.3176021251007706,0.4415204678362573,-3692.0,1.258904793608522,0.17314742440129782,0.08055674771344737,147,0.35964912280701755,-123.0,51.35499999999999,77.49864786741642,39.75194180471342,2.0,4.0,off,True
342,9756.0,0.11118323392969244,1.252272286508501,0.4678362573099415,-2868.0,1.4642783927839278,0.1379761243723678,0.07564164456695978,147,0.3830409356725146,-131.0,53.02249999999999,0.0,116.00216600395481,2.0,4.0,off,False
342,15363.5,0.1556824140512061,1.4711284881938056,0.4327485380116959,-1826.0,1.0119113483255768,0.21212574298518933,0.0808086103632692,147,0.4590643274853801,-108.3988185317365,13.33,111.42634160096236,36.88586253628662,2.0,8.0,0.75,True
342,13161.5,0.13924971978402392,1.3929744416577092,0.4502923976608187,-2186.5,1.0894654864567108,0.186127773067315,0.07706454706129084,147,0.49122807017543857,-116.2988185317365,19.995,0.0,143.92722269787268,2.0,8.0,0.75,False
342,12557.0,0.14104512960771887,1.3474591513440972,0.4502923976608187,-3397.5,1.2012025165246476,0.18842855693558605,0.07818956274422158,147,0.4239766081871345,-117.49826604554866,16.6625,111.48222747738103,37.590972894007486,2.0,8.0,1.25,True
342,10316.0,0.12294780587068721,1.2792183186271857,0.47076023391812866,-2895.5,1.3690383869716944,0.16029313430648853,0.0734080844762568,147,0.4590643274853801,-125.39826604554867,23.3275,0.0,144.11891565332368,2.0,8.0,1.25,False
342,11814.5,0.13483167931532122,1.3160520578360955,0.45614035087719296,-3615.5,1.276693893097465,0.18747983898686815,0.06499228383265696,147,0.4093567251461988,-121.49826604554866,16.6625,112.58472747738102,38.36347289400748,2.0,8.0,2.0,True
342,9930.5,0.12011154856074568,1.2612567580010787,0.4824561403508772,-2821.5,1.4221841800513568,0.15857518558853984,0.06908835658510035,147,0.4415204678362573,-129.39826604554867,23.3275,0.0,147.14891565332368,2.0,8.0,2.0,False
342,11787.0,0.13331848529317686,1.3059571706683972,0.4298245614035088,-3521.5,1.279672520573513,0.17541323105840884,0.07747851642093036,147,0.3713450292397661,-127.0,16.6625,113.78798016555307,42.14444180471342,2.0,8.0,off,True
342,9789.0,0.11639721998177918,1.248338322593739,0.45614035087719296,-2676.0,1.4427418531004188,0.14301808965346352,0.08108382143770806,147,0.39473684210526316,-135.0,23.3275,0.0,151.48034923376846,2.0,8.0,off,False
