time,path,side,entry,exit,qty,reason,pts,usd,R,stopPts,tgtPts,trig,lock,action
2023-09-08 10:15:00,parent_no_condition,1,17713.25,17613.25,1,stop,-100.0,-202.5,-1.0,100.0,125.0,1.25,0.0,control
2023-09-11 10:15:00,parent_no_condition,-1,17700.0,17790.75,1,stop,-90.75,-184.0,-1.0,90.75,271.75,0.75,0.1,control
2023-09-12 10:00:00,rc1_direct,1,17803.75,17730.0,2,stop,-73.75,-300.0,-1.0,73.75,221.25,1.25,0.0,direct
2023-09-13 10:16:00,intraday_reverse,1,17626.25,17706.25,1,close1600,80.0,157.5,0.9411764705882353,85.0,255.0,1.25,0.0,h2cap
2023-09-14 10:00:00,rc1_direct,-1,17716.25,17786.5,1,stop,-70.25,-143.0,-1.0,70.25,211.0,0.75,0.1,direct
2023-09-15 10:00:00,parent_no_condition,-1,17654.75,17529.75,1,target,125.0,247.5,1.25,100.0,125.0,1.25,0.0,control
2023-09-18 11:45:00,parent_no_condition,1,17589.25,17552.5,1,cond1530,-36.75,-76.0,-0.3675,100.0,125.0,1.25,0.0,control
2023-09-19 10:00:00,rc1_direct,-1,17464.5,17458.25,1,stop,6.25,10.0,0.1016260162601626,61.5,184.75,0.75,0.1,direct
2023-09-20 11:00:00,parent_no_condition,-1,17515.5,17399.75,1,cond1530,115.75,229.0,1.6654676258992807,69.5,208.0,0.75,0.1,control
2023-09-21 10:01:00,prior_session_reverse,1,17084.75,17090.5,1,stop,5.75,9.0,0.10176991150442478,56.5,169.75,0.75,0.1,h5
2023-09-22 10:30:00,parent_no_condition,1,17097.5,17104.0,1,stop,6.5,10.5,0.09811320754716982,66.25,198.75,0.75,0.1,control
2023-09-25 11:15:00,parent_no_condition,1,17027.0,17082.75,1,close1600,55.75,109.0,0.5575,100.0,125.0,1.25,0.0,control
2023-09-26 10:00:00,parent_no_condition,-1,16918.25,16831.0,2,cond1530,87.25,344.0,1.6009174311926606,54.5,163.0,1.25,0.0,control
2023-09-27 10:16:00,prior_session_reverse,1,16860.0,16865.0,1,stop,5.0,7.5,0.1,50.0,150.0,0.75,0.1,h5
2023-09-28 10:00:00,parent_no_condition,1,16882.5,17077.5,1,target,195.0,387.5,3.0,65.0,195.0,0.75,0.1,control
2023-09-29 10:00:00,rc1_direct,1,17186.25,17137.0,1,stop,-49.25,-101.0,-1.0,49.25,148.25,0.75,0.1,direct
2023-10-02 11:16:00,intraday_reverse,-1,17136.75,17130.25,1,close1600,6.5,10.5,0.065,100.0,125.0,1.25,0.0,h2cap
2023-10-03 10:00:00,parent_no_condition,1,17106.25,17042.5,1,stop,-63.75,-130.0,-1.0,63.75,191.25,0.75,0.1,control
2023-10-05 10:00:00,parent_no_condition,-1,16985.25,17031.25,2,cond1530,-46.0,-189.0,-0.5168539325842697,89.0,267.25,1.25,0.0,control
2023-10-06 10:30:00,parent_no_condition,1,16981.25,17106.25,1,target,125.0,247.5,1.25,100.0,125.0,1.25,0.0,control
2023-10-09 10:00:00,parent_no_condition,1,17197.5,17322.5,1,target,125.0,247.5,1.25,100.0,125.0,1.25,0.0,control
2023-10-10 10:15:00,parent_no_condition,1,17410.5,17416.25,1,stop,5.75,9.0,0.1,57.5,172.5,0.75,0.1,control
2023-10-11 10:15:00,parent_no_condition,-1,17463.0,17495.0,2,cond1530,-32.0,-133.0,-0.3987538940809969,80.25,241.0,1.25,0.0,control
2023-10-12 10:15:00,parent_no_condition,1,17596.0,17533.25,1,stop,-62.75,-128.0,-1.0,62.75,188.5,0.75,0.1,control
2023-10-13 10:16:00,intraday_reverse,1,17440.0,17359.75,1,stop,-80.25,-163.0,-1.0,80.25,241.0,0.75,0.1,h2cap
2023-10-16 10:31:00,prior_session_reverse,1,17449.0,17460.75,1,close1600,11.75,21.0,0.1175,100.0,125.0,1.25,0.0,h5
2023-10-17 10:15:00,parent_no_condition,1,17313.75,17391.0,1,close1600,77.25,152.0,1.4784688995215312,52.25,156.5,0.75,0.1,control
2023-10-18 11:00:00,parent_no_condition,-1,17254.25,17178.75,2,close1600,75.5,297.0,0.8162162162162162,92.5,277.5,1.25,0.0,control
2023-10-20 10:15:00,parent_no_condition,-1,16938.5,16929.25,1,stop,9.25,16.0,0.09893048128342247,93.5,280.25,0.75,0.1,control
2023-10-23 10:16:00,intraday_reverse,-1,16808.0,16908.0,1,stop,-100.0,-202.5,-1.0,100.0,125.0,1.25,0.0,h2cap
2023-10-24 12:30:00,parent_no_condition,-1,16891.25,16985.0,2,stop,-93.75,-380.0,-1.0,93.75,281.25,1.25,0.0,control
2023-10-25 10:15:00,parent_no_condition,-1,16768.5,16643.5,1,target,125.0,247.5,1.25,100.0,125.0,1.25,0.0,control
2023-10-26 10:01:00,prior_session_reverse,1,16481.5,16381.5,1,stop,-100.0,-202.5,-1.0,100.0,125.0,1.25,0.0,h5
2023-10-27 10:15:00,parent_no_condition,1,16508.0,16447.75,1,stop,-60.25,-123.0,-1.0,60.25,181.0,0.75,0.1,control
2023-10-30 10:46:00,intraday_reverse,1,16463.75,16588.75,1,target,125.0,247.5,1.25,100.0,125.0,1.25,0.0,h2cap
2023-10-31 13:01:00,intraday_keep,1,16587.25,16646.5,1,close1600,59.25,116.0,0.5925,100.0,125.0,1.25,0.0,control
2023-11-01 10:30:00,parent_no_condition,1,16780.25,16713.5,1,stop,-66.75,-136.0,-1.0,66.75,200.75,0.75,0.1,control
2023-11-02 10:15:00,parent_no_condition,-1,17025.25,17086.25,2,stop,-61.0,-249.0,-1.0,61.0,182.75,1.25,0.0,control
2023-11-03 10:00:00,parent_no_condition,1,17283.5,17227.5,2,stop,-56.0,-229.0,-1.0,56.0,167.75,1.25,0.0,control
2024-03-11 10:16:00,intraday_keep,-1,19842.75,19942.75,1,stop,-100.0,-202.5,-1.0,100.0,300.0,0.75,0.1,control
2024-03-12 10:31:00,intraday_reverse,-1,20058.25,20158.25,1,stop,-100.0,-202.5,-1.0,100.0,125.0,1.25,0.0,h2cap
2024-03-13 10:00:00,rc1_direct,-1,20035.25,20022.5,1,close1600,12.75,23.0,0.15315315315315314,83.25,249.25,0.75,0.1,direct
2024-03-14 10:00:00,parent_no_condition,-1,19941.5,20019.25,1,stop,-77.75,-158.0,-1.0,77.75,233.5,0.75,0.1,control
2024-03-15 11:45:00,parent_no_condition,-1,19759.0,19791.0,1,cond1530,-32.0,-66.5,-0.32,100.0,300.0,0.75,0.1,control
2024-03-18 10:15:00,parent_no_condition,1,20041.0,19945.75,2,stop,-95.25,-386.0,-1.0,95.25,286.0,1.25,0.0,control
2024-03-19 12:30:00,parent_no_condition,1,19893.25,19976.25,1,close1600,83.0,163.5,0.83,100.0,125.0,1.25,0.0,control
2024-03-20 10:45:00,parent_no_condition,-1,19955.5,20046.5,1,stop,-91.0,-184.5,-1.0,91.0,272.75,0.75,0.1,control
2024-03-21 10:00:00,rc1_direct,-1,20335.75,20264.5,1,close1600,71.25,140.0,1.0594795539033457,67.25,201.5,0.75,0.1,direct
2024-03-22 10:45:00,parent_no_condition,-1,20205.25,20243.75,1,stop,-38.5,-79.5,-1.0,38.5,115.25,0.75,0.1,control
2024-03-25 10:15:00,parent_no_condition,1,20210.5,20203.0,2,close1600,-7.5,-35.0,-0.09090909090909091,82.5,247.5,1.25,0.0,control
2024-03-26 10:46:00,delay_weak,1,20236.75,20218.75,2,cond1530,-18.0,-77.0,-0.32142857142857145,56.0,167.75,1.25,0.0,control
2024-03-27 10:00:00,parent_no_condition,-1,20155.0,20196.5,1,close1600,-41.5,-85.5,-0.415,100.0,300.0,0.75,0.1,control
2024-03-28 11:30:00,parent_no_condition,1,20203.75,20193.75,2,cond1530,-10.0,-45.0,-0.1532567049808429,65.25,196.0,1.25,0.0,control
2024-04-01 11:01:00,intraday_keep,-1,20176.0,20186.25,1,close1600,-10.25,-23.0,-0.1025,100.0,125.0,1.25,0.0,control
2024-04-02 10:15:00,parent_no_condition,-1,19910.0,19996.0,1,stop,-86.0,-174.5,-1.0,86.0,257.75,0.75,0.1,control
2024-04-03 10:15:00,parent_no_condition,1,20052.5,20052.5,2,stop,0.0,-5.0,0.0,61.0,182.75,1.25,0.0,control
2024-04-04 10:00:00,rc1_direct,-1,20207.5,20257.75,1,stop,-50.25,-103.0,-1.0,50.25,151.0,0.75,0.1,direct
2024-04-05 10:00:00,parent_no_condition,1,19899.75,19997.0,2,close1600,97.25,384.0,0.974937343358396,99.75,299.0,1.25,0.0,control
2024-04-09 10:30:00,parent_no_condition,-1,19985.5,19977.75,1,stop,7.75,13.0,0.09967845659163987,77.75,233.5,0.75,0.1,control
2024-04-10 10:45:00,parent_no_condition,1,19904.75,19816.25,2,stop,-88.5,-359.0,-1.0,88.5,265.25,1.25,0.0,control
2024-04-11 10:15:00,parent_no_condition,-1,19905.25,19969.25,2,stop,-64.0,-261.0,-1.0,64.0,192.25,1.25,0.0,control
2024-04-12 10:00:00,rc1_direct,1,20023.75,19966.25,2,stop,-57.5,-235.0,-1.0,57.5,172.5,1.25,0.0,direct
2024-04-15 10:15:00,parent_no_condition,-1,19926.0,19626.0,2,target,300.0,1195.0,3.0,100.0,300.0,1.25,0.0,control
2024-04-16 10:00:00,parent_no_condition,1,19602.5,19536.5,1,stop,-66.0,-134.5,-1.0,66.0,197.75,0.75,0.1,control
2024-04-17 10:00:00,rc1_direct,-1,19578.0,19400.0,2,target,178.0,707.0,2.991596638655462,59.5,178.0,1.25,0.0,direct
2024-04-18 10:46:00,intraday_reverse,-1,19397.25,19272.25,1,target,125.0,247.5,1.25,100.0,125.0,1.25,0.0,h2cap
2024-04-19 10:16:00,intraday_reverse,1,19105.75,19018.5,1,stop,-87.25,-177.0,-1.0,87.25,261.5,0.75,0.1,h2cap
2024-04-22 10:31:00,delay_weak,1,18887.0,19050.25,1,target,163.25,324.0,3.0092165898617513,54.25,163.25,0.75,0.1,control
2024-04-23 10:00:00,rc1_direct,1,19194.25,19319.25,1,cond1530,125.0,247.5,1.5625,80.0,240.0,0.75,0.1,direct
2024-04-24 10:45:00,parent_no_condition,-1,19402.5,19367.75,2,close1600,34.75,134.0,0.37669376693766937,92.25,276.5,1.25,0.0,control
2024-04-25 10:15:00,parent_no_condition,1,19103.5,19287.75,1,cond1530,184.25,366.0,2.267692307692308,81.25,243.75,0.75,0.1,control
2024-04-26 10:00:00,parent_no_condition,1,19491.5,19542.25,1,close1600,50.75,99.0,0.5075,100.0,125.0,1.25,0.0,control
2024-04-29 15:16:00,intraday_keep,-1,19527.0,19537.0,1,cond1530,-10.0,-22.5,-0.1,100.0,125.0,1.25,0.0,control
2024-04-30 11:15:00,parent_no_condition,-1,19459.5,19382.75,2,cond1530,76.75,302.0,1.189922480620155,64.5,193.0,1.25,0.0,control
2024-05-01 10:15:00,parent_no_condition,-1,19142.75,19204.0,2,stop,-61.25,-250.0,-1.0,61.25,183.75,1.25,0.0,control
2024-05-02 10:45:00,parent_no_condition,-1,19160.5,19260.5,2,stop,-100.0,-405.0,-1.0,100.0,300.0,1.25,0.0,control
2024-05-03 10:00:00,parent_no_condition,1,19707.25,19637.5,1,stop,-69.75,-142.0,-1.0,69.75,209.0,0.75,0.1,control
2024-05-06 10:45:00,parent_no_condition,1,19796.0,19887.5,1,close1600,91.5,180.5,1.2448979591836735,73.5,220.25,0.75,0.1,control
2024-05-07 10:00:00,rc1_direct,-1,19885.25,19933.5,2,stop,-48.25,-198.0,-1.0,48.25,144.25,1.25,0.0,direct
2024-05-08 10:00:00,rc1_direct,1,19853.75,19859.75,1,stop,6.0,9.5,0.1,60.0,180.0,0.75,0.1,direct
2024-05-09 11:01:00,intraday_reverse,-1,19904.5,19906.25,1,cond1530,-1.75,-6.0,-0.0175,100.0,300.0,1.25,0.0,h2cap
2024-05-10 10:30:00,parent_no_condition,-1,19925.75,19954.5,2,cond1530,-28.75,-120.0,-0.30997304582210244,92.75,278.5,1.25,0.0,control
2024-05-14 10:30:00,parent_no_condition,1,20059.5,19994.0,2,stop,-65.5,-267.0,-1.0,65.5,197.0,1.25,0.0,control
2024-05-15 10:45:00,parent_no_condition,1,20259.25,20390.5,2,cond1530,131.25,520.0,2.599009900990099,50.5,152.0,1.25,0.0,control
2024-05-16 10:00:00,rc1_direct,1,20405.0,20370.0,2,stop,-35.0,-145.0,-1.0,35.0,105.0,1.25,0.0,direct
2024-05-17 10:45:00,parent_no_condition,1,20363.5,20328.0,2,stop,-35.5,-147.0,-1.0,35.5,107.0,1.25,0.0,control
2024-05-20 10:00:00,parent_no_condition,1,20442.25,20443.0,2,close1600,0.75,-2.0,0.0079155672823219,94.75,284.0,1.25,0.0,control
2024-05-21 10:30:00,parent_no_condition,1,20423.75,20499.75,2,close1600,76.0,299.0,1.6888888888888889,45.0,135.0,1.25,0.0,control
2024-05-22 11:15:00,parent_no_condition,1,20525.25,20478.5,2,stop,-46.75,-192.0,-1.0,46.75,140.75,1.25,0.0,control
2024-05-23 10:00:00,parent_no_condition,-1,20539.5,20347.0,1,cond1530,192.5,382.5,2.162921348314607,89.0,267.25,0.75,0.1,control
2024-05-24 10:15:00,parent_no_condition,1,20484.5,20558.75,2,cond1530,74.25,292.0,1.3438914027149322,55.25,166.0,1.25,0.0,control
2024-05-28 10:00:00,rc1_direct,-1,20551.5,20611.5,1,stop,-60.0,-122.5,-1.0,60.0,180.0,0.75,0.1,direct
2024-05-29 10:00:00,rc1_direct,1,20525.5,20488.5,2,close1600,-37.0,-153.0,-0.49333333333333335,75.0,225.0,1.25,0.0,direct
2024-05-31 10:00:00,parent_no_condition,-1,20237.75,20039.0,1,target,198.75,395.0,3.0,66.25,198.75,0.75,0.1,control
2024-06-03 10:00:00,rc1_direct,-1,20377.0,20184.75,1,target,192.25,382.0,3.00390625,64.0,192.25,0.75,0.1,direct
2024-06-04 12:15:00,parent_no_condition,-1,20270.0,20356.5,1,stop,-86.5,-175.5,-1.0,86.5,259.75,0.75,0.1,control
2024-06-05 10:30:00,parent_no_condition,1,20583.5,20733.5,2,target,150.0,595.0,3.0,50.0,150.0,1.25,0.0,control
2024-06-06 10:00:00,parent_no_condition,-1,20731.5,20769.25,1,stop,-37.75,-78.0,-1.0,37.75,113.5,0.75,0.1,control
2024-06-07 10:45:00,parent_no_condition,1,20782.75,20716.25,2,stop,-66.5,-271.0,-1.0,66.5,199.75,1.25,0.0,control
2024-06-10 10:30:00,parent_no_condition,1,20726.5,20804.75,2,cond1530,78.25,308.0,1.3608695652173912,57.5,172.5,1.25,0.0,control
2024-06-11 10:45:00,parent_no_condition,1,20802.25,20890.5,2,cond1530,88.25,348.0,1.7135922330097086,51.5,154.75,1.25,0.0,control
2024-06-12 10:00:00,rc1_direct,1,21185.5,21157.75,1,cond1530,-27.75,-58.0,-0.2775,100.0,125.0,1.25,0.0,direct
2024-06-13 10:15:00,parent_no_condition,-1,21293.75,21288.0,1,stop,5.75,9.0,0.10176991150442478,56.5,169.75,0.75,0.1,control
2024-06-14 10:00:00,rc1_direct,1,21323.5,21265.75,2,stop,-57.75,-236.0,-1.0,57.75,173.5,1.25,0.0,direct
2024-06-17 10:15:00,parent_no_condition,1,21408.75,21580.25,2,target,171.5,681.0,2.995633187772926,57.25,171.5,1.25,0.0,control
2024-06-18 10:45:00,parent_no_condition,-1,21603.5,21598.75,1,stop,4.75,7.0,0.09947643979057591,47.75,143.5,0.75,0.1,control
2024-06-19 13:00:00,parent_no_condition,-1,21663.75,21685.25,1,stop,-21.5,-45.5,-1.0,21.5,64.75,0.75,0.1,control
2024-06-21 10:30:00,parent_no_condition,-1,21402.75,21483.75,1,stop,-81.0,-164.5,-1.0,81.0,242.75,0.75,0.1,control
2024-06-24 10:46:00,intraday_reverse,1,21294.25,21263.25,1,cond1530,-31.0,-64.5,-0.3229166666666667,96.0,287.75,1.25,0.0,h2cap
2024-06-25 10:15:00,parent_no_condition,1,21325.75,21408.5,2,cond1530,82.75,326.0,1.3400809716599191,61.75,185.75,1.25,0.0,control
2024-06-26 10:15:00,parent_no_condition,1,21434.0,21392.25,2,stop,-41.75,-172.0,-1.0,41.75,125.75,1.25,0.0,control
2024-06-28 10:00:00,parent_no_condition,1,21572.5,21572.5,2,stop,0.0,-5.0,0.0,76.75,230.75,1.25,0.0,control
2024-07-01 10:15:00,parent_no_condition,-1,21267.25,21349.75,1,stop,-82.5,-167.5,-1.0,82.5,247.5,0.75,0.1,control
2024-07-02 11:00:00,parent_no_condition,1,21550.0,21661.0,1,cond1530,111.0,219.5,1.11,100.0,125.0,1.25,0.0,control
2024-07-03 10:00:00,rc1_direct,1,21703.0,21897.0,2,target,194.0,771.0,2.996138996138996,64.75,194.0,1.25,0.0,direct
2024-07-08 10:45:00,parent_no_condition,-1,22028.75,22084.0,1,stop,-55.25,-113.0,-1.0,55.25,166.0,0.75,0.1,control
2024-07-09 10:30:00,parent_no_condition,-1,22144.0,22115.25,1,close1600,28.75,55.0,0.49356223175965663,58.25,174.25,0.75,0.1,control
2024-07-10 10:15:00,parent_no_condition,1,22221.5,22163.5,2,stop,-58.0,-237.0,-1.0,58.0,174.5,1.25,0.0,control
2024-07-11 10:15:00,parent_no_condition,-1,22190.0,22002.5,1,target,187.5,372.5,3.0,62.5,187.5,0.75,0.1,control
2024-07-12 10:00:00,parent_no_condition,1,21974.5,22172.25,2,target,197.75,786.0,2.996212121212121,66.0,197.75,1.25,0.0,control
2024-07-15 10:31:00,intraday_reverse,-1,22114.25,22196.25,1,stop,-82.0,-166.5,-1.0,82.0,245.5,0.75,0.1,h2cap
2024-07-16 10:00:00,parent_no_condition,-1,22016.75,22010.0,1,stop,6.75,11.0,0.10074626865671642,67.0,200.5,0.75,0.1,control
2024-07-17 10:15:00,parent_no_condition,-1,21562.0,21443.5,1,close1600,118.5,234.5,1.373913043478261,86.25,258.75,0.75,0.1,control
2024-07-18 10:45:00,parent_no_condition,-1,21340.5,21440.5,1,stop,-100.0,-202.5,-1.0,100.0,125.0,1.25,0.0,control
2024-07-22 10:45:00,parent_no_condition,1,21439.0,21339.0,1,stop,-100.0,-202.5,-1.0,100.0,125.0,1.25,0.0,control
2024-07-23 10:30:00,parent_no_condition,1,21468.25,21368.25,2,stop,-100.0,-405.0,-1.0,100.0,300.0,1.25,0.0,control
2024-07-24 10:00:00,parent_no_condition,-1,20941.5,20816.5,1,target,125.0,247.5,1.25,100.0,125.0,1.25,0.0,control
2024-07-25 10:00:00,parent_no_condition,-1,20456.25,20331.25,1,target,125.0,247.5,1.25,100.0,125.0,1.25,0.0,control
2024-07-26 10:33:00,delay_hv,-1,20509.25,20609.25,1,stop,-100.0,-202.5,-1.0,100.0,125.0,1.25,0.0,control
2024-07-29 10:00:00,parent_no_condition,1,20786.25,20686.25,1,stop,-100.0,-202.5,-1.0,100.0,125.0,1.25,0.0,control
2024-07-30 10:00:00,parent_no_condition,-1,20649.5,20407.75,2,target,241.75,962.0,2.9938080495356036,80.75,241.75,1.25,0.0,control
2024-07-31 10:16:00,intraday_keep,1,20859.0,20984.0,1,target,125.0,247.5,1.25,100.0,125.0,1.25,0.0,control
2024-08-01 10:31:00,intraday_reverse,1,20878.5,20778.5,1,stop,-100.0,-202.5,-1.0,100.0,125.0,1.25,0.0,h2cap
2024-08-02 10:16:00,prior_session_reverse,1,19829.5,19954.5,1,target,125.0,247.5,1.25,100.0,125.0,1.25,0.0,h5
2024-08-05 10:01:00,intraday_reverse,-1,19322.25,19422.25,1,stop,-100.0,-202.5,-1.0,100.0,125.0,1.25,0.0,h2cap
2024-08-06 10:16:00,intraday_keep,1,19615.25,19740.25,1,target,125.0,247.5,1.25,100.0,125.0,1.25,0.0,control
2024-08-07 10:33:00,delay_hv,1,19869.5,19769.5,1,stop,-100.0,-202.5,-1.0,100.0,125.0,1.25,0.0,control
2024-08-08 10:15:00,parent_no_condition,1,19727.25,19852.25,1,target,125.0,247.5,1.25,100.0,125.0,1.25,0.0,control
2024-08-09 10:00:00,rc1_direct,-1,19870.5,19970.5,2,stop,-100.0,-405.0,-1.0,100.0,300.0,1.25,0.0,direct
2024-08-12 10:00:00,parent_no_condition,-1,19981.25,20081.25,2,stop,-100.0,-405.0,-1.0,100.0,300.0,1.25,0.0,control
2024-08-13 10:00:00,rc1_direct,1,20334.25,20490.75,1,cond1530,156.5,310.5,1.753501400560224,89.25,268.25,0.75,0.1,direct
2024-08-14 10:00:00,parent_no_condition,-1,20452.75,20552.75,1,stop,-100.0,-202.5,-1.0,100.0,125.0,1.25,0.0,control
2024-08-15 10:00:00,parent_no_condition,1,20892.0,21012.75,1,cond1530,120.75,239.0,1.6153846153846154,74.75,224.0,0.75,0.1,control
2024-08-16 10:16:00,delay_weak,-1,20988.5,21078.5,2,stop,-90.0,-365.0,-1.0,90.0,270.0,1.25,0.0,control
