feed,study,value,edges,ema_slow,ema_pull,ema_tight,atr_len,atr_stop,vol_mult,range_mult,wick_body,ambig,tighten_R,side,sess,use_tgt,flatten
US100,totR,146.1855,ema_tight,60,118,60,21,0.17957039587708168,1.2677218950491147,1.2498260549224345,2.793274191263669,0.00034729888400098874,1.410162444360014,-1,ny,False,True
US100,pf,2.4784,ema_pull,70,120,25,8,0.21019406562804913,2.283419376000825,0.3460548783717698,2.0303769150476327,0.0028550709860347173,1.3403594879843328,-1,ny,False,True
US100,retdd,13.4901,-,350,84,35,12,0.930357110276105,1.0539581526752297,0.4256584024830747,0.7899470925204535,0.0022016851783623844,3.6829604019911715,-1,ny,False,True
US30,totR,238.5689,-,220,12,55,19,0.1895935053433712,0.8792263900060335,0.8067996865318237,2.0342420084849793,0.0015795093497574953,0.5652455135533685,1,utc,False,False
US30,pf,3.5414,-,310,14,55,8,0.36611132567627014,2.469508626923617,1.313991929109393,2.922370286303865,0.002038217473495404,0.711769249474422,1,utc,False,False
US30,retdd,25.0,ema_tight,260,14,60,8,0.22293213778813586,2.1836969597570532,1.5732838942699587,2.4215598421323685,0.0010472120533345406,0.8705844959339699,1,utc,False,False
