date,As published,Optuna totR,Optuna PF,Optuna retDD,Sweep top row,Sweep nbhd
2010-02,2.2352588672663813,7.484115382511511,0.0,0.0,0.0,0.0
2010-03,-0.09946411473462226,-1.1647396185312484,0.0,0.0,0.0,0.0
2010-04,-1.2720433677916638,-2.122210908635704,0.5470722351973888,0.7819690778803929,0.9300442921609836,0.7958110953542376
2010-05,0.01353193920233033,-3.6153127232747098,0.0,0.0,0.0,0.0
2010-06,0.9477835185797727,-0.17006504144241186,0.0,0.0,0.0,0.0
2010-07,-0.34269469260380625,-0.3664737580597715,0.0,0.0,0.0,0.0
2010-08,-1.485286940265453,1.4891477232481825,-0.2966674995978495,-0.4529330261069268,-0.5604369655332225,-0.5604369655332225
2010-09,0.10258224457486417,-1.5175528741255735,0.1469782953745545,0.21725619748727276,0.26313385398753764,0.26313385398753764
2010-10,-0.9001475553043333,-2.966065492136286,0.0,0.0,0.0,0.0
2010-11,0.0,5.948755300051808,0.0,0.0,0.0,0.0
2010-12,-0.89464312038242,0.32761356888469906,-0.6012867336719839,-0.7939081981548556,0.20176851143765606,-0.11980005366612084
2011-01,-1.372134950200548,-2.197410241614505,0.0,0.0,0.0,0.0
2011-02,-1.6180960899164034,-3.364610292224759,0.0,0.0,0.0,0.0
2011-03,0.0,-0.49523799438207095,0.0,0.0,0.0,0.0
2011-04,11.208669414685593,0.7180139163951607,2.815240267258053,7.7404683025989485,14.073330232214001,11.627902023297722
2011-05,1.287744659151871,1.174762508607877,0.67710611906454,1.3793336500052837,-1.2076805730154534,-0.9213076391916353
2011-06,-3.400695695619029,-3.0658704179111016,-0.056281014631670914,-1.256250217264148,-1.1679179061292948,-1.084742140276671
2011-07,-2.1440123083076954,-3.4475248390495175,0.0,0.0,0.0,0.0
2011-08,-0.7349792564050558,4.7435566096846875,0.0,0.0,0.0,0.0
2011-09,-4.191176936157349,-1.7759491305820565,0.0,-0.3141553150426921,0.0,0.0
2011-10,0.5055894107948271,0.5913533030099991,1.6678000608010375,2.3272376891798334,1.1840676340397986,1.0357924978852668
2011-11,-1.4430544601138071,-1.7089747143285257,-0.32507368690379745,-0.5230712686338975,-0.6962357627067965,-0.6962357627067965
2011-12,-1.3709427893717112,-1.755501634995983,-0.33253061501286735,-0.8541648953179344,-0.5910418116170394,-0.7191929333882207
2012-01,2.426558995243583,5.5429335887858375,-0.012791241594556201,-0.019299482616579013,0.0,0.0
2012-02,3.784436714949745,7.47211531127328,-0.27906472551422284,-0.4381335911948489,0.0,0.0
2012-03,-1.9994003263082152,-2.220238463828493,0.0,-1.0541237673370234,0.0,0.0
2012-04,-0.4541572032565544,0.5360522751164574,0.17518368786433478,0.23414478799926924,0.26756374827982254,0.13074137700036859
2012-05,-0.6756906085168543,-1.4609701190338844,-0.11513659134989562,-0.17388218566176444,0.0,0.0
2012-06,-1.1704804426125959,-1.941042428691123,0.0,0.0,0.0,0.0
2012-07,-4.698855077178303,2.338851092376168,-0.3491994976607408,-0.7691233584251883,-1.3062089913475232,2.7832662610673156
2012-08,-0.29182868938484585,9.39870679129369,-0.29546863629320125,2.082791832681996,2.20014546516774,1.6263117417846709
2012-09,-1.7158327876162396,-4.002261598230795,-0.1965231580179882,-0.4649592372135667,0.0,0.0
2012-10,0.7347216514337978,0.0,0.0,0.0,0.0,0.0
2012-11,1.9238839201398807,0.21393291342088605,0.0,1.9020389716861872,0.0,0.0
2012-12,0.7612242354239179,0.4303844855479618,-0.12636205458875574,0.6546113979024293,-1.2647036649570902,-1.3527390663974874
2013-01,-0.949954822560156,-0.7294188654994883,0.0784930125642874,0.09261693807310027,-0.7622789200306066,-0.7622789200306066
2013-02,0.46453244930915605,5.933644888617125,-1.11748706324474,3.4985824900918665,1.792170364912801,1.5951115134959408
2013-03,-1.883706012454137,-0.6590371279695165,0.0,-1.001491474913976,0.0,0.0
2013-04,-0.9587109004526717,-3.353227690129406,-0.3706519669783588,-0.75436946314111,-1.0914199628441983,-1.0914199628441983
2013-05,-1.3589512437488658,-0.3340021863860726,0.0,0.0,0.0,0.0
2013-06,3.25409009355007,1.1016832745091516,0.32643086942095567,0.43928065155238505,-0.31807095244779426,-0.48935215834770257
2013-07,0.4704562261921182,-1.8758433432227126,-0.37315067360322685,-1.7549583259011028,0.0,0.0
2013-08,5.773679755757556,8.816094432980485,2.7093174895955783,4.600965454586388,14.564225445772427,9.448740403394364
2013-09,-0.06553775729345632,0.0,0.0,-0.051646688814021825,-0.08170892610356718,0.0
2013-10,-0.20336532024716086,-2.595142691496064,0.0,0.0,0.0,0.0
2013-11,-0.47513261642109905,-0.1536951828373364,0.0,-0.20497835269618148,0.0,0.0
2013-12,1.3417841798522292,1.3086930616735808,-0.0992911166201369,-0.6812306776380175,1.8391614337188762,1.6996264252869555
2014-01,-0.37497342313181264,-1.5457441364147102,0.06960995379763807,1.0444572808456303,-0.08592176146737977,-0.22271825011943078
2014-02,1.8312164539142746,3.2542804026368453,1.4229392277194675,2.2001127763159203,0.7930494502770797,0.46722293194621706
2014-03,-1.2526873119806832,3.4655358199466564,0.0,0.0,0.0,0.0
2014-04,-2.684486236989793,-1.0567420518111348,0.0,0.0,0.0,0.0
2014-05,1.7820643226710173,1.8536628290269894,0.0,2.313935919758661,0.0,0.0
2014-06,-0.07962813602290819,0.0,0.0,0.0,0.0,0.0
