side,n,R,pf,win,ctl_R,p_R,ctl_win
LONG,378,-0.044737140399948874,0.9156344713371647,26.71957671957672,-0.2493473797624579,0.0075,
SHORT,283,-0.14207750256903479,0.7510710674760369,25.08833922261484,-0.281576396424586,0.0425,
