preset,beta,alpha_per_month,r2,total_R,R_from_beta,pct_from_gold
As published,11.329898631217935,-0.010021609515062585,0.049725703295459,15.189505296954321,17.11365432384633,112.66762142199471
Optuna totR,18.451483195515817,0.33382792365914077,0.07712675650340595,91.96567011485166,27.870708772296616,30.30555721226212
Optuna PF,6.557453767755238,0.1663622915591768,0.0692491308421912,41.84650270468828,9.904942725326329,23.669702568039522
Optuna retDD,9.82069846090076,0.20389737234359528,0.09086950782767567,53.9823239441612,14.834028454190891,27.479418021230558
Sweep top row,10.933185281202809,0.20968453628009834,0.05796461361823391,56.77385529129963,16.51442432552073,29.08807978740788
Sweep nbhd,8.972392297267874,0.09388505693030143,0.048458700981505065,31.578604721564016,13.55267379094614,42.91726601109597
