side,block,n,R,pct,pf,win,totR,ret_dd,ctl_R,p_ctl,gross_R
LONG,research,378,-0.044737140399948874,0.00437465781213081,0.9156344713371647,26.71957671957672,-16.910639071180675,-0.7206877740781912,-0.2573444152945356,0.0025,0.07623966377229081
LONG,LOCKED,214,0.14230500314214972,0.05083668582747986,1.3176970906722665,34.57943925233645,30.45327067242004,1.6972017626738196,-0.12797650403335836,0.0025,0.22819660430792027
SHORT,research,283,-0.14207750256903479,-0.020539966069493484,0.7510710674760369,25.08833922261484,-40.20793322703685,-0.7811422550111976,-0.2899545606665871,0.0325,-0.03268907349938815
SHORT,LOCKED,168,-0.2147266828229668,-0.07407924914123257,0.6135012849207047,22.61904761904762,-36.074082714258424,-0.9257904009872476,-0.20721315688593886,0.5225,-0.14932574273523852
