mkt,span,cand,pf,usd,n,p_matched,p_sel
US30L,all,TOP/CONSENSUS,1.3172582510589734,119.94067039803122,523,0.12468827930174564,0.16209476309226933
US30L,all,ROBUST,1.3235315850182947,122.84691104061307,551,0.09226932668329177,0.18204488778054864
US30L,pre-2023,TOP/CONSENSUS,1.3459242615471894,115.50274788596796,369,0.1172069825436409,0.09226932668329177
US30L,pre-2023,ROBUST,1.3640110127307936,123.68738760658978,387,0.0798004987531172,0.09226932668329177
US100L,all,TOP/CONSENSUS,1.253203456365114,19.914910323752846,613,0.22443890274314215,0.2119700748129676
US100L,all,ROBUST,1.3318767245494383,25.87733026779221,621,0.11221945137157108,0.08977556109725686
US100L,pre-2023,TOP/CONSENSUS,1.164522598118587,11.274817459652267,413,0.38154613466334164,0.5536159600997507
US100L,pre-2023,ROBUST,1.3861665045838605,24.72806523888647,416,0.09476309226932668,0.10972568578553615
