algn,cfrm,entry,stop_k,tp_r,n,R,usd,net,pf,win,avg_w,avg_l,dd,retdd,sharpe,sortino,p90,p10
True,True,close,1.0,1.5,6229,0.02334399058040663,0.5792230186714921,3607.980183304724,1.0455247021685732,0.40937550168566383,32.49459646395934,-21.542060559878117,2064.093769365216,1.7479730024156361,1.067313592583679,1.7604571011089858,39.96982390931225,-29.737540834238462
True,True,close,1.0,2.0,5704,0.014530636634015479,0.29265684956955834,1669.3146699447607,1.0204811220450822,0.3381837307152875,43.1178613751055,-21.590739052353307,2365.3681954419408,0.7057314261523961,0.4544645553565777,0.795015351602353,49.46821030060964,-30.785812680172967
True,True,close,1.5,1.5,4839,0.019172044423804983,0.4862487403164803,2352.957654391448,1.025139259874185,0.4077288696011573,48.63147082531648,-32.65768816607047,2889.358983142345,0.8143528263948949,0.5549651440599247,0.9339595900154071,59.998050615981626,-44.92944194575684
True,True,close,1.5,2.0,4178,0.020037509433947987,0.4973224066550594,2077.8130150048382,1.0229799312043018,0.34107228338918144,64.90975763821478,-32.84365841607382,2641.2002909485745,0.7866927101763272,0.4333692346475708,0.7266716911116341,74.19146463188954,-46.72429346444551
True,True,edge,1.0,1.5,4286,0.01960577495972452,0.32656918643305965,1399.6755330520937,1.0256239302750123,0.4062062529164722,32.17888572011851,-21.463168764508538,1293.7422001525556,1.0818813306754982,0.5125567702647954,0.9738242863208848,39.50457229296444,-29.25961776063923
True,True,edge,1.0,2.0,4033,-0.0071712069776059826,-0.15522398021552247,-626.0183122092021,0.9892322255764862,0.33077113811058767,43.11253049315676,-21.540620226039394,2606.3107056686968,-0.24019327812590388,-0.2105189802812077,-0.3838101141033423,48.35740202066955,-30.491331044444085
True,True,edge,1.5,1.5,3572,-0.008776470321596591,-0.19831222476056568,-708.3712668447406,0.9898572438504959,0.3964165733482643,48.82185368106633,-32.39337480483982,2728.769789489572,-0.25959363430846416,-0.19671459851180662,-0.344874402374974,59.44458449673621,-44.622441272266954
True,True,edge,1.5,2.0,3215,-0.011903298825150939,-0.3080864891392652,-990.4980625827375,0.9858670649334842,0.33032659409020215,65.06015720493603,-32.551967029365905,3211.023991032678,-0.3084679732536627,-0.24633310320412335,-0.43132510380200056,73.46297463340743,-45.89342670873157
True,False,close,1.0,1.5,6019,0.021601625651592973,0.537347651118665,3234.295512083245,1.0427005072367037,0.40870576507725537,32.10488671627919,-21.282305650453377,1442.7901666256548,2.241695006590943,0.966943957057032,1.6606249285192232,39.19217726046918,-29.388331670584737
True,False,close,1.0,2.0,5445,0.02791379699835781,0.713083706124116,3882.7407798458116,1.0511134432676945,0.3426997245179063,42.789893931009665,-21.224699998719814,1517.560390262759,2.5585411985967372,1.093117599211545,1.8879806982950502,48.61380311330723,-30.204418099140458
True,False,close,1.5,1.5,4620,0.01403394947590807,0.45723137413916953,2112.4089485229633,1.0239124966464621,0.40584415584415584,48.24081628165136,-32.18182935503582,2526.6190306888784,0.8360615205003893,0.5135294199787624,0.9092315573570449,58.791719465320085,-44.25917120449667
True,False,close,1.5,2.0,4072,0.029838958716580617,1.1113715987147723,4525.505149966553,1.0526408975675567,0.3443025540275049,64.54699129523833,-32.19826840672569,2395.632284150048,1.889065020499241,0.9562877235493398,1.71153840732357,74.85261832201869,-45.509313969608044
True,False,edge,1.0,1.5,4527,0.02387335316979275,0.4701698894387563,2128.45908948925,1.0373762618573472,0.4084382593328915,31.949851069475386,-21.264680932774738,1619.328201751403,1.3144087079982862,0.7756033387067449,1.3815381688035735,38.72002402628278,-29.389096342826086
True,False,edge,1.0,2.0,4250,0.007693300470872816,0.18481298467200524,785.4551848560222,1.0130999890041947,0.33576470588235297,42.56756592163138,-21.239270770567465,2324.609869281354,0.33788688383175597,0.2724538346990679,0.48561964152055825,47.89071729303396,-30.151163212794927
