arm,block,n,pct,pf,stop_rate
fixed,research,689,0.06353853671457843,1.3578724743118067,0.5355587808417998
fixed,LOCKED,336,0.07846909683341408,1.3444947713077895,0.5505952380952381
v22,research,704,0.05446974144674601,1.3090502982634438,0.5568181818181818
v22,LOCKED,342,0.07245507492271888,1.3200593177269804,0.564327485380117
forecast,research,677,0.057600824419164455,1.3102531033018123,0.5258493353028065
forecast,LOCKED,333,0.07116923531652654,1.2985596817092449,0.5435435435435435
shuffled,research,700,0.039115320265343395,1.211014138823161,0.5685714285714286
shuffled,LOCKED,343,0.07625699213027247,1.3421754994320516,0.565597667638484
