ema,trend_pct,untouched,trend,research_n,research_mean,research_net,research_pf,research_sh,locked_n,locked_mean,locked_net,locked_pf,locked_sh
25,80.0,1,1,17,45.17268782065195,767.9356929510832,1.4129536187283362,0.3166774467865968,3,117.00256323058177,351.0076896917453,351007689691.7453,2.0558195591894073
25,85.0,0,0,337,7.58975998636626,2557.7491154054296,1.1146115568815793,0.547872903318907,163,19.701859968812933,3211.403174916508,1.2973113487531043,1.47605463001898
25,85.0,0,1,19,70.27685593735346,1335.2602628097156,2.2983642578628665,1.1138906871443661,5,21.205431421723915,106.02715710861958,1.3193886150796534,0.3353520279022415
25,85.0,1,0,55,30.89978794709393,1699.4883370901662,1.4881039015598836,0.6473695627922039,30,10.640698098751454,319.22094296254363,1.1768239398028713,0.4368565318194146
25,85.0,1,1,10,20.608080029925624,206.08080029925623,1.3366688063454413,0.313558943049775,2,143.40836860228228,286.81673720456456,286816737204.5645,1.7574815549484313
30,50.0,0,0,336,12.536676704318237,4212.323372650928,1.1890265546536463,0.8627354165224556,163,22.81625779163715,3719.050020036855,1.3467401638941796,1.681289434838635
30,50.0,0,1,152,17.629221706549,2679.641699395448,1.2435407752943863,0.7020447303995834,67,1.5686765631207755,105.10132972909196,1.0215201201223465,0.07277412736716027
30,50.0,1,0,71,14.199586057920513,1008.1706101123564,1.1766247184160388,0.3275154016569798,38,26.243469686275557,997.2518480784711,1.4178632724599955,0.9769483883296556
30,50.0,1,1,45,58.508525823513466,2632.883662058106,1.850543931380021,0.9313151564180604,20,43.08394308833922,861.6788617667844,2.1217777203972608,1.5475777838906069
30,60.0,0,0,336,12.536676704318237,4212.323372650928,1.1890265546536463,0.8627354165224556,163,22.81625779163715,3719.050020036855,1.3467401638941796,1.681289434838635
30,60.0,0,1,110,32.20692769764745,3542.76204674122,1.444153917686511,0.9910367665119693,52,16.086709958491646,836.5089178415656,1.2339807321889835,0.6353298584852525
30,60.0,1,0,71,14.199586057920513,1008.1706101123564,1.1766247184160388,0.3275154016569798,38,26.243469686275557,997.2518480784711,1.4178632724599955,0.9769483883296556
30,60.0,1,1,37,68.99234859644993,2552.7168980686474,1.9472999370883264,0.9133630933762397,18,62.54912830492807,1125.8843094887052,3.234201302865545,2.1779431669900218
30,65.0,0,0,336,12.536676704318237,4212.323372650928,1.1890265546536463,0.8627354165224556,163,22.81625779163715,3719.050020036855,1.3467401638941796,1.681289434838635
30,65.0,0,1,89,37.18052271932023,3309.0665220195006,1.4716117157158506,0.9457988842113136,43,18.010714238660807,774.4607122624147,1.2583950862125768,0.6171081350803338
30,65.0,1,0,71,14.199586057920513,1008.1706101123564,1.1766247184160388,0.3275154016569798,38,26.243469686275557,997.2518480784711,1.4178632724599955,0.9769483883296556
30,65.0,1,1,34,72.34899398410369,2459.8657954595255,1.912843376814545,0.8806421986081423,13,73.65155484369686,957.4702129680591,7.652265304783465,2.6501777397667556
30,70.0,0,0,336,12.536676704318237,4212.323372650928,1.1890265546536463,0.8627354165224556,163,22.81625779163715,3719.050020036855,1.3467401638941796,1.681289434838635
30,70.0,0,1,63,43.08938116013451,2714.631013088474,1.517069688002669,0.8380335043423194,28,31.218543958215896,874.1192308300451,1.4200559452255923,0.8025943611990949
30,70.0,1,0,71,14.199586057920513,1008.1706101123564,1.1766247184160388,0.3275154016569798,38,26.243469686275557,997.2518480784711,1.4178632724599955,0.9769483883296556
30,70.0,1,1,27,77.55510843100475,2093.9879276371285,1.9901919483742858,0.7897082602640542,9,87.51657281439435,787.6491553295491,6.472390762004368,2.242670451209375
30,75.0,0,0,336,12.536676704318237,4212.323372650928,1.1890265546536463,0.8627354165224556,163,22.81625779163715,3719.050020036855,1.3467401638941796,1.681289434838635
30,75.0,0,1,46,66.53688747820595,3060.696823997474,1.936700650949945,1.0512328027825708,18,43.407931077691806,781.3427593984525,1.6726275662062027,1.0956771521617845
30,75.0,1,0,71,14.199586057920513,1008.1706101123564,1.1766247184160388,0.3275154016569798,38,26.243469686275557,997.2518480784711,1.4178632724599955,0.9769483883296556
30,75.0,1,1,22,95.45400023448316,2099.9880051586297,2.161864534929837,0.801523832561894,4,82.75047398889001,331.00189595556003,3.303423075543262,1.231892768455889
30,80.0,0,0,336,12.536676704318237,4212.323372650928,1.1890265546536463,0.8627354165224556,163,22.81625779163715,3719.050020036855,1.3467401638941796,1.681289434838635
30,80.0,0,1,35,71.56310428426701,2504.7086499493453,1.8934764275955211,0.8800756576130984,14,44.41331284198428,621.7863797877799,1.803416706030891,1.0777390315737305
30,80.0,1,0,71,14.199586057920513,1008.1706101123564,1.1766247184160388,0.3275154016569798,38,26.243469686275557,997.2518480784711,1.4178632724599955,0.9769483883296556
30,80.0,1,1,18,80.58064197948221,1450.4515556306796,1.8024942132913748,0.5610108162294183,3,23.418409494848067,70.2552284845442,1.4889020771367127,0.41713990132077267
30,85.0,0,0,336,12.536676704318237,4212.323372650928,1.1890265546536463,0.8627354165224556,163,22.81625779163715,3719.050020036855,1.3467401638941796,1.681289434838635
30,85.0,0,1,19,90.9594100374743,1728.2287907120117,2.770310302629763,1.3369518674401397,5,-35.187733353686056,-175.93866676843027,0.6137488662861923,-0.5613211267722176
30,85.0,1,0,71,14.199586057920513,1008.1706101123564,1.1766247184160388,0.3275154016569798,38,26.243469686275557,997.2518480784711,1.4178632724599955,0.9769483883296556
30,85.0,1,1,11,58.27153966523474,640.9869363175821,2.1447640519130826,0.8586662260199721,2,-21.46125238771856,-42.92250477543712,0.701304768438149,-0.303192683572158
40,50.0,0,0,336,16.151826860671918,5427.013825185764,1.2378736509878954,1.0570167346173158,163,24.801567304788456,4042.655470680518,1.3421227971006153,1.6854793896566893
40,50.0,0,1,152,20.976755079193648,3188.4667720374346,1.277090735716721,0.7722599978484759,67,13.366681381551386,895.5676525639428,1.1753077213351235,0.5714416335558881
40,50.0,1,0,89,10.528719199571436,937.0560087618578,1.122563547108032,0.2616591663548198,52,61.417511227313575,3193.710583820306,2.1120653327523917,2.461823731645035
40,50.0,1,1,52,51.997194750650614,2703.854127033832,1.7204481665489828,0.8505404424602333,23,78.59654983256452,1807.720646148984,2.9536589713055146,2.255187706098978
40,60.0,0,0,336,16.151826860671918,5427.013825185764,1.2378736509878954,1.0570167346173158,163,24.801567304788456,4042.655470680518,1.3421227971006153,1.6854793896566893
40,60.0,0,1,110,40.12618118463083,4413.879930309391,1.5371536915886805,1.1342218086323554,52,28.775837638141567,1496.3435571833616,1.389064887463174,1.0319876133829202
40,60.0,1,0,89,10.528719199571436,937.0560087618578,1.122563547108032,0.2616591663548198,52,61.417511227313575,3193.710583820306,2.1120653327523917,2.461823731645035
40,60.0,1,1,41,66.3009261636446,2718.337972709429,1.8316732255613726,0.8629702993765915,20,95.90429474130069,1918.0858948260138,3.838664932404946,2.488633107356008
40,65.0,0,0,336,16.151826860671918,5427.013825185764,1.2378736509878954,1.0570167346173158,163,24.801567304788456,4042.655470680518,1.3421227971006153,1.6854793896566893
40,65.0,0,1,89,45.28937568527107,4030.7544359891253,1.549443745820291,1.054270585711399,43,33.6061713287108,1445.0653671345644,1.4543516324900396,1.0516638756521512
40,65.0,1,0,89,10.528719199571436,937.0560087618578,1.122563547108032,0.2616591663548198,52,61.417511227313575,3193.710583820306,2.1120653327523917,2.461823731645035
40,65.0,1,1,37,69.62490538462471,2576.1214992311143,1.7881622146373766,0.8182129245632097,17,77.13588818990641,1311.310099228409,2.9406690827710738,1.882229127409251
40,70.0,0,0,336,16.151826860671918,5427.013825185764,1.2378736509878954,1.0570167346173158,163,24.801567304788456,4042.655470680518,1.3421227971006153,1.6854793896566893
40,70.0,0,1,63,51.71672422603354,3258.153626240113,1.5734452626894804,0.9027166930550913,28,53.16296571758254,1488.563040092311,1.6501694868278296,1.2051157705051385
40,70.0,1,0,89,10.528719199571436,937.0560087618578,1.122563547108032,0.2616591663548198,52,61.417511227313575,3193.710583820306,2.1120653327523917,2.461823731645035
40,70.0,1,1,27,82.68611927666535,2232.5252204699646,1.9067871315668932,0.7467352183292733,12,78.9065286148525,946.87834337823,2.4013295003377744,1.3876106173000051
40,75.0,0,0,336,16.151826860671918,5427.013825185764,1.2378736509878954,1.0570167346173158,163,24.801567304788456,4042.655470680518,1.3421227971006153,1.6854793896566893
40,75.0,0,1,46,76.64789432515175,3525.8031389569805,1.9948045683257283,1.0750431144507944,18,91.96365131839735,1655.3457237311522,2.974410452923621,2.202132600528774
40,75.0,1,0,89,10.528719199571436,937.0560087618578,1.122563547108032,0.2616591663548198,52,61.417511227313575,3193.710583820306,2.1120653327523917,2.461823731645035
40,75.0,1,1,21,107.27657490666509,2252.808073039967,2.1265635153449653,0.7635631860352383,7,123.42463277351635,863.9724294146145,7.0123342339222825,2.009955796794385
40,80.0,0,0,336,16.151826860671918,5427.013825185764,1.2378736509878954,1.0570167346173158,163,24.801567304788456,4042.655470680518,1.3421227971006153,1.6854793896566893
40,80.0,0,1,35,92.46246372797509,3236.1862304791284,2.080307116997501,1.0070479877521903,14,99.7830779586823,1396.9630914215522,4.099540917287689,2.3272223699279477
40,80.0,1,0,89,10.528719199571436,937.0560087618578,1.122563547108032,0.2616591663548198,52,61.417511227313575,3193.710583820306,2.1120653327523917,2.461823731645035
40,80.0,1,1,17,99.23217738961145,1686.9470156233947,1.8435929286940522,0.5795477397597111,6,89.76625028333729,538.5975017000237,4.748068905358626,1.5699897733665622
40,85.0,0,0,336,16.151826860671918,5427.013825185764,1.2378736509878954,1.0570167346173158,163,24.801567304788456,4042.655470680518,1.3421227971006153,1.6854793896566893
40,85.0,0,1,19,107.59723641987512,2044.3474919776272,2.7495232929139113,1.3378705044871753,5,41.40635940436914,207.0317970218457,2.4407223174798185,0.9032833128896048
