signal_time,entry_time,block,gate_single_print,entry,stop,target,atr,single_print_dist_atr,exit_reason,R,pct_of_price
2025-06-27 10:00:00,2025-06-27 10:15:00,locked,False,23305.5,23218.75,23368.05,27.2,,stop,-0.6163,-0.2294
2025-07-01 10:15:00,2025-07-01 10:30:00,locked,True,23253.25,23150.95,23327.01,32.07,0.733,stop,-0.1121,-0.0493
2025-07-02 09:30:00,2025-07-02 09:45:00,locked,False,23185.0,23085.75,23256.56,31.11,4.717,target,0.7112,0.3045
2025-07-02 10:30:00,2025-07-02 10:45:00,locked,True,23304.0,23196.14,23381.76,33.81,0.806,hold cap,0.1556,0.072
2025-07-03 08:00:00,2025-07-03 08:15:00,locked,False,23355.5,23305.52,23391.54,15.67,,target,0.7016,0.1502
2025-07-03 09:15:00,2025-07-03 09:30:00,locked,False,23430.0,23356.49,23483.0,23.04,,target,0.7078,0.2221
2025-07-03 10:00:00,2025-07-03 10:15:00,locked,False,23554.75,23456.41,23625.65,30.83,,stop,-0.2615,-0.1092
2025-07-04 10:30:00,2025-07-04 10:45:00,locked,True,23437.0,23366.5,23487.83,22.1,0.102,stop,-0.5031,-0.1513
2025-07-07 08:00:00,2025-07-07 08:15:00,locked,False,23480.75,23421.28,23523.63,18.64,,stop,-0.5628,-0.1425
2025-07-08 07:30:00,2025-07-08 07:45:00,locked,True,23447.5,23388.98,23489.69,18.34,0.613,stop,-0.6788,-0.1694
2025-07-09 07:30:00,2025-07-09 07:45:00,locked,True,23429.25,23375.45,23468.04,16.87,1.215,target,0.703,0.1614
2025-07-09 09:45:00,2025-07-09 10:00:00,locked,False,23571.5,23490.18,23630.13,25.49,,stop,-1.0119,-0.3491
2025-07-10 07:00:00,2025-07-10 07:15:00,locked,False,23547.25,23500.72,23580.8,14.59,3.239,stop,-0.413,-0.0816
2025-07-11 07:30:00,2025-07-11 07:45:00,locked,True,23397.25,23323.45,23450.46,23.14,0.162,target,0.7079,0.2233
2025-07-11 09:45:00,2025-07-11 10:00:00,locked,True,23455.25,23346.32,23533.79,34.15,2.701,hold cap,0.3606,0.1675
2025-07-14 08:15:00,2025-07-14 08:30:00,locked,False,23401.5,23343.18,23443.55,18.28,6.29,stop,-0.7539,-0.1879
2025-07-14 10:15:00,2025-07-14 10:30:00,locked,True,23428.75,23319.8,23507.3,34.15,2.555,target,0.7121,0.3311
2025-07-15 07:00:00,2025-07-15 07:15:00,locked,False,23677.0,23618.13,23719.44,18.45,,stop,-0.4412,-0.1097
2025-07-15 08:30:00,2025-07-15 08:45:00,locked,False,23666.75,23598.12,23716.23,21.52,,stop,-0.5605,-0.1625
2025-07-16 07:00:00,2025-07-16 07:15:00,locked,False,23505.5,23447.93,23547.01,18.05,3.228,target,0.7042,0.1725
2025-07-16 09:30:00,2025-07-16 09:45:00,locked,True,23509.0,23428.74,23566.86,25.16,2.176,stop,-0.2582,-0.0881
2025-07-17 08:30:00,2025-07-17 08:45:00,locked,False,23619.25,23560.63,23661.52,18.38,,stop,-0.9249,-0.2296
2025-07-17 10:00:00,2025-07-17 10:15:00,locked,False,23647.25,23565.42,23706.25,25.65,,target,0.7091,0.2454
2025-07-18 09:00:00,2025-07-18 09:15:00,locked,False,23774.5,23735.55,23802.59,12.21,,target,0.6961,0.1141
2025-07-21 09:30:00,2025-07-21 09:45:00,locked,False,23833.5,23768.3,23880.51,20.44,,target,0.7061,0.1932
2025-07-21 10:00:00,2025-07-21 10:15:00,locked,False,23889.5,23812.77,23944.82,24.05,,hold cap,0.0949,0.0305
2025-07-22 07:00:00,2025-07-22 07:15:00,locked,True,23803.0,23745.64,23844.36,17.98,0.195,stop,-0.2828,-0.0681
2025-07-24 07:30:00,2025-07-24 07:45:00,locked,False,23887.75,23845.99,23917.86,13.09,,stop,-0.7476,-0.1307
2025-07-25 09:45:00,2025-07-25 10:00:00,locked,True,23886.25,23824.24,23930.96,19.44,1.685,target,0.7054,0.1831
2025-07-28 10:00:00,2025-07-28 10:15:00,locked,False,24002.25,23940.31,24046.91,19.42,,stop,-0.7179,-0.1853
2025-07-29 08:00:00,2025-07-29 08:15:00,locked,False,24099.25,24060.4,24127.26,12.18,,stop,-0.7135,-0.115
2025-07-29 09:30:00,2025-07-29 09:45:00,locked,False,24114.0,24060.66,24152.46,16.72,,stop,-0.9087,-0.201
2025-07-30 07:00:00,2025-07-30 07:15:00,locked,False,24000.75,23960.13,24030.03,12.73,7.128,stop,-0.8118,-0.1374
2025-07-30 09:45:00,2025-07-30 10:00:00,locked,False,23982.0,23910.45,24033.59,22.43,4.882,target,0.7074,0.2111
2025-07-31 08:30:00,2025-07-31 08:45:00,locked,False,24288.25,24220.36,24337.2,21.28,,stop,-0.6256,-0.1749
2025-08-01 08:00:00,2025-08-01 08:15:00,locked,False,23618.75,23512.1,23695.64,33.43,5.362,stop,-0.7498,-0.3386
2025-08-04 08:30:00,2025-08-04 08:45:00,locked,True,23560.75,23488.15,23613.09,22.76,0.154,target,0.7076,0.218
2025-08-04 09:45:00,2025-08-04 10:00:00,locked,False,23739.5,23641.95,23809.83,30.58,,hold cap,0.2105,0.0865
2025-08-05 07:00:00,2025-08-05 07:15:00,locked,False,23881.75,23826.47,23921.61,17.33,,stop,-0.8271,-0.1914
2025-08-06 07:30:00,2025-08-06 07:45:00,locked,True,23682.25,23603.28,23739.19,24.76,2.676,target,0.7087,0.2363
2025-08-06 10:45:00,2025-08-06 11:00:00,locked,True,23774.75,23635.3,23875.29,43.71,0.32,target,0.714,0.4188
2025-08-07 07:00:00,2025-08-07 07:15:00,locked,False,24105.25,24032.21,24157.91,22.9,,stop,-0.4993,-0.1513
2025-08-07 10:00:00,2025-08-07 10:15:00,locked,False,24101.5,23990.32,24181.66,34.85,,stop,-0.346,-0.1596
2025-08-08 07:15:00,2025-08-08 07:30:00,locked,False,24065.75,24020.24,24098.56,14.27,6.308,stop,-0.2795,-0.0529
2025-08-08 09:30:00,2025-08-08 09:45:00,locked,True,24094.5,24024.31,24145.11,22.0,2.818,target,0.7072,0.206
2025-08-08 10:15:00,2025-08-08 10:30:00,locked,False,24170.25,24080.8,24234.75,28.04,,hold cap,0.3022,0.1118
2025-08-11 08:00:00,2025-08-11 08:15:00,locked,False,24237.75,24188.19,24273.48,15.53,,stop,-0.7057,-0.1443
2025-08-11 10:00:00,2025-08-11 10:15:00,locked,False,24244.25,24170.97,24297.09,22.97,,target,0.7078,0.2139
2025-08-12 08:00:00,2025-08-12 08:15:00,locked,False,24150.0,24091.08,24192.48,18.47,7.39,target,0.7045,0.1719
2025-08-13 08:30:00,2025-08-13 08:45:00,locked,False,24517.75,24470.88,24551.55,14.69,,target,0.7003,0.1339
2025-08-14 07:15:00,2025-08-14 07:30:00,locked,True,24439.75,24402.8,24466.39,11.58,2.568,stop,-0.7569,-0.1144
2025-08-14 10:30:00,2025-08-14 10:45:00,locked,True,24474.25,24363.81,24553.88,34.62,0.065,stop,-1.0088,-0.4552
2025-08-15 07:15:00,2025-08-15 07:30:00,locked,False,24416.5,24363.8,24454.5,16.52,3.617,stop,-0.73,-0.1576
2025-08-18 09:30:00,2025-08-18 09:45:00,locked,False,24269.0,24195.98,24321.65,22.89,4.816,stop,-0.407,-0.1225
2025-08-18 10:15:00,2025-08-18 10:30:00,locked,False,24282.0,24185.05,24351.9,30.39,3.192,stop,-0.5567,-0.2223
2025-08-20 07:00:00,2025-08-20 07:15:00,locked,False,23936.75,23871.24,23983.98,20.53,7.292,stop,-0.6102,-0.167
2025-08-21 10:15:00,2025-08-21 10:30:00,locked,True,23823.5,23678.3,23928.19,45.52,0.945,stop,-1.0067,-0.6135
2025-08-22 07:00:00,2025-08-22 07:15:00,locked,False,23753.0,23680.59,23805.21,22.7,3.326,stop,-0.2654,-0.0809
2025-08-22 09:30:00,2025-08-22 09:45:00,locked,True,23809.75,23716.96,23876.65,29.09,0.679,target,0.7105,0.2769
2025-08-22 10:15:00,2025-08-22 10:30:00,locked,False,24034.75,23838.69,24176.11,61.46,,hold cap,0.2794,0.2279
2025-08-25 09:30:00,2025-08-25 09:45:00,locked,True,23981.75,23917.03,24028.42,20.29,0.136,target,0.706,0.1905
2025-08-25 10:15:00,2025-08-25 10:30:00,locked,False,24031.75,23946.32,24093.35,26.78,4.163,target,0.7096,0.2523
2025-08-26 09:30:00,2025-08-26 09:45:00,locked,True,23994.0,23926.64,24042.57,21.12,0.13,stop,-0.9126,-0.2562
2025-08-26 10:00:00,2025-08-26 10:15:00,locked,True,23991.75,23906.83,24052.98,26.62,0.085,stop,-0.0644,-0.0228
2025-08-27 07:15:00,2025-08-27 07:30:00,locked,False,24100.75,24065.01,24126.52,11.21,,stop,-0.4608,-0.0683
2025-08-28 08:00:00,2025-08-28 08:15:00,locked,True,24107.75,24051.28,24148.47,17.7,2.344,target,0.7038,0.1649
2025-08-28 09:30:00,2025-08-28 09:45:00,locked,False,24200.0,24113.25,24262.55,27.2,,stop,-1.0112,-0.3625
2025-08-29 08:30:00,2025-08-29 08:45:00,locked,False,24150.0,24085.93,24196.2,20.09,7.331,stop,-0.5497,-0.1458
2025-09-01 09:45:00,2025-09-01 10:00:00,locked,False,23983.25,23924.61,24025.53,18.38,3.563,stop,-0.1572,-0.0384
2025-09-02 09:45:00,2025-09-02 10:00:00,locked,False,23729.0,23567.0,23845.8,50.78,4.086,stop,-1.006,-0.6868
2025-09-03 07:00:00,2025-09-03 07:15:00,locked,False,23947.75,23882.75,23994.62,20.38,,stop,-0.7149,-0.194
2025-09-03 10:00:00,2025-09-03 10:15:00,locked,False,23891.75,23781.7,23971.1,34.5,,target,0.7122,0.3281
2025-09-03 10:45:00,2025-09-03 11:00:00,locked,False,24009.25,23879.99,24102.45,40.52,,stop,-0.9649,-0.5195
2025-09-04 09:30:00,2025-09-04 09:45:00,locked,True,23971.0,23886.21,24032.13,26.58,1.618,stop,-0.2444,-0.0864
2025-09-05 07:00:00,2025-09-05 07:15:00,locked,False,24286.25,24246.56,24314.87,12.44,,stop,-0.4843,-0.0791
2025-09-05 08:30:00,2025-09-05 08:45:00,locked,False,24317.5,24247.13,24368.23,22.06,,target,0.7072,0.2046
2025-09-05 09:30:00,2025-09-05 09:45:00,locked,False,24358.25,24266.97,24424.06,28.62,,stop,-1.0106,-0.3787
2025-09-08 09:15:00,2025-09-08 09:30:00,locked,True,24280.5,24229.73,24317.1,15.91,0.11,target,0.7019,0.1468
2025-09-08 09:45:00,2025-09-08 10:00:00,locked,True,24347.5,24273.14,24401.11,23.31,0.172,stop,-0.6485,-0.198
2025-09-09 09:30:00,2025-09-09 09:45:00,locked,True,24331.0,24268.05,24376.39,19.73,2.572,stop,-0.6032,-0.1561
2025-09-10 07:00:00,2025-09-10 07:15:00,locked,False,24423.0,24381.46,24452.95,13.02,,target,0.6977,0.1187
2025-09-10 08:30:00,2025-09-10 08:45:00,locked,False,24492.0,24421.07,24543.14,22.24,,stop,-1.0137,-0.2936
2025-09-11 07:30:00,2025-09-11 07:45:00,locked,False,24443.5,24405.28,24471.06,11.98,3.777,stop,-0.843,-0.1318
2025-09-11 09:30:00,2025-09-11 09:45:00,locked,True,24415.75,24321.27,24483.87,29.62,2.473,target,0.7107,0.275
2025-09-11 10:30:00,2025-09-11 10:45:00,locked,False,24503.25,24390.18,24584.77,35.44,,hold cap,0.2015,0.093
2025-09-12 07:15:00,2025-09-12 07:30:00,locked,True,24518.5,24481.03,24545.51,11.75,1.979,stop,-0.4262,-0.0651
2025-09-12 10:15:00,2025-09-12 10:30:00,locked,False,24561.25,24491.73,24611.37,21.79,,target,0.7071,0.2001
2025-09-15 07:00:00,2025-09-15 07:15:00,locked,False,24638.75,24589.02,24674.61,15.59,,target,0.7015,0.1416
2025-09-15 09:15:00,2025-09-15 09:30:00,locked,False,24676.0,24623.43,24713.9,16.48,,target,0.7026,0.1497
2025-09-15 09:45:00,2025-09-15 10:00:00,locked,False,24754.25,24683.74,24805.09,22.1,,hold cap,0.4295,0.1223
2025-09-17 08:30:00,2025-09-17 08:45:00,locked,True,24773.75,24721.07,24811.73,16.51,2.906,stop,-0.6021,-0.128
2025-09-18 07:00:00,2025-09-18 07:15:00,locked,False,25002.25,24933.24,25052.01,21.63,,stop,-0.7784,-0.2149
2025-09-18 10:00:00,2025-09-18 10:15:00,locked,False,25001.75,24877.17,25091.57,39.05,,hold cap,-0.0419,-0.0209
2025-09-19 07:00:00,2025-09-19 07:15:00,locked,False,24975.0,24918.43,25015.79,17.73,5.244,target,0.7039,0.1594
2025-09-19 09:15:00,2025-09-19 09:30:00,locked,True,25038.0,24980.76,25079.27,17.94,1.769,stop,-0.8467,-0.1936
2025-09-22 09:00:00,2025-09-22 09:15:00,locked,True,25061.25,24997.11,25107.5,20.11,2.76,target,0.7059,0.1807
2025-09-22 09:45:00,2025-09-22 10:00:00,locked,True,25126.0,25051.84,25179.47,23.25,0.129,target,0.7079,0.2089
2025-09-25 10:15:00,2025-09-25 10:30:00,locked,True,24867.5,24702.99,24986.11,51.57,0.339,stop,-0.1715,-0.1135
2025-09-26 07:30:00,2025-09-26 07:45:00,locked,True,24885.0,24803.31,24943.9,25.61,2.626,target,0.7091,0.2328
2025-09-29 08:45:00,2025-09-29 09:00:00,locked,False,25154.25,25100.26,25193.18,16.92,,stop,-0.8329,-0.1788
2025-09-29 09:45:00,2025-09-29 10:00:00,locked,False,25191.25,25111.71,25248.6,24.93,,stop,-1.0122,-0.3196
2025-09-30 08:30:00,2025-09-30 08:45:00,locked,False,25094.0,25027.08,25142.25,20.98,6.066,stop,-0.7542,-0.2011
2025-09-30 10:45:00,2025-09-30 11:00:00,locked,False,25099.0,24980.07,25184.75,37.28,3.299,stop,-0.7523,-0.3565
2025-10-01 07:00:00,2025-10-01 07:15:00,locked,False,25019.0,24938.05,25077.36,25.38,4.118,target,0.709,0.2294
2025-10-01 10:15:00,2025-10-01 10:30:00,locked,True,25148.5,25014.03,25245.46,42.16,0.077,target,0.7138,0.3817
2025-10-02 07:00:00,2025-10-02 07:15:00,locked,False,25390.75,25336.59,25429.8,16.98,,target,0.7031,0.15
2025-10-02 09:15:00,2025-10-02 09:30:00,locked,False,25424.25,25375.42,25459.45,15.31,,stop,-1.0199,-0.1959
2025-10-03 09:45:00,2025-10-03 10:00:00,locked,True,25360.5,25286.91,25413.56,23.07,1.149,stop,-0.0573,-0.0166
2025-10-06 08:00:00,2025-10-06 08:15:00,locked,False,25492.75,25419.79,25545.36,22.87,,stop,-1.0133,-0.29
2025-10-07 07:45:00,2025-10-07 08:00:00,locked,True,25465.0,25417.33,25499.37,14.94,2.292,target,0.7007,0.1312
2025-10-07 09:00:00,2025-10-07 09:15:00,locked,True,25506.75,25450.62,25547.22,17.59,0.114,stop,-0.9883,-0.2175
2025-10-08 09:30:00,2025-10-08 09:45:00,locked,True,25380.5,25302.08,25437.04,24.58,0.081,target,0.7086,0.219
2025-10-08 10:00:00,2025-10-08 10:15:00,locked,True,25476.5,25380.95,25545.39,29.95,1.344,target,0.7109,0.2666
2025-10-09 07:30:00,2025-10-09 07:45:00,locked,True,25581.0,25526.17,25620.53,17.19,0.218,stop,-0.273,-0.0585
2025-10-10 07:45:00,2025-10-10 08:00:00,locked,True,25579.0,25517.14,25623.6,19.39,0.155,target,0.7053,0.1706
2025-10-10 09:45:00,2025-10-10 10:00:00,locked,False,25618.75,25533.06,25680.53,26.86,,stop,-0.8691,-0.2907
2025-10-13 09:00:00,2025-10-13 09:15:00,locked,True,25115.0,24970.71,25219.04,45.23,1.15,stop,-0.8765,-0.5036
2025-10-13 10:00:00,2025-10-13 10:15:00,locked,True,25142.75,24968.06,25268.7,54.76,0.429,hold cap,0.2206,0.1532
2025-10-14 10:15:00,2025-10-14 10:30:00,locked,True,24973.25,24736.79,25143.74,74.12,0.115,target,0.7169,0.6788
2025-10-15 08:00:00,2025-10-15 08:15:00,locked,False,25266.75,25177.96,25330.77,27.83,,stop,-0.8274,-0.2908
2025-10-15 10:00:00,2025-10-15 10:15:00,locked,False,25345.75,25206.92,25445.85,43.52,,stop,-1.007,-0.5516
2025-10-16 07:15:00,2025-10-16 07:30:00,locked,True,25339.5,25254.21,25400.99,26.74,1.159,stop,-0.6328,-0.213
2025-10-16 08:45:00,2025-10-16 09:00:00,locked,True,25338.25,25246.6,25404.33,28.73,1.157,stop,-0.6844,-0.2475
2025-10-16 10:30:00,2025-10-16 10:45:00,locked,False,25430.25,25276.35,25541.21,48.25,,stop,-1.0063,-0.609
2025-10-17 07:00:00,2025-10-17 07:15:00,locked,False,24960.5,24772.57,25096.0,58.91,5.05,target,0.7158,0.539
2025-10-17 10:00:00,2025-10-17 10:15:00,locked,True,25173.5,24921.86,25354.93,78.88,1.052,hold cap,0.1402,0.1401
2025-10-20 08:30:00,2025-10-20 08:45:00,locked,False,25359.0,25279.72,25416.16,24.85,,target,0.7088,0.2216
2025-10-20 09:45:00,2025-10-20 10:00:00,locked,False,25479.25,25373.69,25555.36,33.09,,target,0.7118,0.2949
2025-10-20 10:45:00,2025-10-20 11:00:00,locked,False,25574.0,25459.97,25656.21,35.74,,hold cap,0.1208,0.0539
2025-10-21 07:15:00,2025-10-21 07:30:00,locked,True,25560.25,25505.6,25599.65,17.13,2.977,stop,-0.6079,-0.13
2025-10-22 09:45:00,2025-10-22 10:00:00,locked,True,25516.5,25415.47,25589.34,31.67,2.739,stop,-0.8781,-0.3477
2025-10-23 09:30:00,2025-10-23 09:45:00,locked,False,25322.25,25205.58,25406.37,36.57,5.94,target,0.7127,0.3284
2025-10-23 10:30:00,2025-10-23 10:45:00,locked,True,25421.25,25267.95,25531.78,48.06,2.45,target,0.7147,0.431
2025-10-24 08:30:00,2025-10-24 08:45:00,locked,False,25720.5,25631.54,25784.64,27.89,,target,0.7101,0.2456
2025-10-24 09:45:00,2025-10-24 10:00:00,locked,False,25752.0,25635.58,25835.94,36.5,,hold cap,0.4791,0.2166
2025-10-27 09:30:00,2025-10-27 09:45:00,locked,False,26078.75,26015.91,26124.06,19.7,,target,0.7056,0.17
2025-10-27 10:30:00,2025-10-27 10:45:00,locked,False,26140.25,26061.96,26196.7,24.54,,hold cap,0.6773,0.2029
2025-10-28 07:00:00,2025-10-28 07:15:00,locked,False,26245.5,26199.03,26279.0,14.57,,target,0.7001,0.124
2025-10-28 09:00:00,2025-10-28 09:15:00,locked,False,26310.25,26252.87,26351.62,17.99,,stop,-0.8098,-0.1766
2025-10-29 07:15:00,2025-10-29 07:30:00,locked,False,26546.0,26480.54,26593.19,20.52,,stop,-0.7099,-0.1751
2025-10-31 07:45:00,2025-10-31 08:00:00,locked,False,26477.75,26403.12,26531.56,23.4,,stop,-0.7433,-0.2095
2025-11-03 07:00:00,2025-11-03 07:15:00,locked,True,26435.25,26357.56,26491.26,24.35,0.246,target,0.7085,0.2082
2025-11-03 09:30:00,2025-11-03 09:45:00,locked,True,26426.25,26316.45,26505.42,34.42,0.414,stop,-0.3435,-0.1427
2025-11-04 09:45:00,2025-11-04 10:00:00,locked,False,26119.5,25961.13,26233.69,49.65,3.052,stop,-1.0061,-0.6101
2025-11-05 07:45:00,2025-11-05 08:00:00,locked,True,25784.5,25664.09,25871.32,37.75,0.457,target,0.7129,0.3329
2025-11-05 10:00:00,2025-11-05 10:15:00,locked,False,25915.25,25747.85,26035.95,52.48,4.464,target,0.7152,0.462
2025-11-06 07:00:00,2025-11-06 07:15:00,locked,False,26037.75,25944.77,26104.79,29.15,3.397,stop,-0.3869,-0.1381
2025-11-10 08:30:00,2025-11-10 08:45:00,locked,False,25798.5,25718.54,25856.15,25.06,,target,0.7089,0.2197
2025-11-10 09:45:00,2025-11-10 10:00:00,locked,False,25907.75,25798.59,25986.45,34.22,,stop,-1.0089,-0.4251
2025-11-11 09:30:00,2025-11-11 09:45:00,locked,False,25861.0,25764.59,25930.51,30.22,4.177,stop,-0.3498,-0.1304
2025-11-12 08:00:00,2025-11-12 08:15:00,locked,False,26064.25,25979.3,26125.5,26.63,,stop,-1.0114,-0.3296
2025-11-14 09:30:00,2025-11-14 09:45:00,locked,True,25084.25,24856.57,25248.41,71.37,2.445,target,0.7167,0.6506
2025-11-14 10:30:00,2025-11-14 10:45:00,locked,False,25349.0,25066.84,25552.44,88.45,4.61,stop,-0.0088,-0.0097
2025-11-17 09:45:00,2025-11-17 10:00:00,locked,True,25464.75,25260.25,25612.19,64.11,1.252,stop,-1.0047,-0.8069
2025-11-18 09:30:00,2025-11-18 09:45:00,locked,True,24927.25,24718.81,25077.54,65.34,0.949,stop,-0.1258,-0.1052
2025-11-19 09:30:00,2025-11-19 09:45:00,locked,True,24985.25,24831.82,25095.87,48.1,1.757,target,0.7147,0.4389
2025-11-19 10:00:00,2025-11-19 10:15:00,locked,False,25204.5,25021.15,25336.7,57.48,,stop,-1.0053,-0.7313
2025-11-20 07:45:00,2025-11-20 08:00:00,locked,False,25407.75,25268.38,25508.23,43.69,,target,0.714,0.3917
2025-11-20 09:45:00,2025-11-20 10:00:00,locked,False,25535.0,25347.32,25670.32,58.83,,stop,-0.8097,-0.5951
2025-11-21 07:30:00,2025-11-21 07:45:00,locked,True,24415.5,24146.25,24609.63,84.4,0.033,stop,-0.3184,-0.3511
2025-11-24 07:15:00,2025-11-24 07:30:00,locked,True,24733.75,24585.7,24840.5,46.41,2.634,target,0.7145,0.4277
2025-11-24 10:00:00,2025-11-24 10:15:00,locked,False,24964.25,24748.86,25119.54,67.52,,target,0.7165,0.6182
2025-11-25 07:00:00,2025-11-25 07:15:00,locked,True,25185.0,25081.25,25259.8,32.52,1.099,stop,-0.8166,-0.3364
2025-11-26 08:45:00,2025-11-26 09:00:00,locked,False,25472.5,25376.1,25542.01,30.22,,target,0.7109,0.2691
