ent,exN,stop,tp,hold,s_start,s_stop,ok,r_pct,r_pf,r_sh,l_pct,l_pf,n
8,60,5.220029348826247,9.550947213639805,270,600,840,1,0.07850394899419835,1.3352846989482845,0.10549757956463361,0.03905747553423513,1.1226005687090321,358
13,60,5.81208417484403,7.971886173980956,406,600,840,1,0.09323348281923877,1.4042471216026455,0.1284524753305428,0.04497319310773417,1.14637903651803,300
9,37,6.900826161200026,5.437634720870824,361,600,840,1,0.07234811535364861,1.352818848512923,0.12089471223212041,0.03123110580912545,1.109551291925143,392
10,70,7.735214283711893,6.144219878903001,143,600,840,1,0.08229291181267667,1.3372497369520335,0.11703079531685132,0.06583728500425098,1.2012012456695218,335
8,27,5.7600535472603305,3.029329224499011,367,600,840,1,0.03860593650196917,1.20883635155123,0.07989810650891839,0.02889456632702005,1.1194829584463686,488
25,56,6.4506653174751865,9.89858477461439,476,600,840,1,0.11344545172231953,1.4627599638324416,0.14427585484673333,0.022172331995436913,1.0669691947770943,248
27,40,7.000514904326179,9.928985489600997,265,600,840,1,0.07613116730368323,1.3211952232847695,0.10839600032912391,0.06623622790340779,1.2281964304025819,261
35,72,7.212597085904338,11.886041162132958,398,570,840,1,0.08196366945717433,1.2954244494870164,0.09934683357540937,0.08335310976354982,1.2264829069689533,254
28,49,7.633607516430838,4.058869517035108,179,600,780,1,0.07173151646152665,1.3229582051961613,0.12127137713263268,0.015441740547744442,1.0512189212870193,265
7,56,6.756468451698194,11.968375997240331,372,540,840,1,0.07115506930703501,1.3112396787522054,0.0980634680432527,0.07532408902342778,1.2638616007432124,456
8,48,7.365018518123661,10.457897533134727,161,540,840,1,0.05940071195378141,1.257688904972914,0.08686965148534753,0.08686470621601274,1.3028077166985688,467
34,50,3.8981451540094296,11.70442603220532,380,540,840,1,0.07462155414810112,1.3163199513801145,0.10657014365100856,0.07551517021400278,1.263252783980152,322
30,60,5.940949312661859,10.678267022139575,338,600,960,1,0.10675717787582283,1.4112950254531036,0.12658173866336891,0.006881287211765212,1.0191016090726863,264
33,73,5.459206492196811,9.825025865584326,148,600,960,1,0.13538542948305116,1.484112074729445,0.15022683530162265,0.01609442699515199,1.0418714458973217,247
30,76,5.800080452025083,6.979263167936278,207,570,960,1,0.10215392310838474,1.3641050093577025,0.12899579217368362,0.09070778941391766,1.269376586571762,314
26,76,5.74523265036091,4.4965103711841525,95,570,900,1,0.06935391685428342,1.2783670844092054,0.10901867917917206,0.058293693487363345,1.1971123229553928,390
7,80,5.767843320508228,6.344168784436483,187,570,960,1,0.0641633259697951,1.2386882866820752,0.08682842191830421,0.080720948337279,1.2551395687320372,487
21,61,6.748126663003392,5.189279628667918,409,570,960,1,0.06881834418892463,1.2934101478133981,0.10999827338396122,0.029149263136071586,1.0981130430168147,432
13,75,3.4604088762400003,5.353622098739189,194,570,960,1,0.0747612929530836,1.3055491659230145,0.11147821531309678,0.06915543334462233,1.2407830406972569,467
38,79,3.5501812314407033,6.5936711254409595,228,540,960,1,0.07450404763671364,1.27973411032175,0.10442402343067084,0.024374715134368664,1.073518290456896,351
19,59,1.8718050199391678,5.314985621997143,60,570,960,1,0.01219252788745095,1.0699261700181644,0.027658990820047087,0.03791839320110193,1.1827414953264,593
23,78,2.970281684477606,2.485536822023428,342,600,960,1,0.05107536123732496,1.2569671553711275,0.10704082741617693,0.0004280530844752813,1.0015152497358804,463
46,67,6.8006923520221,7.914097753044978,173,570,960,1,0.07944766978480945,1.2993199316632458,0.10602005086196639,0.049353566006592936,1.1437449589195,316
8,76,4.098190393578372,7.321830007644582,454,630,960,1,0.08264311416359875,1.3262608953346329,0.10802884307362494,0.09832712056274497,1.307348398760231,376
9,78,3.1539328021980175,4.198824736887702,313,570,900,1,0.05123832666333842,1.220998289945118,0.08850934458123673,0.05898491560837128,1.2083175409059828,557
19,75,3.9170293881708593,5.108991485125693,226,570,960,1,0.06226277817849349,1.2431533249879723,0.09574078544039215,0.057707878861534445,1.1892786142629588,431
25,72,5.552946057854225,7.467425577931224,67,600,960,1,0.1022055109467076,1.4738355775217087,0.15768193179379375,0.08712449458433197,1.2899552167560762,330
26,66,7.003888131178158,6.721373844279136,17,600,960,1,0.05261145321421364,1.3098524643062115,0.1031577174486745,0.052587970052977905,1.25243390548501,387
35,62,5.364388160269753,7.157414495586484,83,630,960,1,0.0945303644609137,1.4183599746052915,0.14055435346931705,0.0652175755249496,1.2192381061777584,262
27,77,5.243848548838062,7.545897224195324,84,600,960,1,0.08538824810455622,1.3416303814464685,0.11993528823001703,0.10328163683592431,1.3171357243227464,315
8,65,3.713416897982849,5.705058051172134,74,570,840,1,0.04194345459508446,1.2060473603836677,0.07918768122090857,0.0452459992085421,1.1663597169786246,561
36,63,4.43682612648037,10.256393763647742,79,570,840,1,0.06347623484475036,1.2772739740279273,0.10186803494454365,0.06970282468366061,1.2210019039753952,334
13,50,7.012062329781751,11.82981420811576,476,540,780,1,0.07707334487587127,1.3233750641718052,0.1079314127918032,0.07863966778736795,1.265699330185399,357
5,65,5.827845906669292,5.222402369521741,109,570,960,1,0.039364479453814834,1.172933225459276,0.06708759075377356,0.05674325396063544,1.200044418560523,645
11,77,6.782269349197943,4.295650925701553,255,540,960,1,0.05222804225448298,1.2006360187915397,0.08101451908022637,0.1180649947242505,1.4067699376900968,543
31,72,5.985107669055614,8.410137480509981,149,600,780,1,0.08995621307992875,1.3173200026323466,0.10898124810804452,0.07263945650401868,1.214353648096587,214
16,76,6.39572046451587,11.916805490656719,382,630,840,1,0.13292258850863892,1.4612863415503263,0.13732993197505913,-0.0008235041518364391,0.997685191863555,190
11,78,5.920897689988738,8.985740178960548,30,600,900,1,0.057028530815911596,1.2981630936594428,0.10070567092082967,0.052966177126723295,1.212925042761263,406
6,60,6.766969637846152,11.54155700462803,421,540,840,1,0.0772887205782125,1.3401086096737593,0.10583058683572281,0.08613018920586447,1.3060863611204838,462
6,74,7.581612815741101,11.460291087712712,183,540,900,1,0.0723323975789354,1.2670109722314762,0.08454167268697627,0.1476865696233416,1.4884441482139004,451
17,72,7.527302698792087,9.643885045848574,167,540,900,1,0.054696671865171416,1.1870479848755284,0.06540057036419547,0.07796244465681504,1.2316942491934695,361
10,57,5.897122095352972,11.924602805265314,171,540,840,1,0.07097370279453817,1.2946598675581116,0.09601886887943482,0.07108987739138735,1.235175609242673,412
10,49,7.041685411408688,11.71375800130043,395,570,840,1,0.07460456252471011,1.3295226026059808,0.1053036198388105,0.0857363159108934,1.308663700554148,402
13,71,7.988515211189173,11.853989037129226,101,630,900,1,0.06567697669253446,1.2596228306845743,0.08479219692723428,0.027637813111708376,1.0827187133481082,294
10,77,5.605836141815213,11.413741999539264,174,570,780,1,0.11112664950660615,1.4032181149106209,0.12698059661979358,0.16583991198702522,1.5465667479701466,314
6,79,4.623579038986238,11.085031961129717,61,540,780,1,0.040090314909024025,1.1744421794059225,0.06426782553749,0.0749744483151346,1.276151556359562,531
5,72,7.691252885283435,11.373170974089879,401,540,960,1,0.059991218570746,1.2344279713059545,0.07411246813907667,0.0894522968587047,1.2758428908743857,497
10,78,6.634755250268585,10.801799411496724,276,570,780,1,0.09351117666222328,1.3283528616203018,0.10891912162299544,0.2161984666198343,1.7226218513698195,297
5,43,5.573435643859347,10.895151335874376,435,540,840,1,0.04204904591062801,1.1898090110369457,0.06501524661015311,0.06706302217896894,1.2542130427105223,556
26,68,4.198424659444152,8.084984082757089,46,600,840,1,0.07918466340482601,1.3711323659000083,0.1278493553204572,0.09042887565787265,1.3603789773090553,282
7,53,6.033357834521206,11.468949349095356,281,540,900,1,0.06163206546321283,1.261502283108942,0.08387735535338994,0.09508001268127295,1.3558409148279915,504
21,64,5.063631220098474,10.671595095527758,50,540,960,1,0.04666581541036898,1.2023217313018757,0.07440414677762822,0.07958115544752849,1.2969666872857473,469
21,65,7.629932882701799,11.297253991604808,391,540,840,1,0.06131264881966666,1.2261255930015982,0.08003126923804356,0.10488851202882922,1.3222700035350619,317
7,72,3.57971177549771,10.819756306380151,133,570,780,1,0.0701511712115628,1.291702934984619,0.09249254184610668,0.10638899374326323,1.3687744548719223,394
10,69,6.790294255954271,10.53431940025211,225,600,900,1,0.08772820234902931,1.3435611506714975,0.10499152608214873,0.09017171390609102,1.2785382586362914,335
35,78,5.686869913488032,6.62847790621516,282,570,960,1,0.09325983530911272,1.3236462555722743,0.11863819351815624,0.05412949251019721,1.1556006243186496,311
31,73,4.827967463316208,11.754931990184227,90,600,960,1,0.07832040943477188,1.3038831561996966,0.10275629091718624,0.06363483067482222,1.1883038586737982,291
9,80,5.511970881377541,10.890494894610741,447,540,840,1,0.06870813246287126,1.2349685985026646,0.07940908074269665,0.1285289707047377,1.3930164536826837,357
5,63,7.690051262461356,11.691439039971804,45,540,900,1,0.038330434767705486,1.1770834598362596,0.06390260735397778,0.07832150400487582,1.3001179052072707,642
16,78,5.259431719328693,11.574565783237542,298,570,900,1,0.10075642157520989,1.3454520247808184,0.10746920239181461,0.10136913817224913,1.2770359389961536,297
22,75,5.263787339004296,10.759455832480194,76,570,780,1,0.0514017319116516,1.20945971445856,0.07946420998428556,0.06449727493606686,1.1948772148333349,354
5,58,7.6927694522283945,10.320519115843107,423,540,840,1,0.05465485196754246,1.2392782941258882,0.07989876847688525,0.09497327479099196,1.347306313756746,507
25,34,5.516842709752356,8.748290978056932,75,600,960,1,0.10276283073583518,1.4858586757133228,0.15575227205939504,0.09806281639261955,1.3572777219962402,326
10,29,6.851140080310211,6.538022491418367,92,600,960,1,0.06269106503399098,1.3251074351041785,0.10806400340749397,0.11128926819948332,1.472176788897233,475
25,27,5.434617749201736,8.111278646216064,163,600,900,1,0.07466430405148264,1.3421888079337763,0.11386930938402763,0.1201415366909545,1.4743382731361656,307
47,68,5.609186906082142,2.5968438577691266,57,600,960,1,0.05102999385635132,1.293437783445751,0.10801774867226246,-0.005926576486924134,0.9781571193608758,408
34,35,4.790708236769091,9.14156036464084,139,600,960,1,0.07076505931914139,1.31464285988018,0.10497120905581732,0.0661029721637511,1.2294120229436265,296
11,53,5.387901619788721,9.17796796422342,66,600,960,1,0.08383276583870938,1.4115975840729291,0.13759627531125113,0.0741238474661853,1.2751093046413815,445
12,18,4.267911381058822,10.221981389496147,44,600,960,1,0.07231044520215246,1.4186684337684383,0.13125817491145095,0.08286076598425625,1.391424272495896,440
7,69,2.8114305498473833,5.943443291030775,94,540,960,1,0.03967079281169637,1.1787085091072689,0.06744021226761644,0.05753855100032237,1.2205146519225745,651
16,51,4.780831022248244,7.065368236987184,69,600,960,1,0.07282723618700351,1.345605588225688,0.11921133718608837,0.0822252211914697,1.28944694078424,409
36,77,4.90334197733579,7.807721146203958,101,600,900,1,0.0809616859380849,1.2891146285476083,0.10060233269191367,0.05538508791308432,1.155828701302839,251
14,64,6.902622564539388,9.32907607627714,54,600,960,1,0.08141329789730381,1.4063826906783405,0.13246916035165632,0.06298083929794084,1.2288405385348145,407
5,66,2.600315079667726,5.201250905206776,218,570,960,1,0.04246884761915515,1.2010259806905437,0.07599855485062193,0.06822154246972618,1.2671778056164476,690
19,62,7.456474058315218,11.716598956908397,63,600,960,1,0.08593252715541105,1.402677193078036,0.1339107909804133,0.06418880950268133,1.2232000340549103,370
11,78,7.12607194518611,6.507849275069139,88,600,960,1,0.07337787405808202,1.2897588978822414,0.1059160705298557,0.1144981881147466,1.3947702212145099,424
41,70,7.147548058988659,8.416309653916985,56,600,960,1,0.09617995812007396,1.4576021700105264,0.15062344532840982,0.061834812034433154,1.2085832121922717,294
36,23,6.275154373757937,10.858105417595702,128,570,960,1,0.04966276602605577,1.2301795076395543,0.07775550989364717,0.10296575727822277,1.4174153729810577,376
15,50,7.21739875015179,7.959044537908936,44,600,780,1,0.10591550858307686,1.526304027617085,0.1661996742120335,0.050257125726816065,1.1755720733079147,286
6,65,5.040325937354127,9.681815318013317,122,600,780,1,0.06896364421954515,1.2866834263172648,0.09328608804889368,0.06379735006148328,1.2111163683373574,344
7,49,6.339848148641426,11.400280718981563,19,600,840,1,0.03841369602630275,1.2076514590768108,0.0730242728149409,0.017418548781407552,1.0740556251374664,439
17,22,6.907059111748925,11.259859094480273,42,630,960,1,0.06165000081495265,1.3499230130954405,0.113726443681728,0.07743646910184157,1.359294526675764,347
16,37,6.235772530452026,10.306779069125295,115,600,960,1,0.07880833286856499,1.367939130261505,0.11530315226847931,0.0864498839983545,1.3057268556886086,364
7,59,5.931654664187034,8.897519241662526,46,600,960,1,0.05836141804170776,1.2939175740499747,0.0994769313538259,0.07468785131357984,1.2954614775186801,520
26,80,7.666400538000506,7.124768067053504,132,630,960,1,0.12365864841317951,1.445553134265673,0.1496208888598816,0.13650714090248967,1.4200122915417508,238
13,51,5.639291155388384,8.344969360252135,88,630,960,1,0.08008450325854889,1.3765066679124602,0.12198745240206339,0.03711006606798701,1.1235179394322283,374
27,64,3.933069009224334,8.40370844933851,27,570,960,1,0.0446082416901116,1.2105868174319143,0.07803606274626129,0.07657871581012861,1.3180806729184784,412
14,67,5.637398455205803,11.421844965661219,92,570,960,1,0.0684800214516304,1.2847329254371078,0.09570467167285479,0.150699390812337,1.5398714708873833,426
13,79,7.132993599249635,11.842606107026128,161,540,900,1,0.07715168488739105,1.2616400992066537,0.08702095189909065,0.0846213672017692,1.238108348841895,360
29,29,6.415960656666987,10.220040598244701,31,600,960,1,0.06761767921108162,1.3368966486540688,0.11476408459390312,0.05005740679814911,1.1909518606809644,315
26,74,4.013246768034595,11.95473571586712,225,540,960,1,0.08190987438714305,1.2955919350237095,0.09674665080760933,0.10471501903362476,1.3260361020415858,312
11,44,6.671043698036107,10.032636777010202,395,630,840,1,0.0648658459358292,1.3031218738296633,0.09732007206582188,0.013172940794367155,1.0439056632800183,291
5,63,7.493350031499651,7.8425103322826475,250,540,900,1,0.03990618528204964,1.1667537446684022,0.059716616838605775,0.09176600664104427,1.346896050397718,561
5,15,5.592358906632248,10.355500373977971,34,600,960,1,0.03419096536012145,1.1949663980302454,0.06806313337806436,0.049745297887190267,1.2329208499663518,611
28,58,6.2525991063266755,4.885193957904131,85,540,960,1,0.03374901483037396,1.142184996028443,0.057137606654633945,0.056237023993201636,1.2074908920449472,472
24,29,2.7698883167990855,10.464088380303695,44,600,960,1,0.06625167663234603,1.3307201667451236,0.11421566091929607,0.07095727998791447,1.286681287108762,345
11,59,7.490685703871993,8.217409182626405,21,540,960,1,0.029828109145669836,1.157935424068936,0.05624529852947565,0.08713587060300997,1.4347464485533674,645
15,14,4.844922887053775,10.02398793761783,74,600,840,1,0.04669178525493921,1.2513969067958033,0.08629468785497466,0.054757189194020776,1.2452014863966387,315
7,22,3.521809423068393,9.817812727659378,72,600,960,1,0.046413186104382394,1.2485501649577204,0.08411857540345438,0.07510533118268924,1.3153872166483798,545
32,28,5.533229114916997,4.9292287101970835,51,600,960,1,0.0616234943477001,1.308451981681916,0.10928512986224287,0.04600683297902119,1.1781957756053678,347
8,39,5.092938558692918,8.292330855591992,48,600,900,1,0.05997308940670536,1.3018741213351683,0.10291496045569773,0.06386938577415337,1.2481902706887487,469
38,70,5.552765109554996,4.885989337108217,155,570,840,1,0.06641960950810762,1.2662632856987288,0.10426673393562115,0.036425357707494624,1.119473729073127,335
14,15,4.5989093267961,9.463747127201618,85,570,960,1,0.04195521302693126,1.243703711992395,0.07953753178510158,0.06984419322527644,1.3344681339428195,540
21,62,7.109319549900506,10.440486421830624,25,600,960,1,0.07206843934432747,1.380941528447962,0.1257668185281507,0.040680778902276525,1.170314773838342,350
31,54,6.418426820932641,7.434077334772974,96,600,960,1,0.09254411506588357,1.3854020948357177,0.12998120046082828,0.07047209785970787,1.226859563689938,304
26,58,7.990008437863512,6.409468921218559,34,570,960,1,0.05122616146980202,1.2416958735909804,0.08791762204842392,0.10118063799574664,1.4295430567572,430
31,72,5.506843207485309,8.74917832364153,81,570,960,1,0.04921418471953017,1.19128701684606,0.07136012152145343,0.08258111175811034,1.2519937636487524,378
29,79,5.553299740301531,5.75858005725774,140,570,780,1,0.06479181735911103,1.2367041150488813,0.09373156237829346,0.07737962288038733,1.2474362742994907,301
45,79,4.623232488109287,7.283807981915471,190,600,960,1,0.08723269630609234,1.3033045206690737,0.10626179201825016,0.03336130344310631,1.088652509075794,250
7,59,6.252101918487058,11.584346774149454,34,570,780,1,0.04940029617506987,1.2343170857247605,0.08246071783237119,0.08741819939336082,1.3441141552919784,471
22,72,7.703233347998298,9.27678599751598,89,600,960,1,0.09361944429804085,1.3793770496231494,0.12464488081115613,0.06698710875306237,1.1943613785805327,320
7,63,6.547270411743875,11.893189549771666,393,540,840,1,0.07296278158679212,1.313593124356181,0.09810159744612815,0.0718508232928013,1.2409852197494275,437
10,51,5.250060186017261,10.48636376592293,331,540,960,1,0.05563782947539707,1.23503782129046,0.07866434179856445,0.12704710296004276,1.4502454194954595,497
9,67,6.449365153507698,11.731455917314634,305,540,840,1,0.07756923079663142,1.3039831945668656,0.09814442369147208,0.07112754082222027,1.2281243547934102,388
5,73,7.840650176755097,11.184198375729578,408,540,900,1,0.06527779241292454,1.2501726234798147,0.07945866647831402,0.12568263990916823,1.410017735584084,465
9,67,7.171697712051803,10.55046786681403,129,630,780,1,0.05274847634552257,1.1982353597810673,0.06911210623629922,0.09779370312708924,1.2940211169335178,240
9,60,6.6703090654735435,11.837912067519989,338,540,840,1,0.07256897863813462,1.3032242556980531,0.0980301160625247,0.06633036539980525,1.2181541842860508,406
13,62,7.341197244694179,10.960731984553814,104,600,960,1,0.09462047132676162,1.4095520703457922,0.12629736325431024,0.09805226892697429,1.3217140454617193,359
7,68,7.875956775658074,10.823892477763817,80,600,960,1,0.05437254003614085,1.2315854491574092,0.08173506061532011,0.10633564490097236,1.3754833671116424,508
28,61,6.51962202020381,10.78354021868169,79,600,840,1,0.06344984028694818,1.2619463174657997,0.09543379055703263,0.0626642868068051,1.1968852536847288,277
7,73,6.642509240185277,8.9783665452691,231,570,840,1,0.07399137854905924,1.29197670311237,0.0958149399255647,0.09816029566264348,1.328964349131069,410
52,63,6.617628960585,5.70093395530192,266,540,780,1,0.05245268622060182,1.195202923959615,0.0783689521073638,0.008742643083332936,1.0276010357407,320
22,5,4.930480811477848,11.432098838233166,84,600,960,1,0.03409396948893195,1.2549243705561632,0.08233305211207109,0.029630488944047937,1.1971485242992774,422
21,59,7.938696431749829,11.490332696170226,389,600,960,1,0.1149397660051434,1.479122954391215,0.1387753658410636,0.04288010041411334,1.1397957047910316,296
17,67,7.886184724325283,10.300253474994832,291,600,960,1,0.072359820601886,1.2685033855727883,0.08624355764965068,0.07323702451706497,1.2245955248220632,310
31,47,7.817075780779448,11.353661479152091,202,600,960,1,0.10757263826971751,1.4507203769013153,0.13533346765427343,0.057067872845086284,1.1889646934258056,275
25,16,4.726266479197208,8.963753649803618,42,540,960,1,0.01932289172427769,1.0933995466647386,0.03471905788071634,0.07680947566390445,1.3795452336378762,467
23,55,7.097704247521418,10.863784213238604,462,600,960,1,0.11567918104820975,1.4663270313425132,0.1392896676915496,0.05106884585326554,1.1587984155981315,292
9,54,5.043990920106774,11.579766749680354,111,600,960,1,0.06778035634002251,1.2981335112566226,0.09369491301171398,0.1020888352732384,1.3654142922939503,419
22,35,7.194943600485122,10.08143135644575,451,600,780,1,0.088021726247086,1.3925033010704384,0.12899452820825577,0.09158573704873355,1.3219900520384407,260
36,72,5.147715674188819,10.2376147623078,185,600,960,1,0.09703490791572497,1.3343779879548388,0.1066830153366415,-0.01543279437428377,0.9619384501411786,243
34,36,7.573103273599324,8.91827583732131,272,630,960,1,0.08077581952420052,1.3774924129083836,0.1200516914758701,0.06075030398831858,1.221759639566851,252
23,64,6.414962377508868,11.199025345316239,293,600,960,1,0.11989534458840571,1.4755516785084273,0.1403182682795996,0.06539003239263819,1.193054724580597,277
27,52,6.987972265937275,10.649992826830033,455,600,960,1,0.10654828153250981,1.4191413488233244,0.12793061385746013,-0.0017948696247410063,0.9947876215392502,281
13,52,7.88084395235902,11.92222939782323,164,600,840,1,0.10857346289178381,1.4735170603291683,0.14041053635846398,0.021845333873160074,1.0689748276602153,293
5,75,5.492272082153089,11.576862600745775,155,570,780,1,0.07041747226764615,1.2726687717020908,0.08798974102002992,0.11971279272890535,1.4029968420518149,408
20,66,3.5862432906010904,9.550416390343297,369,600,960,1,0.09011998717417768,1.3619497845549375,0.11397381120139322,0.006608258514771111,1.0187735024622655,306
18,65,6.390045427541169,10.779867374370241,212,600,960,1,0.08018768987714224,1.3084324327597974,0.0965441892182273,0.10045178334809539,1.3184545335634785,312
27,45,7.460496010139156,10.145210870037708,70,600,900,1,0.09278552661085199,1.4231774288477927,0.1411099174286462,0.04606411195776371,1.1517532761027904,301
11,52,6.670347187132766,11.893354899690292,81,540,960,1,0.06004816820606911,1.265057849004046,0.09108531002989109,0.10765686919845943,1.4194808893561643,530
24,73,5.269672272958793,4.569869281680672,105,600,960,1,0.08068780396694224,1.3104728601417,0.11749552757207016,0.020357481313133894,1.0585641019033358,341
20,49,6.342229179900039,8.609577284435787,438,570,900,1,0.06801496666465831,1.2934487999056352,0.09947926676819431,0.0816660947028336,1.2743752392798013,366
26,71,6.432013248836632,7.973677222883895,286,570,960,1,0.09101636029980911,1.3356811842941787,0.1144716881580008,0.1049367481233848,1.3103073252425714,328
17,48,6.210982616235268,11.70549903815968,64,540,960,1,0.047157325862077784,1.1992786580386128,0.07242311087233108,0.08495217068958731,1.307477149065374,495
20,55,7.132470700330481,11.150249281630526,467,600,900,1,0.11729043797280189,1.4849822179087193,0.14273178527246164,0.03729178064006757,1.1085890829120082,279
10,48,7.194265417247749,11.499623798798858,361,600,900,1,0.08000555090565198,1.3600635384322748,0.10889729795107281,0.025289355442906333,1.0842990267986399,375
30,70,6.138400068801644,10.52547772797831,252,600,900,1,0.11726200410036451,1.422256652954311,0.13059883301144762,-0.014818155002151494,0.9616998996174309,234
19,64,7.095092044052258,2.329468920745562,19,630,900,1,0.0482201299818473,1.334792692674061,0.11687857240364913,0.039979345872141255,1.206504812170949,366
12,66,7.147555805287356,10.720557987686085,356,630,960,1,0.0884148261074212,1.371618995750962,0.11021047466302114,0.06535780828341847,1.2054213140596577,316
30,78,1.7158401624082564,5.174015258262454,261,570,840,1,0.01601065176864506,1.087891419147034,0.0341291602623375,0.05960890853594067,1.2982467280618164,413
19,68,2.0543847545785274,3.5946009223203363,160,630,960,1,0.011674237791907982,1.055896419766225,0.02430915056206367,0.019232902757088135,1.0777564409287947,401
27,70,2.4340080906417016,7.910011630401491,34,600,960,1,0.053383073217618864,1.2790597594806956,0.09990708463766526,0.08383347086880513,1.374422991952681,343
18,57,7.912198495891456,11.731285059447172,419,600,960,1,0.08779126130669071,1.3577524567050427,0.10785712521724483,0.058417297592518666,1.1912335055094976,322
12,79,4.039168320054607,4.072485960220961,406,570,780,1,0.07752653087157567,1.343590327623619,0.1325108936830877,0.06449819464312284,1.2217019640586817,403
31,54,7.577357129855124,7.540066926976575,245,600,900,1,0.09502629118883833,1.3925748519567474,0.12905611723104146,0.025525114724912295,1.076441016609755,272
24,78,3.012409433045363,3.8372475384879348,135,570,960,1,0.04542637671823673,1.1994320461299341,0.0831939364637927,0.027730574454295175,1.10272359976223,477
28,62,7.966060738271683,10.57065637442889,421,600,900,1,0.09260719854670553,1.3514022710891656,0.1108217856950077,0.007662899404625251,1.0216264581597105,256
15,39,7.0929105805903285,10.813283184955248,332,540,840,1,0.05854682990099474,1.2471573926586934,0.08535213822075131,0.06059645362889926,1.2080023846988817,395
25,71,5.953494175350788,11.894570942358055,424,600,960,1,0.13582838250029158,1.4962368266445303,0.1477643174697562,0.05221975604938675,1.1451134677129386,247
35,57,5.617582051507227,10.97323556489498,321,540,960,1,0.07141154978317565,1.2680031588755019,0.08935096309831611,0.05107667021411082,1.1475336662893991,330
28,47,4.6694612340771915,10.982712369023089,59,600,960,1,0.0812570936399138,1.3742703965503786,0.12732518289747274,0.08098242157877719,1.2844107896292418,320
8,66,5.941673233293602,7.8239834509795765,125,540,840,1,0.0319859146051032,1.1289664213523922,0.04836104037534212,0.09122293306721878,1.3235689901293493,469
16,73,4.019254725044318,11.69029798012871,442,570,780,1,0.09513173552624625,1.3746932792648572,0.11934562764351439,0.04157800675304925,1.1216143484250418,286
26,67,6.091288342597105,11.740773803435095,382,600,960,1,0.1283539046462333,1.4903945295785221,0.14284959347635268,0.041012110277716216,1.1196352974505623,253
27,70,5.34089615751581,11.926534760177402,395,600,960,1,0.11857241523092671,1.4358483707923564,0.13180890058279154,0.008971286699535907,1.024872535594492,245
17,64,4.962577154977734,8.531120259223727,42,600,960,1,0.06544820481725615,1.328453722094016,0.10966705267364546,0.08860243971652416,1.3450932591744156,389
14,63,7.856278739237176,10.250136193748926,240,600,780,1,0.09064140437528266,1.3540261045189044,0.11374917973971814,0.06604340158421892,1.20377784233991,248
