feed,day,blk,long_atr,short_atr
ISO,14699,0,4.5070495836524955,-5.30830284296852
ISO,14700,0,8.53304316594409,-9.147483717947253
ISO,14701,0,-0.9198446594608315,0.43250974054122676
ISO,14704,0,0.8404199282519987,-1.5633618020172155
ISO,14705,0,5.957355164626548,-6.589435288194366
ISO,14706,0,9.08315114683707,-9.687686996876153
ISO,14707,0,5.9577537855276095,-6.5949467037658485
ISO,14708,0,4.491262721436386,-5.25410989280564
ISO,14711,0,0.23712254360959797,-0.811965073572228
ISO,14712,0,-2.7085369555770127,2.1181201805193504
ISO,14713,0,-1.1793576251727866,0.48047903247782553
ISO,14714,0,4.644100907497387,-5.38272530630412
ISO,14715,0,-21.53064244548712,20.834421186134264
ISO,14718,0,1.0181630060600257,-1.5575871152308711
ISO,14719,0,-1.0719551698652323,0.41732605849719245
ISO,14720,0,1.01635645506566,-1.6418065812598905
ISO,14722,0,8.941059357272135,-9.492976601548186
ISO,14725,0,-3.4178953069499007,2.6848346513037953
ISO,14726,0,8.462860173785234,-9.058312076953943
ISO,14727,0,4.736429543677168,-5.325720933248187
ISO,14728,0,-1.689674022061356,1.0069774474910862
ISO,14729,0,4.353944847966658,-5.045047204786756
ISO,14732,0,2.9571603914045017,-3.9149451335598484
ISO,14733,0,-7.876359036404239,7.359452782989684
ISO,14734,0,3.0610797956431233,-3.480405795046307
ISO,14735,0,7.948314517156078,-8.400244269375328
ISO,14736,0,1.650136600932061,-1.9651984817782846
ISO,14739,0,1.1380505178309988,-1.4964916258092904
ISO,14740,0,-0.5332667395816718,0.09345911930809916
ISO,14741,0,-0.40292389795566386,0.08058477959110344
ISO,14742,0,3.462805920521533,-3.9154602892171604
ISO,14743,0,-7.529905034350656,7.0990091811689275
ISO,14746,0,-0.7398899059595038,0.4439339435756888
ISO,14747,0,3.719825504855265,-4.134868796889329
ISO,14748,0,-7.124495342756608,6.837651041085483
ISO,14749,0,4.343558272029686,-4.691739295839685
ISO,14750,0,0.27919688110726115,-0.5655526566018646
ISO,14753,0,5.145984629593063,-5.658022901194361
ISO,14754,0,0.806984461722175,-1.1540745527854777
ISO,14755,0,-1.66322747298066,1.1245303157399464
ISO,14756,0,0.9018627456680294,-1.4744740127588043
ISO,14757,0,-7.488729846233334,6.7360936807827425
ISO,14760,0,3.3128620358951877,-4.385853788411796
ISO,14761,0,0.5893931558114746,-1.0609076804607185
ISO,14762,0,1.6464121753387884,-2.2241006579137856
ISO,14763,0,-4.572155788317528,3.9744883650080496
ISO,14764,0,2.7063501557877534,-3.021042034367726
ISO,14767,0,14.83037149496946,-15.308000206562678
ISO,14768,0,-1.229730862943488,0.8469352635836244
ISO,14769,0,-4.491497416861796,4.019329488676589
ISO,14770,0,-0.9976710584681758,0.52817879565961
ISO,14771,0,3.265826501689579,-3.8969040865571367
ISO,14774,0,-5.357868383358336,4.851214162709789
ISO,14775,0,7.6570660733685445,-8.360355724194578
ISO,14776,0,-1.8159545879242736,1.1495492345575593
ISO,14777,0,5.896416103071339,-6.487535511900556
ISO,14778,0,2.384900333565269,-2.834881528577574
ISO,14781,0,-6.701670680529664,6.180646720916078
ISO,14782,0,1.9332437877485054,-2.483633478210706
ISO,14783,0,-9.952275442183687,9.338884043589937
ISO,14784,0,8.479970239884562,-8.925113034629161
ISO,14785,0,1.5182763151431902,-1.9474710332048666
ISO,14788,0,-14.047259814977469,13.453295340771234
ISO,14789,0,2.5206555680945937,-2.9874436362602568
ISO,14790,0,1.7466107445521766,-2.2528747284803283
ISO,14791,0,-21.086326898527616,20.4599228317314
ISO,14792,0,0.6215287410626158,-1.08192040110899
ISO,14795,0,-2.0054897007061268,1.358557539188062
ISO,14796,0,-8.490657467602126,7.9169643954668505
ISO,14797,0,3.43508444922322,-3.8885609441701776
ISO,14798,0,-4.622067057626344,4.138080978293742
ISO,14799,0,8.127844900177184,-8.703267547977337
ISO,14802,0,-2.7719740321879422,2.240180452871308
ISO,14803,0,6.748599853944334,-7.417606035252321
ISO,14804,0,-0.1024437884596666,-0.5279795251381935
ISO,14805,0,-2.469719512895554,1.872808452377006
ISO,14806,0,-13.063401294451397,12.413076401137081
ISO,14809,0,-5.830560354065554,5.228696059452328
ISO,14810,0,8.536866891079825,-9.122586746385478
ISO,14811,0,-1.8652150256892686,1.2935016078534856
ISO,14812,0,5.824981564507137,-6.392580255323902
ISO,14813,0,-6.842969702736227,6.286064742188012
ISO,14816,0,-1.2941870157582118,0.6887194060467484
ISO,14817,0,-25.217520722317296,24.387655786988063
ISO,14818,0,-2.836440062247889,2.067235977570484
ISO,14819,0,0.438970532979036,-1.0242645769510839
ISO,14820,0,4.918198421771052,-5.591924232972565
ISO,14823,0,4.213459740998063,-4.87052948618295
ISO,14824,0,0.7050650714607033,-1.217839668886669
ISO,14825,0,1.1852112206719447,-1.777816831007917
ISO,14826,0,-3.2853674758736533,2.429245658056435
ISO,14827,0,10.789268253730686,-11.562000089270937
ISO,14830,0,-5.509526935736088,4.722451659202367
ISO,14831,0,1.9481102935380192,-2.5521755008366256
ISO,14832,0,-3.502637575277387,2.9477642960255332
ISO,14833,0,5.3483997144131274,-5.893459557920199
ISO,14834,0,-2.3402622132140216,1.673995390946704
ISO,14837,0,0.048579129574952334,-0.8258452027734832
ISO,14838,0,-2.8727819953928826,1.9460781259113655
ISO,14839,0,3.7996549566833218,-4.552061878798864
ISO,14840,0,-0.5423202668330669,-0.4218046519813717
ISO,14841,0,-3.4798387390840135,2.850003673186452
ISO,14844,0,-3.4736780728128163,2.6728301021354954
ISO,14845,0,10.547631216737345,-11.247308246039987
ISO,14846,0,1.455296191333105,-2.0232166562435725
ISO,14847,0,-4.165021530723349,3.4094620693676383
ISO,14848,0,3.064552701265492,-3.8956178405917523
ISO,14851,0,-1.8884397023862929,0.7857011900439541
ISO,14852,0,11.54161296253585,-12.319480727491934
ISO,14853,0,-8.37282433674267,7.592141414901868
ISO,14854,0,1.601005347120549,-2.3456589969441075
ISO,14855,0,-3.387539558030691,2.4990045919898805
ISO,14858,0,-0.6105292716950595,-0.7849662064648952
ISO,14859,0,8.950576012069005,-9.722177392419777
ISO,14860,0,-1.8601550330714387,1.1160930198429142
ISO,14861,0,-11.575778736851456,10.876863794249111
ISO,14862,0,-0.9193311640168874,0.1285086573356707
ISO,14865,0,1.3547635662692907,-2.0450889503555416
ISO,14866,0,17.02624548518745,-17.803256117711694
ISO,14867,0,-3.9778057320588798,3.1881668770596194
ISO,14868,0,-2.6599699866086355,2.089467040419105
ISO,14869,0,-2.886997492985177,2.4028050413314674
ISO,14872,0,-1.1051358288907394,0.41442593583408616
ISO,14873,0,-0.6413781085762054,0.0836580141621027
ISO,14874,0,-2.688406422545015,2.123911635658935
ISO,14875,0,1.8023168965131733,-2.463717592481332
ISO,14876,0,-2.989353739000175,2.2981736837400537
ISO,14879,0,-4.127060264388072,3.1204601999031403
ISO,14880,0,11.87789720856028,-12.413239054579893
ISO,14881,0,0.6705640370423968,-1.1627211284496561
ISO,14882,0,-9.24764725893581,8.568920854610246
ISO,14883,0,1.2839325185004675,-1.9258987777507013
ISO,14886,0,-1.253360168777439,0.6227387002101957
ISO,14887,0,7.734518281406407,-8.31226007646945
ISO,14888,0,0.7574637701038627,-1.2461500733967275
ISO,14890,0,7.429347082835279,-7.810095171641699
ISO,14893,0,-0.4973175498605385,-0.08776192056364794
ISO,14894,0,-1.196626357272815,0.720357160348288
ISO,14895,0,9.212619410574128,-9.770537315832216
ISO,14896,0,-2.664080368698343,2.2895172237144057
ISO,14897,0,-4.910450817331428,4.345219068573868
ISO,14900,0,5.687944609755551,-6.127592502297043
ISO,14901,0,-5.154376734984282,4.848705764785064
ISO,14902,0,-0.7440637994298123,0.1174837578046772
ISO,14903,0,-8.962085693021775,8.435291530316603
ISO,14904,0,-0.09813298158033412,-0.3150585198106255
ISO,14907,0,-4.176718528294004,3.7422094486275257
ISO,14908,0,5.095392113276697,-5.611381188038897
ISO,14909,0,-5.211804856147234,4.744901845518141
ISO,14910,0,8.39233674420113,-8.925183521610725
ISO,14911,0,0.4145308250567749,-0.7461554851022401
ISO,14914,0,-4.983715369524343,4.531677694284043
ISO,14915,0,-2.792384348875291,2.3517714338653692
ISO,14916,0,-7.525224264797266,7.199809161454684
ISO,14917,0,0.3656846313993517,-0.6365621361396077
ISO,14918,0,3.6013004658818364,-3.8656160964052697
ISO,14921,0,4.444484627796709,-4.928238056672542
ISO,14922,0,0.10282453032388077,-0.5141226516195909
ISO,14923,0,0.36265551227642073,-0.6337998205204666
ISO,14928,0,4.446339824876792,-4.759738226630222
ISO,14929,0,-10.828794074196631,10.473460388414955
ISO,14930,0,0.3197700016578448,-0.6750700034999484
ISO,14931,0,-0.14862729654445325,-0.3269800523975376
ISO,14932,0,-0.48529516851456894,0.17470626066527872
ISO,14935,0,-1.2197918989100234,0.813194599273349
ISO,14936,0,7.03342357252271,-7.346020175745939
ISO,14937,0,-1.3680201970803836,0.8962890946388868
ISO,14938,0,1.644232755245315,-2.3750028686876585
ISO,14939,0,-2.3061077616253916,1.9135787809231932
ISO,14942,0,2.1312067209547645,-2.5763673937390474
ISO,14943,0,9.497324025211656,-9.98593233519039
ISO,14944,0,-2.2218052085543447,1.7861571284456563
ISO,14945,0,5.62530915065108,-6.11287657432614
ISO,14946,0,13.445900417892407,-13.986439128159432
ISO,14949,0,2.0175775555471867,-2.4659281234465613
ISO,14950,0,-9.473823024641096,8.93782172197399
ISO,14951,0,-2.822454168563706,2.532227518839927
ISO,14952,0,2.8185441299642013,-3.254682486631782
ISO,14953,0,-3.901144818713378,3.3985818791045643
ISO,14957,0,-4.893725495061229,4.413359802294482
ISO,14958,0,-2.822727546515062,2.3925976346651585
ISO,14959,0,-7.746186960679765,7.173455946951135
ISO,14960,0,-0.731223365862027,0.23124157723841102
ISO,14988,0,-2.2493823132777546,1.9977031733305932
ISO,14991,0,0.4433959354136508,-1.0768187002905107
ISO,14992,0,0.7461425256345464,-1.355238464928127
ISO,14993,0,-3.8716448150582052,3.280554003598953
ISO,14994,0,-5.477992299822234,5.048766654390518
ISO,14995,0,-1.5896767266663012,1.120399464181775
ISO,14998,0,-2.9740347448714797,2.373219644897435
ISO,14999,0,0.8313046037844799,-1.2688333426183958
ISO,15000,0,-3.5132808533311275,2.8969157913432215
ISO,15001,0,-8.147076405946702,7.704300514319169
ISO,15002,0,16.773673201454873,-17.26057227842018
ISO,15005,0,0.17431853367871422,-0.5413049203707705
ISO,15006,0,-3.144551526959193,2.6690049822394544
ISO,15007,0,-4.29652025962123,3.8652509738374143
ISO,15008,0,8.494459939378135,-9.012020331724093
ISO,15009,0,-0.5367239677570006,-0.1789079892525505
ISO,15012,0,0.3399052171607698,-1.0197156514820003
ISO,15013,0,8.767465214342334,-9.231966682651862
ISO,15014,0,-3.0570219170860247,2.40831700099352
ISO,15015,0,4.184358847989866,-4.730441568771581
ISO,15016,0,-1.3341950669963274,0.8031721547590169
ISO,15019,0,5.141077198071016,-5.785726376512502
ISO,15020,0,-0.8407536387990476,0.2179731656146046
ISO,15021,0,1.3522486063645343,-1.9532479869709787
ISO,15022,0,2.4212111501119686,-3.1412739456842624
ISO,15023,0,2.6910776376870857,-3.3169096464515393
ISO,15026,0,5.171327124568335,-5.794378585359705
ISO,15027,0,-0.6956972349244815,0.32216851818654135
ISO,15028,0,6.072329719479704,-6.578357196103013
ISO,15029,0,-3.409873300956575,3.003331029605564
ISO,15030,0,0.4916750694669644,-0.9713580640688649
ISO,15033,0,-1.2532823274909395,0.766570743999332
ISO,15034,0,2.9982009470300617,-3.473163473292246
ISO,15035,0,4.273587757290141,-4.8681738800435665
ISO,15036,0,-2.5391087391736096,2.147723962422376
ISO,15037,0,9.701865988121911,-10.29254276061031
ISO,15040,0,-8.329676534317455,7.768755555575539
ISO,15041,0,-4.500170894847278,4.0546094201099265
ISO,15042,0,-2.725908704462183,2.2127964777398788
ISO,15043,0,-6.586821270793433,6.175466312430067
ISO,15044,0,3.229946239679612,-3.564655694568696
ISO,15047,0,-2.4135213954406542,1.993778544059675
ISO,15048,0,0.828582398488832,-1.0312936886390145
ISO,15049,0,-1.021690174831439,0.5869283983074267
ISO,15050,0,0.48690520703262785,-0.8803639601903576
ISO,15051,0,-0.10075480237358736,-0.20925997416064687
ISO,15054,0,-3.3239631736334045,2.8614987320844194
ISO,15055,0,1.3428550113720885,-1.759244162185136
ISO,15056,0,5.170678133743154,-5.749215547308826
ISO,15057,0,-0.8853588136034853,0.36836096624379616
ISO,15058,0,-4.627769741458258,4.159727289730494
ISO,15061,0,5.718695199373131,-6.169874307804938
ISO,15062,0,3.4627734625411812,-3.981541022472444
ISO,15063,0,-2.676825503093247,2.1011641045785603
ISO,15064,0,2.7428634404282444,-3.2449894707125937
ISO,15065,0,-6.680396942317111,6.010682963137444
ISO,15068,0,-3.2883838932834815,2.694544815489621
ISO,15069,0,9.674964560085582,-10.17271193295172
ISO,15070,0,-0.8086623339784138,0.31102397460703
ISO,15071,0,-0.5414447672311516,0.043564521501372626
ISO,15072,0,-0.44995936681727094,-0.14998645560571153
ISO,15075,0,-0.9576772128738225,0.5343944668522627
ISO,15076,0,-6.673428657570074,6.246329223485586
ISO,15077,0,-3.398089265435403,2.859778094673368
ISO,15078,0,6.001927937280755,-6.434499320147836
ISO,15079,0,5.478783961383692,-5.9320442684268135
ISO,15082,0,8.007809954269456,-8.585991178404434
ISO,15083,0,0.2801636329288851,-0.8404908987864004
ISO,15084,0,-3.537056897932685,2.9733824918876484
ISO,15089,0,-1.0927114155422866,0.4683048923752657
ISO,15090,0,-3.859919071791495,3.4104379571723995
ISO,15091,0,-0.8616689006303951,0.23500060926286095
ISO,15092,0,0.740678608436804,-1.23861380738595
ISO,15093,0,3.7139871196925394,-4.2864706834216495
ISO,15096,0,4.702978630594418,-5.023454176120447
ISO,15097,0,2.6778636929841406,-2.9892431921683444
ISO,15098,0,-6.307388962614324,5.964129699342794
ISO,15099,0,-6.0371562281329565,5.793353856476905
ISO,15100,0,2.8475592211017475,-3.1035196005266252
ISO,15103,0,0.26426189618022095,-0.6166110910871823
ISO,15105,0,-8.299563101255197,7.871474740133075
ISO,15106,0,2.092733227109043,-2.3353689635854478
ISO,15107,0,-3.522715632018444,3.1823566337557874
ISO,15110,0,5.237866991395485,-5.613678075979909
ISO,15111,0,-9.025325738072194,8.574059451168589
ISO,15112,0,1.6372126380635312,-2.0597191253057328
ISO,15113,0,-3.421623507092722,3.000500613912073
ISO,15114,0,-0.18423717775300244,-0.30706196292152177
ISO,15117,0,0.9342766779627721,-1.3872593097023105
ISO,15118,0,1.9528237513765685,-2.632066795333622
ISO,15119,0,-1.1257574247759234,0.5046498800719462
ISO,15120,0,-1.9015720996762306,1.5212576797409973
ISO,15124,0,0.5095702193622482,-1.5287106580868606
ISO,15125,0,-0.1510218063601057,-0.4530654190804544
ISO,15126,0,9.86265665320725,-10.576695143937185
ISO,15127,0,-5.453716587077715,4.875839332817832
ISO,15128,0,7.9630092185347525,-8.445615837839885
ISO,15131,0,4.518851442859297,-5.184612244753863
ISO,15132,0,-7.390185204878871,6.653009623344829
ISO,15133,0,0.662838908128967,-1.1827125615634135
ISO,15134,0,2.624572498114371,-3.2911305928735857
ISO,15135,0,-6.9110597904033195,6.222535776415431
ISO,15138,0,-0.8237965388349275,0.2745988462782884
ISO,15139,0,3.8208400548614843,-4.412072558515106
ISO,15140,0,9.271358021883351,-9.913530006083061
ISO,15141,0,1.0204605856155025,-1.6484363306097456
ISO,15142,0,7.722654618839274,-8.357610805383109
ISO,15145,0,0.5185342934185084,-1.286733246631036
ISO,15146,0,2.139906218746839,-2.98321901431207
ISO,15147,0,12.772440260553143,-13.479564980860589
ISO,15148,0,-12.800696171573998,12.300668977371888
ISO,15149,0,-5.209363140156377,4.761727209745521
ISO,15152,0,-1.0084991862492174,0.598956369498253
ISO,15153,0,1.2761469970288353,-1.9063430449443162
ISO,15154,0,-2.2075566596770444,1.5900582933338232
ISO,15155,0,-2.977322528842652,2.335312280035602
ISO,15156,0,-2.702669156996606,2.319990338306821
ISO,15160,0,2.6874187215844585,-3.222228417422183
ISO,15161,0,9.839824696295578,-10.36531600183873
ISO,15162,0,0.046667198562429665,-0.5800066107042753
ISO,15163,0,9.309838175158786,-9.923842341698515
ISO,15166,0,1.4922990119384854,-2.0833085216171385
ISO,15167,0,2.9351979047708356,-3.3038255851188225
ISO,15168,0,7.335081752713911,-7.808312833534166
ISO,15169,0,-4.980558749854027,4.620626771544788
ISO,15170,0,3.369780995691586,-3.8503201751128473
ISO,15173,0,0.8115922085715758,-1.1067166480521304
ISO,15174,0,-2.254992229317513,1.7739272203964613
ISO,15175,0,1.1956587904311817,-1.5876780659823653
ISO,15176,0,-1.5077229345323635,1.0093021297282727
ISO,15177,0,5.641604882317164,-6.071851203180243
ISO,15180,0,-2.4152746165918613,1.9067957499409554
ISO,15181,0,-1.0348753503895274,0.4678203638746966
ISO,15182,0,-2.031086265194061,1.4609567872448603
ISO,15183,0,-4.274273487671511,3.7631496027481584
ISO,15184,0,6.662212914003889,-7.184739417063011
ISO,15187,0,7.021871068675494,-7.548346875136629
ISO,15188,0,6.660893715886522,-7.19164221914441
ISO,15189,0,-0.47285347764861574,0.08287122804157578
ISO,15190,0,5.079214819575551,-5.369455666408438
ISO,15191,0,-1.126391334702985,0.8280095241856498
ISO,15194,0,-2.6232416816112787,2.3948854960520802
ISO,15195,0,-6.724571121986641,6.601241069313801
ISO,15196,0,3.242852880526913,-3.427236839618706
ISO,15197,0,-3.2346222886828153,3.0927528900563774
ISO,15198,0,-4.188493456980313,4.024399687852779
ISO,15201,0,-0.31943320923995544,0.06388664184796783
ISO,15202,0,1.7757200306446135,-2.0559125404110206
ISO,15203,0,-3.665445273823849,3.278590891362232
ISO,15204,0,6.138165567410407,-6.4688411535335275
ISO,15205,0,-4.619943425419427,4.446505849617666
ISO,15208,0,2.6171742576246313,-2.800193436479502
ISO,15209,0,-0.7663533011196175,0.5955781922350257
ISO,15210,0,-16.643241743972098,16.42660338739583
ISO,15211,0,3.478702637844922,-3.5940346772264355
ISO,15212,0,-1.2612421805285823,1.0813858981002649
ISO,15215,0,-4.4691132630757355,4.240806072114012
ISO,15216,0,11.718313471705736,-11.989649239502105
ISO,15217,0,-0.8141335770230083,0.5587191214863646
ISO,15218,0,0.4261618243077512,-0.6768452503711359
ISO,15219,0,7.860645411298817,-8.126995107573237
ISO,15222,0,1.7454432393351522,-1.9242338400352952
ISO,15223,0,0.5840927700761875,-0.6743001476941329
ISO,15224,0,-4.3492839691809655,4.216986357951128
ISO,15225,0,3.1279045751746732,-3.2935117002666483
ISO,15226,0,1.8003421478863963,-1.887684398845106
ISO,15229,0,-0.6501417940131675,0.525712742527393
ISO,15230,0,1.5688576601283852,-1.7101961880678798
ISO,15231,0,-2.495195240390202,2.293766764879388
ISO,15232,0,-5.7989474777454415,5.622217649852247
ISO,15233,0,1.8539234426157125,-2.0645965610947763
ISO,15236,0,-9.026477176717828,8.801026607208797
ISO,15237,0,5.55952448974368,-5.7819054693334255
ISO,15238,0,-4.252715355866225,3.99787098997162
ISO,15239,0,-4.788404113998035,4.6356030253981775
ISO,15240,0,-4.39615893584622,4.282746257720551
ISO,15243,0,-1.5207805011841322,1.4607299384522816
ISO,15244,0,-0.44466171742708976,0.3189622920060072
ISO,15245,0,-1.7891306937486198,1.652294694226736
ISO,15246,0,-0.3676741921065835,0.2327478830766429
ISO,15247,0,-2.846258923328478,2.6742795321908073
ISO,15250,0,-2.3955709867832877,2.2025743312519044
ISO,15251,0,-8.379631653320695,8.143336083258781
ISO,15252,0,1.024972342224711,-1.1646619288992888
ISO,15253,0,-3.226084904388942,3.0120825890065923
ISO,15254,0,-0.10579183425680619,-0.13601807261601934
ISO,15257,0,-0.4096328687152865,0.11962729794340692
ISO,15258,0,0.8275382027038806,-1.0404097661003622
ISO,15259,0,-1.9215069131580735,1.6644491321335788
ISO,15260,0,-3.4795553399074035,3.2336503688892138
ISO,15261,0,-1.9333639199917432,1.571141171515529
ISO,15264,0,-1.0695863521473195,0.7843633249080257
ISO,15265,0,-7.396495383359971,7.093360326664893
ISO,15266,0,-0.6232770946242667,0.39349752056923565
ISO,15267,0,-2.6620440595407344,2.471898055287828
ISO,15268,0,3.907834727329807,-4.183763039939154
ISO,15271,0,0.25714053724136315,-0.5510154369457209
ISO,15272,0,9.109412187508,-9.425848563973755
ISO,15273,0,0.34144799176429447,-0.5653483142327043
ISO,15274,0,3.091409448741681,-3.3015307366765434
ISO,15275,0,1.4886420016748834,-1.731685593785071
ISO,15278,0,-0.05330119177250975,-0.18359299388312503
ISO,15279,0,0.319539656786261,-0.5117439616200995
ISO,15280,0,2.0468301832981926,-2.2926956707814616
ISO,15281,0,0.12410106816212826,-0.2722814480572209
ISO,15282,0,-2.5899933189656994,2.257942893457272
ISO,15285,0,3.020944067669455,-3.297777430113388
ISO,15286,0,1.4816139900787582,-1.8364915924928311
ISO,15287,0,2.35798627110621,-2.5973757402540496
ISO,15288,0,-5.1784379801505995,4.947644086884838
ISO,15289,0,3.9251138368698295,-4.246844479236207
ISO,15292,0,0.6579695451493641,-0.9604842785513531
ISO,15293,0,3.841734410005475,-4.127100011491488
ISO,15294,0,-3.4982221772038478,3.2163915889094783
ISO,15295,0,-5.535403383631576,5.311976405482977
ISO,15296,0,-2.584302760082079,2.3303172308356834
ISO,15299,0,-3.5899231306576227,3.3531598574073262
ISO,15300,0,0.12287517464978684,-0.381559752859883
ISO,15301,0,-2.665332864506484,2.4488591293181408
ISO,15302,0,-2.582604191478887,2.1382851907943468
ISO,15303,0,4.4252287923407945,-4.683259625713434
ISO,15306,0,-0.9012656651826801,0.6057687257785184
ISO,15307,0,-0.8479899492100297,0.5087939695260024
ISO,15308,0,8.050718597538353,-8.251609891301005
ISO,15309,0,1.0374532822161995,-1.3051831614977993
ISO,15310,0,-0.8368779537418859,0.5037922010087804
ISO,15313,0,0.5688882373541648,-0.8986785198782705
ISO,15314,0,-6.065374763128185,5.722213531833804
ISO,15315,0,1.3353225198239753,-1.6890503396448873
ISO,15316,0,-16.68972719168078,16.21809943635247
ISO,15317,0,-1.7733126437528821,1.5167755524323978
ISO,15320,0,-5.054749486262638,4.796689525253696
ISO,15321,0,-3.3299409769544073,3.052445895541541
ISO,15322,0,-13.370694201305762,13.117101139166252
ISO,15323,0,-4.02497257438613,3.842537556850215
ISO,15324,0,-1.303601863940739,1.0163066873146822
ISO,15327,0,-0.01617919131116872,-0.30740463491139614
ISO,15328,0,4.269702235919516,-4.6269994941554575
ISO,15329,0,-3.1697080483363136,2.9340420224377057
ISO,15330,0,-2.4536935461242226,2.137597759183901
ISO,15331,0,-1.0461409032483089,0.5595637389467518
ISO,15335,0,-0.6350533696283536,0.10027158467826346
ISO,15336,0,-9.72249548556277,9.331444887852857
ISO,15337,0,1.9240863227872018,-2.1018310177329034
ISO,15338,0,0.9674316981685794,-1.2409106234459146
ISO,15342,0,2.7298875412110184,-3.019147148226754
ISO,15343,0,3.390093407019466,-3.645227435769756
ISO,15344,0,-0.40061846089152625,0.1421549377357332
ISO,15345,0,-2.8646751815581113,2.500906904534864
ISO,15348,0,-2.2234023731145065,1.8780194802035148
ISO,15349,0,2.7066404502299264,-2.9900582984215434
ISO,15350,0,1.487881405822281,-1.8309088192683283
ISO,15351,0,-1.133431459130441,0.7648358626652488
ISO,15352,0,-2.178939820634007,1.8927079886952236
ISO,15355,0,-0.9318410059654371,0.5534284147104688
ISO,15356,0,-1.4661578519874146,1.1241968369466155
ISO,15357,0,-1.9139434406407818,1.6494952968562222
ISO,15358,0,-2.529943720267662,2.136178160692929
ISO,15359,0,5.592756648268102,-5.995838208503641
ISO,15362,0,0.8242670178111946,-1.1607025352851297
ISO,15363,0,0.7991975707414766,-1.1172861561112055
ISO,15364,0,2.0865005953920535,-2.4719972411919695
ISO,15365,0,3.1741332513595504,-3.44227544788412
ISO,15366,0,3.385225979673034,-3.7710067180973077
ISO,15369,0,5.212878621142673,-5.590623448761706
ISO,15370,0,-0.8295169946547933,0.4688574317614157
ISO,15371,0,0.07346173536614656,-0.46525765731845314
ISO,15372,0,4.218237638959247,-4.537197006744452
ISO,15373,0,-8.489517842020152,8.002314522535492
ISO,15376,0,-0.4956287980815065,0.21037481357416649
ISO,15377,0,7.5551978364356644,-7.847609944280296
