day,blk,up_in,dn_in,up_af,dn_af,ext_up,ext_dn,feed
14648,0,1.4084961066479231,4.52959543387934,-0.04268170020153676,4.214817894893658,-1.4511778068494599,-0.3147775389856816,ISO
14649,0,1.6365860665757799,3.716122777951295,2.0235850509797064,1.6785498118726627,0.38699898440392644,-2.037572966078632,ISO
14650,0,0.707531481256142,6.372318789517732,-0.47622311238386833,3.8778167722687895,-1.1837545936400105,-2.494502017248942,ISO
14651,0,8.430877865304618,2.3642997200343556,9.973046091781685,-6.5179444554586095,1.5421682264770662,-8.882244175492966,ISO
14652,0,1.6227311337749872,3.4963583530713427,2.7355766743937466,-0.24684937446448432,1.1128455406187594,-3.743207727535827,ISO
14655,0,0.978601733419679,1.5040254829067219,0.41377120272099216,0.7093220618076498,-0.5648305306986868,-0.7947034210990721,ISO
14656,0,5.439477823801418,0.0651789281718527,5.297269253244514,-2.156829986779692,-0.14220857055690422,-2.2220089149515445,ISO
14657,0,0.5613590325767984,6.220058566318974,-1.8394532585326302,9.823783070092889,-2.4008122911094283,3.603724503773915,ISO
14658,0,8.675381262067983,1.0080171058522058,8.900576572949763,-0.32706938009027076,0.22519531088177983,-1.3350864859424767,ISO
14659,0,4.377288664691053,1.8546021570791178,8.150629076500381,-2.5119971580034206,3.7733404118093277,-4.366599315082539,ISO
14662,0,0.8759461675477532,6.347019771411837,-3.149576930308405,5.662537247043863,-4.0255230978561585,-0.6844825243679742,ISO
14663,0,0.6110595499239061,5.567974618906682,-3.6272494883483426,6.540781422385545,-4.238309038272249,0.9728068034788631,ISO
14664,0,4.583883433127121,0.5107755825484824,3.020997462594287,-0.039290429426867425,-1.5628859705328344,-0.5500660119753499,ISO
14665,0,6.046878369833535,2.314310661663566,9.945601715251394,-3.7622383576785836,3.8987233454178596,-6.076549019342149,ISO
14666,0,5.719696814402669,1.2450202117557456,6.305226121911592,-1.4484146027851068,0.5855293075089236,-2.6934348145408524,ISO
14669,0,4.652538567402989,0.0,4.4385715530731975,-1.6122165730893592,-0.2139670143297917,-1.6122165730893592,ISO
14670,0,6.495512405702868,2.467936176223903,7.989420502690663,-4.481724290963386,1.4939080969877951,-6.949660467187289,ISO
14671,0,3.4133299283326823,2.053734645954942,3.4362766841533863,0.04589351164153793,0.022946755820703747,-2.007841134313404,ISO
14672,0,0.14463208163148716,10.169919003137363,-3.9050662040489414,7.574153748593987,-4.049698285680429,-2.595765254543376,ISO
14673,0,6.8595734075932215,5.294616086462112,3.7952557787913217,1.5462153172854558,-3.0643176288018994,-3.7484007691766563,ISO
14676,0,0.18993754582378056,15.048233744127712,-9.324206794984395,13.684136824120596,-9.514144340808176,-1.3640969200071156,ISO
14677,0,4.687152238610263,6.046149041520959,4.929830239129963,-0.6448301156666839,0.24267800051969943,-6.690979157187643,ISO
14678,0,1.7189169788570349,13.063769039313504,-11.362041230245024,18.95105969189877,-13.080958209102059,5.887290652585266,ISO
14679,0,2.9153539172341882,4.512595691037987,2.535427475892491,0.3178976345920901,-0.3799264413416974,-4.1946980564458975,ISO
14680,0,0.3846725374034408,12.263360492421734,-9.755295548551308,14.448300504873215,-10.139968085954749,2.184940012451481,ISO
14683,0,1.7937631397899296,3.118388227634897,2.7182410656817955,1.2625332868521366,0.9244779258918657,-1.8558549407827605,ISO
14684,0,4.7234566437806125,0.0,5.3718775892996105,-1.1650490159325093,0.6484209455189973,-1.1650490159325093,ISO
14685,0,1.2222409278202504,2.294382092574869,-0.18226399800836313,3.875790310587955,-1.4045049258286135,1.5814082180130866,ISO
14686,0,2.997121002620387,3.803243203325049,3.775683469967646,-0.9645906675100421,0.7785624673472591,-4.767833870835091,ISO
14687,0,1.5964731820837554,18.023950852801132,-12.602111978381274,16.350353362404217,-14.19858516046503,-1.6735974903969126,ISO
14690,0,0.7004622790570068,3.6287837512256518,1.3279597373788672,1.624683341701567,0.6274974583218604,-2.0041004095240846,ISO
14691,0,6.551892673152756,0.6375155683896242,5.4157263136465135,-2.5942465208725896,-1.1361663595062426,-3.231762089262214,ISO
14692,0,1.576916783069299,0.6456217264016253,1.3940858516988512,3.0567046338481854,-0.18283093137044762,2.41108290744656,ISO
14693,0,0.7772710779354608,4.459875796696668,1.3055135580855342,4.346680979521726,0.5282424801500734,-0.11319481717494217,ISO
14694,0,5.464596809418542,4.311102907430456,7.33338581263956,-1.475698902543424,1.8687890032210182,-5.78680180997388,ISO
14697,0,4.444202554595558,3.737413714587722,1.8419345527478845,3.2555122327642865,-2.602268001847673,-0.48190148182343573,ISO
14698,0,0.054273325711209304,9.6497973114619,-5.655280539113193,8.965953407499923,-5.709553864824402,-0.6838439039619777,ISO
14699,0,7.962454264452802,0.641002607452919,6.009399444870177,-1.6726161788220444,-1.9530548195826254,-2.3136187862749633,ISO
14700,0,9.831048832050744,1.1981590764061254,9.84640984585081,-6.904775703135548,0.015361013800065097,-8.102934779541673,ISO
14701,0,1.0538617621636563,0.9320280324337274,3.2651439567612908,1.2183372972990119,2.2112821945976346,0.2863092648652844,ISO
14704,0,3.2170913382551656,3.334569392742112,5.21421826453161,-0.23495610897368724,1.9971269262764444,-3.569525501715799,ISO
14705,0,7.735080512161144,2.0305573969617448,7.268921421029763,-3.990005780021815,-0.4661590911313807,-6.0205631769835595,ISO
14706,0,9.77081067625669,1.5642365119760733,12.619685869565844,-7.813625861755057,2.848875193309154,-9.37786237373113,ISO
14707,0,7.128595772790321,0.015929822955941458,6.610876526721862,-4.014315384900869,-0.5177192460684595,-4.030245207856811,ISO
14708,0,7.351939614071001,4.910828665689658,6.198133267375186,-1.9547958766336693,-1.1538063466958142,-6.865624542323327,ISO
14711,0,1.8251250326313244,3.5280960276457014,1.451477388155628,6.186742728722898,-0.3736476444756965,2.658646701077197,ISO
14712,0,2.7085369555770797,6.037011524964645,0.12546356469980693,2.6642556974477953,-2.5830733908772725,-3.372755827516849,ISO
14713,0,2.4810190040672393,5.940468037907131,0.8998061880947387,5.241589445212209,-1.5812128159725007,-0.6988785926949215,ISO
14714,0,7.589365697739198,2.5020901509578386,7.73709057750062,-4.690264932422892,0.147724879761422,-7.192355083380731,ISO
14715,0,0.6265991334175977,21.783022652002582,-16.4569300179531,23.20157346793393,-17.083529151370698,1.4185508159313491,ISO
14718,0,5.218928256227935,0.6540517323696684,4.328878476096083,-0.7956505610270398,-0.8900497801318519,-1.449702293396708,ISO
14719,0,4.017786171021227,2.315750481464568,0.23730305287088474,2.8149051788826167,-3.7804831181503418,0.49915469741804863,ISO
14720,0,3.502520706687705,1.8059872393857979,8.029215995018419,-1.047628961375272,4.526695288330714,-2.8536162007610697,ISO
14722,0,11.479878680941956,3.6219569155615927,12.066290752985198,-8.07868866309074,0.5864120720432427,-11.700645578652333,ISO
14725,0,0.888836044970928,4.01350708966232,-1.4844478276832638,4.929832909219952,-2.373283872654192,0.916325819557632,ISO
14726,0,11.64852785573773,1.5332886506595493,17.85611394627161,-7.606898062980253,6.207586090533879,-9.140186713639801,ISO
14727,0,7.145158098548624,2.880161666528242,6.7915832648059995,-0.4640669692872569,-0.35357483374262405,-3.3442286358154987,ISO
14728,0,2.031022309346646,4.2924547126105494,1.7750110938828338,2.397971718178027,-0.25601121546381245,-1.8944829944325225,ISO
14729,0,4.92410429234323,2.34110923372811,5.105518661008538,-1.0971249914518884,0.18141436866530689,-3.438234225179998,ISO
14732,0,5.91432078280933,2.8853265357430793,4.537505215960911,2.21487721623413,-1.3768155668484194,-0.6704493195089495,ISO
14733,0,3.13374416132582,12.19898758058339,-7.2108422351329295,12.948501648034545,-10.34458639645875,0.7495140674511557,ISO
14734,0,4.088428494181013,5.63993469197293,4.167052119069038,-1.0640397234855632,0.07862362488802536,-6.703974415458493,ISO
14735,0,8.643156511193263,3.383824019741641,16.738348197820542,-4.202946695639057,8.095191686627278,-7.586770715380698,ISO
14736,0,4.00522416025764,0.9215560014751704,7.053447857444852,-0.9845683776444472,3.048223697187212,-1.9061243791196176,ISO
14739,0,4.010059895507057,0.7168822159566446,5.076422191742524,-1.2679854194731743,1.0663622962354669,-1.984867635429819,ISO
14740,0,3.5734369147227776,1.7592304810941906,8.961080263074143,0.6322234541431856,5.387643348351364,-1.1270070269510049,ISO
14741,0,0.757496928156761,2.78017489589437,3.102514014258912,1.2530933226421883,2.345017086102151,-1.5270815732521819,ISO
14742,0,5.969379487173679,0.12447995139131277,4.469961890869365,2.8404061635650466,-1.4994175963043146,2.715926212173734,ISO
14743,0,0.8402469137044625,15.242940806303599,-5.229998417993119,10.939368472651086,-6.070245331697581,-4.303572333652512,ISO
14746,0,3.4663842094204766,1.7831346733624616,0.7213926583105658,3.203723292804827,-2.7449915511099108,1.4205886194423656,ISO
14747,0,5.156912903523154,0.7574540079621855,9.893594473861965,-0.7055735964578568,4.736681570338811,-1.4630276044200423,ISO
14748,0,1.233430497185781,7.479465166074663,-4.754444300198914,7.016928729629985,-5.987874797384696,-0.46253643644467807,ISO
14749,0,5.86249798840087,2.6026531529797503,5.414214920245508,0.5048624845245342,-0.44828306815536184,-2.0977906684552163,ISO
14750,0,1.7467702305170387,4.352607787518002,0.4545897935976765,2.749015444748216,-1.2921804369193624,-1.6035923427697858,ISO
14753,0,6.016449691315291,0.9664722376474412,7.994197515375246,-4.467533919721323,1.977747824059955,-5.434006157368764,ISO
14754,0,2.7203185887086274,1.8916409962950553,4.399366904227307,-0.40349223086101843,1.6790483155186797,-2.295133227156074,ISO
14755,0,2.235593202548918,2.4510720654451603,0.5184960138441744,1.8517714780149526,-1.7170971887047435,-0.599300587430208,ISO
14756,0,2.848741053776619,4.616678340919407,1.3313211959859805,1.4100552452110533,-1.5174198577906386,-3.2066230957083537,ISO
14757,0,0.4986214596109912,11.345990194167616,0.6585566447693103,10.4146029394225,0.15993518515831914,-0.9313872547451155,ISO
14760,0,4.841875283231367,1.2071157215810016,3.889595102872828,-1.6229000256814192,-0.9522801803585389,-2.8300157472624208,ISO
14761,0,2.9233900528252,0.22396939920845524,1.3614981899246599,0.7308475132063336,-1.5618918629005403,0.5068781139978783,ISO
14762,0,2.7151358681024806,5.0764375406277695,2.332417248396565,0.6860050730578422,-0.38271861970591603,-4.390432467569927,ISO
14763,0,2.3607863220723297,4.781339386475893,-3.65324212497926,11.579806326621139,-6.014028447051589,6.7984669401452456,ISO
14764,0,3.1351178403529874,3.4262078280394657,5.625117329616992,-2.3995255741723445,2.4899994892640045,-5.82573340221181,ISO
14767,0,15.439348102250884,1.695581926155879,18.573786522081384,-13.504951820298341,3.1344384198305004,-15.20053374645422,ISO
14768,0,2.2728488711991903,2.75134337039902,0.88521482351975,6.129514534749791,-1.3876340476794404,3.378171164350771,ISO
14769,0,1.8178465235130008,6.728392976639242,1.0151610455982094,4.945959047740099,-0.8026854779147915,-1.7824339288991426,ISO
14770,0,1.6256169599746488,5.299393916451672,1.4906379344171754,5.234838730315553,-0.13497902555747338,-0.0645551861361191,ISO
14771,0,6.492210654325008,0.3786465509205486,7.998908388196365,-3.581365294123358,1.5066977338713572,-3.9600118450439066,ISO
14774,0,1.1843042407659063,6.618170757221656,-1.2033037740403536,6.276179158283911,-2.38760801480626,-0.3419915989377453,ISO
14775,0,9.204303305185729,2.4263492953498056,10.90098958780359,-6.004335393927391,1.6966862826178604,-8.430684689277196,ISO
14776,0,3.473637904423869,3.1154450269893967,-0.5664445503617601,5.497844165275506,-4.0400824547856296,2.3823991382861096,ISO
14777,0,9.03673796247665,0.15516884481769602,11.068710930327079,-5.985084014395742,2.0319729678504292,-6.140252859213438,ISO
14778,0,2.9136282377047067,0.7199699120196716,3.0992454806472414,0.7255946769573204,0.18561724294253462,0.005624764937648689,ISO
14781,0,0.21492238334055674,6.988233858317231,-6.369517906276068,20.658599998678692,-6.584440289616625,13.670366140361462,ISO
14782,0,6.3982801516230525,0.9081429892625875,5.58645535819142,-1.9676431434024553,-0.8118247934316335,-2.8757861326650427,ISO
14783,0,0.15334784964829762,15.212106685125072,-5.673870436992242,11.301736519089822,-5.82721828664054,-3.910370166035251,ISO
14784,0,9.370255829373788,1.8362140283214503,9.320177264965066,-4.367963673431338,-0.05007856440872197,-6.204177701752789,ISO
14785,0,2.7253864596916064,1.0837166631057231,3.476477216299589,-0.5096687276982652,0.7510907566079825,-1.5933853908039883,ISO
14788,0,5.523869610118036,14.039835259049797,-10.528020305305413,14.559554173980288,-16.05188991542345,0.5197189149304903,ISO
14789,0,3.150819460118143,3.646781782544239,6.692573927325203,-2.6548571376921792,3.54175446720706,-6.301638920236418,ISO
14790,0,3.651428984081785,4.328557062585649,2.7211689136137887,1.177063762633034,-0.9302600704679966,-3.151493299952614,ISO
14791,0,0.3915025417476353,21.720561016158815,-19.418526070682674,35.57192094319019,-19.81002861243031,13.85135992703138,ISO
14792,0,1.2373025863746832,3.4702021375995304,3.009810477553182,1.0186165478525926,1.772507891178499,-2.4515855897469376,ISO
14795,0,0.09703982422762152,2.7818082945277243,-0.28303282066426383,2.684768470300103,-0.38007264489188536,-0.09703982422762152,ISO
14796,0,0.4876391113150304,12.721643874599756,-6.662010800170869,12.312887560703418,-7.149649911485899,-0.40875631389633865,ISO
14797,0,5.861183697189373,0.6858831986072932,10.084183556382937,-3.661822696696699,4.222999859193563,-4.347705895303992,ISO
14798,0,1.724200407622473,7.241641712013919,-0.012099651983304016,4.597867753659653,-1.7363000596057772,-2.643773958354266,ISO
14799,0,10.249715913940213,0.5898082139951103,8.818352077537327,-6.379998607484274,-1.4313638364028853,-6.969806821479384,ISO
14802,0,3.0046337231389693,4.985564806093443,-1.6817971945888364,4.80608447307409,-4.686430917727805,-0.17948033301935185,ISO
14803,0,9.048308602190462,0.04181288633171112,7.743746548639934,-2.6760247252319833,-1.3045620535505278,-2.7178376115636946,ISO
14804,0,7.076501695135994,2.17496043191261,1.0086773017565547,4.964583594583112,-6.067824393379439,2.789623162670502,ISO
14805,0,2.7532522666416748,7.13308717319678,-2.1115728765844795,5.916880887390157,-4.864825143226154,-1.2162062858066234,ISO
14806,0,0.7478736273113387,15.404570910382917,-9.632937482218429,13.75437149359786,-10.380811109529768,-1.6501994167850567,ISO
14809,0,0.9855527824291157,7.636153237905367,-2.3247008379435217,7.177231713262686,-3.3102536203726376,-0.4589215246426802,ISO
14810,0,11.414215680268983,1.7425165695342257,10.843138821345827,-8.207399472470463,-0.5710768589231564,-9.94991604200469,ISO
14811,0,1.0862554938879752,4.166361532478381,-0.7003489368488474,8.497090672584399,-1.7866044307368225,4.330729140106019,ISO
14812,0,9.34409344757104,1.8517907287896238,7.527777636957432,-5.080008282810102,-1.8163158106136081,-6.9317990115997254,ISO
14813,0,1.754250625726862,9.223738409079798,-5.624740101536913,12.11964420393057,-7.3789907272637745,2.895905794850771,ISO
14816,0,4.162589816766312,5.585438699588334,-0.1513669024279003,4.8437408776917765,-4.313956719194212,-0.7416978218965565,ISO
14817,0,0.03111993507481811,25.72581299520656,-24.180189553155845,28.288020983035373,-24.21130948823066,2.562207987828814,ISO
14818,0,1.4807178630039708,5.999791860483772,0.2788364806955245,3.9902461892641288,-1.2018813823084462,-2.0095456712196436,ISO
14819,0,3.2483819440449064,2.0924262072001647,5.026212602609882,0.27069849533715873,1.7778306585649761,-1.821727711863006,ISO
14820,0,5.878257702733215,3.4781095003277107,10.299583338743144,-4.168678456809399,4.421325636009929,-7.646787957137111,ISO
14823,0,12.090083311401937,0.32032150077771443,7.851983454959351,-3.457829534035496,-4.238099856442586,-3.7781510348132104,ISO
14824,0,2.6920666364863504,1.762662678651758,1.5383237922779562,0.7371134837998844,-1.1537428442083943,-1.0255491948518736,ISO
14825,0,4.3112058151941515,1.688925989457501,2.2222710387598963,2.948212911421476,-2.0889347764342556,1.259286921963975,ISO
14826,0,3.9274588392363237,6.527928860856436,1.551720794793757,2.86800808968775,-2.3757380444425666,-3.6599207711686863,ISO
14827,0,15.058611645090552,0.9176190547040914,11.735864752267423,-6.568220602092086,-3.32274689282313,-7.485839656796177,ISO
14830,0,2.4792871210812013,7.378830717503629,-4.771643863985591,7.624791741420417,-7.250930985066792,0.24596102391678765,ISO
14831,0,3.133588262861589,2.2803461575522253,10.291760969350088,-1.0344616674989526,7.158172706488499,-3.314807825051178,ISO
14832,0,5.0770905051544135,5.618091952425109,0.7976303389244445,5.666643364359602,-4.279460166229969,0.048551411934493006,ISO
14833,0,7.358307887345574,0.6404453161206899,7.426440367783895,-5.280267233974744,0.06813248043832183,-5.920712550095434,ISO
14834,0,0.8161768572774794,4.747151108654677,-0.9161168806176755,2.8566190004711776,-1.7322937378951548,-1.890532108183499,ISO
14837,0,4.8384813056608715,0.3594855588542144,2.837021167174708,0.709255291793677,-2.0014601384861637,0.34976973293946256,ISO
14838,0,0.12742178205359275,4.170167412666986,-0.301178757581746,2.953868583972547,-0.42860053963533873,-1.2162988286944387,ISO
14839,0,5.351494233546626,5.605431569760818,8.135399845374163,-4.119427898582479,2.783905611827538,-9.724859468343297,ISO
14840,0,8.761485199726188,1.6751670464402075,4.218046519813169,0.6387327587145326,-4.543438679913019,-1.036434287725675,ISO
14841,0,0.38577397786226364,7.2431032578219945,-2.4406108803531588,3.8813585935937733,-2.8263848582154223,-3.3617446642282207,ISO
14844,0,1.651748939521838,4.975268017832884,0.38040278607160916,3.5837946687811666,-1.271346153450229,-1.391473349051718,ISO
14845,0,15.454116384722148,6.043460340601435,12.515472861651142,-9.777986484504465,-2.938643523071005,-15.8214468251059,ISO
14846,0,4.2310074635830075,2.4278599874921385,4.245205475205757,-1.689563383108718,0.014198011622748773,-4.117423370600856,ISO
14847,0,1.123894698766457,6.290032515786373,-3.11668277809248,7.706706505828331,-4.240577476858937,1.4166739900419585,ISO
14848,0,5.609689690452117,4.903284322024966,4.030665925732241,3.5735800991029776,-1.5790237647198764,-1.3297042229219886,ISO
14851,0,1.2130123635767232,5.4447714046903615,0.6616431074054284,1.9297923965992185,-0.5513692561712948,-3.5149790080911427,ISO
14852,0,13.320985474872952,0.43755061778784043,14.555850551740715,-10.063664209119224,1.2348650768677627,-10.501214826907065,ISO
14853,0,0.6635804835647444,11.114973099708305,-6.25522191124929,10.070809691746293,-6.918802394814034,-1.0441634079620115,ISO
14854,0,4.951946771326604,1.386917422796386,4.4399973870729506,-1.8150932714447543,-0.5119493842536541,-3.20201069424114,ISO
14855,0,0.0,15.771495647224436,-1.4994027551940192,6.219744762285824,-1.4994027551940192,-9.551750884938611,ISO
14858,0,1.2210585433900398,2.5118918606880136,0.7326351260341032,1.0989526890507582,-0.4884234173559366,-1.4129391716372557,ISO
14859,0,12.036981533472046,0.4340257764473526,10.898869497454598,-7.696723768998959,-1.1381120360174488,-8.130749545446312,ISO
14860,0,2.883240301260449,5.078223240284715,-1.1811984460002662,4.324860451890885,-4.0644387472607155,-0.7533627883938306,ISO
14861,0,0.24462022991079685,12.72898839214515,-6.639691954722395,12.816352759970563,-6.884312184633192,0.08736436782541229,ISO
14862,0,2.985354962721575,10.705759684196899,0.04942640666775585,4.7745908840877735,-2.935928556053819,-5.931168800109124,ISO
14865,0,5.436312399679186,1.3116182297638608,4.236872044829435,-0.4055661631506959,-1.199440354849751,-1.7171843929145567,ISO
14866,0,17.90038244677723,0.43706848079493427,17.803256117711786,-10.489643539077317,-0.09712632906544279,-10.926712019872252,ISO
14867,0,2.053061022998004,6.020996269369267,-1.1153648826865623,5.0536886719953795,-3.168425905684566,-0.9673075973738868,ISO
14868,0,0.20680731799367896,4.421397832968896,-1.5332266678842668,4.079096065255165,-1.7400339858779457,-0.34230176771373144,ISO
14869,0,0.024209622582801075,5.023496685907209,-1.730988014661951,4.139845461639167,-1.7551976372447522,-0.8836512242680419,ISO
14872,0,2.0289603108538405,3.6693963068634705,-0.37125656751800606,3.28087199201926,-2.4002168783718463,-0.3885243148442104,ISO
14873,0,3.6948956254933982,1.0108676711255926,11.279888909525269,2.4539684154220387,7.584993284031872,1.443100744296446,ISO
14874,0,2.3779342897576967,3.2881821336114756,-0.23991028442652637,4.332497489350737,-2.617844574184223,1.0443153557392615,ISO
14875,0,4.224696945496533,3.2325959015444448,3.803054001816839,-0.11574512179432256,-0.42164294367969385,-3.3483410233387674,ISO
14876,0,0.673900553878595,5.339365926884494,-1.0194905815087345,3.8965275615291244,-1.6933911353873294,-1.4428383653553702,ISO
14879,0,0.843027554006222,5.649542861921692,-2.063530132194236,6.404492910285276,-2.906557686200458,0.7549500483635845,ISO
14880,0,12.961964446750018,1.8134705033914718,14.601448850184969,-11.422856639443502,1.6394844034349507,-13.236327142834973,ISO
14881,0,1.1442652375219566,2.3315942205418696,1.5749026925033367,1.8148292745641574,0.43063745498138,-0.5167649459777119,ISO
14882,0,2.8082304978969748,13.829050488133328,-1.8240772116248376,11.01233591018229,-4.632307709521812,-2.8167145779510365,ISO
14883,0,4.204878998089039,0.8024578240627922,3.145634670326021,0.16049156481259494,-1.059244327763017,-0.6419662592501972,ISO
14886,0,0.3704901127832769,2.766851693338773,0.0,2.7195550831962727,-0.3704901127832769,-0.04729661014250023,ISO
14887,0,9.316086445391624,0.17332253851891927,10.413795856011392,-7.257881300479437,1.0977094106197673,-7.431203838998356,ISO
14888,0,1.5027103826255814,2.535060198331792,1.6370991160311361,1.4721674886698053,0.1343887334055545,-1.0628927096619865,ISO
14890,0,9.523461571270593,0.21417079995363328,8.566831998144465,-5.982504345370854,-0.9566295731261276,-6.1966751453244875,ISO
14893,0,2.610917136767885,5.594822435931183,4.541679389167774,0.7386628314105287,1.9307622523998884,-4.856159604520654,ISO
14894,0,2.64924740789271,1.875309962890245,2.929055561085886,1.50024797031225,0.27980815319317603,-0.37506199257799483,ISO
14895,0,11.311785529107777,1.3878207893295031,10.398194959247695,-7.838746568876159,-0.913590569860083,-9.226567358205662,ISO
14896,0,0.26687624080102545,4.5462601722425555,0.30433255529938513,3.984415454766628,0.03745631449835966,-0.5618447174759271,ISO
14897,0,5.270786057164108,10.767664813831518,-3.5256330328752843,9.8138362378032,-8.796419090039393,-0.9538285760283176,ISO
14900,0,7.50149216648913,0.17585915701656177,8.677550279037677,-4.764684035418458,1.1760581125485456,-4.94054319243502,ISO
14901,0,0.40883492264142973,9.510188060323207,-4.046319468012117,10.965946055896962,-4.455154390653546,1.4557579955737547,ISO
14902,0,2.9370939451178204,7.135180224006147,3.9944477653603427,0.5639220374626429,1.0573538202425223,-6.5712581865435045,ISO
14903,0,1.2708909175262713,11.45118811180376,-8.343102551843222,17.726623575029112,-9.613993469369493,6.275435463225352,ISO
14904,0,2.5876117774608796,2.9646490224801396,2.6960745465760256,0.8522074716187837,0.10846276911514569,-2.112441550861356,ISO
14907,0,0.7495281624246112,6.512204831501351,-1.4338799628994332,5.860441212001608,-2.1834081253240445,-0.6517636194997424,ISO
14908,0,5.385635967830405,2.7411919596741883,6.385364800182138,-3.0636851314005633,0.9997288323517334,-5.804877091074752,ISO
14909,0,0.3910312714019078,7.429594156635452,-3.0523784319877056,6.991872584170677,-3.4434097033896136,-0.4377215724647746,ISO
14910,0,10.923358936896769,0.07326643189375275,10.057482923606054,-7.4598548837343674,-0.8658760132907138,-7.5331213156281205,ISO
14911,0,2.4042787853296037,2.09338066653698,5.223088395716039,-0.41038551680626695,2.818809610386435,-2.503766183343247,ISO
14914,0,1.1865988975057347,6.102508615744017,-3.4750396284098533,6.017751551636538,-4.6616385259155875,-0.08475706410747906,ISO
14915,0,0.2203064575050107,3.9104396207130008,-0.05507661437619006,2.753830718812008,-0.27538307188120076,-1.156608901900993,ISO
14916,0,0.24406132750689957,11.999681935757714,-3.2012710791326993,12.87423502599094,-3.445332406639599,0.8745530902332264,ISO
14917,0,1.4898262760713614,1.726844092719178,4.6997247072434005,-0.20315812855516116,3.2098984311720393,-1.930002221274339,ISO
14918,0,5.3358717911918365,0.3138748112465167,5.40195069882271,-3.551741285158633,0.0660789076308733,-3.8656160964051494,ISO
14921,0,5.9562140930337675,2.7634414624531534,11.156563453448909,-4.4444846277967915,5.200349360415142,-7.207926090249945,ISO
14922,0,2.5706132580981884,3.2903849703657277,2.7248500535840563,18.714064518954856,0.1542367954858679,15.42367954858913,ISO
14923,0,4.0332715851302146,3.8638063924776085,3.3215177759895473,1.4912936953422065,-0.7117538091406668,-2.372512697135402,ISO
14928,0,5.014374428054955,1.6061668089862944,5.1906610290411885,3.055634417095927,0.17628660098623325,1.4494676081096327,ISO
14929,0,0.47525880473296545,12.538837437020954,-7.297665571741231,12.361170594130074,-7.772924376474196,-0.17766684289087917,ISO
14930,0,2.2739200117894147,1.967473760200677,1.6077325083354705,3.166611266417797,-0.6661875034539443,1.19913750621712,ISO
