n,pts,sd,t,mde,pf,win,be,total,R,dd,ret_dd,sharpe,amb,med_min,sh_stop,sh_target,sh_chan,sh_flat,sh_eod,outside_mde,stop,tgt,policy,tie
419,1.5405489260143213,70.21738237088118,0.44909463990022963,9.61182278116502,1.0710624412390928,0.28878281622911695,,645.4900000000006,0.051351630867143915,1007.9899999999989,0.6403734164029418,0.18275666361133236,0.0,30.0,0.6420047732696897,0.0,0.02386634844868735,0.3341288782816229,0.0,False,30,none,+chan10,0
419,1.5405489260143213,70.21738237088118,0.44909463990022963,9.61182278116502,1.0710624412390928,0.28878281622911695,,645.4900000000006,0.051351630867143915,1007.9899999999989,0.6403734164029418,0.18275666361133236,0.0,30.0,0.6420047732696897,0.0,0.02386634844868735,0.3341288782816229,0.0,False,30,none,+chan10,1
420,-0.3590476190476184,58.83890465297132,-0.12505818375496117,8.044666877160815,0.9800177561053177,0.21428571428571427,,-150.79999999999973,-0.011968253968253987,1216.989999999997,-0.123912275367916,-0.050782650397621636,0.0,30.0,0.7452380952380953,0.0,0.0,0.25476190476190474,0.0,False,30,none,+be1R,0
420,-0.3590476190476184,58.83890465297132,-0.12505818375496117,8.044666877160815,0.9800177561053177,0.21428571428571427,,-150.79999999999973,-0.011968253968253987,1216.989999999997,-0.123912275367916,-0.050782650397621636,0.0,30.0,0.7452380952380953,0.0,0.0,0.25476190476190474,0.0,False,30,none,+be1R,1
443,4.48384106736094,49.01325824408373,1.9254777279116222,6.5249898706291445,1.3370106024016972,0.35665914221218964,,1986.3415928408965,0.1494613689120312,610.8589320048998,3.251718995614136,0.7767841078260465,0.0,15.0,0.9142212189616253,0.0,0.0,0.08577878103837472,0.0,False,30,none,+trail1atr,0
443,4.48384106736094,49.01325824408373,1.9254777279116222,6.5249898706291445,1.3370106024016972,0.35665914221218964,,1986.3415928408965,0.1494613689120312,610.8589320048998,3.251718995614136,0.7767841078260465,0.0,15.0,0.9142212189616253,0.0,0.0,0.08577878103837472,0.0,False,30,none,+trail1atr,1
403,4.449454094292804,63.152418535361136,1.4143902901182177,8.814660606278899,1.1770502972017616,0.45409429280397023,0.3486,1793.13,0.08898908188585607,797.9100000000005,2.2472835282174666,0.5784611944134089,0.01488833746898263,45.0,0.42431761786600497,0.23325062034739455,0.0,0.3424317617866005,0.0,False,50,100,flatten,0
403,6.682704714640199,63.75728813576935,2.1041415784972415,8.899086830361965,1.2744154814623103,0.46898263027295284,0.3486,2693.13,0.13365409429280398,769.8900000000002,3.4980711530218596,0.8623838767754116,0.01488833746898263,45.0,0.4094292803970223,0.24813895781637718,0.0,0.3424317617866005,0.0,False,50,100,flatten,1
407,4.1694594594594605,62.6225120658784,1.3432179132963296,8.697639667963571,1.1669876257718519,0.44717444717444715,0.3486,1696.9700000000003,0.08338918918918917,775.910000000001,2.1870706654122234,0.550803045896789,0.014742014742014743,45.0,0.39803439803439805,0.23095823095823095,0.04668304668304668,0.32432432432432434,0.0,False,50,100,+chan10,0
407,6.380761670761672,63.23667098138224,2.035638842517458,8.78294018960825,1.2636916650335943,0.4619164619164619,0.3486,2596.9700000000003,0.12761523341523343,747.8900000000003,3.47239567316049,0.8365946718930145,0.014742014742014743,45.0,0.3832923832923833,0.2457002457002457,0.04668304668304668,0.32432432432432434,0.0,False,50,100,+chan10,1
404,2.3708910891089103,60.06345986633354,0.7933995347518724,8.373129225190146,1.1004457895382598,0.4034653465346535,0.3486,957.8399999999997,0.04741782178217822,1050.2899999999984,0.9119766921516925,0.3247137080481675,0.024752475247524754,45.0,0.48267326732673266,0.20544554455445543,0.0,0.3118811881188119,0.0,False,50,100,+be1R,0
404,5.588712871287129,61.46614507110775,1.8275383684341022,8.568670149871709,1.2450713611976134,0.4282178217821782,0.3486,2257.84,0.11177425742574258,901.3599999999999,2.5049258897665756,0.7490436733332337,0.024752475247524754,45.0,0.45792079207920794,0.2301980198019802,0.0,0.3118811881188119,0.0,False,50,100,+be1R,1
440,4.39289652504709,44.28317703471774,2.0808392952263555,5.915351604239564,1.3133996350993895,0.3886363636363636,0.3486,1932.8744710207193,0.0878579305009418,313.0201401933764,6.174920469419749,0.8391149663462131,0.031818181818181815,15.0,0.7886363636363637,0.12954545454545455,0.0,0.08181818181818182,0.0,False,50,100,+trail1atr,0
