n,pts,sd,t,mde,pf,win,be,total,R,dd,ret_dd,sharpe,amb,med_min,sh_stop,sh_target,sh_chan,sh_flat,sh_eod,outside_mde,stop,tgt,policy,ctl_pts,ctl_pf,pf_ratio,edge,p_pts,excess_total
436,6.378602136391685,52.53498270220318,2.535246343557968,7.049746164345802,1.4457279302700443,0.3944954128440367,0.34351111111111116,2781.070531466775,0.08504802848522244,409.3874006020714,6.793248955333637,1.0310413397520428,0.013761467889908258,15.0,0.8348623853211009,0.07110091743119266,0.0,0.09403669724770643,0.0,False,75,150,+trail1atr,0.07580112481187212,1.0049775807641685,1.4385673451249892,6.302801011579813,0.005,2748.0212410487984
384,4.267291666666664,87.6276054179736,0.9542825795232917,12.529780493292714,1.1312273615103032,0.4609375,0.2810545454545455,1638.6399999999992,0.05689722222222216,1812.97,0.9038428655741679,0.382822886748759,0.005208333333333333,75.0,0.3619791666666667,0.08854166666666667,0.0,0.5494791666666666,0.0,False,75,200,flatten,-1.3701743494914829,0.9598186677504777,1.178584455084162,5.637466016158147,0.13,2164.7869502047283
388,3.6945360824742246,86.8151070341156,0.8382633337212739,12.34944877898583,1.1139006861152054,0.44587628865979384,0.2810545454545455,1433.479999999999,0.049260481099656306,1794.97,0.7986094475116571,0.3366078055097511,0.005154639175257732,75.0,0.327319587628866,0.08762886597938144,0.09278350515463918,0.49226804123711343,0.0,False,75,200,+chan10,-0.8932448377581126,0.9712756392394089,1.1468430187207044,4.587780920232337,0.12,1780.0589970501467
385,2.2762337662337635,80.93999450851824,0.5518029979225643,11.558485613523334,1.0787731045151503,0.4,0.2810545454545455,876.349999999999,0.03034978354978348,1625.5500000000002,0.5391098397465467,0.2222658629093095,0.005194805194805195,75.0,0.42337662337662335,0.07272727272727272,0.0,0.5038961038961038,0.0,False,75,200,+be1R,-1.6476796021345352,0.9445560353944717,1.1420954015339344,3.9239133683682987,0.175,1510.706646821795
436,6.560917228199175,54.20901044883143,2.5271808607038615,7.274386396031002,1.4584678577323196,0.3944954128440367,0.2810545454545455,2860.5599114948404,0.087478896375989,409.38740060207147,6.987415605091698,1.0181988193548581,0.0045871559633027525,15.0,0.8738532110091743,0.027522935779816515,0.0,0.09862385321100918,0.0,False,75,200,+trail1atr,0.24244706161559404,1.014711538899066,1.4373226299512836,6.318470166583581,0.01,2754.8529926304413
384,3.5589583333333317,100.95046014561716,0.6908443543431391,14.434801684789988,1.1055257718266946,0.4453125,,1366.6399999999994,0.04745277777777768,1748.9299999999978,0.781414922266758,0.27796455308451434,0.0,75.0,0.3776041666666667,0.0,0.0,0.6223958333333334,0.0,False,75,none,flatten,-0.5227452364149632,0.9849679277924821,1.122397735634304,4.081703569748295,0.21,1567.374170783345
388,2.761546391752576,99.92212690205767,0.5443854843500966,14.213922325516075,1.0821114729073058,0.43041237113402064,,1071.4799999999996,0.03682061855670096,1730.9299999999967,0.6190198332688217,0.21921553697389445,0.0,75.0,0.3427835051546392,0.0,0.09536082474226804,0.5618556701030928,0.0,False,75,none,+chan10,-0.655734806047731,0.9803197618452976,1.10383521277833,3.4172811978003073,0.245,1325.9051047465193
385,1.6346753246753227,92.0376793252873,0.3484947276839305,13.143269885834371,1.056477832888074,0.37922077922077924,,629.3499999999992,0.02179567099567091,1627.6499999999983,0.3866617516050747,0.14080923969494066,0.0,75.0,0.44415584415584414,0.0,0.0,0.5558441558441558,0.0,False,75,none,+be1R,-1.3616520065235438,0.9542570534186771,1.1071208005255875,2.9963273311988665,0.27,1153.5860225115637
436,6.949133190595191,56.56964546141586,2.565018037121757,7.591163460938832,1.485595854386843,0.3944954128440367,,3029.8220710995033,0.09265510920793589,438.81099507620274,6.904617489298217,1.03193757996492,0.0,15.0,0.8990825688073395,0.0,0.0,0.10091743119266056,0.0,False,75,none,+trail1atr,0.7729206406393676,1.0495175452231806,1.415503591291492,6.176212549955824,0.015,2692.828671780739
383,3.4671801566579616,77.92969743822317,0.8707085424747885,11.157624308293622,1.1098287887346772,0.5326370757180157,0.5114500000000001,1327.9299999999994,0.03467180156657961,1633.2200000000003,0.8130747847809843,0.3528607628498986,0.005221932114882507,75.0,0.2454308093994778,0.27676240208877284,0.0,0.47780678851174935,0.0,False,100,100,flatten,-2.652014429399016,0.9215947461470437,1.2042481723931182,6.119194586056977,0.07,2343.6515264598224
