n,pts,sd,t,mde,pf,win,be,total,R,dd,ret_dd,sharpe,amb,med_min,sh_stop,sh_target,sh_chan,sh_flat,sh_eod,outside_mde,ctl_pts,ctl_pf,pf_ratio,edge,p_pts,p_pf,excess_total,stop,tgt,policy,arm
827,2.8730518294554286,46.49969131508462,1.7768310938253105,4.53070145727964,1.2110228355079353,0.38210399032648124,,2376.0138629596395,0.057461036589108554,814.2985238990887,2.9178658602776557,0.7023229286455424,0.0,15.0,0.8681983071342201,0.0,0.0,0.13180169286577992,0.0,False,-0.06518985915901541,0.9958106173768559,1.2161176175224833,2.938241688614444,0.07333333333333333,0.05333333333333334,2429.925876484145,50,none,+trail1atr,+ema align
679,2.0516789396170787,68.15575960319501,0.7844074778307156,7.328849547311065,1.0710033868415216,0.49189985272459497,0.4416571428571429,1393.0899999999965,0.027355719194894386,1286.3999999999978,1.082936878109452,0.30975829412120726,0.0014727540500736377,60.0,0.3136966126656848,0.22974963181148747,0.0,0.4565537555228277,0.0,False,-2.6384136867323695,0.9179210962526196,1.1667706420670088,4.690092626349449,0.05333333333333334,0.04666666666666667,3184.5728932912757,75,100,flatten,+ema align
685,1.9552554744525503,67.01207446711668,0.7636524225954657,7.174240108864648,1.0687971251446595,0.4759124087591241,0.4416571428571429,1339.349999999997,0.026070072992700664,1280.3999999999978,1.0460402999062788,0.3016216852337654,0.00145985401459854,60.0,0.27007299270072993,0.22627737226277372,0.08905109489051095,0.4145985401459854,0.0,False,-2.5591222570532945,0.9115896136215424,1.1724542592127247,4.514377731505845,0.03333333333333333,0.04666666666666667,3092.3487460815036,75,100,+chan10,+ema align
680,2.6114705882352895,65.89949055172613,1.0333740183667348,7.081018545250888,1.0978702554998971,0.4602941176470588,0.4416571428571429,1775.799999999997,0.03481960784313718,1190.3999999999978,1.4917674731182797,0.406234648209879,0.0058823529411764705,60.0,0.3558823529411765,0.21911764705882353,0.0,0.425,0.0,False,-2.4740668377080497,0.9166345233589959,1.1977186408785534,5.08553742594334,0.013333333333333334,0.013333333333333334,3458.165449641471,75,100,+be1R,+ema align
842,2.6502107270411117,41.7650027735398,1.8412973947258398,4.032966362978466,1.195455605688014,0.3978622327790974,0.4416571428571429,2231.477432168616,0.03533614302721482,951.7474371437002,2.344610917856031,0.7006888397155775,0.020190023752969122,15.0,0.7850356294536817,0.09144893111638955,0.0,0.12351543942992874,0.0,False,-0.673771125778959,0.9569716427584405,1.2492069276391,3.323981852820071,0.0,0.0,2798.7927200745,75,100,+trail1atr,+ema align
644,3.0826708074534137,76.4544463218038,1.0232160313453942,8.441661719399669,1.101288323556918,0.4704968944099379,0.34351111111111116,1985.2399999999984,0.04110227743271215,1235.8899999999985,1.6063241874276843,0.396475097635505,0.0,75.0,0.33229813664596275,0.11645962732919254,0.0,0.5512422360248447,0.0,False,-1.0515913339540992,0.9686683958807667,1.13690952263965,4.134262141407513,0.1,0.08666666666666667,2662.4648190664384,75,150,flatten,+ema align
650,2.9192307692307673,75.2961645464177,0.988444414576515,8.275310674793058,1.0975681241467612,0.45384615384615384,0.34351111111111116,1897.4999999999989,0.038923076923076866,1235.8899999999985,1.535330814231041,0.3829185237184755,0.0,60.0,0.28615384615384615,0.11538461538461539,0.09538461538461539,0.5030769230769231,0.0,False,-1.5125607898104707,0.9513717103430945,1.1536690782522256,4.431791559041238,0.03333333333333333,0.03333333333333333,2880.6645133768047,75,150,+chan10,+ema align
645,3.7782170542635627,72.68308429706447,1.3201808023445352,8.019026005563491,1.139746993686311,0.4263565891472868,0.34351111111111116,2436.949999999998,0.05037622739018081,1398.2699999999977,1.7428322140931307,0.5103725822503724,0.006201550387596899,60.0,0.3953488372093023,0.10542635658914729,0.0,0.4992248062015504,0.0,False,-0.8964945759192324,0.9704119688144655,1.1744980794895996,4.674711630182795,0.06666666666666667,0.06666666666666667,3015.189001467903,75,150,+be1R,+ema align
831,3.691817649690009,45.58823797587023,2.334468117108159,4.431190547697736,1.2758066356285167,0.39590854392298436,0.34351111111111116,3067.900466892397,0.0492242353292001,824.1246047648801,3.722617246414647,0.8659157583801044,0.007220216606498195,15.0,0.8206979542719615,0.04332129963898917,0.0,0.13598074608904934,0.0,False,0.05634945241537685,1.003412026723273,1.2714683516349425,3.635468197274632,0.02666666666666667,0.013333333333333334,3021.0740719352193,75,150,+trail1atr,+ema align
629,4.667074721780602,82.31862750763781,1.4219095007366855,9.19688866531522,1.150890124208757,0.46740858505564387,0.2810545454545455,2935.5899999999983,0.06222766295707466,1260.8899999999985,2.3281888190087967,0.5494659259131291,0.0,75.0,0.3386327503974563,0.06518282988871224,0.0,0.5961844197138315,0.0,False,-1.4359341087887447,0.9577624394195439,1.2016446634786169,6.103008830569347,0.02,0.02,3838.792554428119,75,200,flatten,+ema align
635,4.484803149606297,81.1675137891799,1.3923486709225001,9.025338758624997,1.1475324570369383,0.4503937007874016,0.2810545454545455,2847.8499999999985,0.059797375328083935,1260.8899999999985,2.2586030502264287,0.5379279111245967,0.0,75.0,0.29133858267716534,0.06456692913385827,0.09763779527559055,0.5464566929133858,0.0,False,-1.7220746835084557,0.9445930386350854,1.2148432288841506,6.206877833114753,0.02666666666666667,0.02666666666666667,3941.367424027868,75,200,+chan10,+ema align
633,4.563080568720377,76.62337342619595,1.4982998073829217,8.533506905995905,1.1687363192333688,0.41706161137440756,0.2810545454545455,2888.4299999999985,0.060841074249604984,1618.9799999999977,1.784104806730165,0.5795904353672435,0.001579778830963665,75.0,0.4060031595576619,0.052132701421800945,0.0,0.5418641390205371,0.0,False,-1.304803005724304,0.9572052774979694,1.2209881691086353,5.867883574444681,0.02666666666666667,0.02666666666666667,3714.370302623483,75,200,+be1R,+ema align
821,4.256784378846076,47.88498703695536,2.547146102826718,4.68269559264388,1.3201188363429206,0.3946406820950061,0.2810545454545455,3494.8199750326285,0.056757125051281,805.0325768833654,4.341215592246727,0.9687677199417879,0.0048721071863581,15.0,0.8428745432399513,0.020706455542021926,0.0,0.1364190012180268,0.0,False,0.3239016691475828,1.0205730015137726,1.2935075044948714,3.932882709698493,0.006666666666666667,0.0,3228.896704662463,75,200,+trail1atr,+ema align
613,5.5843882544861305,98.73001847892571,1.400414580953827,11.173445422435265,1.1777233112357923,0.4567699836867863,,3423.2299999999977,0.07445851005981505,1577.4399999999987,2.170117405416371,0.55584785950473,0.0,75.0,0.3442088091353997,0.0,0.0,0.6557911908646004,0.0,False,-0.4772743522408296,0.9866615350543297,1.1936446992138412,6.06166260672696,0.08666666666666667,0.06666666666666667,3715.7991779236268,75,none,flatten,+ema align
619,5.3885137318255225,97.60150325312429,1.3735921865270486,10.992065639766068,1.1745449807243784,0.4394184168012924,,3335.4899999999984,0.07184684975767361,1577.4399999999987,2.1144956385028917,0.5453209421835106,0.0,75.0,0.2956381260096931,0.0,0.10016155088852989,0.6042003231017771,0.0,False,-0.7494625622957996,0.9765011564672263,1.2028096156830295,6.137976294121322,0.04666666666666667,0.06,3799.4073260610985,75,none,+chan10,+ema align
620,5.774516129032256,92.84570746543652,1.5486369374735236,10.448022904545377,1.2135227496376875,0.4032258064516129,,3580.199999999999,0.07699354838709668,1808.4999999999982,1.979651645009678,0.6107269979150658,0.0,75.0,0.41774193548387095,0.0,0.0,0.582258064516129,0.0,False,0.04852899575671728,1.0016277501208184,1.2115506479241513,5.725987133275539,0.06,0.06,3550.112022630834,75,none,+be1R,+ema align
819,4.2898893416960835,48.92285220917091,2.5094368549617196,4.790026858681722,1.3230282824544688,0.3956043956043956,,3513.419370849092,0.057198524555947754,774.8548020588996,4.5342938593313695,0.9909677579897207,0.0,15.0,0.8595848595848596,0.0,0.0,0.14041514041514042,0.0,False,0.9263627945365773,1.057540226655274,1.251042985512584,3.3635265471595064,0.06666666666666667,0.05333333333333334,2754.728242123636,75,none,+trail1atr,+ema align
669,2.4319730941703996,73.88782449953932,0.8513319745773112,8.004384674085363,1.0800140652509616,0.5216741405082213,0.5114500000000001,1626.9899999999973,0.024319730941704004,1146.6399999999999,1.4189196260378125,0.3296319724142616,0.0014947683109118087,60.0,0.22869955156950672,0.242152466367713,0.0,0.5291479820627802,0.0,False,-2.615124434540098,0.9254848232401144,1.1669711248962913,5.0470975287104975,0.04666666666666667,0.04666666666666667,3376.508246707323,100,100,flatten,+ema align
