ent,ex,side,entry,exit,pnl,ret,hold_h
198,230,1.0,13828.25,13772.25,-5.047656066385841,-0.004049680906839215,32
522,570,1.0,14752.25,14616.75,-10.129059655137208,-0.009185039570235087,48
621,678,1.0,15198.0,15344.855000000001,8.526553890416208,0.00966278457691816,57
900,979,-1.0,14976.75,14853.0,7.218612436332399,0.008262807351394619,79
1148,1185,1.0,15013.0,14888.5,-9.293946637130263,-0.008292812895490553,37
1260,1304,-1.0,14463.75,14792.25,-23.51631063849725,-0.02271195229452938,44
1304,1393,1.0,14792.25,15090.7975,18.554446226448135,0.02018269702039932,89
2568,2611,1.0,16864.75,16878.75,-0.16795050757616187,0.000830133859084814,43
4100,4130,-1.0,17143.75,17436.5,-17.834162459244553,-0.017076193948231788,30
4182,4264,1.0,17856.0,17833.5,-2.1878498049737147,-0.0012600806451612545,82
4565,4681,-1.0,17022.0,17056.0,-2.8968355833857027,-0.0019974151098578474,116
4858,4944,1.0,17365.0,17353.0,-1.628525624636696,-0.0006910452058739303,86
5083,5207,-1.0,16684.0,16476.035,11.030645253752324,0.012464936466075272,124
5273,5404,1.0,16969.25,17358.9425,21.352242538156464,0.022964627193305498,131
6565,6670,1.0,19204.75,19524.7975,15.562435198961808,0.0166650177690415,105
7138,7169,1.0,19956.0,19873.5,-5.181001049468325,-0.004134095009019845,31
8011,8142,-1.0,19528.25,19165.9675,17.637584070185447,0.018551713543200288,131
8154,8175,1.0,19419.25,19161.25,-14.593273151841144,-0.013285786011303258,21
8226,8264,1.0,19601.75,19456.0,-8.494288613302697,-0.007435560600456581,38
8358,8405,1.0,19793.25,19786.5,-1.3393955306852725,-0.00034102534955093855,47
9016,9145,1.0,21331.0,21629.81,12.969683185942031,0.01400825090244262,129
9616,9662,-1.0,21245.25,21413.25,-9.005549429144674,-0.007907649945281925,46
9715,9769,-1.0,20679.5,20735.75,-3.7271627720635974,-0.002720085108440795,54
9830,9856,1.0,20825.0,20608.75,-11.3540329570067,-0.010384153661464612,26
9867,9950,-1.0,20204.25,19861.9575,15.734039022840367,0.016941608819926457,83
9950,9957,1.0,19923.75,19288.75,-32.92750315907372,-0.031871510132379655,7
9957,9981,-1.0,19288.75,19995.25,-36.48871269978768,-0.03662756788283317,24
9981,10216,1.0,19995.25,20776.7025,35.50354829035119,0.03908190695290137,235
10413,10521,-1.0,20297.75,20040.1475,11.32644482779397,0.012691184983557369,108
10560,10856,1.0,20740.75,21240.1575,22.59603836202042,0.02407856514349782,296
11510,11605,1.0,22051.0,22379.260000000002,13.909477125873076,0.014886399709763909,95
12252,12268,-1.0,22188.0,22671.750000000004,-23.18071438489157,-0.0218023255813955,16
12313,12358,1.0,22738.0,22621.25,-6.088642517086534,-0.005134576479901454,45
12475,12503,1.0,22636.5,22449.5,-9.135035968698944,-0.008260994411680267,28
12643,12669,1.0,22327.25,22124.5,-9.851631735295687,-0.00908083171908769,26
12866,12931,1.0,22578.0,22040.5,-23.99737742247859,-0.023806360173620367,65
13308,13419,-1.0,22331.0,21917.440000000002,16.544654060517228,0.01851954681832424,111
13447,13589,-1.0,21100.5,20656.495,19.25881389083034,0.021042392360370643,142
13667,13686,1.0,20862.0,20389.25,-23.16842460300334,-0.02266081871345027,19
13780,13832,1.0,20969.0,20904.5,-3.8971535120381673,-0.0030759692879965828,52
13879,13922,-1.0,20300.5,20047.12,10.943109246438457,0.012481465973744554,43
13935,13957,1.0,20354.0,19835.25,-25.50831606859848,-0.025486390881399257,22
13957,14074,-1.0,19835.25,19504.6475,14.7042957202388,0.016667422896106676,117
14074,14177,1.0,19570.75,19671.4575,3.9474017835840076,0.005145817099498018,103
14182,14262,-1.0,19245.5,18904.045000000002,16.02528169753385,0.0177420695747057,80
14271,14305,1.0,19457.0,19590.195,5.682721806235068,0.006845608264377745,34
14313,14405,1.0,19984.75,20192.5975,9.19205352268107,0.010400305232739937,92
14413,14490,1.0,20554.0,20818.915,11.734704626232281,0.012888732120268642,77
14595,14665,1.0,21677.0,22019.645,14.788794526545566,0.01580684596577009,70
14860,14933,1.0,22103.25,22174.657499999998,2.2604541841309906,0.00323063350412256,73
15322,15455,1.0,22757.75,23191.3275,18.337571694333448,0.019051861453790453,133
15995,16025,-1.0,23546.75,23763.5,-10.563982120412836,-0.009205091997834147,30
17199,17229,-1.0,24843.5,25258.749999999996,-18.150772749221304,-0.016714633606375706,30
17338,17387,1.0,25479.0,25420.5,-3.3145846276102118,-0.002296008477569722,49
17450,17536,1.0,26041.25,26352.9125,10.991335379436535,0.011968031488503783,86
17674,17687,-1.0,25290.5,25720.250000000004,-18.24699276004616,-0.01699254660841043,13
17703,17770,1.0,25956.0,25652.5,-12.628862363633965,-0.011692864848204643,67
17791,17811,-1.0,25078.5,25574.5,-20.429971077751393,-0.019777897402157185,20
17842,17866,-1.0,24807.25,25129.75,-13.479480196175544,-0.01300023178707832,24
17878,17893,1.0,25424.5,24659.5,-29.48546883214772,-0.030089087297685335,15
17894,17938,-1.0,24550.5,24904.75,-14.192342970270273,-0.014429441355573225,44
17968,18029,1.0,25354.5,25519.0,4.964801122112657,0.006488000157762963,61
