ent,ex,side,entry,exit,pnl,ret,hold_h
203,216,-1.0,17652.0,18518.0,-50.08412644459552,-0.04905959664627235,13
216,489,1.0,18518.0,18990.68,23.284976231132614,0.025525434712172057,273
7162,7208,-1.0,25217.0,24874.83,12.23878451083706,0.013569020898600126,46
7250,7268,-1.0,23858.0,23931.920000000002,-4.040185196211432,-0.0030983317964625723,18
7346,7385,1.0,25255.0,25104.0,-6.846266649887876,-0.005979014056622489,39
7483,7522,1.0,25429.0,25437.0,-0.6681106464931015,0.00031460143930162054,39
7544,7603,-1.0,25000.0,24608.0,14.304268113057148,0.015680000000000027,59
7620,7738,1.0,25036.0,25002.0,-2.3295233524768704,-0.0013580444160409266,118
7892,7937,-1.0,23956.0,24238.0,-12.596791295341779,-0.011771581232259187,45
7946,8020,1.0,24391.0,23849.0,-22.58962993997228,-0.02222131113935466,74
8023,8068,-1.0,23396.0,24149.0,-31.563384765515888,-0.032184988886989174,45
8068,8111,1.0,24149.0,23940.0,-8.869664700691793,-0.00865460267505902,43
8555,8694,1.0,24356.0,24836.06,17.021747478293534,0.019710133026769716,139
11032,11111,-1.0,25239.0,25577.0,-13.351339705110272,-0.013391972740599778,79
11248,11308,-1.0,24690.0,24965.0,-11.098241250956042,-0.011138112596192684,60
11349,11502,1.0,25068.0,25818.18,26.101067118877275,0.029925801819052245,153
11534,11617,-1.0,25439.0,25145.610000000004,9.789676855201634,0.011533079130468749,83
11793,11877,1.0,25329.0,25784.0,15.91535441086101,0.017963599036677325,84
11879,11935,-1.0,25160.0,24833.899999999998,11.424426680839169,0.012961049284578752,56
11942,11975,-1.0,24182.0,24576.0,-16.713758992890003,-0.016293110578115888,33
12071,12115,-1.0,23727.0,24044.0,-13.63900138037344,-0.013360306823450019,44
12123,12193,-1.0,23085.0,22739.149999999998,13.08944667630206,0.014981589776911552,70
12215,12257,1.0,23027.0,22865.0,-7.620315924331045,-0.0070352195249056,42
12293,12307,-1.0,22617.0,23148.0,-23.048668068607984,-0.02347791484281725,14
12310,12389,1.0,23461.0,23812.61,12.834734780424515,0.01498699970163253,79
14646,14743,1.0,25418.0,25964.18,19.063136175701924,0.021487921945078314,97
15571,15633,-1.0,26425.0,25983.75,14.921359227658055,0.01669820245979181,62
15665,15707,1.0,26222.0,25970.0,-10.233512505607044,-0.009610250934329989,42
15754,15781,-1.0,25419.0,25731.0,-12.678770078301653,-0.01227428301664113,27
15805,15841,1.0,26065.0,25923.0,-6.07148741111306,-0.005447918664876261,36
16000,16035,1.0,26433.0,26213.0,-8.721865691009665,-0.008322929671244261,35
