ent,ex,side,entry,exit,pnl,ret,hold_h
203,216,-1.0,17652.0,18518.0,-50.08412644459552,-0.04905959664627235,13
216,310,1.0,18518.0,18894.589044865163,18.358273324178857,0.02033637784129838,94
7162,7208,-1.0,25217.0,24403.25462949197,30.29327832597876,0.032269713705358694,46
7250,7268,-1.0,23858.0,23931.92,-4.094007576233762,-0.0030983317964623502,18
7346,7385,1.0,25255.0,25104.0,-6.937470975300981,-0.005979014056622489,39
7483,7522,1.0,25429.0,25437.0,-0.677011056589707,0.00031460143930162054,39
7544,7603,-1.0,25000.0,24489.888460442424,19.159534465572243,0.020404461582303024,59
7620,7738,1.0,25036.0,25002.0,-2.3715531268832395,-0.0013580444160409266,118
7892,7937,-1.0,23956.0,24238.0,-12.824065383761797,-0.011771581232259187,45
7946,8020,1.0,24391.0,23849.0,-22.997197028445942,-0.02222131113935466,74
8023,8068,-1.0,23396.0,24149.0,-32.13285831888703,-0.032184988886989174,45
8068,8111,1.0,24149.0,23940.0,-9.029693148586013,-0.00865460267505902,43
8555,8694,1.0,24356.0,24852.9468416005,17.97102334547669,0.020403466973250906,139
11032,11111,-1.0,25239.0,25577.0,-13.601473854252148,-0.013391972740599778,79
11248,11308,-1.0,24690.0,24965.0,-11.306164140613072,-0.011138112596192684,60
11349,11468,1.0,25068.0,25576.5015841619,17.727494476801,0.02028488846983789,119
11486,11502,1.0,26247.0,26067.0,-7.3632301119894725,-0.00685792662018514,16
11534,11617,-1.0,25439.0,24949.99125,16.95779507834294,0.0192227976728645,83
11793,11877,1.0,25329.0,25976.1984236908,23.23953059714766,0.025551676879892682,84
11879,11935,-1.0,25160.0,24654.85076599121,18.520385599427918,0.02007747352976108,56
11942,11975,-1.0,24182.0,24576.0,-17.10762949216074,-0.016293110578115888,33
12071,12115,-1.0,23727.0,24044.0,-13.960413235452071,-0.013360306823450019,44
12123,12193,-1.0,23085.0,22572.9002089755,20.298655461204998,0.022183226815009727,70
12215,12257,1.0,23027.0,22865.0,-7.855318326061759,-0.0070352195249056,42
12293,12307,-1.0,22617.0,23148.0,-23.759464367160717,-0.02347791484281725,14
12310,12389,1.0,23461.0,23935.36921875001,18.18021462648953,0.020219479934785678,79
14646,14731,1.0,25418.0,25982.29111992708,20.439345433128107,0.022200453219257232,85
15571,15630,-1.0,26425.0,25864.873333383308,19.905219349330622,0.021196846418796267,59
15665,15707,1.0,26222.0,25970.0,-10.657932939629816,-0.009610250934329989,42
15754,15781,-1.0,25419.0,25731.0,-13.204604106115596,-0.01227428301664113,27
15805,15841,1.0,26065.0,25923.0,-6.3232937504101985,-0.005447918664876261,36
16000,16035,1.0,26433.0,26213.0,-9.083592714848097,-0.008322929671244261,35
16517,16550,-1.0,25998.0,26235.0,-9.773299854808256,-0.009116085852757916,33
16582,16598,1.0,26596.0,26386.0,-8.499896550182857,-0.007895924199127657,16
16668,16780,1.0,26867.0,26901.0,0.25093029827208363,0.0012654929839579498,112
18011,18031,1.0,29014.0,28857.0,-6.073038860554183,-0.005411180809264504,20
18427,18458,1.0,29361.0,29228.0,-5.204657895933244,-0.004529818466673441,31
18694,18755,-1.0,28518.0,27908.05939839446,19.100844440549803,0.021387916459974066,61
18767,18804,-1.0,26431.0,25769.268344480133,22.978076648445928,0.02503619445045091,37
18894,18940,-1.0,25587.0,24739.670091443968,31.44002662377488,0.033115641089460746,46
18966,19005,-1.0,23575.0,22842.2929849023,30.393273970784882,0.03107983096914957,39
19017,19086,-1.0,20160.0,19567.721764636044,29.5376013024398,0.029378880722418454,69
19100,19137,-1.0,18321.0,20239.0,-113.12479195141174,-0.10468860870039842,37
19141,19189,1.0,20588.0,21067.059701813476,21.293611857449314,0.023268880018140425,48
19274,19321,-1.0,21019.0,21661.0,-30.864713460746902,-0.03054379371045246,47
19321,19369,1.0,21661.0,22127.94095146116,19.459788701524438,0.02155675875819041,48
19393,19465,1.0,23637.0,23378.0,-11.552645701019324,-0.010957397300841887,72
19495,19530,1.0,24351.0,23747.0,-24.631940946857757,-0.024803909490370035,35
19551,19581,-1.0,23217.0,23540.0,-13.880932548382885,-0.013912219494335964,30
19647,19715,1.0,24134.0,24624.15143947601,17.688462747078166,0.0203095814815617,68
19723,19765,-1.0,23873.0,23399.164687500004,17.617537847427172,0.01984816790935351,42
19774,19802,1.0,24104.0,23540.0,-23.21228422337002,-0.023398606040491154,28
19832,19872,1.0,24254.0,24039.0,-9.156287871914975,-0.008864517193040378,40
19908,19944,-1.0,23298.0,23058.77,8.526567351131703,0.010268263370246333,36
19957,20006,1.0,23777.0,24333.190539496827,20.76869968083907,0.023391956070859532,49
20100,20168,1.0,25052.0,25630.270423173904,20.940344596242706,0.023082804693194348,68
20234,20305,1.0,26054.0,26602.576931173793,19.437514106314403,0.02105538232800308,71
20355,20398,-1.0,26631.0,26056.418076007863,20.362866315205004,0.02157567962119844,43
20400,20417,-1.0,25038.0,26062.0,-42.316562678720175,-0.04089783529035862,17
20417,20501,1.0,26062.0,26523.399999999998,16.147231315018026,0.01770393676617288,84
20564,20636,-1.0,25637.0,25110.304167861937,19.228697957877518,0.02054436291836259,72
20657,20718,1.0,25796.0,25707.0,-4.459813191614609,-0.003450147309660423,61
20838,20917,1.0,26293.0,26900.83748515383,22.064302635976954,0.02311784448917309,79
21205,21299,1.0,26841.0,27377.975267847014,19.378834864234598,0.020005784726612852,94
21307,21357,1.0,28119.0,27818.999999999996,-12.12483393148453,-0.01066894270777774,50
21522,21618,1.0,28490.0,28431.000000000004,-3.1540397948814936,-0.002070902070901992,96
