block,n,pct,pts,win,pf,tot,dd,retdd,mde,per_mde
ALL,44,0.054757961539230175,28.561250791675164,0.6363636363636364,3.9033567142564154,2.4093503077261276,0.24918138810895396,9.669062067639839,0.04630809659199873,1.1824705735949304
IS,22,0.03912892161876558,20.096423621537017,0.5454545454545454,2.7916430053209744,0.8608362756128427,0.12380188288910032,6.953337506053648,0.06458785548847111,0.6058247533199188
OOS,22,0.07038700145969475,37.0260779618133,0.7272727272727273,5.432217608469875,1.5485140321132844,0.24918138810895374,6.2144048713469795,0.06654137012479229,1.0577930891367329
