block,n,pct,pts,win,pf,tot,dd,retdd,mde,per_mde
ALL,57,0.03579306527084115,18.647719298245814,0.7017543859649122,2.022068858258902,2.0402047204379454,0.4280872574450618,4.76586183063338,0.04831480397057522,0.7408301872163222
IS,29,0.028367028384006447,14.701379310345073,0.6551724137931034,1.8622004865910853,0.822643823136187,0.4101545861557021,2.0056921241492507,0.06417198379191087,0.4420469293265361
OOS,28,0.04348431776077708,22.735000000000156,0.75,2.168450169414666,1.2175608973017582,0.4280872574450618,2.8441885996992395,0.0734787407265317,0.5917945426230715
