geom,side,be_pts,be_off,feed,block,per_pub,per_fix,delta,n,through
100pt / 100pt,both,25.0,25.0,US30I,C_forward,0.009066845979023257,-0.015888617069852454,-0.024955463048875713,345,0.28695652173913044
100pt / 100pt,both,50.0,0.0,US30L,A_research,0.0008984972688630285,-0.0032410902302756955,-0.0041395874991387235,1760,0.04261363636363636
100pt / 100pt,both,50.0,0.0,US30L,B_holdout,-0.014326889774112915,-0.01946543032070736,-0.005138540546594444,778,0.06298200514138817
100pt / 100pt,both,50.0,0.0,US30I,C_forward,-0.011644783566696381,-0.016482397440340055,-0.004837613873643674,344,0.07267441860465117
100pt / 100pt,both,50.0,5.0,US30L,A_research,0.0018085393366489766,-0.0030892748458551528,-0.004897814182504129,1762,0.04880817253121453
100pt / 100pt,both,50.0,5.0,US30L,B_holdout,-0.013058851172848664,-0.019130653661694093,-0.006071802488845429,778,0.07583547557840617
100pt / 100pt,both,50.0,5.0,US30I,C_forward,-0.01154533591226786,-0.017131675040610115,-0.005586339128342254,344,0.09302325581395349
100pt / 100pt,both,50.0,10.0,US30L,A_research,0.0001935419068874559,-0.005599645564886647,-0.005793187471774103,1762,0.05561861520998865
100pt / 100pt,both,50.0,10.0,US30L,B_holdout,-0.011947362329809969,-0.01908703997438831,-0.007139677644578341,778,0.08226221079691516
100pt / 100pt,both,50.0,10.0,US30I,C_forward,-0.010648849904105412,-0.017179901589054344,-0.006531051684948932,344,0.10465116279069768
100pt / 100pt,both,50.0,25.0,US30L,A_research,0.005191975183969679,-0.00427381700353865,-0.009465792187508329,1762,0.09080590238365494
100pt / 100pt,both,50.0,25.0,US30L,B_holdout,-0.011416627450315329,-0.02270378495211675,-0.011287157501801422,778,0.13239074550128535
100pt / 100pt,both,50.0,25.0,US30I,C_forward,-0.007097133823483108,-0.016868211658085885,-0.009771077834602777,344,0.13372093023255813
100pt / 100pt,both,75.0,0.0,US30L,A_research,0.0017450882924015003,0.0006829308376997339,-0.0010621574547017665,1729,0.015037593984962405
100pt / 100pt,both,75.0,0.0,US30L,B_holdout,-0.018998219459191786,-0.019648741378604676,-0.0006505219194128907,763,0.01834862385321101
100pt / 100pt,both,75.0,0.0,US30I,C_forward,-0.015056536952406887,-0.016984222311807174,-0.0019276853594002875,339,0.029498525073746312
100pt / 100pt,both,75.0,5.0,US30L,A_research,0.0014413202172713073,0.0001369389958140202,-0.0013043812214572873,1729,0.016194331983805668
100pt / 100pt,both,75.0,5.0,US30L,B_holdout,-0.018494487188750287,-0.019374503349268865,-0.0008800161605185784,763,0.019659239842726082
100pt / 100pt,both,75.0,5.0,US30I,C_forward,-0.01573878010572502,-0.01789103458466671,-0.002152254478941691,339,0.032448377581120944
100pt / 100pt,both,75.0,10.0,US30L,A_research,0.0007582360873695673,-0.0008081195951967394,-0.0015663556825663066,1729,0.01735106998264893
100pt / 100pt,both,75.0,10.0,US30L,B_holdout,-0.018863852228388846,-0.019992758834433598,-0.0011289066060447515,763,0.020969855832241154
100pt / 100pt,both,75.0,10.0,US30I,C_forward,-0.015116348168321693,-0.01751072456563083,-0.0023943763973091354,339,0.035398230088495575
100pt / 100pt,both,75.0,25.0,US30L,A_research,0.0028388589816708202,0.0001909111078425834,-0.0026479478738282367,1729,0.029496818970503182
100pt / 100pt,both,75.0,25.0,US30L,B_holdout,-0.02075146556492733,-0.022895670809618907,-0.0021442052446915758,763,0.03800786369593709
100pt / 100pt,both,75.0,25.0,US30I,C_forward,-0.014305464411902802,-0.01758316611702446,-0.003277701705121658,339,0.0471976401179941
100pt / 100pt,both,100.0,0.0,US30L,A_research,0.0025750382522780877,0.0025337216190385553,-4.1316633239532434e-05,1713,0.0011675423234092236
100pt / 100pt,both,100.0,0.0,US30L,B_holdout,-0.01721895929129596,-0.01722276730408601,-3.808012790051246e-06,756,0.0013227513227513227
100pt / 100pt,both,100.0,0.0,US30I,C_forward,-0.013034210539142803,-0.013481935336792,-0.00044772479764919673,339,0.008849557522123894
100pt / 100pt,both,100.0,5.0,US30L,A_research,0.0025750382522780877,0.0025337216190385553,-4.1316633239532434e-05,1713,0.0011675423234092236
100pt / 100pt,both,100.0,5.0,US30L,B_holdout,-0.01721895929129596,-0.01722276730408601,-3.808012790051246e-06,756,0.0013227513227513227
100pt / 100pt,both,100.0,5.0,US30I,C_forward,-0.013034210539142803,-0.013481935336792,-0.00044772479764919673,339,0.008849557522123894
100pt / 100pt,both,100.0,10.0,US30L,A_research,0.0025750382522780877,0.0025337216190385553,-4.1316633239532434e-05,1713,0.0011675423234092236
100pt / 100pt,both,100.0,10.0,US30L,B_holdout,-0.01721895929129596,-0.01722276730408601,-3.808012790051246e-06,756,0.0013227513227513227
100pt / 100pt,both,100.0,10.0,US30I,C_forward,-0.013034210539142803,-0.013481935336792,-0.00044772479764919673,339,0.008849557522123894
100pt / 100pt,both,100.0,25.0,US30L,A_research,0.0025750382522780877,0.0025337216190385553,-4.1316633239532434e-05,1713,0.0011675423234092236
100pt / 100pt,both,100.0,25.0,US30L,B_holdout,-0.01721895929129596,-0.01722276730408601,-3.808012790051246e-06,756,0.0013227513227513227
100pt / 100pt,both,100.0,25.0,US30I,C_forward,-0.013034210539142803,-0.013481935336792,-0.00044772479764919673,339,0.008849557522123894
100pt / 100pt,both,150.0,0.0,US30L,A_research,0.0025750382522780877,0.0025337216190385553,-4.1316633239532434e-05,1713,0.0011675423234092236
100pt / 100pt,both,150.0,0.0,US30L,B_holdout,-0.01721895929129596,-0.01722276730408601,-3.808012790051246e-06,756,0.0013227513227513227
100pt / 100pt,both,150.0,0.0,US30I,C_forward,-0.013034210539142803,-0.013481935336792,-0.00044772479764919673,339,0.008849557522123894
100pt / 100pt,both,150.0,5.0,US30L,A_research,0.0025750382522780877,0.0025337216190385553,-4.1316633239532434e-05,1713,0.0011675423234092236
100pt / 100pt,both,150.0,5.0,US30L,B_holdout,-0.01721895929129596,-0.01722276730408601,-3.808012790051246e-06,756,0.0013227513227513227
100pt / 100pt,both,150.0,5.0,US30I,C_forward,-0.013034210539142803,-0.013481935336792,-0.00044772479764919673,339,0.008849557522123894
100pt / 100pt,both,150.0,10.0,US30L,A_research,0.0025750382522780877,0.0025337216190385553,-4.1316633239532434e-05,1713,0.0011675423234092236
100pt / 100pt,both,150.0,10.0,US30L,B_holdout,-0.01721895929129596,-0.01722276730408601,-3.808012790051246e-06,756,0.0013227513227513227
100pt / 100pt,both,150.0,10.0,US30I,C_forward,-0.013034210539142803,-0.013481935336792,-0.00044772479764919673,339,0.008849557522123894
100pt / 100pt,both,150.0,25.0,US30L,A_research,0.0025750382522780877,0.0025337216190385553,-4.1316633239532434e-05,1713,0.0011675423234092236
100pt / 100pt,both,150.0,25.0,US30L,B_holdout,-0.01721895929129596,-0.01722276730408601,-3.808012790051246e-06,756,0.0013227513227513227
100pt / 100pt,both,150.0,25.0,US30I,C_forward,-0.013034210539142803,-0.013481935336792,-0.00044772479764919673,339,0.008849557522123894
