month,n,pct,tot,pts,win
2026-05,10,0.023869563389944275,0.23869563389944273,11.928851954270938,0.6
2026-06,8,0.06603001975074421,0.5282401580059537,34.130579107728366,0.5
2026-07,12,0.08208366737908464,0.9850040085490156,42.94010176782979,0.75
2026-08,11,0.039338646864706624,0.4327251155117729,20.904605565019377,0.5454545454545454
2026-09,3,0.07489513058664746,0.22468539175994237,39.71,1.0
