feed,block,side,geom,read,strict,recency,arm,n,per,keep,mde,p,base,vs_none
US30L,A_research,both,100pt / 100pt,all,True,150,none,1694,-0.001057722228997246,1.0,0.022525078032550556,,-0.001057722228997246,0.0
US30L,A_research,both,100pt / 100pt,all,True,150,m200,1305,-0.006469007112037649,0.463,0.025393991244124704,0.5333333333333333,-0.001057722228997246,-0.005411284883040403
US30L,A_research,both,100pt / 100pt,all,True,150,or,1390,-0.0136908912657847,0.54675,0.024734188245949706,0.8633333333333333,-0.001057722228997246,-0.012633169036787455
US30L,A_research,both,100pt / 100pt,all,True,150,fresh,412,-0.027240684627188493,0.154,0.04551983643992547,0.8966666666666666,-0.001057722228997246,-0.026182962398191248
US30L,B_holdout,both,100pt / 100pt,all,True,150,none,742,-0.019997548173541796,1.0,0.026586808691699944,,-0.019997548173541796,0.0
US30L,B_holdout,both,100pt / 100pt,all,True,150,m200,547,-0.023026942425212995,0.463,0.03102016770671937,0.65,-0.019997548173541796,-0.003029394251671199
US30L,B_holdout,both,100pt / 100pt,all,True,150,or,586,-0.030354338812272588,0.54675,0.02997171855390319,0.89,-0.019997548173541796,-0.010356790638730792
US30L,B_holdout,both,100pt / 100pt,all,True,150,fresh,192,-0.027061129847140042,0.154,0.05187369617644145,0.64,-0.019997548173541796,-0.007063581673598246
US30L,A_research,both,100pt / 100pt,all,False,30,none,1694,-0.001057722228997246,1.0,0.022525078032550556,,-0.001057722228997246,0.0
US30L,A_research,both,100pt / 100pt,all,False,30,m200,1305,-0.006469007112037649,0.463,0.025393991244124704,0.5333333333333333,-0.001057722228997246,-0.005411284883040403
US30L,A_research,both,100pt / 100pt,all,False,30,or,1348,-0.009426186910330432,0.5005,0.024980337964523328,0.6633333333333333,-0.001057722228997246,-0.008368464681333187
US30L,A_research,both,100pt / 100pt,all,False,30,fresh,183,-0.02165420032863622,0.074,0.0668497609638651,0.7533333333333333,-0.001057722228997246,-0.020596478099638976
US30L,B_holdout,both,100pt / 100pt,all,False,30,none,742,-0.019997548173541796,1.0,0.026586808691699944,,-0.019997548173541796,0.0
US30L,B_holdout,both,100pt / 100pt,all,False,30,m200,547,-0.023026942425212995,0.463,0.03102016770671937,0.65,-0.019997548173541796,-0.003029394251671199
US30L,B_holdout,both,100pt / 100pt,all,False,30,or,571,-0.024610556789605973,0.5005,0.0303982882898294,0.7,-0.019997548173541796,-0.004613008616064177
US30L,B_holdout,both,100pt / 100pt,all,False,30,fresh,89,-0.02259242277164294,0.074,0.07728729791404156,0.57,-0.019997548173541796,-0.0025948745981011455
US30L,A_research,both,100pt / 100pt,all,False,75,none,1694,-0.001057722228997246,1.0,0.022525078032550556,,-0.001057722228997246,0.0
US30L,A_research,both,100pt / 100pt,all,False,75,m200,1305,-0.006469007112037649,0.463,0.025393991244124704,0.5333333333333333,-0.001057722228997246,-0.005411284883040403
US30L,A_research,both,100pt / 100pt,all,False,75,or,1363,-0.009161852615150968,0.52225,0.024862620711400493,0.69,-0.001057722228997246,-0.008104130386153723
US30L,A_research,both,100pt / 100pt,all,False,75,fresh,284,-0.02000021927788766,0.114,0.053833330682585355,0.7866666666666666,-0.001057722228997246,-0.018942497048890415
US30L,B_holdout,both,100pt / 100pt,all,False,75,none,742,-0.019997548173541796,1.0,0.026586808691699944,,-0.019997548173541796,0.0
US30L,B_holdout,both,100pt / 100pt,all,False,75,m200,547,-0.023026942425212995,0.463,0.03102016770671937,0.65,-0.019997548173541796,-0.003029394251671199
US30L,B_holdout,both,100pt / 100pt,all,False,75,or,580,-0.02938515351860506,0.52225,0.03012727885441485,0.8566666666666667,-0.019997548173541796,-0.009387605345063263
US30L,B_holdout,both,100pt / 100pt,all,False,75,fresh,135,-0.038019126768785896,0.114,0.06172908448558593,0.7833333333333333,-0.019997548173541796,-0.0180215785952441
US30L,A_research,both,100pt / 100pt,all,False,150,none,1694,-0.001057722228997246,1.0,0.022525078032550556,,-0.001057722228997246,0.0
US30L,A_research,both,100pt / 100pt,all,False,150,m200,1305,-0.006469007112037649,0.463,0.025393991244124704,0.5333333333333333,-0.001057722228997246,-0.005411284883040403
US30L,A_research,both,100pt / 100pt,all,False,150,or,1391,-0.014915756959435275,0.558,0.02472165438994539,0.8766666666666667,-0.001057722228997246,-0.01385803473043803
US30L,A_research,both,100pt / 100pt,all,False,150,fresh,416,-0.03766546184098665,0.1725,0.045159552835483716,0.98,-0.001057722228997246,-0.036607739611989404
US30L,B_holdout,both,100pt / 100pt,all,False,150,none,742,-0.019997548173541796,1.0,0.026586808691699944,,-0.019997548173541796,0.0
US30L,B_holdout,both,100pt / 100pt,all,False,150,m200,547,-0.023026942425212995,0.463,0.03102016770671937,0.65,-0.019997548173541796,-0.003029394251671199
US30L,B_holdout,both,100pt / 100pt,all,False,150,or,588,-0.03171225621103101,0.558,0.029907334797867797,0.91,-0.019997548173541796,-0.011714708037489217
US30L,B_holdout,both,100pt / 100pt,all,False,150,fresh,198,-0.024711673636680198,0.1725,0.0513036274393414,0.58,-0.019997548173541796,-0.004714125463138402
US30I,C_forward,long,1.5N / none,any,True,30,none,268,0.008671159935156044,1.0,0.06636723026296729,,0.008671159935156044,0.0
US30I,C_forward,long,1.5N / none,any,True,30,m200,165,0.005422350195861991,0.6004098360655737,0.07861581459268625,0.54,0.008671159935156044,-0.003248809739294053
US30I,C_forward,long,1.5N / none,any,True,30,or,168,0.0015880076729737705,0.625,0.077703623744806,0.6066666666666667,0.008671159935156044,-0.007083152262182274
US30I,C_forward,long,1.5N / none,any,True,75,none,268,0.008671159935156044,1.0,0.06636723026296729,,0.008671159935156044,0.0
US30I,C_forward,long,1.5N / none,any,True,75,m200,165,0.005422350195861991,0.6004098360655737,0.07861581459268625,0.54,0.008671159935156044,-0.003248809739294053
US30I,C_forward,long,1.5N / none,any,True,75,or,173,0.006730727123491387,0.6454918032786885,0.07818303718210436,0.52,0.008671159935156044,-0.001940432811664657
US30I,C_forward,long,1.5N / none,any,True,75,fresh,27,-0.009489820169173513,0.11270491803278689,0.19465675062847332,0.5366666666666666,0.008671159935156044,-0.01816098010432956
US30I,C_forward,long,1.5N / none,any,True,150,none,268,0.008671159935156044,1.0,0.06636723026296729,,0.008671159935156044,0.0
US30I,C_forward,long,1.5N / none,any,True,150,m200,165,0.005422350195861991,0.6004098360655737,0.07861581459268625,0.54,0.008671159935156044,-0.003248809739294053
US30I,C_forward,long,1.5N / none,any,True,150,or,182,-0.0005167498996032772,0.6680327868852459,0.07547367193753007,0.68,0.008671159935156044,-0.009187909834759322
US30I,C_forward,long,1.5N / none,any,True,150,fresh,47,-0.05088541842281014,0.17418032786885246,0.1282659792844823,0.85,0.008671159935156044,-0.05955657835796618
US30I,C_forward,long,1.5N / none,any,False,30,none,268,0.008671159935156044,1.0,0.06636723026296729,,0.008671159935156044,0.0
US30I,C_forward,long,1.5N / none,any,False,30,m200,165,0.005422350195861991,0.6004098360655737,0.07861581459268625,0.54,0.008671159935156044,-0.003248809739294053
US30I,C_forward,long,1.5N / none,any,False,30,or,169,0.0008684098981629332,0.6290983606557377,0.07726878268548878,0.6133333333333333,0.008671159935156044,-0.007802750036993111
US30I,C_forward,long,1.5N / none,any,False,75,none,268,0.008671159935156044,1.0,0.06636723026296729,,0.008671159935156044,0.0
US30I,C_forward,long,1.5N / none,any,False,75,m200,165,0.005422350195861991,0.6004098360655737,0.07861581459268625,0.54,0.008671159935156044,-0.003248809739294053
US30I,C_forward,long,1.5N / none,any,False,75,or,175,0.009208864703220338,0.6536885245901639,0.07783392772661304,0.4633333333333333,0.008671159935156044,0.0005377047680642944
US30I,C_forward,long,1.5N / none,any,False,75,fresh,30,0.01720352278813442,0.12295081967213115,0.18575078525836697,0.38333333333333336,0.008671159935156044,0.008532362852978377
US30I,C_forward,long,1.5N / none,any,False,150,none,268,0.008671159935156044,1.0,0.06636723026296729,,0.008671159935156044,0.0
US30I,C_forward,long,1.5N / none,any,False,150,m200,165,0.005422350195861991,0.6004098360655737,0.07861581459268625,0.54,0.008671159935156044,-0.003248809739294053
US30I,C_forward,long,1.5N / none,any,False,150,or,185,0.0012521926442968603,0.6782786885245902,0.07478900400930541,0.6466666666666666,0.008671159935156044,-0.007418967290859184
US30I,C_forward,long,1.5N / none,any,False,150,fresh,53,-0.029924868628570325,0.19262295081967212,0.12208064125579488,0.7633333333333333,0.008671159935156044,-0.03859602856372637
US30I,C_forward,long,1.5N / none,all,True,30,none,268,0.008671159935156044,1.0,0.06636723026296729,,0.008671159935156044,0.0
US30I,C_forward,long,1.5N / none,all,True,30,m200,133,-0.0009149088896208298,0.5163934426229508,0.080483154750594,0.61,0.008671159935156044,-0.009586068824776873
US30I,C_forward,long,1.5N / none,all,True,30,or,137,-0.005189629318824815,0.5430327868852459,0.07884403817198389,0.69,0.008671159935156044,-0.013860789253980859
US30I,C_forward,long,1.5N / none,all,True,75,none,268,0.008671159935156044,1.0,0.06636723026296729,,0.008671159935156044,0.0
US30I,C_forward,long,1.5N / none,all,True,75,m200,133,-0.0009149088896208298,0.5163934426229508,0.080483154750594,0.61,0.008671159935156044,-0.009586068824776873
US30I,C_forward,long,1.5N / none,all,True,75,or,142,0.0013144456804607023,0.5635245901639344,0.08007994241393573,0.5833333333333334,0.008671159935156044,-0.0073567142546953415
US30I,C_forward,long,1.5N / none,all,True,75,fresh,27,-0.009489820169173513,0.11270491803278689,0.19465675062847332,0.5366666666666666,0.008671159935156044,-0.01816098010432956
US30I,C_forward,long,1.5N / none,all,True,150,none,268,0.008671159935156044,1.0,0.06636723026296729,,0.008671159935156044,0.0
US30I,C_forward,long,1.5N / none,all,True,150,m200,133,-0.0009149088896208298,0.5163934426229508,0.080483154750594,0.61,0.008671159935156044,-0.009586068824776873
US30I,C_forward,long,1.5N / none,all,True,150,or,154,-0.01080832956986602,0.5922131147540983,0.07567455921908484,0.7866666666666666,0.008671159935156044,-0.01947948950502206
US30I,C_forward,long,1.5N / none,all,True,150,fresh,47,-0.05088541842281014,0.17418032786885246,0.1282659792844823,0.85,0.008671159935156044,-0.05955657835796618
US30I,C_forward,long,1.5N / none,all,False,30,none,268,0.008671159935156044,1.0,0.06636723026296729,,0.008671159935156044,0.0
US30I,C_forward,long,1.5N / none,all,False,30,m200,133,-0.0009149088896208298,0.5163934426229508,0.080483154750594,0.61,0.008671159935156044,-0.009586068824776873
US30I,C_forward,long,1.5N / none,all,False,30,or,138,-0.006021762557601865,0.5471311475409836,0.0783053407503286,0.7033333333333334,0.008671159935156044,-0.014692922492757908
US30I,C_forward,long,1.5N / none,all,False,75,none,268,0.008671159935156044,1.0,0.06636723026296729,,0.008671159935156044,0.0
US30I,C_forward,long,1.5N / none,all,False,75,m200,133,-0.0009149088896208298,0.5163934426229508,0.080483154750594,0.61,0.008671159935156044,-0.009586068824776873
US30I,C_forward,long,1.5N / none,all,False,75,or,144,0.004401297342534503,0.5717213114754098,0.07976499133052023,0.5266666666666666,0.008671159935156044,-0.004269862592621541
US30I,C_forward,long,1.5N / none,all,False,75,fresh,30,0.01720352278813442,0.12295081967213115,0.18575078525836697,0.38333333333333336,0.008671159935156044,0.008532362852978377
US30I,C_forward,long,1.5N / none,all,False,150,none,268,0.008671159935156044,1.0,0.06636723026296729,,0.008671159935156044,0.0
US30I,C_forward,long,1.5N / none,all,False,150,m200,133,-0.0009149088896208298,0.5163934426229508,0.080483154750594,0.61,0.008671159935156044,-0.009586068824776873
US30I,C_forward,long,1.5N / none,all,False,150,or,157,-0.008527252438450001,0.6024590163934426,0.07499171135996212,0.7866666666666666,0.008671159935156044,-0.017198412373606045
US30I,C_forward,long,1.5N / none,all,False,150,fresh,53,-0.029924868628570325,0.19262295081967212,0.12208064125579488,0.7633333333333333,0.008671159935156044,-0.03859602856372637
US30I,C_forward,long,100pt / 100pt,any,True,30,none,268,-0.0015447842797936713,1.0,0.03498606501727159,,-0.0015447842797936713,0.0
US30I,C_forward,long,100pt / 100pt,any,True,30,m200,165,-0.00886956115882752,0.6004098360655737,0.04432460323460013,0.7466666666666667,-0.0015447842797936713,-0.007324776879033849
US30I,C_forward,long,100pt / 100pt,any,True,30,or,168,-0.009988622063512007,0.625,0.04388734822057423,0.8166666666666667,-0.0015447842797936713,-0.008443837783718336
US30I,C_forward,long,100pt / 100pt,any,True,75,none,268,-0.0015447842797936713,1.0,0.03498606501727159,,-0.0015447842797936713,0.0
US30I,C_forward,long,100pt / 100pt,any,True,75,m200,165,-0.00886956115882752,0.6004098360655737,0.04432460323460013,0.7466666666666667,-0.0015447842797936713,-0.007324776879033849
US30I,C_forward,long,100pt / 100pt,any,True,75,or,173,-0.006056046069615829,0.6454918032786885,0.04332039098308018,0.6833333333333333,-0.0015447842797936713,-0.004511261789822158
US30I,C_forward,long,100pt / 100pt,any,True,75,fresh,27,-0.00151940511162942,0.11270491803278689,0.1063524274339665,0.4666666666666667,-0.0015447842797936713,2.5379168164251257e-05
US30I,C_forward,long,100pt / 100pt,any,True,150,none,268,-0.0015447842797936713,1.0,0.03498606501727159,,-0.0015447842797936713,0.0
US30I,C_forward,long,100pt / 100pt,any,True,150,m200,165,-0.00886956115882752,0.6004098360655737,0.04432460323460013,0.7466666666666667,-0.0015447842797936713,-0.007324776879033849
US30I,C_forward,long,100pt / 100pt,any,True,150,or,182,-0.007228363956026749,0.6680327868852459,0.04225297918861882,0.7266666666666667,-0.0015447842797936713,-0.005683579676233078
US30I,C_forward,long,100pt / 100pt,any,True,150,fresh,47,-0.020934059766873726,0.17418032786885246,0.0821363083854981,0.7266666666666667,-0.0015447842797936713,-0.019389275487080054
US30I,C_forward,long,100pt / 100pt,any,False,30,none,268,-0.0015447842797936713,1.0,0.03498606501727159,,-0.0015447842797936713,0.0
US30I,C_forward,long,100pt / 100pt,any,False,30,m200,165,-0.00886956115882752,0.6004098360655737,0.04432460323460013,0.7466666666666667,-0.0015447842797936713,-0.007324776879033849
US30I,C_forward,long,100pt / 100pt,any,False,30,or,169,-0.01118414287943539,0.6290983606557377,0.04375530538558362,0.8433333333333334,-0.0015447842797936713,-0.009639358599641719
US30I,C_forward,long,100pt / 100pt,any,False,75,none,268,-0.0015447842797936713,1.0,0.03498606501727159,,-0.0015447842797936713,0.0
US30I,C_forward,long,100pt / 100pt,any,False,75,m200,165,-0.00886956115882752,0.6004098360655737,0.04432460323460013,0.7466666666666667,-0.0015447842797936713,-0.007324776879033849
US30I,C_forward,long,100pt / 100pt,any,False,75,or,175,-0.006011570872567305,0.6536885245901639,0.04308833851085119,0.6766666666666666,-0.0015447842797936713,-0.0044667865927736335
US30I,C_forward,long,100pt / 100pt,any,False,75,fresh,30,0.004736606967668925,0.12295081967213115,0.10115972800952842,0.41333333333333333,-0.0015447842797936713,0.006281391247462596
US30I,C_forward,long,100pt / 100pt,any,False,150,none,268,-0.0015447842797936713,1.0,0.03498606501727159,,-0.0015447842797936713,0.0
US30I,C_forward,long,100pt / 100pt,any,False,150,m200,165,-0.00886956115882752,0.6004098360655737,0.04432460323460013,0.7466666666666667,-0.0015447842797936713,-0.007324776879033849
US30I,C_forward,long,100pt / 100pt,any,False,150,or,185,-0.008320154788386807,0.6782786885245902,0.04193306512331544,0.7466666666666667,-0.0015447842797936713,-0.006775370508593136
US30I,C_forward,long,100pt / 100pt,any,False,150,fresh,53,-0.020073953988835287,0.19262295081967212,0.07765775000650109,0.7466666666666667,-0.0015447842797936713,-0.018529169709041615
US30I,C_forward,long,100pt / 100pt,all,True,30,none,268,-0.0015447842797936713,1.0,0.03498606501727159,,-0.0015447842797936713,0.0
US30I,C_forward,long,100pt / 100pt,all,True,30,m200,133,-0.01103224185367872,0.5163934426229508,0.049162430735151245,0.7533333333333333,-0.0015447842797936713,-0.009487457573885048
US30I,C_forward,long,100pt / 100pt,all,True,30,or,137,-0.011994838854777654,0.5430327868852459,0.04821873566341393,0.8033333333333333,-0.0015447842797936713,-0.010450054574983983
US30I,C_forward,long,100pt / 100pt,all,True,75,none,268,-0.0015447842797936713,1.0,0.03498606501727159,,-0.0015447842797936713,0.0
US30I,C_forward,long,100pt / 100pt,all,True,75,m200,133,-0.01103224185367872,0.5163934426229508,0.049162430735151245,0.7533333333333333,-0.0015447842797936713,-0.009487457573885048
US30I,C_forward,long,100pt / 100pt,all,True,75,or,142,-0.007133101313225779,0.5635245901639344,0.04748160287163507,0.6566666666666666,-0.0015447842797936713,-0.0055883170334321075
US30I,C_forward,long,100pt / 100pt,all,True,75,fresh,27,-0.00151940511162942,0.11270491803278689,0.1063524274339665,0.4666666666666667,-0.0015447842797936713,2.5379168164251257e-05
US30I,C_forward,long,100pt / 100pt,all,True,150,none,268,-0.0015447842797936713,1.0,0.03498606501727159,,-0.0015447842797936713,0.0
US30I,C_forward,long,100pt / 100pt,all,True,150,m200,133,-0.01103224185367872,0.5163934426229508,0.049162430735151245,0.7533333333333333,-0.0015447842797936713,-0.009487457573885048
US30I,C_forward,long,100pt / 100pt,all,True,150,or,154,-0.00987571091099381,0.5922131147540983,0.0456957407436979,0.7733333333333333,-0.0015447842797936713,-0.008330926631200138
US30I,C_forward,long,100pt / 100pt,all,True,150,fresh,47,-0.020934059766873726,0.17418032786885246,0.0821363083854981,0.7266666666666667,-0.0015447842797936713,-0.019389275487080054
US30I,C_forward,long,100pt / 100pt,all,False,30,none,268,-0.0015447842797936713,1.0,0.03498606501727159,,-0.0015447842797936713,0.0
US30I,C_forward,long,100pt / 100pt,all,False,30,m200,133,-0.01103224185367872,0.5163934426229508,0.049162430735151245,0.7533333333333333,-0.0015447842797936713,-0.009487457573885048
US30I,C_forward,long,100pt / 100pt,all,False,30,or,138,-0.013444380891732624,0.5471311475409836,0.04804005489453267,0.82,-0.0015447842797936713,-0.011899596611938953
US30I,C_forward,long,100pt / 100pt,all,False,75,none,268,-0.0015447842797936713,1.0,0.03498606501727159,,-0.0015447842797936713,0.0
US30I,C_forward,long,100pt / 100pt,all,False,75,m200,133,-0.01103224185367872,0.5163934426229508,0.049162430735151245,0.7533333333333333,-0.0015447842797936713,-0.009487457573885048
US30I,C_forward,long,100pt / 100pt,all,False,75,or,144,-0.007064092493984724,0.5717213114754098,0.047177335163884726,0.6733333333333333,-0.0015447842797936713,-0.005519308214191053
US30I,C_forward,long,100pt / 100pt,all,False,75,fresh,30,0.004736606967668925,0.12295081967213115,0.10115972800952842,0.41333333333333333,-0.0015447842797936713,0.006281391247462596
US30I,C_forward,long,100pt / 100pt,all,False,150,none,268,-0.0015447842797936713,1.0,0.03498606501727159,,-0.0015447842797936713,0.0
US30I,C_forward,long,100pt / 100pt,all,False,150,m200,133,-0.01103224185367872,0.5163934426229508,0.049162430735151245,0.7533333333333333,-0.0015447842797936713,-0.009487457573885048
US30I,C_forward,long,100pt / 100pt,all,False,150,or,157,-0.011111629784380501,0.6024590163934426,0.04528880325694503,0.8033333333333333,-0.0015447842797936713,-0.00956684550458683
US30I,C_forward,long,100pt / 100pt,all,False,150,fresh,53,-0.020073953988835287,0.19262295081967212,0.07765775000650109,0.7466666666666667,-0.0015447842797936713,-0.018529169709041615
US30I,C_forward,both,1.5N / none,any,True,30,none,315,0.007985753570930627,1.0,0.06193043591868746,,0.007985753570930627,0.0
US30I,C_forward,both,1.5N / none,any,True,30,m200,271,-0.01136448194606792,0.5460251046025104,0.0643038738264028,0.7833333333333333,0.007985753570930627,-0.01935023551699855
US30I,C_forward,both,1.5N / none,any,True,30,or,279,-0.014081916839580932,0.5794979079497908,0.06284150185240726,0.86,0.007985753570930627,-0.02206767041051156
US30I,C_forward,both,1.5N / none,any,True,30,fresh,39,-0.014873458897809146,0.07740585774058577,0.14015422560315033,0.6,0.007985753570930627,-0.022859212468739773
US30I,C_forward,both,1.5N / none,any,True,75,none,315,0.007985753570930627,1.0,0.06193043591868746,,0.007985753570930627,0.0
US30I,C_forward,both,1.5N / none,any,True,75,m200,271,-0.01136448194606792,0.5460251046025104,0.0643038738264028,0.7833333333333333,0.007985753570930627,-0.01935023551699855
US30I,C_forward,both,1.5N / none,any,True,75,or,279,-0.010264734410112565,0.600418410041841,0.0636862163428682,0.8166666666666667,0.007985753570930627,-0.018250487981043194
US30I,C_forward,both,1.5N / none,any,True,75,fresh,57,-0.014471192961287505,0.11820083682008369,0.1312452701209722,0.63,0.007985753570930627,-0.022456946532218133
US30I,C_forward,both,1.5N / none,any,True,150,none,315,0.007985753570930627,1.0,0.06193043591868746,,0.007985753570930627,0.0
US30I,C_forward,both,1.5N / none,any,True,150,m200,271,-0.01136448194606792,0.5460251046025104,0.0643038738264028,0.7833333333333333,0.007985753570930627,-0.01935023551699855
US30I,C_forward,both,1.5N / none,any,True,150,or,284,-0.009130694308848816,0.6234309623430963,0.06303180559103183,0.81,0.007985753570930627,-0.017116447879779444
US30I,C_forward,both,1.5N / none,any,True,150,fresh,93,-0.00641518140422248,0.1799163179916318,0.1030074743137014,0.5966666666666667,0.007985753570930627,-0.014400934975153108
US30I,C_forward,both,1.5N / none,any,False,30,none,315,0.007985753570930627,1.0,0.06193043591868746,,0.007985753570930627,0.0
US30I,C_forward,both,1.5N / none,any,False,30,m200,271,-0.01136448194606792,0.5460251046025104,0.0643038738264028,0.7833333333333333,0.007985753570930627,-0.01935023551699855
US30I,C_forward,both,1.5N / none,any,False,30,or,279,-0.014081916839580932,0.5836820083682008,0.06284150185240726,0.86,0.007985753570930627,-0.02206767041051156
US30I,C_forward,both,1.5N / none,any,False,30,fresh,39,0.000374744325017511,0.08368200836820083,0.1409411134797946,0.49666666666666665,0.007985753570930627,-0.0076110092459131164
US30I,C_forward,both,1.5N / none,any,False,75,none,315,0.007985753570930627,1.0,0.06193043591868746,,0.007985753570930627,0.0
US30I,C_forward,both,1.5N / none,any,False,75,m200,271,-0.01136448194606792,0.5460251046025104,0.0643038738264028,0.7833333333333333,0.007985753570930627,-0.01935023551699855
US30I,C_forward,both,1.5N / none,any,False,75,or,279,-0.007568088194469267,0.6077405857740585,0.06392480873200376,0.7666666666666667,0.007985753570930627,-0.015553841765399895
US30I,C_forward,both,1.5N / none,any,False,75,fresh,57,0.009161161773005825,0.12761506276150628,0.1342804167984312,0.42333333333333334,0.007985753570930627,0.001175408202075198
US30I,C_forward,both,1.5N / none,any,False,150,none,315,0.007985753570930627,1.0,0.06193043591868746,,0.007985753570930627,0.0
US30I,C_forward,both,1.5N / none,any,False,150,m200,271,-0.01136448194606792,0.5460251046025104,0.0643038738264028,0.7833333333333333,0.007985753570930627,-0.01935023551699855
US30I,C_forward,both,1.5N / none,any,False,150,or,284,-0.009005124381820332,0.6370292887029289,0.06299181920274398,0.81,0.007985753570930627,-0.01699087795275096
US30I,C_forward,both,1.5N / none,any,False,150,fresh,93,0.007225215460689655,0.1997907949790795,0.10315528672763634,0.4666666666666667,0.007985753570930627,-0.0007605381102409724
US30I,C_forward,both,1.5N / none,all,True,30,none,315,0.007985753570930627,1.0,0.06193043591868746,,0.007985753570930627,0.0
US30I,C_forward,both,1.5N / none,all,True,30,m200,233,-0.02466847295287185,0.46129707112970714,0.06552551644873927,0.9166666666666666,0.007985753570930627,-0.03265422652380248
US30I,C_forward,both,1.5N / none,all,True,30,or,245,-0.027093820871940327,0.5,0.0630306385922773,0.9333333333333333,0.007985753570930627,-0.03507957444287095
US30I,C_forward,both,1.5N / none,all,True,30,fresh,39,-0.014873458897809146,0.07740585774058577,0.14015422560315033,0.6,0.007985753570930627,-0.022859212468739773
US30I,C_forward,both,1.5N / none,all,True,75,none,315,0.007985753570930627,1.0,0.06193043591868746,,0.007985753570930627,0.0
US30I,C_forward,both,1.5N / none,all,True,75,m200,233,-0.02466847295287185,0.46129707112970714,0.06552551644873927,0.9166666666666666,0.007985753570930627,-0.03265422652380248
US30I,C_forward,both,1.5N / none,all,True,75,or,247,-0.025305765421197553,0.5230125523012552,0.06383510099932964,0.9233333333333333,0.007985753570930627,-0.03329151899212818
US30I,C_forward,both,1.5N / none,all,True,75,fresh,57,-0.014471192961287505,0.11820083682008369,0.1312452701209722,0.63,0.007985753570930627,-0.022456946532218133
US30I,C_forward,both,1.5N / none,all,True,150,none,315,0.007985753570930627,1.0,0.06193043591868746,,0.007985753570930627,0.0
US30I,C_forward,both,1.5N / none,all,True,150,m200,233,-0.02466847295287185,0.46129707112970714,0.06552551644873927,0.9166666666666666,0.007985753570930627,-0.03265422652380248
US30I,C_forward,both,1.5N / none,all,True,150,or,258,-0.019155418059951457,0.553347280334728,0.06305616574787833,0.8833333333333333,0.007985753570930627,-0.027141171630882085
US30I,C_forward,both,1.5N / none,all,True,150,fresh,93,-0.00641518140422248,0.1799163179916318,0.1030074743137014,0.5966666666666667,0.007985753570930627,-0.014400934975153108
US30I,C_forward,both,1.5N / none,all,False,30,none,315,0.007985753570930627,1.0,0.06193043591868746,,0.007985753570930627,0.0
US30I,C_forward,both,1.5N / none,all,False,30,m200,233,-0.02466847295287185,0.46129707112970714,0.06552551644873927,0.9166666666666666,0.007985753570930627,-0.03265422652380248
US30I,C_forward,both,1.5N / none,all,False,30,or,245,-0.027093820871940327,0.50418410041841,0.0630306385922773,0.9333333333333333,0.007985753570930627,-0.03507957444287095
US30I,C_forward,both,1.5N / none,all,False,30,fresh,39,0.000374744325017511,0.08368200836820083,0.1409411134797946,0.49666666666666665,0.007985753570930627,-0.0076110092459131164
US30I,C_forward,both,1.5N / none,all,False,75,none,315,0.007985753570930627,1.0,0.06193043591868746,,0.007985753570930627,0.0
US30I,C_forward,both,1.5N / none,all,False,75,m200,233,-0.02466847295287185,0.46129707112970714,0.06552551644873927,0.9166666666666666,0.007985753570930627,-0.03265422652380248
US30I,C_forward,both,1.5N / none,all,False,75,or,247,-0.022259756133082242,0.5303347280334728,0.06416132675426507,0.9066666666666666,0.007985753570930627,-0.03024550970401287
US30I,C_forward,both,1.5N / none,all,False,75,fresh,57,0.009161161773005825,0.12761506276150628,0.1342804167984312,0.42333333333333334,0.007985753570930627,0.001175408202075198
US30I,C_forward,both,1.5N / none,all,False,150,none,315,0.007985753570930627,1.0,0.06193043591868746,,0.007985753570930627,0.0
US30I,C_forward,both,1.5N / none,all,False,150,m200,233,-0.02466847295287185,0.46129707112970714,0.06552551644873927,0.9166666666666666,0.007985753570930627,-0.03265422652380248
US30I,C_forward,both,1.5N / none,all,False,150,or,258,-0.019017193799191423,0.5669456066945606,0.06300838362987433,0.8866666666666667,0.007985753570930627,-0.02700294737012205
US30I,C_forward,both,1.5N / none,all,False,150,fresh,93,0.007225215460689655,0.1997907949790795,0.10315528672763634,0.4666666666666667,0.007985753570930627,-0.0007605381102409724
US30I,C_forward,both,100pt / 100pt,any,True,30,none,328,-0.009814791627457724,1.0,0.03156146640956123,,-0.009814791627457724,0.0
US30I,C_forward,both,100pt / 100pt,any,True,30,m200,273,-0.032448485992659766,0.5460251046025104,0.03418635394756832,0.9766666666666667,-0.009814791627457724,-0.02263369436520204
US30I,C_forward,both,100pt / 100pt,any,True,30,or,281,-0.031480439658532054,0.5794979079497908,0.0337696110284407,0.98,-0.009814791627457724,-0.02166564803107433
US30I,C_forward,both,100pt / 100pt,any,True,30,fresh,39,0.008042882388625524,0.07740585774058577,0.0907163116868797,0.27,-0.009814791627457724,0.01785767401608325
US30I,C_forward,both,100pt / 100pt,any,True,75,none,328,-0.009814791627457724,1.0,0.03156146640956123,,-0.009814791627457724,0.0
US30I,C_forward,both,100pt / 100pt,any,True,75,m200,273,-0.032448485992659766,0.5460251046025104,0.03418635394756832,0.9766666666666667,-0.009814791627457724,-0.02263369436520204
US30I,C_forward,both,100pt / 100pt,any,True,75,or,282,-0.02746499869126847,0.600418410041841,0.03379087279533295,0.9666666666666667,-0.009814791627457724,-0.017650207063810746
