p_range_end,p_side,p_buf_atr,p_atr_n,p_stop_mode,p_stop_atr,p_stop_pts,p_tgt_mode,p_tgt_r,p_tgt_pts,p_flat_m,p_be_pts,p_be_off,p_ma_mode,p_cross_min,p_m200_form,p_x_mode,p_conf,p_conf_tol,r_sharpe,r_sortino,r_pf,r_tot,r_n,r_tpy,r_retdd,ok,h_sharpe,h_sortino,h_pf,h_tot,h_n,h_retdd
555,both,0.0,7,points,0.6786469415080756,130.96501331963856,points,3.010859830911403,206.44291094450986,960,150.0,10.0,state,15,state,cross,behind,0.5,-0.13743257307440754,-0.21614060837663468,0.9758890200299947,-6.254414616838748,1438,232.91773835920176,-0.3145186980932783,True,-1.1499160068358638,-1.720844583328419,0.8253701318702495,-17.625811825039158,599,-0.905562101166941
555,long,0.5,7,points,0.603269446898023,103.27252852746079,r,0.5287359820584319,281.46265783069566,960,50.0,5.0,200all,15,state,state,off,1.0,-0.4024979942373478,-0.4985071800000178,0.9054007140234741,-6.398055811610516,697,112.89545454545454,-0.6099313739954935,True,-1.0541266955064055,-1.2588513855093406,0.779730784612044,-5.505270008064229,288,-0.8042882054596546
555,both,0.0,14,atr,2.381359307495334,147.2670346009454,none,1.3959308006664841,214.2600248653923,960,150.0,10.0,cross,150,state,cross,off,0.5,-0.35366503058848636,-0.6132266680734284,0.8644668629954299,-11.006247851910672,413,66.8950110864745,-0.701756158174105,False,-0.6448373815138232,-0.9582692261075576,0.801135998857374,-7.2839870957249495,191,-0.6731444090329988
555,long,0.0,14,points,0.7454763815086948,252.24215885579974,none,2.1847208690211146,395.0462209711341,960,150.0,25.0,state,300,state,cross,off,0.5,0.3562202979478159,0.5704156895931454,1.1017003323151582,14.611610930998541,791,128.1209534368071,1.3143881149752639,True,0.024969349574356276,0.038473669904403526,1.006221532326725,0.3556980916691641,329,0.04090752166892459
555,long,0.0,14,points,0.868811543075906,51.46763327472064,points,1.527947377204323,323.37194116520556,960,150.0,10.0,state,300,state,cross,through,0.25,0.40155618525603726,0.8823902908623535,1.1116531940993886,10.589381618736413,808,130.87450110864745,0.9873374131442058,True,-0.1298534594426765,-0.3041082140482166,0.9657599890712899,-1.1904421639027345,335,-0.2200048204545331
555,short,0.0,14,range,1.3527363840420763,69.63260050913618,points,1.2945019510157414,372.8271445696014,960,150.0,10.0,state,300,state,off,behind,1.0,-0.3735404140642744,-0.675570620769634,0.872050986810858,-10.885290916732782,554,89.73325942350333,-0.7672478627935944,False,-1.0316004846247473,-1.5228768234018213,0.6962764837765644,-10.247994154004099,243,-0.9056343034774408
555,long,0.0,14,atr,2.323225131421718,50.982503570191355,points,1.7716137498977877,359.4885657704224,960,100.0,10.0,state,75,cross,cross,through,0.25,0.4603521392229835,0.829248534218238,1.1342947971497475,15.615499843461542,808,130.87450110864745,1.1176200565260315,True,-0.40695281804897443,-0.6800541112236493,0.9014991823275285,-4.843585927800128,335,-0.5432258382038969
555,long,0.0,14,points,1.187860144779598,90.6691288761357,points,2.2412054068259177,357.0024768197555,960,150.0,10.0,state,75,state,cross,through,0.25,0.3344917586533506,0.618767808203066,1.0886612473501691,10.679159570407602,808,130.87450110864745,1.2282739916837013,True,-0.49744255803869303,-0.9216501891831206,0.8865598986229127,-5.573705543731866,335,-0.5792459433323823
555,long,0.0,30,points,0.6324276834724785,46.224948757670546,points,1.2052565690650723,321.23545689137376,960,25.0,10.0,state,15,state,off,off,0.5,0.517156518405794,1.210551149533072,1.1852630967024553,10.83965342140232,791,128.1209534368071,1.3466465037581778,True,-0.3408599472343462,-0.7783342283303176,0.894597926995909,-2.219322829224721,329,-0.3431789552441185
555,long,0.0,30,points,0.5414703948438784,114.46781769851054,none,2.0382767470623784,252.95956900037532,960,75.0,10.0,state,15,state,off,off,0.5,0.29057997661754026,0.5081950524216117,1.0842613350213397,9.53437510335213,791,128.1209534368071,0.7287732435880149,True,-0.5909369374805127,-1.0267667104973481,0.8546437346271377,-6.79920158349523,329,-0.6019122963332686
555,long,0.0,21,atr,1.8489974360701322,74.27254293842083,r,1.4870464709163191,367.71828810968503,960,0.0,10.0,state,75,cross,off,through,0.25,0.37053328503843724,0.6267266882959631,1.0991607787812634,10.901173959610341,808,130.87450110864745,0.9585637777049687,True,-1.3681183152251024,-1.7785033258331364,0.7343713485867783,-13.220947524329848,335,-0.8625970663235015
555,long,0.5,14,atr,3.540525694275999,47.480334009217934,points,1.0949683228264149,321.9447125245398,960,100.0,0.0,state,75,cross,cross,through,0.25,0.590457320154748,0.9459949495423329,1.1790369649071153,21.710756762658825,758,122.77583148558759,1.5720968317267314,True,-0.310832925832986,-0.46722904052434694,0.9222332451505404,-4.038025933831833,322,-0.3700470638448357
555,long,0.5,50,atr,4.039934621163804,61.32334037124122,r,3.577200457229064,248.37017634503275,960,100.0,0.0,state,75,cross,cross,through,0.25,0.1767369002345399,0.2801053115682094,1.0511578455903294,6.457960700790782,772,125.04345898004435,0.5407525444897958,True,-0.6495695391218123,-0.9481966134784419,0.8349876922866959,-8.524428738814688,319,-0.6253588006967775
555,long,0.0,30,atr,2.2477428157002666,108.13055141882546,points,1.9034656193669859,394.2543882364452,960,100.0,10.0,cross,75,cross,cross,through,1.0,-0.2568538784865975,-0.37516428391879386,0.8680891127189441,-4.915551731117574,254,41.141241685144124,-0.40994535842937946,False,-0.4364743326779516,-0.6251074775414361,0.8059730213172736,-3.5557184238675106,113,-0.5432763912962735
555,short,0.0,14,atr,2.4554572109085098,43.293950018885695,points,0.872954213876554,323.1530065601309,960,50.0,25.0,off,75,cross,cross,through,0.25,0.07443347254552937,0.13304679704647868,1.1242959195649442,0.42526563236905646,25,4.049334811529933,0.1794778096370194,False,-1.2467348535619223,-1.303168820474647,0.2398712113360161,-2.0272471892117525,22,-0.9634855902013034
555,long,0.5,14,points,3.5589485228254074,57.415786696644254,points,1.7558212076289177,315.16527506781,960,50.0,0.0,state,15,cross,off,through,0.25,0.5680077957802553,1.237194476749285,1.1850306867516442,13.757176953302626,758,122.77583148558759,1.4261489342097813,True,0.25423125451954487,0.6059318746832555,1.0805487313140696,2.125264308557446,322,0.3928563230734007
555,long,0.5,14,points,5.714178598340917,93.45332732483146,none,3.6422019837805037,225.96026623784934,960,50.0,0.0,state,75,cross,off,through,0.25,0.40959984717108344,0.7827289753742772,1.1355187972225063,11.802533196615077,758,122.77583148558759,1.0095532393543145,True,-0.5006879427820405,-0.9240731146156759,0.8645229593546289,-4.647528393573582,322,-0.5666356793878433
570,long,0.5,10,range,2.704140050321583,66.52265321251804,points,1.7096114281617447,397.4712843106756,960,150.0,0.0,state,75,cross,cross,through,0.25,0.3141612412118624,0.549986529164724,1.097027534224855,9.61013071681171,716,115.97294900221729,0.7849052639407126,True,0.10226115936404087,0.17718213461516258,1.0276990231776817,1.183706707886988,301,0.12991022462915308
555,long,0.5,14,points,4.723214443349089,53.281058123362,points,1.2759179448545108,336.19222365208174,960,25.0,25.0,200any,15,cross,off,off,0.25,-0.02439737087041718,-0.0512527916729006,0.9649612544801711,-0.11285211704073969,37,5.993015521064302,-0.08667382368351206,False,-1.1871221062012247,-1.2377025565570068,0.2202997162152005,-0.8879920268829367,15,-0.929781625489669
555,long,0.3,7,points,1.878145109919052,30.28696975328873,points,0.6558712903778366,388.3658316292836,960,25.0,10.0,state,15,state,off,off,0.5,0.46585031611705213,1.3130702759759738,1.1841592408786457,8.725868955108783,760,123.09977827050997,2.1492323360212646,True,0.026745792794688184,0.07437798336829472,1.0096108346476547,0.1506343076093618,317,0.04339006666660396
555,long,0.3,50,points,2.205704724075271,65.21007843714037,points,4.59304398468937,388.30002990628924,960,25.0,10.0,state,15,state,off,off,0.5,0.10461999896217831,0.2078688943480132,1.035130220146207,2.254266908331768,776,125.69135254988913,0.28851140411515014,True,-0.6597897984059161,-1.2740042399773548,0.8092953915630949,-4.460161361447927,318,-0.6666912731930781
555,long,0.3,7,range,2.484545576683365,48.19611027268998,points,0.6561153565924885,371.3076758387086,960,25.0,10.0,state,75,state,cross,off,0.5,0.18734292928519772,0.3579777842094137,1.0755528602333455,3.781194768542005,670,108.52217294900221,0.7979719941706915,True,-0.7179215817084933,-1.1912578445905215,0.7655744306542931,-4.745818610991307,278,-0.7655804116534999
570,short,0.3,7,points,0.9131132840957533,36.23869993315756,points,0.77698272928482,312.54873446791913,960,25.0,10.0,off,15,state,off,behind,0.5,-0.342880801188155,-0.7597379085452551,0.6903640492905286,-2.1198471932445333,92,14.901552106430154,-0.8527292833955846,False,-0.9649756907257274,-1.6626067593930756,0.40345836764164533,-1.4707317697821738,41,-0.9848891567050103
570,long,0.5,14,points,1.5296961268158604,29.097053432146627,points,3.203486200434097,284.7809855620296,960,50.0,0.0,cross,30,cross,off,through,0.25,0.14937938297424314,0.42034773274426124,1.1369150512259971,1.2168636331622895,117,18.950886917960087,0.3920588909741166,False,1.0234827007895104,4.5820490856316916,2.2091551315433935,4.213006181928732,77,3.9973394522950603
555,long,0.1,10,points,1.8865214597309572,60.69019138864287,points,1.3848989068955944,376.74409345892866,960,50.0,0.0,state,15,state,off,behind,0.5,0.21249802417693042,0.4416713768736025,1.0629494554307641,5.475475912095774,828,134.1139689578714,0.4155019014506925,True,-0.4690739411761311,-0.9788846388521608,0.873187572330187,-3.7569056438284383,343,-0.6655374078302757
555,short,0.2,14,range,3.9079371778508856,45.5271035636884,points,0.5758182646108478,356.6360755715167,960,50.0,0.0,state,15,cross,off,through,0.25,-0.6248803135920097,-1.132583492856563,0.7658121847465441,-14.329142042287646,530,85.84589800443459,-0.83231965028068,False,-0.8755288704193355,-1.365502217197727,0.6818689576317121,-6.5859619231440565,226,-0.8141128014420189
555,short,0.0,30,points,1.6384896531587174,39.83030874889757,points,2.8242524173505483,324.89861756633934,960,25.0,25.0,state,15,cross,off,off,0.5,-0.21825710954519528,-0.4681975758899065,0.925055119961619,-4.09130977762847,644,104.31086474501109,-0.4299174661622122,True,0.0756477710598113,0.18360255431532488,1.027882094689709,0.41212462807119454,260,0.15881805662838713
555,short,0.5,14,atr,4.57445534304979,25.00206555748149,points,2.4169407016776647,348.85346318943044,960,100.0,0.0,200all,75,cross,cross,through,0.25,-0.23742191978718505,-0.33663248457327377,0.7271012442590332,-1.8028920803832258,34,5.507095343680709,-0.8084852960098875,False,-0.4182800658327508,-0.5841387956593093,0.6728022405476611,-1.6797769430305227,25,-0.5639351078340447
555,long,0.0,30,atr,1.2722352261570546,114.02019600685033,points,1.5846707151988704,333.4578788193541,960,25.0,10.0,state,15,state,off,off,0.25,0.3807321084241207,0.8699815632360839,1.1418594425947741,8.220935273138345,791,128.1209534368071,0.8295894387317742,True,-0.14836982048647923,-0.28788152844156234,0.9505035001939025,-1.1404870550663533,329,-0.17852653132476892
555,long,0.5,14,atr,3.6401462327699963,51.12143591791711,none,0.5510289426640795,360.3934495400107,960,150.0,0.0,state,75,cross,cross,off,0.5,0.5742115028497554,0.9576375478686809,1.1791611080807651,23.50079635803255,745,120.67017738359202,2.0376126120959355,True,-0.5202682725645591,-0.7354705149252543,0.8730898350174714,-7.42779594617212,315,-0.5649084081751361
555,long,0.5,14,atr,3.6441120588584086,36.56613024022502,none,2.24213577288953,262.2044833327211,960,150.0,0.0,state,75,cross,cross,off,0.5,0.5785721159838667,0.965351796490765,1.1807095613784864,23.672822270659935,745,120.67017738359202,2.0946279481295074,True,-0.5228095214547687,-0.7388246480590244,0.8725141621934749,-7.466411902874217,315,-0.5671967249228219
555,long,0.5,7,atr,3.433896698545819,93.60542560424344,none,1.9730200437127752,398.6715757309171,960,150.0,0.0,state,75,state,cross,off,0.5,0.47187627949134736,0.7585226534920739,1.1456105147538436,19.409750695253166,736,119.21241685144123,1.939229235844851,True,-0.4074655900814135,-0.5676198878719895,0.8973877233231202,-5.951717011348766,311,-0.43795856164800095
555,long,0.5,14,points,3.2657799295280223,34.64522802099555,none,0.6040380764322264,241.4395287765755,960,75.0,0.0,200all,75,cross,cross,off,0.25,0.1339059098643499,0.32669763088671294,1.4040156132953572,0.22849730093864595,7,1.1338137472283814,0.6635817465799516,False,-9.0,-9.0,0.0,0.0,0,-9.0
555,short,0.5,14,atr,4.511653061831135,52.06192014414929,none,0.5494631361159463,310.4126087920986,960,150.0,3.0,state,75,cross,off,off,0.5,0.1363875200446821,0.22611610332044477,1.048638960494736,6.539338335210418,597,96.69811529933482,0.4709653769572493,False,-1.0724174164967422,-1.34611588452062,0.6920606112408806,-16.35002117464448,246,-0.921638461117919
555,long,0.5,14,points,3.3705326717244564,33.93963749651624,points,0.7621505514097877,260.3513707676844,960,150.0,0.0,state,15,cross,cross,confluence,0.5,0.41799201600604813,0.9999820095751459,1.1229731100915523,9.650581937996357,819,132.65620842572062,1.1581934997226047,True,0.28988680571791914,0.8136400344387574,1.0863608782346756,2.2777763317727873,349,0.4652262072027289
555,long,0.5,14,atr,3.7249148484601275,101.68990138955697,none,0.651742914506938,346.0381382348364,960,0.0,5.0,state,300,cross,cross,off,0.5,0.553848441928509,0.9080383374682613,1.1716989454900886,24.97109569364653,745,120.67017738359202,2.232876493061604,True,-0.51551171314418,-0.7260420660553824,0.881345690415598,-7.674819390847109,315,-0.4676962640614371
555,long,0.5,14,atr,3.360589610887601,79.0656793671567,none,2.17033085694961,365.3872264167577,960,0.0,5.0,off,300,cross,cross,off,0.25,0.17510414340816047,0.26692872500040526,1.0405848415963828,11.382917760427514,1282,207.649889135255,0.43070430367713114,True,0.09689058422736953,0.18084343247964527,1.021287266343,2.350563960728402,560,0.28460104848772017
555,short,0.3,14,atr,3.820749315469442,141.88110779205567,none,1.1085918139870627,302.70435709592687,960,0.0,5.0,state,300,cross,cross,off,0.5,-0.14823568847142685,-0.2645791302853618,0.9486012927306454,-8.1660910995743,613,99.28968957871396,-0.3792761434190213,False,-1.2585494707608627,-1.6886165313573047,0.6773305886084604,-19.68577569264854,250,-0.9388474995851728
555,long,0.5,7,points,4.395456480511269,45.13031154571086,points,0.9345841976783602,398.9233173476912,960,0.0,0.0,state,15,cross,state,through,0.25,0.31280644844947575,0.6964786671756554,1.0910075455958481,7.781535953243487,752,121.80399113082039,0.8282352310748627,True,0.18298996998988393,0.46003773926614305,1.0519443223840845,1.5745196548455116,321,0.3335582112751863
555,long,0.2,50,range,3.0915652446205004,102.38475492098351,none,1.5821046435839263,352.94951651142304,960,0.0,5.0,state,300,cross,cross,behind,0.5,0.15411721791999716,0.27174056706076677,1.0520090102332245,4.894796249138072,680,110.14190687361419,0.3281274682870546,True,-0.5615842050204234,-0.7969349046382169,0.8449225340080487,-6.764299099954448,283,-0.6137489486142991
555,long,0.5,30,atr,4.619482830975915,127.56831836030419,none,2.366380204546097,153.477077598447,960,75.0,5.0,state,75,cross,cross,off,0.5,0.2441146033635032,0.3798297125556259,1.0769892582567933,8.229293813274523,752,121.80399113082039,0.8632462146733383,True,-0.6531990738835198,-0.9237700222691035,0.8236238733376632,-8.762224627650502,316,-0.5752242958201088
570,long,0.5,14,atr,3.37737226512783,51.26806445809805,none,2.9010233545212207,237.85156152294084,960,150.0,0.0,state,15,cross,cross,off,0.25,0.30024598421712795,0.4757307500775157,1.0895226432594043,11.66930880515427,729,118.07860310421286,1.0761536769940057,True,-0.5461244823929111,-0.773643742828012,0.8666863445316182,-7.572584139737305,307,-0.5657294418738259
555,long,0.5,14,atr,4.691855734694009,26.776705671766674,r,1.3173433215434898,350.59326175469556,960,75.0,0.0,state,300,cross,cross,off,0.5,0.15962259216564173,0.2327218555709612,1.04913056876815,5.418247392179575,745,120.67017738359202,0.49601053365720393,True,-0.6474476086331812,-0.8737837460463531,0.8270927725301708,-8.6552480842898,315,-0.5954160385713824
555,long,0.5,14,atr,2.296611974867675,93.56285398487123,points,2.568824696964825,383.29721707887177,960,100.0,0.0,state,150,cross,off,confluence,0.25,0.5222208015451971,0.9589305391800413,1.1566745650370553,17.51662344951872,774,125.36740576496673,1.4396973864406146,True,-0.548464429676055,-0.8992924518746531,0.8702315744165514,-6.577114442429865,331,-0.7714043175142219
570,long,0.5,14,atr,1.5783112254094855,59.1287695002347,points,4.441999543431276,363.73113807825683,960,100.0,0.0,state,150,cross,off,confluence,0.25,0.12102458274560239,0.22586729158148514,1.0353574592251686,3.444357661935671,762,123.42372505543237,0.2638107467524722,True,-0.5270768403543759,-0.8471004771763979,0.8622702605697198,-5.7722996273649985,319,-0.5547750188821203
555,long,0.5,14,range,1.2783327390684256,174.31340635967177,points,1.6086218863919708,335.72463731058895,960,100.0,10.0,200any,150,cross,off,confluence,0.25,-0.09648854081190507,-0.1764881080666956,0.9351753671119866,-1.2656777761771596,147,23.810088691796008,-0.3315980857667803,False,0.10999701935949967,0.2001210203419547,1.066772119989746,0.6028970726082377,66,0.19071873163315953
555,long,0.5,14,range,3.725586489873545,90.06319156929115,none,1.4349622771138268,338.98274428627985,960,150.0,10.0,200any,75,cross,cross,through,0.5,-0.1464892834394552,-0.2461371747964046,0.9067834127829912,-1.9172709641013137,132,21.380487804878047,-0.310707536092005,False,-0.5486781920845212,-0.9068850197972935,0.7107961057892218,-2.894088713683361,56,-0.5965014764331193
555,long,0.5,30,points,0.8917481832607687,79.47410969586097,points,0.764505169015391,276.5899150946859,960,25.0,10.0,200all,15,state,cross,through,0.5,0.07508725274177548,0.1350757122290079,1.0245917733425718,1.5132488207363632,767,124.23359201773836,0.13390534414451194,True,0.3394470466158138,0.6992056654829384,1.1152425339484267,2.5685859412606686,320,0.544393500643711
555,both,0.5,50,atr,3.753355336867403,39.1305889386668,none,0.9255437835719964,327.9761852160362,960,0.0,25.0,state,15,cross,cross,off,0.5,0.1010646224511006,0.17903740889879946,1.0232519672419562,6.918273476106586,1346,218.0161862527716,0.32318696514168793,True,-1.1322927104910134,-1.697424399661685,0.8053756732424229,-22.092534277165637,553,-0.8795078552870746
555,long,0.5,14,points,2.217662370716364,53.04303358092949,points,3.5637647890085145,286.3917979520819,960,0.0,3.0,state,15,state,off,through,0.25,0.3187188574815752,0.6592873743307204,1.0865123210820968,8.33906391760979,758,122.77583148558759,0.6271323954067888,True,0.3342628740654465,0.7989914568019665,1.0911394250943864,3.14659081561708,322,0.6566947513821775
555,both,0.5,14,atr,4.152435858485535,93.00075792205193,none,4.733687630859701,209.82236701352105,960,25.0,0.0,state,75,cross,cross,off,1.0,-0.35311988602663114,-0.5760210037345055,0.9010067764313336,-14.174211919698802,1327,214.93869179600887,-0.48519509762776425,True,-0.7283268378093767,-1.104177548185951,0.8137124606717436,-9.275091582945496,553,-0.806956026470846
555,both,0.5,21,points,4.051136442090878,70.61959705406477,points,1.2802487888049736,321.27323303185455,960,50.0,0.0,off,15,cross,off,behind,0.25,0.22124675451512366,0.5102150904884919,1.2748353947093276,1.8981936460156268,66,10.690243902439024,0.8376852678439672,False,-0.7861457707301205,-1.1320195737352046,0.4565719904637307,-1.4315569616167907,32,-0.5490060424613075
570,long,0.0,30,points,1.8016243782530201,57.08981852898167,points,0.8495226287591273,324.0253854309243,960,25.0,0.0,state,150,state,off,off,0.5,0.37183502293103665,0.8384394794388685,1.1301043486029998,8.5990669427902,774,125.36740576496673,0.8348273091750017,True,-0.43653239379627573,-0.9697126793629939,0.8661738273416671,-3.1884233476283192,326,-0.5305661925667289
555,long,0.5,14,atr,1.194261675434388,140.8253875289479,r,2.256414754378485,390.848951296787,960,100.0,0.0,state,15,cross,off,confluence,1.0,0.1430118564706851,0.2763248723405889,1.0375964065529304,3.6394767778953465,888,143.83237250554325,0.3494078528430454,True,-0.8649971624722435,-1.2740337374061843,0.8251592745035979,-7.4537599582436105,383,-0.7812716936279943
555,long,0.5,30,points,1.1673951396015525,132.11042337795828,points,1.507793727570231,246.52654752296002,960,50.0,0.0,state,15,cross,off,through,0.25,0.5292702522807303,0.8792159332896842,1.164981142564631,15.365105924579757,763,123.58569844789356,1.3982190796107774,True,-0.31169128035332433,-0.5073678912237441,0.9180653408733798,-3.150715535235827,321,-0.3281095090376374
555,long,0.3,50,points,2.714831050506965,135.71574167644832,points,0.6596208357066574,189.98267323421874,960,50.0,0.0,state,15,cross,off,confluence,0.25,0.30803263169190725,0.4741417719113225,1.0867440551744831,8.911985929948482,802,129.90266075388027,0.8069114895666439,True,-0.3240725688709129,-0.4920336020151903,0.9180186331280311,-3.044128021271462,326,-0.42099362530671974
555,long,0.5,14,atr,3.7336221466735546,57.38713744152297,none,2.140055675194692,239.9511286526912,960,150.0,25.0,cross,75,cross,cross,off,0.5,-0.44180072728326136,-0.564614857337923,0.7446718602792705,-7.775076169273588,145,23.486141906873613,-0.7094342548192069,False,-0.2254962774723462,-0.3097889886311908,0.8873438071806791,-2.099354961483874,78,-0.28411037569644554
555,short,0.5,14,atr,2.9664958037172204,170.40493517485436,points,0.9010521088228554,331.01895300955323,960,100.0,0.0,state,30,cross,off,confluence,0.25,-0.41039206582632,-0.6281032368768394,0.877283657117243,-14.898021176962217,635,102.8531042128603,-0.4987435628298204,True,-0.8307876175131677,-1.2019584819314857,0.7750953247953382,-9.92263440627653,262,-0.7400334508017652
555,long,0.5,30,atr,2.7854468352332447,28.942581982135426,none,0.6326601538363499,320.96309615979607,960,150.0,0.0,200all,150,cross,cross,off,0.5,0.15312638573938928,0.26659814681629396,1.281326427493501,0.7279891766525578,19,3.0774944567627496,1.1278379156175016,False,-0.032604657658367245,-0.055179265674971174,0.9509232666092311,-0.06584317371821657,6,-0.09414459164101996
555,long,0.5,30,points,0.605007420764047,42.95712094141271,points,3.2311591944941056,396.04623569337167,960,25.0,10.0,cross,300,cross,off,off,0.5,0.02541490183384525,0.06015908244308523,1.0145895728109107,0.31695505661265155,296,47.94412416851441,0.06829359888133867,False,0.27223717341166104,0.71626844386487,1.1479329475212992,1.2340001379282381,152,0.5376539149934049
570,long,0.5,10,atr,3.2146925843076195,124.99028539392478,none,0.980627438515413,344.3705686837404,960,0.0,5.0,state,15,cross,cross,confluence,0.5,0.3422773154326332,0.5378729457041667,1.0967360595292486,15.513344494048713,803,130.06463414634146,1.4127205214031728,True,-0.5094445396828623,-0.7317606326561655,0.8854567758778965,-7.32095845879039,333,-0.48087475244961275
