arm,n,pct,tot,win,pts,d_pct,d_tot
rule (all on),44,0.054757961539230175,2.4093503077261276,0.6363636363636364,28.561250791675164,0.0,0.0
no fresh-cross gate,142,0.0068291824573456575,0.9697439089430834,0.4507042253521127,3.5203608949679994,-0.04792877908188452,-1.4396063987830443
no breakeven ratchet,44,0.05693988341738361,2.505354870364879,0.4772727272727273,29.720886130848864,0.0021819218781534352,0.09600456263875135
no opposite-cross exit,44,0.054757961539230175,2.4093503077261276,0.6363636363636364,28.561250791675164,0.0,0.0
no 10:00 entry cutoff,47,0.05437282288691035,2.5555226756847866,0.6382978723404256,28.314058392018953,-0.0003851386523198233,0.14617236795865907
no 10:30 flatten,44,0.058053716982876515,2.5543635472465667,0.6363636363636364,30.311250791675164,0.0032957554436463393,0.1450132395204391
long only,27,0.05270182285352819,1.4229492170452611,0.5555555555555556,27.354788877235748,-0.0020561386857019873,-0.9864010906808665
short only,18,0.06577423875985472,1.1839362976773848,0.7777777777777778,34.21254084157455,0.011016277220624544,-1.2254140100487427
