feed,win,buf,side,ema,stop,tgt,flat,block,n,pct,tot,pf,win_r
US30L15,540-570,0.0,long,off,1.0,1.5,720,res,1378,-0.0061534438145398945,-8.479445576435975,0.9410014413434178,0.41799709724238027
US30L15,540-570,0.0,long,off,1.0,1.5,720,lock,585,-0.011009001503814725,-6.440265879731614,0.8732417358875169,0.40854700854700854
US30L15,540-570,0.0,long,off,1.0,1.5,960,res,1378,-0.007060380777880648,-9.729204711919532,0.9389211447725545,0.41146589259796806
US30L15,540-570,0.0,long,off,1.0,1.5,960,lock,585,-0.007552556236361006,-4.418245398271188,0.9128042569834174,0.4
US30L15,540-570,0.0,long,off,1.0,1.5,0,res,1378,-0.007898410871727348,-10.884010181240285,0.9303840439174965,0.4107402031930334
US30L15,540-570,0.0,long,off,1.0,1.5,0,lock,585,-0.008372595347071151,-4.897968278036624,0.9043569990030843,0.39658119658119656
US30L15,540-570,0.0,long,off,1.0,2.0,660,res,1378,-0.006719884981838774,-9.26000150497383,0.941269973994136,0.37590711175616837
US30L15,540-570,0.0,long,off,1.0,2.0,660,lock,585,-0.0109907444928332,-6.429585528307422,0.8770003735489172,0.37094017094017095
US30L15,540-570,0.0,long,off,1.0,2.0,720,res,1378,-0.006194414746881393,-8.53590352120256,0.9509421513405708,0.36502177068214803
US30L15,540-570,0.0,long,off,1.0,2.0,720,lock,585,-0.01007397862693252,-5.893277496755525,0.8907926160901153,0.36752136752136755
US30L15,540-570,0.0,long,off,1.0,2.0,960,res,1378,-0.0042982583181285046,-5.922999962381079,0.9745577413487747,0.35413642960812775
US30L15,540-570,0.0,long,off,1.0,2.0,960,lock,585,-0.0036396937485749987,-2.129220842916374,0.9584043404706621,0.347008547008547
US30L15,540-570,0.0,long,off,1.0,2.0,0,res,1374,-0.006382469016646276,-8.769512428871984,0.9550882952558207,0.3486171761280932
US30L15,540-570,0.0,long,off,1.0,2.0,0,lock,583,-0.0027593972348651415,-1.6087285879263775,0.966902163857666,0.34305317324185247
