be_pts,be_off,n,pts_fix0,pts_fix1,delta,through_share,sharpe_fix0,sharpe_fix1
0.0,0.0,1664,6.453941326534196,6.453254372847019,-0.000686953687176306,0.002403846153846154,0.8730005294911446,0.8729088452277499
25.0,25.0,1811,11.384693896331186,0.3773713383054501,-11.007322558025736,0.37769188293760353,2.4321393129009703,0.08452731114499228
25.0,10.0,1810,8.236144003456186,1.467751101475742,-6.768392901980444,0.20883977900552486,1.6389067533170139,0.29467339318270813
50.0,25.0,1744,6.7733271226198495,2.679714076413079,-4.09361304620677,0.11295871559633028,1.173797902992815,0.510299786574345
50.0,5.0,1743,6.242726621829566,3.826323206692099,-2.416403415137467,0.06540447504302926,1.0171411567020736,0.6414002880289267
75.0,3.0,1705,5.7923032434422606,5.004742450137507,-0.7875607933047535,0.025806451612903226,0.850373572563156,0.751154229963592
100.0,25.0,1686,5.920541558686042,5.3053214207355035,-0.6152201379505389,0.019572953736654804,0.8300265121121148,0.755728760315503
150.0,25.0,1664,6.453941326534196,6.453254372847019,-0.000686953687176306,0.002403846153846154,0.8730005294911446,0.8729088452277499
