,rule (all on),no fresh-cross gate,no breakeven ratchet,no opposite-cross exit,no 10:00 entry cutoff,no 10:30 flatten,long only,short only,market 09:26-10:30
rule (all on),1.0,0.6805340154090518,0.906232323436091,1.0,0.9711084785923,0.984628988261811,0.8279051406783363,0.5380025680571794,0.034465138758636514
no fresh-cross gate,0.6805340154090518,1.0,0.6208865574662654,0.6805340154090517,0.7112806818384914,0.6682164860534004,0.6523498706596272,0.25306219130716373,0.2647478201852712
no breakeven ratchet,0.906232323436091,0.6208865574662654,1.0,0.9062323234360911,0.8798248881239458,0.8921061435256418,0.7504824217374427,0.48670193026276354,0.02788791321105242
no opposite-cross exit,1.0,0.6805340154090517,0.9062323234360911,1.0,0.9711084785923,0.984628988261811,0.8279051406783363,0.5380025680571794,0.034465138758636514
no 10:00 entry cutoff,0.9711084785923,0.7112806818384914,0.8798248881239458,0.9711084785923,1.0,0.9558611032028625,0.8044334996639946,0.5209136616734604,0.049882886261133644
no 10:30 flatten,0.984628988261811,0.6682164860534004,0.8921061435256418,0.984628988261811,0.9558611032028625,1.0,0.8086297566476445,0.537567772096342,0.02615717048556243
long only,0.8279051406783363,0.6523498706596272,0.7504824217374427,0.8279051406783363,0.8044334996639946,0.8086297566476445,1.0,0.02850487236305048,0.25804780158268575
short only,0.5380025680571794,0.25306219130716373,0.48670193026276354,0.5380025680571794,0.5209136616734604,0.537567772096342,0.02850487236305048,1.0,-0.27236534771783943
market 09:26-10:30,0.034465138758636514,0.2647478201852712,0.02788791321105242,0.034465138758636514,0.049882886261133644,0.02615717048556243,0.25804780158268575,-0.27236534771783943,1.0
