arm,n,pct,tot,win,pf,mde,d_vs_full
as configured,57,0.03579306527084115,2.0402047204379454,0.7017543859649122,2.022068858258902,0.04831480397057522,0.0
- the MA gate,131,-0.013040835893481244,-1.708349502046043,0.549618320610687,0.7813768789450152,0.03276769552500593,-0.04883390116432239
- the breakeven,57,0.033844747495265996,1.9291506072301619,0.49122807017543857,1.5771113462583068,0.058532113060769136,-0.0019483177755751507
- the cross exit,56,0.033990169815786474,1.9034495096840425,0.8035714285714286,1.88145757461803,0.05298623271988974,-0.0018028954550546733
- the target,57,0.014494650948045761,0.8261951040386084,0.7017543859649122,1.4138938990899759,0.05646482124352024,-0.021298414322795386
- the 568 arm (09:30 instead),65,0.04170840101787502,2.7110460661618765,0.7230769230769231,2.4122475084621837,0.04357811877020795,0.005915335747033873
- the 5-min range (full half hour),71,0.01853354389400146,1.3158816164741036,0.6619718309859155,1.376579440017115,0.04742352028378854,-0.017259521376839688
long only,32,0.03705672576811164,1.1858152245795726,0.65625,1.9079585630456348,0.06928808045309166,0.0012636604972704954
short only,26,0.040458642417495826,1.0519247028548915,0.7692307692307693,2.5242448644723554,0.0666710166408646,0.004665577146654679
