cond,on_signal,on_all_bars,lift
"fresh 13x48 cross (loose, 7 min)",0.3333333333333333,0.17957019807861693,1.8562842659860403
fresh 13x48 cross (strict),0.3333333333333333,0.15116424957496055,2.2051069235655305
13>48 state,0.764367816091954,0.5,1.528735632183908
