jitter_ticks,draws,sign_kept,n_med,mean_p5,mean_med,mean_p95
0.5,60,1.0,45.0,0.052648532009693154,0.05749172105948692,0.06154842797616484
1.0,60,1.0,45.0,0.05200336874936525,0.057540862526758114,0.06297847172147843
2.0,60,1.0,46.0,0.04822406805848477,0.056210402427945005,0.0639183416146184
