variant,sig,tf,side,depth,block,signals,fill,n,lim_sig,lim_trd,lim_pf,mkt_sig,mkt_trd,mkt_pf,edge_sig,edge_trd
intraday,donch,5,-1,0.25,locked,1656,0.25,414,-1.2711089966601719,-5.084435986640687,0.9449272822427702,-1.2653541355220896,-4.708823479605799,0.9489970965477796,-0.005754861138082212,-0.37561250703488813
intraday,donch,5,-1,0.5,locked,1656,0.22282608695652173,369,-1.598753135486504,-7.174892120232116,0.9231680401813241,-1.2653541355220896,-4.708823479605799,0.9489970965477796,-0.33339899996441447,-2.4660686406263164
intraday,donch,5,-1,0.75,locked,1656,0.19082125603864733,316,-1.4590494169688102,-7.646157704115031,0.9177538735508992,-1.2653541355220896,-4.708823479605799,0.9489970965477796,-0.19369528144672055,-2.9373342245092315
intraday,donch,5,-1,1.0,locked,1656,0.14130434782608695,234,-0.9520408816627728,-6.737520085613469,0.9278486914815501,-1.2653541355220896,-4.708823479605799,0.9489970965477796,0.31331325385931685,-2.02869660600767
intraday,donch,15,1,0.25,research,1826,0.24041621029572838,439,0.8593617435832943,3.5744750427860943,1.0541899272676494,-0.4992998616700857,-1.8530925760357246,0.9733223349738916,1.35866160525338,5.4275676188218185
intraday,donch,15,1,0.5,research,1826,0.21303395399780942,389,1.4222998754275091,6.676399929384657,1.1043438630239064,-0.4992998616700857,-1.8530925760357246,0.9733223349738916,1.9215997370975948,8.529492505420382
intraday,donch,15,1,0.75,research,1826,0.17360350492880613,317,-0.4288473997700512,-2.470269249148623,0.964589958182033,-0.4992998616700857,-1.8530925760357246,0.9733223349738916,0.07045246190003451,-0.6171766731128985
intraday,donch,15,1,1.0,research,1826,0.13526834611171962,247,-0.4650661086746071,-3.4381000584608605,0.9498877307083264,-0.4992998616700857,-1.8530925760357246,0.9733223349738916,0.034233752995478595,-1.585007482425136
intraday,donch,15,1,0.25,locked,974,0.22792607802874743,222,-1.6471489683355032,-7.226680608823333,0.9211270885644403,4.536186678325613,17.67298329875659,1.2174671065848395,-6.183335646661116,-24.899663907579924
intraday,donch,15,1,0.5,locked,974,0.19301848049281314,188,1.3428174727878692,6.9569373324222585,1.0823963154597938,4.536186678325613,17.67298329875659,1.2174671065848395,-3.193369205537744,-10.716045966334333
intraday,donch,15,1,0.75,locked,974,0.1570841889117043,153,3.3191898133360636,21.13000573979952,1.2798288275267349,4.536186678325613,17.67298329875659,1.2174671065848395,-1.2169968649895497,3.457022441042927
intraday,donch,15,1,1.0,locked,974,0.12217659137577003,119,5.077605218586828,41.55955867986194,1.5801988187303146,4.536186678325613,17.67298329875659,1.2174671065848395,0.5414185402612146,23.886575381105345
intraday,donch,15,-1,0.25,research,1364,0.28885630498533726,394,-2.3619977182466543,-8.17706824286405,0.8958105049146696,-1.8946549531690866,-6.010021758424731,0.9231343047556376,-0.46734276507756767,-2.16704648443932
intraday,donch,15,-1,0.5,research,1364,0.2536656891495601,346,-3.7363349893221387,-14.729366836518489,0.8131540538118388,-1.8946549531690866,-6.010021758424731,0.9231343047556376,-1.841680036153052,-8.719345078093758
intraday,donch,15,-1,0.75,research,1364,0.2001466275659824,273,-4.123514852743351,-20.602469813706705,0.7425948892039328,-1.8946549531690866,-6.010021758424731,0.9231343047556376,-2.228859899574264,-14.592448055281974
intraday,donch,15,-1,1.0,research,1364,0.13563049853372433,185,-0.6585311239640476,-4.855332178848437,0.9333318691903779,-1.8946549531690866,-6.010021758424731,0.9231343047556376,1.236123829205039,1.154689579576294
intraday,donch,15,-1,0.25,locked,722,0.3033240997229917,219,7.024654640411404,23.158907079347188,1.2219174131006876,7.468585841807495,22.46799574077088,1.2136464977899595,-0.443931201396091,0.6909113385763064
intraday,donch,15,-1,0.5,locked,722,0.2673130193905817,193,3.817483161194722,14.280947369857977,1.1308868830047374,7.468585841807495,22.46799574077088,1.2136464977899595,-3.6511026806127727,-8.187048370912905
intraday,donch,15,-1,0.75,locked,722,0.21329639889196675,154,1.6232011195328957,7.610072781186693,1.0672654671482622,7.468585841807495,22.46799574077088,1.2136464977899595,-5.845384722274599,-14.857922959584188
intraday,donch,15,-1,1.0,locked,722,0.1592797783933518,115,4.621010164137727,29.011907291369035,1.2757961209327133,7.468585841807495,22.46799574077088,1.2136464977899595,-2.8475756776697683,6.543911550598153
