market,block,family,reading,keep,n,pct,pf,base_pct,base_n,edge,p
US100,research,expansion,atr/sma20 >= 0.9,0.49348191757779647,353,0.22629830519960487,1.6853764896614454,0.31170427832434616,364,-0.0854059731247413,0.9325
US100,validation,expansion,atr/sma20 >= 0.9,0.49348191757779647,150,0.13024088905603512,1.2824526950107038,0.09239415223363734,161,0.03784673682239778,0.465
US100,test,expansion,atr/sma20 >= 0.9,0.49348191757779647,121,0.22039086324515597,1.6011790372144112,0.16184404756652143,134,0.05854681567863454,0.04375
US100,research,expansion,atr/sma20 <= 0.9,0.5065180824222035,320,0.20433574095762594,1.7362734865126666,0.31170427832434616,364,-0.10736853736672022,0.99
US100,validation,expansion,atr/sma20 <= 0.9,0.5065180824222035,108,0.25888943295225003,1.6635675891659427,0.09239415223363734,161,0.1664952807186127,0.0
US100,test,expansion,atr/sma20 <= 0.9,0.5065180824222035,121,0.08685534943582006,1.2746744275263402,0.16184404756652143,134,-0.07498869813070137,0.99125
US100,research,expansion,atr/sma20 >= 1.0,0.3387300252312868,303,0.25522238490079124,1.7470916863202663,0.31170427832434616,364,-0.05648189342355492,0.56875
US100,validation,expansion,atr/sma20 >= 1.0,0.3387300252312868,134,0.15204329021049892,1.3152606624937373,0.09239415223363734,161,0.05964913797686158,0.5075
US100,test,expansion,atr/sma20 >= 1.0,0.3387300252312868,118,0.22504447130038693,1.6187364567111047,0.16184404756652143,134,0.0632004237338655,0.06
US100,research,expansion,atr/sma20 <= 1.0,0.6612699747687132,373,0.1502737514624593,1.5187840565744792,0.31170427832434616,364,-0.16143052686188686,1.0
US100,validation,expansion,atr/sma20 <= 1.0,0.6612699747687132,128,0.16004641545529774,1.377450615890239,0.09239415223363734,161,0.0676522632216604,0.01625
US100,test,expansion,atr/sma20 <= 1.0,0.6612699747687132,127,0.11483157258930282,1.3527761784531633,0.16184404756652143,134,-0.04701247497721861,0.98
US100,research,expansion,atr/sma20 >= 1.1,0.2345458368376787,257,0.3237845491593664,2.016562870715625,0.31170427832434616,364,0.012080270835020224,0.05
US100,validation,expansion,atr/sma20 >= 1.1,0.2345458368376787,115,0.13608109389452308,1.265766543601163,0.09239415223363734,161,0.04368694166088574,0.7325
US100,test,expansion,atr/sma20 >= 1.1,0.2345458368376787,112,0.19749293655439978,1.5446319492487484,0.16184404756652143,134,0.03564888898787835,0.25625
US100,research,expansion,atr/sma20 <= 1.1,0.7654541631623213,364,0.20696364106718562,1.6856260997648147,0.31170427832434616,364,-0.10474063725716054,1.0
US100,validation,expansion,atr/sma20 <= 1.1,0.7654541631623213,138,0.1042423435478102,1.2391981406367087,0.09239415223363734,161,0.011848191314172862,0.4625
US100,test,expansion,atr/sma20 <= 1.1,0.7654541631623213,137,0.10614641404010133,1.3168628607099746,0.16184404756652143,134,-0.0556976335264201,0.99375
US100,research,expansion,atr/sma20 >= 1.2,0.14444911690496215,214,0.28227587608128496,1.9415471143561858,0.31170427832434616,364,-0.029428402243061202,0.18625
US100,validation,expansion,atr/sma20 >= 1.2,0.14444911690496215,99,0.07631126779099645,1.1484195273016158,0.09239415223363734,161,-0.016082884442640888,0.9075
US100,test,expansion,atr/sma20 >= 1.2,0.14444911690496215,98,0.17891746873499614,1.4798595995558836,0.16184404756652143,134,0.01707342116847471,0.37625
US100,research,expansion,atr/sma20 <= 1.2,0.8555508830950378,365,0.2678422226358708,1.8834801997644361,0.31170427832434616,364,-0.04386205568847534,0.92
US100,validation,expansion,atr/sma20 <= 1.2,0.8555508830950378,147,0.12813544886965442,1.2898848712033417,0.09239415223363734,161,0.03574129663601708,0.0075
US100,test,expansion,atr/sma20 <= 1.2,0.8555508830950378,136,0.11320172525464488,1.3269512193177766,0.16184404756652143,134,-0.048642322311876554,0.9975
US100,research,expansion,atr/sma50 >= 0.9,0.490065180824222,316,0.19422327143439772,1.5620979418521943,0.31170427832434616,364,-0.11748100688994845,0.99375
US100,validation,expansion,atr/sma50 >= 0.9,0.490065180824222,122,0.16223255266432063,1.325258925462413,0.09239415223363734,161,0.06983840043068329,0.1525
US100,test,expansion,atr/sma50 >= 0.9,0.490065180824222,110,0.24759276252763596,1.6522875977637361,0.16184404756652143,134,0.08574871496111452,0.0025
US100,research,expansion,atr/sma50 <= 0.9,0.509934819175778,360,0.24240728508386408,1.9534314338476817,0.31170427832434616,364,-0.06929699324048208,0.845
US100,validation,expansion,atr/sma50 <= 0.9,0.509934819175778,137,0.1349568507654388,1.3586168489682742,0.09239415223363734,161,0.042562698531801474,0.39625
US100,test,expansion,atr/sma50 <= 0.9,0.509934819175778,136,0.08192046631016889,1.2812226611996858,0.16184404756652143,134,-0.07992358125635254,0.9925
US100,research,expansion,atr/sma50 >= 1.0,0.34545836837678723,264,0.22002833887387482,1.6657423907779143,0.31170427832434616,364,-0.09167593945047134,0.88125
US100,validation,expansion,atr/sma50 >= 1.0,0.34545836837678723,116,0.15958599654589614,1.3146878703511775,0.09239415223363734,161,0.0671918443122588,0.4225
US100,test,expansion,atr/sma50 >= 1.0,0.34545836837678723,91,0.38420933993767725,2.0275536804275887,0.16184404756652143,134,0.22236529237115582,0.0
US100,research,expansion,atr/sma50 <= 1.0,0.6545416316232128,365,0.25916761281319267,1.9365428911903524,0.31170427832434616,364,-0.05253666551115349,0.78125
US100,validation,expansion,atr/sma50 <= 1.0,0.6545416316232128,146,0.09102633993722034,1.229446295009171,0.09239415223363734,161,-0.001367812296416998,0.77625
US100,test,expansion,atr/sma50 <= 1.0,0.6545416316232128,153,0.027226461124561067,1.086625664272473,0.16184404756652143,134,-0.13461758644196037,1.0
US100,research,expansion,atr/sma50 >= 1.1,0.2242430613961312,228,0.14576911813414709,1.4487166362578463,0.31170427832434616,364,-0.16593516019019908,0.99375
US100,validation,expansion,atr/sma50 >= 1.1,0.2242430613961312,100,0.2692785175031896,1.5428313115807084,0.09239415223363734,161,0.17688436526955226,0.03625
US100,test,expansion,atr/sma50 >= 1.1,0.2242430613961312,85,0.3340231677369638,1.8756728511126963,0.16184404756652143,134,0.17217912017044235,0.0
US100,research,expansion,atr/sma50 <= 1.1,0.7757569386038689,375,0.2715478325799981,1.9272391008013856,0.31170427832434616,364,-0.04015644574434807,0.80625
US100,validation,expansion,atr/sma50 <= 1.1,0.7757569386038689,154,0.08148073501004617,1.1939385718199944,0.09239415223363734,161,-0.010913417223591168,0.82
US100,test,expansion,atr/sma50 <= 1.1,0.7757569386038689,134,0.17315664674560374,1.5308002660609208,0.16184404756652143,134,0.011312599179082311,0.34625
US100,research,expansion,atr/sma50 >= 1.2,0.1285744322960471,168,0.10579686942593061,1.324003509989054,0.31170427832434616,364,-0.20590740889841555,0.995
US100,validation,expansion,atr/sma50 >= 1.2,0.1285744322960471,87,0.17939833094234076,1.3546377403022176,0.09239415223363734,161,0.08700417870870342,0.495
US100,test,expansion,atr/sma50 >= 1.2,0.1285744322960471,78,0.29436355809745185,1.7747145101616792,0.16184404756652143,134,0.13251951053093042,0.02375
US100,research,expansion,atr/sma50 <= 1.2,0.8714255677039529,375,0.26749464994238875,1.8874458286257754,0.31170427832434616,364,-0.04420962838195741,0.94
US100,validation,expansion,atr/sma50 <= 1.2,0.8714255677039529,156,0.0844532997935773,1.1935781736342568,0.09239415223363734,161,-0.007940852440060042,0.79625
US100,test,expansion,atr/sma50 <= 1.2,0.8714255677039529,136,0.13470596836679952,1.3975998077887104,0.16184404756652143,134,-0.027138079199721915,0.9675
US100,research,expansion,atr/sma100 >= 0.9,0.48034062237174097,297,0.29348165545458976,1.9105385563112747,0.31170427832434616,364,-0.0182226228697564,0.24
US100,validation,expansion,atr/sma100 >= 0.9,0.48034062237174097,129,0.10773111763842406,1.2139901683819383,0.09239415223363734,161,0.015336965404786726,0.77
US100,test,expansion,atr/sma100 >= 0.9,0.48034062237174097,112,0.2502664965385067,1.6843437719190417,0.16184404756652143,134,0.08842244897198526,0.00375
US100,research,expansion,atr/sma100 <= 0.9,0.5196593776282591,346,0.27566371190671085,2.0747527847048985,0.31170427832434616,364,-0.03604056641763531,0.4775
US100,validation,expansion,atr/sma100 <= 0.9,0.5196593776282591,130,0.11053631385480484,1.2982572228056348,0.09239415223363734,161,0.018142161621167496,0.68625
US100,test,expansion,atr/sma100 <= 0.9,0.5196593776282591,149,-0.003823380559148332,0.9873181186554775,0.16184404756652143,134,-0.16566742812566976,1.0
US100,research,expansion,atr/sma100 >= 1.0,0.33978132884777124,247,0.2500973087324242,1.7531522345514747,0.31170427832434616,364,-0.06160696959192197,0.62875
US100,validation,expansion,atr/sma100 >= 1.0,0.33978132884777124,114,0.18109369696721977,1.3615123369147781,0.09239415223363734,161,0.08869954473358244,0.22
US100,test,expansion,atr/sma100 >= 1.0,0.33978132884777124,96,0.35345039075685075,1.9678784332281738,0.16184404756652143,134,0.19160634319032932,0.0
US100,research,expansion,atr/sma100 <= 1.0,0.6602186711522288,356,0.2816663749375381,2.029567630460838,0.31170427832434616,364,-0.030037903386808062,0.5275
US100,validation,expansion,atr/sma100 <= 1.0,0.6602186711522288,150,0.08401360548587818,1.2127673108019696,0.09239415223363734,161,-0.008380546747759163,0.8575
US100,test,expansion,atr/sma100 <= 1.0,0.6602186711522288,144,0.07715906003726677,1.2455624729488917,0.16184404756652143,134,-0.08468498752925466,0.99875
US100,research,expansion,atr/sma100 >= 1.1,0.22918418839360807,205,0.21583056084205282,1.6548238956213746,0.31170427832434616,364,-0.09587371748229334,0.82375
US100,validation,expansion,atr/sma100 >= 1.1,0.22918418839360807,98,0.2709136364694347,1.5323471033422666,0.09239415223363734,161,0.1785194842357974,0.0275
US100,test,expansion,atr/sma100 >= 1.1,0.22918418839360807,87,0.2868740441210761,1.7500474289203998,0.16184404756652143,134,0.12502999655455466,0.00375
US100,research,expansion,atr/sma100 <= 1.1,0.7708158116063919,375,0.24077649176791752,1.837148314276481,0.31170427832434616,364,-0.07092778655642865,0.985
US100,validation,expansion,atr/sma100 <= 1.1,0.7708158116063919,165,0.03170997162646023,1.07453105527603,0.09239415223363734,161,-0.06068418060717711,0.99875
US100,test,expansion,atr/sma100 <= 1.1,0.7708158116063919,126,0.1943659299505522,1.5859712431297608,0.16184404756652143,134,0.03252188238403078,0.05625
US100,research,expansion,atr/sma100 >= 1.2,0.14161059714045415,172,0.1907164036920917,1.5890433721052635,0.31170427832434616,364,-0.12098787463225447,0.84125
US100,validation,expansion,atr/sma100 >= 1.2,0.14161059714045415,80,0.23603348750498726,1.462692413363489,0.09239415223363734,161,0.14363933527134992,0.225
US100,test,expansion,atr/sma100 >= 1.2,0.14161059714045415,71,0.3631891512061806,1.91808011502671,0.16184404756652143,134,0.20134510363965918,0.0025
US100,research,expansion,atr/sma100 <= 1.2,0.8583894028595458,365,0.28440510934132884,1.9580585289653867,0.31170427832434616,364,-0.02729916898301732,0.755
US100,validation,expansion,atr/sma100 <= 1.2,0.8583894028595458,155,0.07999292624647836,1.1843431825422521,0.09239415223363734,161,-0.012401225987158981,0.825
US100,test,expansion,atr/sma100 <= 1.2,0.8583894028595458,139,0.12137813238779945,1.3489853160386223,0.16184404756652143,134,-0.04046591517872199,0.99375
US100,research,expansion,atr/sma250 >= 0.9,0.4725609756097561,304,0.22398125202144117,1.6824931228435773,0.31170427832434616,364,-0.08772302630290499,0.93
US100,validation,expansion,atr/sma250 >= 0.9,0.4725609756097561,133,0.14002158038028156,1.2839952417461706,0.09239415223363734,161,0.047627428146644224,0.3825
US100,test,expansion,atr/sma250 >= 0.9,0.4725609756097561,117,0.21653458468804124,1.5739691527484898,0.16184404756652143,134,0.054690537121519806,0.05375
US100,research,expansion,atr/sma250 <= 0.9,0.5274390243902439,355,0.2137663577346793,1.840294666348746,0.31170427832434616,364,-0.09793792058966685,0.9825
US100,validation,expansion,atr/sma250 <= 0.9,0.5274390243902439,139,0.0885276978778638,1.2451376715806985,0.09239415223363734,161,-0.003866454355773541,0.88625
US100,test,expansion,atr/sma250 <= 0.9,0.5274390243902439,136,0.06593241754643273,1.2303327112758926,0.16184404756652143,134,-0.0959116300200887,0.99875
US100,research,expansion,atr/sma250 >= 1.0,0.34556349873843567,263,0.2596510552503068,1.7743744649812314,0.31170427832434616,364,-0.05205322307403937,0.5325
US100,validation,expansion,atr/sma250 >= 1.0,0.34556349873843567,118,0.1556243772080785,1.3088810996914269,0.09239415223363734,161,0.06323022497444117,0.46625
US100,test,expansion,atr/sma250 >= 1.0,0.34556349873843567,119,0.14376954121870134,1.387145296942102,0.16184404756652143,134,-0.018074506347820096,0.7
US100,research,expansion,atr/sma250 <= 1.0,0.6544365012615644,374,0.21159547420940206,1.7997078370991977,0.31170427832434616,364,-0.1001088041149441,0.9925
US100,validation,expansion,atr/sma250 <= 1.0,0.6544365012615644,142,0.11826630162649558,1.3086671016536404,0.09239415223363734,161,0.025872149392858243,0.37125
US100,test,expansion,atr/sma250 <= 1.0,0.6544365012615644,139,0.08676944332686948,1.2815898469651175,0.16184404756652143,134,-0.07507460423965195,0.9975
US100,research,expansion,atr/sma250 >= 1.1,0.23249579478553406,224,0.2357729993634315,1.6915349206677035,0.31170427832434616,364,-0.07593127896091467,0.65125
