market,side,entry1,exit1,atr_len,atr_mult,pyr_step,max_units,adx_max,ext_max,ao_min,skip_win,res_sharpe,res_pf,res_n,res_R,res_dd,lk_sharpe,lk_pf,lk_n,lk_R,lk_dd
NQ,long,28,6,27,2.3,0.1,1,18.0,2.5,1.0,True,0.6161178691326815,1.3663348849245638,62,0.13023828699494014,4.1952514681023985,,,0,,
NQ,long,32,6,27,2.2,0.1,1,18.0,2.5,1.0,True,0.9142271290665763,1.6319605814683764,55,0.22496914361582654,3.1813019044226696,,,0,,
NQ,long,29,6,26,2.2,0.1,1,18.0,2.5,1.0,True,0.6351824653408094,1.3804071965644833,62,0.14042400036020766,4.299966976117803,,,0,,
NQ,long,32,6,27,2.3,0.1,1,18.0,2.5,1.0,True,0.8944140314621946,1.6134422038274998,55,0.2112796715261944,3.086462691186925,,,0,,
NQ,long,32,6,27,2.3,0.1,1,26.0,2.5,1.0,True,0.6556315008581075,1.3704718348664837,68,0.12858151274426644,5.463196288166488,-0.1058861418390724,0.9489784174133942,25,-0.019069369839496534,2.787877478545226
NQ,long,65,6,27,2.3,0.1,1,18.0,3.5,1.0,True,0.06503630254739722,1.0468543003445547,30,0.018224593126481822,6.2491174835056675,,,0,,
NQ,long,29,6,27,2.2,0.1,1,18.0,2.5,1.0,True,0.634447925331687,1.3795765080554887,62,0.13972568452473239,4.295035625743386,,,0,,
NQ,long,32,6,26,2.1,0.1,1,18.0,2.5,1.0,True,0.9415554219434297,1.6589486295945601,55,0.2425690096190946,3.28885557510086,,,0,,
NQ,long,30,6,26,2.3,0.1,1,18.0,0.0,1.0,True,0.31816840576025446,1.1078717721086533,162,0.038188772049622045,10.778748329942312,-0.7540298619457108,0.7950028909422115,91,-0.08438169023780631,18.057770857831272
NQ,long,32,5,26,2.1,0.1,1,18.0,2.5,1.0,True,0.7830552270847162,1.513026114800218,58,0.1877179384735608,4.094684700208985,,,0,,
NQ,long,31,6,27,2.2,0.1,1,18.0,2.5,1.0,True,0.7318882867449997,1.4616075700100095,59,0.16854059652070033,3.6388862492187464,,,0,,
NQ,long,29,5,27,2.1,0.1,1,18.0,2.5,1.0,True,0.5069226186067134,1.289892755601882,65,0.10900030652240475,5.2359960070301295,,,0,,
NQ,long,32,6,26,2.2,0.1,1,18.0,2.5,1.0,True,0.9162760246094873,1.63456378331027,55,0.22630112739982167,3.1848166853235984,,,0,,
NQ,long,31,6,26,2.2,0.1,1,18.0,2.5,0.0,True,0.34051369373479207,1.1474656825666567,97,0.056822330672295675,10.089679499050522,0.17216292814365347,1.0886675605726561,40,0.031071870635141673,4.431693480294946
NQ,long,27,5,26,2.1,0.1,1,35.0,2.5,-999.0,True,-0.12719437163786454,0.9635180861725382,182,-0.013707525341404162,12.868185415392897,1.2568395372183017,1.6182642112821986,83,0.1953397907927833,5.952975562440431
NQ,long,34,6,26,2.2,0.1,1,18.0,2.5,1.0,True,0.7976547890370421,1.5434736666656166,53,0.19404333722519174,3.1848166853235984,,,0,,
NQ,long,32,5,27,2.2,0.1,1,18.0,2.5,0.25,True,0.4770083714563025,1.2234817672215903,88,0.08401469625858088,8.376753596903953,0.24620867342245442,1.1363758564572,35,0.049355950888266775,4.207293569667748
NQ,long,30,6,26,2.3,0.1,1,18.0,2.5,1.0,True,0.7171116428164919,1.4500986738855333,60,0.1563310674328143,3.569033935219333,,,0,,
NQ,long,35,8,27,2.1,0.1,1,22.0,2.5,1.0,True,0.7697181954779659,1.4746287259135684,57,0.18589553615202214,4.64050384547259,,,0,,
NQ,long,32,6,26,2.1,0.1,1,18.0,2.5,1.0,True,0.9415554219434297,1.6589486295945601,55,0.2425690096190946,3.28885557510086,,,0,,
NQ,long,30,5,26,2.1,0.1,1,18.0,1.5,1.0,True,-0.3655410812225417,0.809621362540549,46,-0.082692721022926,10.101119599452364,,,0,,
NQ,long,36,8,26,2.1,0.1,1,18.0,2.5,1.0,True,0.9022977943037719,1.6516780449954513,48,0.23509120682598159,2.9161669691032737,,,0,,
NQ,long,34,6,27,2.1,0.1,1,18.0,2.5,-0.5,True,0.5047719175032246,1.2344261799644,90,0.0898112469931672,10.076218308938493,0.5208192234033394,1.2917481696268411,38,0.10461370403500445,4.4050212708595975
NQ,long,32,7,27,2.3,0.1,1,18.0,2.5,1.0,True,0.8940806619141998,1.5982641136030078,55,0.21052111029330353,3.086462691186925,,,0,,
NQ,long,28,5,26,2.2,0.1,1,18.0,2.5,1.0,True,0.48826834365518423,1.277640392351613,65,0.10090610751463319,5.092492205097164,,,0,,
NQ,long,31,7,27,2.3,0.1,1,18.0,2.5,1.0,True,0.7121905671142319,1.4361408540877962,59,0.15691973315203508,3.5676303253396973,,,0,,
NQ,long,34,8,27,2.1,0.1,1,18.0,2.5,1.0,True,0.7434195271832083,1.4773108068358314,53,0.18836243062912425,3.2944500508443633,,,0,,
NQ,long,30,5,26,2.2,0.1,1,18.0,2.5,0.5,True,0.27400280976027763,1.1244732705444984,86,0.049459628566308346,9.813759868560847,0.49359862678394945,1.3016897732581176,35,0.09611867956528264,4.418193814987871
NQ,long,32,6,10,2.3,0.1,1,18.0,2.5,1.0,True,0.7083206953486534,1.4888769433255271,58,0.16808179651462346,4.087101412419006,,,0,,
NQ,long,34,7,27,2.1,0.1,1,26.0,2.5,1.0,True,0.6669848319528774,1.3879974802970718,62,0.14813174023638764,5.3619953483084055,,,0,,
NQ,long,29,7,27,2.2,0.1,1,18.0,3.5,1.0,True,0.3055667554102751,1.1478932379482327,77,0.056998821945754945,8.175574544301966,-0.8900906100668113,0.6822184146760993,36,-0.13193761153006278,5.14387821174171
NQ,long,32,6,27,2.1,0.1,3,18.0,2.5,1.0,True,0.25711213942887523,1.1470082591588278,56,0.055846680540399034,9.014715733869018,,,0,,
NQ,long,37,5,26,2.3,0.1,2,18.0,2.5,1.0,True,0.3923703933371355,1.2651767381384103,49,0.07828498916780668,4.757279109549213,,,0,,
NQ,long,31,6,27,2.2,0.1,1,18.0,0.0,1.0,True,-0.11029014751658425,0.965844939565681,165,-0.013489960741243687,16.19793482213758,-0.6775739266384377,0.8113577969568384,90,-0.0787471038864718,18.710810607711064
NQ,long,34,7,26,1.6,0.1,1,18.0,2.5,1.0,True,0.5868740031717238,1.35930841428554,55,0.17792970654956355,5.448640938101394,,,0,,
NQ,long,30,8,27,1.9,0.1,1,18.0,2.5,1.0,True,0.40879853457890053,1.2226409652692058,61,0.10100512375640992,4.602395794437648,,,0,,
NQ,long,32,5,26,2.1,0.1,1,18.0,2.5,1.0,True,0.7830552270847162,1.513026114800218,58,0.1877179384735608,4.094684700208985,,,0,,
NQ,long,35,6,27,2.3,0.1,1,18.0,2.5,1.0,True,0.8495611245824157,1.596166310402012,51,0.20333419548624573,2.8412738396190873,,,0,,
NQ,long,32,7,27,2.2,0.1,1,18.0,2.5,1.0,True,0.9179187928054938,1.6198944601285785,55,0.22500254860788674,3.1813019044226696,,,0,,
NQ,long,29,8,25,2.1,0.0,1,18.0,2.5,1.0,True,0.551041636683012,1.3107325907826768,62,0.12855637195459016,4.7881716882174565,,,0,,
NQ,long,36,7,26,2.1,0.1,1,18.0,2.5,0.0,True,0.33454025605645055,1.1589184120534668,77,0.06495136429627059,10.494216313426685,0.29580867592623494,1.1579913363371908,36,0.06006506224722452,4.4685376387523394
NQ,long,34,7,27,2.3,0.0,1,18.0,2.5,1.0,True,0.7739140343565835,1.5088042450238397,53,0.17950402072761107,3.0864626911869246,,,0,,
NQ,long,31,8,28,2.2,0.1,1,18.0,2.5,-999.0,True,-0.08136262606712241,0.96952834989185,103,-0.012968903191259403,10.771559575258504,0.5600083917709179,1.312227167675835,41,0.09850475507059143,4.596731369175748
NQ,long,28,6,28,1.9,0.1,1,35.0,2.5,1.0,True,0.3867235624409486,1.1864842956953685,81,0.07842925946395886,6.7207783283773495,0.354761957134713,1.181627049867382,29,0.06233889983149777,2.898318029085708
NQ,long,32,5,27,1.7000000000000002,0.1,1,22.0,2.5,1.0,True,0.6027886731282536,1.3424403736316879,67,0.1495573061694043,6.6802629125633395,,,0,,
NQ,long,34,7,26,2.2,0.0,1,18.0,1.5,1.0,True,-0.5829088466430462,0.690666153906133,37,-0.13314326029241655,10.098919545637287,,,0,,
NQ,long,30,7,27,2.3,0.1,1,18.0,2.5,1.0,True,0.7150385594484213,1.4381431724408553,60,0.15479699082458032,3.5676303253396973,,,0,,
NQ,long,32,6,28,2.1,0.1,1,18.0,2.5,1.0,True,0.9380797790266518,1.6542428399574918,55,0.23993702893696345,3.2815823701052538,,,0,,
NQ,long,30,8,28,2.1,0.0,1,18.0,2.5,-0.5,True,0.027317377399793733,1.010429452182838,104,0.004558699207891661,10.849864671121665,0.24043402159275876,1.1154738997108402,44,0.042329856250437864,5.202774497663684
NQ,long,34,5,28,1.8,0.1,1,18.0,2.5,0.25,True,0.17991068605426908,1.0798779568726244,84,0.03746457649237442,10.547471403874429,0.3992222687898717,1.2361766208110065,34,0.09848270957194571,4.4801431315075035
NQ,long,32,6,28,2.0,0.0,4,18.0,2.5,1.0,True,0.8793350638605358,1.592491102643496,56,0.23146416741328307,3.592880698994046,,,0,,
NQ,long,31,6,28,2.0,0.1,1,18.0,2.5,1.0,True,0.6891388879231197,1.4233163045171406,60,0.17015609064863266,3.801156433110696,,,0,,
NQ,long,36,7,28,2.1,0.0,1,18.0,2.5,1.0,True,0.9897056540391811,1.7494524173113872,48,0.25374151107730275,2.671686353070865,,,0,,
NQ,long,37,8,28,2.1,0.0,1,18.0,2.5,0.5,True,0.3121065464656939,1.1615461613251092,63,0.06529697622441938,7.4257505159745225,0.7241410857095613,1.534708271883923,27,0.18415252234312215,3.2524688882895316
NQ,long,36,7,28,2.0,0.0,1,18.0,2.5,1.0,True,0.9087071136346839,1.6556698105274992,49,0.2396775941291877,3.4147103161681756,,,0,,
NQ,long,35,8,28,1.9,0.0,1,26.0,2.5,1.0,True,0.7369662221683096,1.4415402337163974,60,0.187463897589653,5.050569236959458,,,0,,
NQ,long,27,7,28,1.8,0.0,1,18.0,2.5,1.0,True,0.4082507921489758,1.2207568258537733,63,0.10222400473061029,4.995214011255653,,,0,,
NQ,long,36,5,27,2.1,0.0,1,18.0,3.5,1.0,True,0.1629426775980821,1.0829167949414722,68,0.03226905444132523,6.275131844699439,-1.224506627591535,0.5722482765283695,33,-0.18521791638196028,5.510983509667165
NQ,long,46,6,26,2.2,0.1,1,18.0,2.5,1.0,True,-0.4036124333619028,0.7581157886507461,30,-0.1129562483880228,6.354057989498878,,,0,,
NQ,long,34,7,28,2.3,0.0,1,18.0,2.5,1.0,True,0.7720637775477799,1.5067789175871156,53,0.1784571087322089,3.0831839031395765,,,0,,
NQ,long,29,8,26,2.0,0.1,1,18.0,2.5,1.0,True,0.4879149161736463,1.266719075793566,63,0.11690586509321359,4.920533775712641,,,0,,
NQ,long,34,5,27,1.9,0.1,1,18.0,0.0,1.0,True,-0.2170164476379056,0.9343590732546273,163,-0.029095483762963475,19.685256072359486,-0.7247937833142478,0.8003958214963434,91,-0.09330539560503628,20.03788244151918
NQ,long,31,6,28,2.1,0.1,1,18.0,2.5,1.0,True,0.7517689115884475,1.4772732337244525,59,0.18004415633387738,3.7153870791531234,,,0,,
NQ,long,30,7,27,2.1,0.0,1,18.0,2.5,1.0,True,0.7610205016573889,1.4740174150059577,60,0.17895705061497572,3.7169284515625343,,,0,,
NQ,long,32,6,28,2.2,0.1,1,18.0,2.5,1.0,True,0.9122272932390003,1.6294681541287048,55,0.22370828170948542,3.1778740805550125,,,0,,
NQ,long,35,7,27,2.2,0.0,1,18.0,2.5,1.0,True,0.8645913219748316,1.5949502046386044,51,0.21512735973932048,2.970422650510863,,,0,,
NQ,long,32,5,25,2.3,0.1,1,35.0,2.5,1.0,True,0.4722299934663579,1.2469416514556275,72,0.08885487228596224,6.5727046016843556,-0.24697708266136184,0.8914269730494252,29,-0.037368807144718116,4.720226500870004
NQ,long,38,8,28,2.0,0.1,1,18.0,2.5,1.0,True,0.6649312976097347,1.4584530104269802,46,0.1782639929246516,3.2845328735352526,,,0,,
NQ,long,25,6,26,2.2,0.0,1,22.0,2.5,-999.0,True,-0.3357899028477176,0.90101473599439,160,-0.039091544151252156,10.115004301184584,1.503828046158555,1.8212833655672325,72,0.23787123379327957,2.8993923583200623
NQ,long,34,7,27,2.1,0.1,1,18.0,2.5,1.0,True,0.8279277074613354,1.5556254218955432,53,0.20822936258892222,3.2851734236809373,,,0,,
NQ,long,28,5,28,2.3,0.2,1,18.0,2.5,0.0,True,0.09856229901936592,1.0390779756993886,106,0.014372652429582985,10.15633360720863,-0.29524707174075465,0.872743658853131,45,-0.04530038569723331,6.649528788400574
NQ,short,15,33,19,3.9000000000000004,1.5,3,35.0,8.0,0.0,False,-1.5695213690616883,0.5961856900483595,147,-0.11960076118082723,21.299327990105894,-2.3160219537655027,0.44935911005117224,72,-0.14663063049842748,10.952116040238497
NQ,short,39,5,11,3.9000000000000004,0.8,3,45.0,0.0,-0.5,True,-0.39993474964705145,0.8129945831226317,70,-0.03845489593673694,5.186783681240927,-0.08641117378310612,0.9439688073101102,26,-0.010178105143155196,3.027839053995102
NQ,short,10,20,19,1.2,0.8,3,18.0,3.5,-0.5,False,-0.36138725788273107,0.7463691491442013,34,-0.14792858814643575,9.790776464972847,,,0,,
NQ,short,18,12,26,4.800000000000001,0.7000000000000001,1,0.0,3.5,0.25,False,-0.34069683951349344,0.8639246741389787,100,-0.031033086303489218,11.466210247289933,-0.4914210641111692,0.8236971194383186,52,-0.033423188652379025,5.91368251060668
NQ,short,23,22,12,1.8,1.4000000000000001,2,0.0,3.5,0.25,False,-1.710263616001561,0.4683029479752435,85,-0.2839338658083909,27.681464902544807,-0.43182832071808197,0.8278497510691345,41,-0.06740446575703953,8.451045260355729
NQ,short,12,23,26,4.0,0.1,4,35.0,0.0,0.5,False,-0.8296310660367028,0.7242300374929902,114,-0.06519847174948294,12.728069448951691,-0.9854076103895155,0.6801544507339219,61,-0.06709126091495014,6.450520853127354
NQ,short,22,27,23,2.1,0.7000000000000001,4,30.0,5.0,0.0,False,-0.5360771789324406,0.7705554184898579,78,-0.10182907223380194,15.796291908348312,-1.3598820341224798,0.5585883966579536,42,-0.1813245379849635,9.487193932308514
NQ,short,17,37,28,1.9,0.5,3,22.0,8.0,-0.5,False,-0.999338559686221,0.5575051756725661,55,-0.20965004274525265,18.252723209584722,,,0,,
NQ,short,36,21,15,3.3000000000000003,1.1,3,26.0,1.5,-999.0,False,-0.45872747042319456,0.7526382565791748,42,-0.0643003507457957,7.987500437394301,,,0,,
NQ,short,20,24,20,4.300000000000001,0.6000000000000001,1,35.0,5.0,-999.0,False,0.04981201264448514,1.0128956960339421,253,0.0034253156066381104,12.25245430216049,0.10372260105463675,1.027488595989526,129,0.006686990603226138,8.224355783903855
NQ,short,20,19,30,2.3,1.2000000000000002,1,45.0,0.0,-999.0,False,-0.2660871484102192,0.9425119265208803,332,-0.026505392792655205,28.445181528716134,0.39721911041518526,1.0961218233337546,161,0.03923839958743771,14.43482470591586
NQ,short,13,31,23,2.5,0.5,1,0.0,8.0,1.0,False,0.29732083729238323,1.174782519140247,55,0.05801923169457933,5.352871050009889,0.501233499226519,1.3144181894877605,29,0.09594516688650911,3.413782726328429
NQ,short,42,13,21,1.5,1.2000000000000002,4,45.0,2.5,0.0,True,-1.2274218168832145,0.41228139586296625,26,-0.33844429024576694,11.129593793184041,,,0,,
NQ,short,61,12,14,1.2,0.0,3,35.0,0.0,-999.0,False,-0.7277824831109966,0.719338131064222,80,-0.19267723879032622,23.124781468482162,1.2376795467698163,2.0597271465036817,29,0.5415756757470647,4.553793379014772
NQ,short,11,8,21,2.5,1.3,2,26.0,5.0,0.25,False,-0.9657258313790658,0.6089003253213555,86,-0.15093548357139047,15.341428030335122,-0.7900611725292295,0.7259756585022589,52,-0.09620243941839889,9.402409327358122
NQ,short,75,15,17,3.3000000000000003,0.1,1,35.0,8.0,-999.0,True,0.5535519519073508,1.3932282932661257,54,0.09498857525713372,2.430974124544137,,,0,,
NQ,short,39,32,19,4.9,0.8,2,0.0,3.5,-0.5,False,-0.8912468835512963,0.6720915114833522,93,-0.07709688472581966,8.372367027748751,-0.5753529591069582,0.7468259509083598,40,-0.05289265374622876,6.630364736078709
NQ,short,16,13,13,1.5,0.2,2,35.0,3.5,0.25,False,-0.9507168535684793,0.6751626260789974,102,-0.19543231111185336,35.85988887385729,-2.0702740413636658,0.4512929349394238,47,-0.35083150674784075,17.322770255924343
NQ,short,11,20,13,1.4,1.3,1,30.0,3.5,0.0,True,-0.44861971988168997,0.8217229985966241,105,-0.10700284982895186,24.871518248014286,-1.3123701839776718,0.6267805856537613,60,-0.2499841141180567,19.439989474176805
NQ,short,14,37,16,5.0,0.0,4,26.0,8.0,0.25,False,0.01433165337890344,1.0079945872840288,69,0.0017985464965758124,4.930313628057306,0.3194723559648966,1.1700746770031407,34,0.0321918707399774,2.727839907921473
NQ,short,37,5,24,2.6,0.5,2,26.0,3.5,-999.0,True,0.21270440271849708,1.1682156905211776,42,0.04343659398959464,4.311022667062993,,,0,,
NQ,short,12,35,19,3.2,0.1,4,35.0,8.0,1.0,True,0.15064708524687834,1.104860049278045,44,0.026907193067533794,5.364699507939291,0.726220361787204,1.5744251100597402,25,0.11349026712221708,2.2921177979896945
NQ,short,11,30,19,2.4000000000000004,1.3,4,30.0,3.5,-999.0,True,-2.032596360948612,0.5445895946017788,186,-0.191952883935637,40.826731210956304,-1.7813440362210304,0.6127829458973609,94,-0.14451608073083477,16.16023285474296
NQ,short,30,35,24,2.7,0.30000000000000004,1,35.0,8.0,-999.0,True,-0.3930364417927472,0.8887815726170397,189,-0.04621408581877734,21.556736333009493,-0.5627529068353431,0.8394164387842571,89,-0.060575780812660546,9.27874378033475
NQ,short,14,33,16,2.9000000000000004,0.30000000000000004,1,35.0,8.0,-999.0,True,-0.046605240285090874,0.9877580588534601,250,-0.00476234083252351,22.47774705292889,-0.5754682788885888,0.8629635251733252,129,-0.049138756046236395,12.42646509600446
NQ,short,14,32,16,2.8,0.30000000000000004,1,35.0,8.0,-999.0,True,0.011684520282580668,1.0030987352200418,250,0.0012294235285469314,22.870682797381463,-0.5926381504067888,0.8596657171435114,129,-0.05231841255610132,12.364048342193124
NQ,short,13,25,18,2.7,0.6000000000000001,1,35.0,8.0,-999.0,True,0.10841939275434516,1.0288422456460373,256,0.011412024497282108,20.458960278972235,-0.5903208522028138,0.8640881996026226,134,-0.05217774408387551,12.680093471359609
NQ,short,29,25,20,3.0,0.6000000000000001,1,35.0,8.0,-999.0,True,-0.90976987415195,0.7706036785679132,197,-0.08770060365575477,23.25092629024026,-0.03560107180562897,0.9888789516024203,89,-0.0034850565053859113,6.359177925540792
NQ,short,14,25,18,2.7,0.6000000000000001,1,35.0,8.0,-999.0,True,0.18187245553439588,1.049744025247393,249,0.019633257866518,21.206869189185888,-0.4690477250547612,0.8876659435694894,129,-0.04202728347306112,11.78101791401643
NQ,short,18,25,18,3.2,0.7000000000000001,1,35.0,8.0,-999.0,True,0.09333857079312301,1.0263852663145279,229,0.009096238900967222,18.848234920810064,-0.34640244625593414,0.9097096451894299,115,-0.028822447585820494,8.968896825381782
NQ,short,17,25,18,3.3000000000000003,0.7000000000000001,1,35.0,8.0,-999.0,True,-0.0336773434782619,0.9907663818687087,235,-0.0031205464596295984,18.266716434895475,-0.13509040239742814,0.963051375855868,115,-0.010912144011357613,7.248413920541337
NQ,short,24,5,17,2.7,0.6000000000000001,1,35.0,8.0,-999.0,True,-0.7635196218654261,0.809310827299435,227,-0.07081895132422196,24.529088342660337,-0.7423023049897035,0.8087663101544766,112,-0.06364430384658923,9.968008375066777
NQ,short,13,25,24,3.1,0.4,1,35.0,8.0,1.0,True,0.18800467041713106,1.128499631636589,37,0.032726994177317045,5.032789245208587,,,0,,
NQ,short,15,30,24,3.5,0.4,1,35.0,8.0,1.0,True,0.34550769585045366,1.3032942224410782,26,0.07363285498081032,3.3049759870502116,,,0,,
NQ,short,13,29,24,3.5,0.4,1,35.0,8.0,1.0,True,0.16188655287648562,1.1098759674068037,37,0.025201568536769574,4.597665647649492,,,0,,
NQ,short,10,30,24,3.1,0.4,1,35.0,8.0,1.0,True,-0.3609462370485659,0.829727299451422,60,-0.054262312768540835,6.609989487005141,0.6482105899876097,1.3687652255462612,35,0.09234171836618414,3.002455140155262
NQ,short,13,27,24,3.5,0.4,1,35.0,8.0,1.0,True,0.16188655287648562,1.1098759674068037,37,0.025201568536769574,4.597665647649492,,,0,,
NQ,short,15,32,23,2.9000000000000004,0.5,1,35.0,8.0,1.0,True,0.42296199606728896,1.3836460185082087,26,0.10564603668108913,3.547047385195044,,,0,,
NQ,short,10,28,24,3.4000000000000004,0.4,1,35.0,8.0,1.0,True,-0.4045922719855111,0.81093904944375,60,-0.05620630760436821,6.259161916571358,0.6482105899876098,1.368765225546261,35,0.08419391968681494,2.737532627788621
NQ,short,15,31,25,3.0,0.30000000000000004,1,35.0,8.0,1.0,True,0.41123216158572357,1.3711485721009713,26,0.1001067014893593,3.4895006818223955,,,0,,
NQ,short,15,34,25,2.9000000000000004,0.30000000000000004,1,35.0,8.0,1.0,True,0.4234240698239629,1.3843084819846059,26,0.10621117660702853,3.540862774299055,,,0,,
NQ,short,15,36,25,2.9000000000000004,0.2,1,35.0,8.0,1.0,True,0.4234240698239629,1.3843084819846059,26,0.10621117660702853,3.540862774299055,,,0,,
NQ,short,14,31,25,3.0,0.5,1,35.0,8.0,1.0,True,-0.23373073975989692,0.8573137443302818,34,-0.04764858178852013,6.1436854656369935,,,0,,
NQ,short,12,17,23,3.2,0.6000000000000001,1,35.0,8.0,1.0,True,-0.042565654939932765,0.9737816383694585,43,-0.0076472171441781325,5.443285141775927,,,0,,
NQ,short,17,36,28,2.4000000000000004,0.1,1,35.0,1.5,-999.0,True,-0.09343930465179315,0.9720765932658157,182,-0.012200083329672318,16.875241712185442,-0.04231185115132551,0.9872253122522352,87,-0.005225960784221293,5.541079839539519
NQ,short,10,26,27,2.6,0.30000000000000004,2,0.0,3.5,1.0,True,-0.18841477426521747,0.9070245743439886,52,-0.030556664679482207,4.85558829183776,-0.5413998748846175,0.7548618795388171,26,-0.08189121024132838,5.853544800570505
NQ,short,45,32,24,2.8,0.2,1,35.0,8.0,-999.0,True,-0.012435478105949563,0.9941857769602968,74,-0.0020657090311069033,6.533024136811793,0.17700180190114398,1.0864708642597214,36,0.030550022367032168,2.8912740995110995
NQ,short,12,23,23,3.3000000000000003,0.4,1,45.0,8.0,-999.0,True,-0.4943823181146793,0.8933818886465961,318,-0.03733439410413468,22.584340471244367,-0.28075051297943526,0.9373588954666586,158,-0.01999621204519957,11.213871786086811
NQ,short,13,30,24,3.4000000000000004,0.4,1,35.0,8.0,1.0,True,0.16188655287648557,1.1098759674068035,37,0.02594279114079225,4.732891107874478,,,0,,
NQ,short,15,29,26,3.5,0.4,1,35.0,8.0,1.0,True,0.7891252019735558,1.957647089536173,26,0.19537203501781847,1.997675806860551,,,0,,
NQ,short,80,33,25,2.5,0.30000000000000004,1,30.0,3.5,-999.0,True,-0.43002589946212955,0.693815321772806,29,-0.11405403291955424,4.84271080467998,,,0,,
NQ,short,24,26,27,3.8000000000000003,0.5,2,35.0,8.0,-0.5,True,-2.105585264564438,0.48042142439630614,132,-0.1687056744353652,26.01919355813138,-1.0377516279304198,0.6289306668629441,56,-0.09165346466556097,7.6612851214380475
NQ,short,12,28,20,3.6,0.2,1,35.0,1.5,1.0,True,0.493664114735582,1.55445839925541,27,0.11685752465473451,3.260067338613503,,,0,,
NQ,short,11,28,22,3.6,0.2,1,0.0,1.5,1.0,True,0.06436761444114085,1.0477403310047995,33,0.011201982561743496,3.712559942010587,,,0,,
NQ,short,12,24,17,3.3000000000000003,0.4,1,35.0,1.5,1.0,True,0.5254349881347993,1.6133105894588993,27,0.13772534449700236,3.4629974267160364,,,0,,
NQ,short,12,24,21,3.4000000000000004,0.4,1,35.0,1.5,1.0,True,0.49871580199221943,1.5592501285749258,27,0.1238398831781847,3.392361409740117,,,0,,
NQ,short,12,32,21,3.4000000000000004,0.30000000000000004,1,35.0,1.5,1.0,True,0.49871580199221943,1.5592501285749258,27,0.1238398831781847,3.392361409740117,,,0,,
NQ,short,12,32,20,3.3000000000000003,0.30000000000000004,1,35.0,1.5,1.0,True,0.5090802467405796,1.5775605984786727,27,0.13084793935398603,3.465528005760196,,,0,,
NQ,short,10,32,21,3.4000000000000004,0.30000000000000004,1,35.0,1.5,1.0,True,0.2726755441174662,1.2221621769024302,36,0.055142387088417316,4.0277973922569865,,,0,,
NQ,short,12,30,20,3.3000000000000003,0.2,1,35.0,1.5,1.0,True,0.5090802467405796,1.5775605984786727,27,0.13084793935398603,3.465528005760196,,,0,,
NQ,short,12,34,20,3.3000000000000003,0.2,1,35.0,1.5,1.0,True,0.5090802467405796,1.5775605984786727,27,0.13084793935398603,3.465528005760196,,,0,,
NQ,short,11,34,20,3.3000000000000003,0.2,1,35.0,1.5,1.0,True,0.28790460286757125,1.2682710980461023,30,0.06803927560606571,4.107273674204004,,,0,,
NQ,short,12,35,21,3.4000000000000004,0.1,1,35.0,1.5,1.0,True,0.49871580199221943,1.5592501285749258,27,0.1238398831781847,3.392361409740117,,,0,,
NQ,short,12,35,21,3.6,0.1,1,35.0,1.5,1.0,True,0.4883779617433999,1.5440587670566777,27,0.11490227649956174,3.2594524425323206,,,0,,
NQ,short,12,35,21,3.6,0.1,1,35.0,1.5,1.0,True,0.4883779617433999,1.5440587670566777,27,0.11490227649956174,3.2594524425323206,,,0,,
NQ,short,12,37,21,3.8000000000000003,0.1,1,35.0,1.5,1.0,True,0.4780280168355642,1.5291605602427865,27,0.10690547052395177,3.140533892925344,,,0,,
NQ,short,11,35,21,4.0,0.0,1,35.0,1.5,1.0,True,0.22737792766989334,1.204088044972335,30,0.04477040114911035,3.6837490144922054,,,0,,
NQ,short,12,39,21,3.6,0.1,1,35.0,1.5,0.5,True,0.2915121734849803,1.1770899391430343,58,0.041270344041010716,3.8249789391498323,-1.6986234222877261,0.4121918873363691,28,-0.1774007461294436,5.856527573379522
NQ,short,10,37,20,3.8000000000000003,0.0,1,35.0,1.5,1.0,True,0.21370619617367725,1.1695467863917486,36,0.03953449743002432,3.9515663562400722,,,0,,
NQ,short,12,37,20,3.9000000000000004,0.1,1,35.0,1.5,1.0,True,0.4782182114553364,1.5320230632961764,27,0.1050194814476742,3.0862160048740286,,,0,,
NQ,short,12,35,19,3.5,0.1,1,35.0,1.5,1.0,True,0.5041942400932597,1.573154751302047,27,0.12334317401758821,3.324725269268821,,,0,,
NQ,short,13,35,19,3.5,0.2,1,35.0,1.5,1.0,True,0.38523083416813986,1.4100743665662658,26,0.0980081610760079,3.112271417239389,,,0,,
NQ,short,10,33,20,3.4000000000000004,0.0,1,35.0,1.5,1.0,True,0.277748893663402,1.2275668108386424,36,0.05650315838992158,4.031092212895285,,,0,,
NQ,short,12,39,20,3.6,0.1,1,35.0,1.5,1.0,True,0.493664114735582,1.55445839925541,27,0.11685752465473451,3.260067338613503,,,0,,
NQ,short,13,39,20,3.6,0.1,1,35.0,1.5,1.0,True,0.3740329152735258,1.3934545470394302,26,0.09208841927115406,3.055283941391325,,,0,,
NQ,short,11,34,19,3.3000000000000003,0.1,1,35.0,1.5,1.0,True,0.29239747213420497,1.2742540439947767,30,0.06955178861102103,4.118794811774718,,,0,,
NQ,short,10,40,19,3.4000000000000004,0.2,1,35.0,1.5,1.0,True,0.381202229269817,1.3309231628446276,35,0.08147157292790141,3.2178079253949985,,,0,,
