dropped,k,ic,d,pf,p90
ffd,61,0.11380406311152444,0.011704790221562886,1.2089466994473645,0.8353016796719498
mom,57,0.11646150962652431,0.014362236736562756,1.2040284670331936,0.8353016796719498
pin,51,0.09444010933695497,-0.007659163553006582,1.1173688059309272,0.8353016796719498
regime,57,0.11281711218107435,0.010717839291112793,1.2480953783101023,0.8353016796719498
struct,56,0.1113714458466339,0.009272172956672348,1.215385570457497,0.8353390018513243
trend,55,0.1149640176760572,0.012864744786095644,1.211719086512752,0.8353684970319375
vol,58,0.03733339594896434,-0.06476587694099721,1.1720963214634474,0.8352166902990819
volu,60,0.09406307378734975,-0.008036199102611802,1.1245827841073635,0.8353390018513243
PIN ONLY,14,-0.011379834373722945,-0.1134791072636845,1.2435037892499972,0.8344685598926808
