feat,ic,sign,med,mean,sd
vol.atr_pct,0.24342366057408188,1,0.001518461080267295,0.0016329203532620398,0.0006585388965877847
vol.parkinson,0.23628074053605966,1,0.0860560885240786,0.09189314732186883,0.039319325112714215
vol.rv96,0.16055940637027388,1,0.08935262188823964,0.09409757188240662,0.03384723416129814
vol.atr_rank250,0.12148195207198509,1,0.78,0.7711380880121396,0.15694386754268763
vol.atr_ratio50,0.1013072550411523,1,1.572352606909248,1.610226723690875,0.2993884085086397
vol.rv_ratio,0.0572732178550149,1,0.9780305246923392,0.986721852300651,0.22089618121574742
vol.vol_of_vol,0.009713948596200879,1,0.07104362388001895,0.08976846637722005,0.06863796670782624
