tf,entry_n,exit_n,stop,tp_r,chop_max,adx_min,session,vol_policy,side,n,pf,sharpe,sortino,dd,retdd,calmar,win,net,R,top1,score_norobust,market,block,trades_per_year,robust,score
30,40,30,1.5,2.0,40.0,20.0,"(570, 960)",,-1,127,1.2384437328728273,0.7171999080588849,1.3146576598787008,10.514233666612055,1.6206440525354129,0.7385213403958842,0.3779527559055118,17.039830258762436,0.134171891801279,0.116047266512715,0.19618783128285186,NQ,train,57.87341772151898,1.0,0.3461878312828518
30,40,15,3.0,0.0,40.0,,"(570, 960)","(2.5, 1.5)",-1,104,1.3205361402662168,0.6434850043695028,1.182396076178573,12.322258258906556,1.423688623850034,0.6487694994759647,0.375,17.543058903347386,0.1686832586860325,0.4761494077918879,0.19612802351702005,NQ,train,47.392405063291136,1.0,0.34612802351702004
30,40,15,1.5,0.0,40.0,,"(570, 960)","(2.5, 1.5)",-1,104,1.3205361402662168,0.6434850043695028,1.182396076178573,12.322258258906556,1.423688623850034,0.6487694994759647,0.375,17.543058903347386,0.1686832586860325,0.4761494077918879,0.19612802351702005,NQ,train,47.392405063291136,1.0,0.34612802351702004
30,40,15,2.5,0.0,40.0,,"(570, 960)","(2.5, 1.5)",-1,104,1.3205361402662168,0.6434850043695028,1.182396076178573,12.322258258906556,1.423688623850034,0.6487694994759647,0.375,17.543058903347386,0.1686832586860325,0.4761494077918879,0.19612802351702005,NQ,train,47.392405063291136,1.0,0.34612802351702004
30,40,15,2.0,0.0,40.0,,"(570, 960)","(2.5, 1.5)",-1,104,1.3205361402662168,0.6434850043695028,1.182396076178573,12.322258258906556,1.423688623850034,0.6487694994759647,0.375,17.543058903347386,0.1686832586860325,0.4761494077918879,0.19612802351702005,NQ,train,47.392405063291136,1.0,0.34612802351702004
30,40,20,1.5,2.0,40.0,25.0,"(570, 960)",,-1,127,1.231860533969706,0.6949224039032748,1.1585445427334806,10.077961088923248,1.5730015199945533,0.7168108192380243,0.4015748031496063,15.852648111322232,0.124824000876553,0.124737880351846,0.19036644804910538,NQ,train,57.87341772151898,1.0,0.3403664480491054
30,40,30,1.5,2.0,40.0,,"(570, 960)",,-1,128,1.2292584559994926,0.6942955507330432,1.2704646553785353,10.514233666612055,1.569857261240372,0.7153779924639669,0.375,16.505846067908916,0.1289519224055384,0.1198015366939954,0.18964712923503507,NQ,train,58.32911392405063,1.0,0.33964712923503504
30,40,15,1.5,0.0,40.0,,"(570, 960)",,-1,107,1.3036478780625431,0.6112132602221605,1.2471146283510672,12.659957907940974,1.4102133631714664,0.6426288743566176,0.3644859813084112,17.853241818966644,0.1668527272800621,0.4678767695182963,0.18844632383195267,NQ,train,48.75949367088607,1.0,0.3384463238319527
30,55,30,2.5,2.0,40.0,,"(480, 720)","(2.5, 1.5)",-1,85,1.2694993028663686,0.6955183223018164,1.4429735761831832,8.342061988663902,1.6131594859759038,0.7351106518371207,0.4,13.457076429612188,0.1583185462307316,0.1465576519315371,0.19017212943007722,NQ,train,38.73417721518987,1.0,0.3331085080699856
30,55,30,2.5,2.0,40.0,25.0,"(480, 720)","(2.5, 1.5)",-1,85,1.2694993028663686,0.6955183223018164,1.4429735761831832,8.342061988663902,1.6131594859759038,0.7351106518371207,0.4,13.457076429612188,0.1583185462307316,0.1465576519315371,0.19017212943007722,NQ,train,38.73417721518987,1.0,0.3331085080699856
30,55,30,2.0,2.0,40.0,,"(480, 720)","(2.5, 1.5)",-1,85,1.2694993028663686,0.6955183223018164,1.4429735761831832,8.342061988663902,1.6131594859759038,0.7351106518371207,0.4,13.457076429612188,0.1583185462307316,0.1465576519315371,0.19017212943007722,NQ,train,38.73417721518987,1.0,0.3331085080699856
30,55,30,1.5,2.0,40.0,,"(480, 720)","(2.5, 1.5)",-1,85,1.2694993028663686,0.6955183223018164,1.4429735761831832,8.342061988663902,1.6131594859759038,0.7351106518371207,0.4,13.457076429612188,0.1583185462307316,0.1465576519315371,0.19017212943007722,NQ,train,38.73417721518987,1.0,0.3331085080699856
30,55,30,2.0,2.0,40.0,20.0,"(480, 720)","(2.5, 1.5)",-1,85,1.2694993028663686,0.6955183223018164,1.4429735761831832,8.342061988663902,1.6131594859759038,0.7351106518371207,0.4,13.457076429612188,0.1583185462307316,0.1465576519315371,0.19017212943007722,NQ,train,38.73417721518987,1.0,0.3331085080699856
30,55,30,2.5,2.0,40.0,20.0,"(480, 720)","(2.5, 1.5)",-1,85,1.2694993028663686,0.6955183223018164,1.4429735761831832,8.342061988663902,1.6131594859759038,0.7351106518371207,0.4,13.457076429612188,0.1583185462307316,0.1465576519315371,0.19017212943007722,NQ,train,38.73417721518987,1.0,0.3331085080699856
