cost_mult,n,net_all,net_is,net_oos,R_all,R_oos
0.0,342,12180.5,7867.0,4313.5,0.15506899105480124,0.0956127607506482
1.0,342,11020.5,7214.5,3806.0,0.15506899105480124,0.0956127607506482
2.0,342,9860.5,6562.0,3298.5,0.15506899105480124,0.0956127607506482
3.0,342,8700.5,5909.5,2791.0,0.15506899105480124,0.0956127607506482
4.0,342,7540.5,5257.0,2283.5,0.15506899105480124,0.0956127607506482
