family,side,expiry,fill_res,c1_immed,c1_sel,c1_mkt,c1_lim,c1_price,c1_delta,c1.5_immed,c1.5_sel,c1.5_mkt,c1.5_lim,c1.5_price,c1.5_delta,c2_immed,c2_sel,c2_mkt,c2_lim,c2_price,c2_delta
roc.up192.L,L,16,0.3477159741112466,-0.007683686787920743,-0.5616850726478984,0.05841248188901137,0.008531349875846054,0.511803940634733,-0.04988113201316531,-0.035177625072827325,-0.5637126679527701,0.02580758729125014,-0.02983449807424364,0.5080705825872763,-0.05564208536549378,-0.06295902696846178,-0.5683725046428727,-0.01063494909661883,-0.06349738711088129,0.5155100666286103,-0.052862438014262464
roc.up192.S,S,15,0.3485601725916893,-0.10991381359794355,-0.4233383063477614,-0.3273369676540584,-0.3369481883705829,0.4137270856312369,-0.009611220716524482,-0.13735697210399792,-0.42706501102354794,-0.3600691184023565,-0.37764941035711086,0.4094847190687936,-0.017580291954754357,-0.16503969690538348,-0.42767193508758033,-0.3940291078345854,-0.4116356957324903,0.4100653471896754,-0.017606587897904924
roc.up48.L,L,19,0.35403253134530666,0.006006168090308058,-0.6245280237284913,0.24001024180195465,0.2136440729081126,0.5981618548346492,-0.02636616889384205,-0.009534009921292495,-0.6240742376147888,0.22077423501854937,0.1932024013035478,0.5965024038997871,-0.027571833715001576,-0.025476546290896542,-0.626921193924402,0.19799645232110133,0.17154278309309398,0.6004675246963946,-0.026453669228007348
roc.up48.S,S,17,0.3505591324974585,-0.07365007596809124,-0.4547872023742205,-0.20690518560384402,-0.28257230382819876,0.37912008414986575,-0.07566711822435473,-0.08892250105701975,-0.4532360638541239,-0.22594340231734805,-0.3046192447178317,0.37456022145364026,-0.07867584240048364,-0.10466394661647066,-0.4525628397229252,-0.2442740880416757,-0.3248658012239139,0.37197112654068704,-0.0805917131822382
rsi.hi14.L,L,15,0.3464445868033312,-0.021755573635140395,-0.6217528585567778,0.18843692826660544,0.08394736495714064,0.517263295247313,-0.1044895633094648,-0.04489691904577278,-0.6209643511491414,0.15813439739936386,0.05818547388632594,0.5210154276361034,-0.09994892351303791,-0.06903875151919713,-0.6255469127224662,0.12793069231630927,0.025948255260352174,0.5235644756665091,-0.1019824370559571
rsi.hi14.S,S,13,0.3468289557975657,-0.08299228728105201,-0.4466574526772374,-0.1084948190619243,-0.07497974570634493,0.4801725260328168,0.03351507335557938,-0.10622899281410107,-0.4501970506617539,-0.13548239535832068,-0.10545653678920246,0.48022290923087213,0.030025858569118227,-0.13029679179758405,-0.4541768569383797,-0.167474345538383,-0.13676331647889037,0.48488788599787236,0.030711029059492634
rsi.hi28.L,L,16,0.3484243231247226,0.034275813412729644,-0.6694795086131097,0.23094968503796612,0.11089725131866628,0.5494270748938098,-0.12005243371929984,0.016433004768603002,-0.6696495903976729,0.2111805416845318,0.09044901622466317,0.5489180649378043,-0.12073152545986862,-0.0024010321440617872,-0.6676205641969168,0.18921229034577802,0.06149734582120481,0.5399056196723435,-0.12771494452457322
rsi.hi28.S,S,14,0.355525965379494,-0.10342419170658239,-0.3854162456508554,-0.22372768015531466,-0.1814092352052962,0.4277346906008739,0.04231844495001846,-0.12073310995709131,-0.3845168341772115,-0.24378143966986168,-0.20503189413494538,0.42326637971212777,0.0387495455349163,-0.13886690725036324,-0.3821480760455214,-0.2661172836055485,-0.23549212868553848,0.4127732309655314,0.03062515492001
rsi.hi7.L,L,15,0.34174798472634704,-0.035800780934699385,-0.5802586084850538,0.09547198035129736,0.04511840909855554,0.529905037232312,-0.05035357125274183,-0.06204634404546486,-0.578808945049007,0.06123134857277298,0.007570035969080378,0.5251476324453144,-0.0536613126036926,-0.08891944684650764,-0.580122942843648,0.029663914310010763,-0.026651241510093834,0.5238077870235434,-0.0563151558201046
rsi.hi7.S,S,14,0.3507106491302503,-0.07268134895955543,-0.4460743502002248,-0.15983353941570203,-0.14659087599465861,0.4593170136212682,0.01324266342104341,-0.0989552587064721,-0.45002421472220644,-0.19012176081735963,-0.1777119047987472,0.4624340707408189,0.012409856018612414,-0.125328380599769,-0.4541153275803145,-0.22216370544289077,-0.21230925426898295,0.4639697787542223,0.009854451173907819
rsi.lo14.L,L,11,0.3446822308690013,-0.0568487960056595,-0.531985038321564,-0.020402795083996228,0.008510958303735624,0.5608987917092958,0.028913753387731854,-0.07647557438273343,-0.5338181840086235,-0.04495830023402295,-0.016754638382146757,0.5620218458604996,0.028203661851876196,-0.09603725660980494,-0.5382008092141027,-0.07018172921559786,-0.04583422464019221,0.5625483137895084,0.024347504575405646
rsi.lo14.S,S,13,0.34808690012970167,-0.013213311437561505,-0.6375952639910609,0.0008101754520233067,-0.08708569764628415,0.5496993908927534,-0.08789587309830746,-0.03322692570023141,-0.632772427821804,-0.02514509295866587,-0.11479298588449291,0.5431245348959769,-0.08964789292582703,-0.05298833510867302,-0.6336991120005963,-0.04989562445942704,-0.1379217539328534,0.5456729825271699,-0.08802612947342638
rsi.lo28.L,L,12,0.3569338794616735,-0.08572854604510773,-0.5803433965176735,0.019582095017288862,-0.11495682682826595,0.44580447467211864,-0.13453892184555483,-0.09912650162572066,-0.5823422805774812,0.00026942008083054574,-0.1306957608601455,0.45137709963650513,-0.13096518094097606,-0.11308183924458313,-0.5827889973697721,-0.01461203815560341,-0.14643469489202515,0.45096634063335034,-0.13182265673642174
rsi.lo28.S,S,15,0.3469865418373318,0.032516367869190495,-0.649792692919894,-0.02819728033182111,-0.17324331417235062,0.5047466590793646,-0.1450460338405295,0.019174597152876473,-0.6493348819591223,-0.042952427068836244,-0.19025688750905229,0.5020304215189062,-0.14730446044021606,0.004786666559869661,-0.6466272449505821,-0.0599573998536202,-0.20531852001262657,0.5012661247915757,-0.14536112015900637
rsi.lo7.L,L,12,0.35171544229875906,-0.04821172420208704,-0.5373951976910225,-0.03762965376607629,-0.06116932861256599,0.5138555228445328,-0.0235396748464897,-0.07230674196314589,-0.5353865983365246,-0.06743284615344868,-0.09123120716340144,0.5115882373265719,-0.023798361009952765,-0.09653742769429616,-0.5393114627525613,-0.09955331124071505,-0.12813387100671084,0.5107309029865655,-0.028580559765995786
rsi.lo7.S,S,13,0.3549671511049174,-0.03559410630511313,-0.5523528398596316,-0.05430664200848516,-0.11555673939658355,0.4911027424715331,-0.06125009738809839,-0.06031844665704713,-0.5563009996458768,-0.08704297136664423,-0.1445156804011436,0.49882829061137735,-0.05747270903449937,-0.08441451758359213,-0.5590317963970726,-0.11768316993611788,-0.17531585297406957,0.5013991133591209,-0.05763268303795169
shock.dn2.0.L,L,11,0.3523076923076923,-0.0184298616570702,-0.5708309945886398,0.051266770755277004,0.0016265915522097264,0.5211908153855725,-0.04964017920306728,-0.030437027241764517,-0.5747020313689492,0.03525448863548313,-0.014910497055474512,0.5245370456779915,-0.05016498569095765,-0.04256668767129696,-0.5769404768975807,0.019672728725819884,-0.02836418966907156,0.5289035585026891,-0.048036918394891444
shock.dn2.0.S,S,13,0.35406593406593406,-0.019640649777498475,-0.5121939031649049,-0.04191744902904962,-0.12567685794684627,0.4284344942471082,-0.08375940891779665,-0.03178014090564568,-0.5100270176524515,-0.058979805502541595,-0.14055746090895188,0.4284493622460412,-0.0815776554064103,-0.04404408693624204,-0.5134751666182708,-0.07554441671404363,-0.1619007160553838,0.4271188672769306,-0.08635629934134018
shock.dn3.0.L,L,9,0.3442622950819672,-0.0015202180091549362,-0.5308664398690687,0.059063145136056726,0.03818875868333717,0.5099920534163491,-0.020874386452719558,-0.012230556456943879,-0.529704601903636,0.04619998014049853,0.026050778763068685,0.5095554005262062,-0.020149201377429846,-0.02256128055297464,-0.531516659911932,0.03244756430032164,0.013912798842800157,0.5129818944544104,-0.018534765457521484
shock.dn3.0.S,S,12,0.35300546448087433,-0.019050444909924073,-0.5199892912748091,-0.013177716432031021,-0.10817813673090558,0.4249888709759345,-0.09500042029887457,-0.028940155220317444,-0.5167011185660847,-0.027987809778109912,-0.12220811576603217,0.4224808125781624,-0.09422030598792226,-0.039405916855006454,-0.516753726840839,-0.039457122140710184,-0.15391489587567556,0.4022959531058736,-0.11445777373496538
shock.up2.0.L,L,15,0.34536928487690505,-0.005363242954222784,-0.5694312004154629,0.07904808181199496,0.08063016641723779,0.5710132850207057,0.0015820846052428256,-0.01677119981902442,-0.5731305128598861,0.06332499602404472,0.06748616123031141,0.5772916780661528,0.004161165206266693,-0.0286619779943538,-0.5750265728099322,0.048337007843335465,0.05083548522933044,0.5775250501959271,0.002498477385994978
shock.up2.0.S,S,14,0.3533411488862837,-0.04278433526538889,-0.44600840158575583,-0.10471312970253345,-0.050818157948903736,0.4999033733393855,0.053894971753629714,-0.05431902364062779,-0.44611101534812136,-0.11790659615267661,-0.0671029945896324,0.49691461691116556,0.05080360156304421,-0.06571171005552212,-0.44591294625792066,-0.13122400422089944,-0.08460767466786447,0.4925292758109556,0.04661632955303498
shock.up3.0.L,L,13,0.35294117647058826,-0.010602653631231217,-0.5284726618447014,0.10138216252556673,0.18174381966905306,0.6088343189881877,0.08036165714348634,-0.020465708513160766,-0.5271112591419063,0.08848888014527542,0.16973405866807392,0.6083564376647047,0.0812451785227985,-0.030357150053516607,-0.5252246811741093,0.0750704224999823,0.14805140233169725,0.5982056610058242,0.07298097983171495
shock.up3.0.S,S,11,0.3502974223397224,-0.03227250427363449,-0.4339632885693849,-0.1540466577469926,-0.10902417242584249,0.478985773890535,0.04502248532115012,-0.04261225204604892,-0.43378734659416274,-0.16597024017538284,-0.12546035001038808,0.4742972367591575,0.04050989016499476,-0.05281019628505844,-0.43296001087718355,-0.17854521634553006,-0.13767583727678254,0.47382938994593105,0.04086937906874752
