tf,stop,n,pf,usd,net,win,dd,retdd,sharpe
15.0,1.5,293.0,0.8164571094211746,-8.605561620301616,-2521.4295547483734,0.28668941979522183,2937.570621322059,-0.8583383617901241,-0.8315233178417338
30.0,2.0,170.0,0.90296578476896,-4.769161756051992,-810.7574985288387,0.34705882352941175,1664.550591751545,-0.48707290877576065,-0.31399270786263817
