stop,target,hold_h,n,pts,sd,se,t,sharpe,pf,win,mde,need_n,med_min,trigger,hold_pts
30,30,4.0,1426,-3.9604067321178094,29.836691072406847,0.7901160699748032,-5.012436631296597,-1.9748335349621422,0.7662615228424715,0.47335203366058903,2.2135775022349202,-1,0.0,donch20 long,-5.277012987012985
30,40,1.0,1423,-1.7959732958538275,32.49688613479445,0.861468295210394,-2.0847816522547724,-0.8266026437271063,0.8914459767810509,0.44061841180604355,2.413476841734419,-1,15.0,donch20 long,-3.406691068814049
30,40,2.0,1394,-2.0769440459110453,33.68925734674889,0.9023188923452302,-2.301784949346267,-0.9141313366158311,0.881953901328032,0.4347202295552367,2.527923270818464,-1,15.0,donch20 long,-3.4947407407407445
30,40,4.0,1379,-1.9426468455402446,34.39042692849848,0.9260947755117517,-2.0976760661097082,-0.8341742230220736,0.892407851799789,0.4379985496736766,2.5945334336453714,-1,15.0,donch20 long,-3.580801186943618
30,50,1.0,1388,-1.0363976945244933,35.900956561619275,0.9636321635946854,-1.0755117291419238,-0.4338743791682397,0.9405558211715855,0.4099423631123919,2.699697625225088,-1,15.0,donch20 long,-2.314888226527553
30,50,2.0,1354,-1.3512998522895103,37.38309604623017,1.0159350278432524,-1.3301045984783202,-0.5365907449044464,0.9275805795975975,0.3995568685376662,2.846228556568843,-1,15.0,donch20 long,-2.8697276853252687
30,50,4.0,1338,-1.0837219730941678,38.465470506545,1.0515816336379673,-1.0305638082941886,-0.4149916251983262,0.9438313103199827,0.398355754857997,2.946095560439216,-1,15.0,donch20 long,-3.2884848484848463
30,75,1.0,1341,-0.4473452647278146,41.6029724123666,1.1360827662894581,-0.39376115719885607,-0.16314663374687577,0.975927696010568,0.3691275167785235,3.182832684589436,-1,15.0,donch20 long,-0.6878260869564948
30,75,2.0,1288,-0.9949689440993792,44.46670867535189,1.2390163964854517,-0.803031297181919,-0.33082348015069746,0.9515688573149723,0.33695652173913043,3.4712100213932384,-1,15.0,donch20 long,-1.3923809523809758
30,75,4.0,1262,-0.21313787638668844,46.7494506651073,1.315972562650608,-0.16196224939324722,-0.06629737080411945,0.9900766003225159,0.3288431061806656,3.6868092789641858,-1,15.0,donch20 long,-1.678853503184721
30,100,1.0,1313,0.9064965727341971,46.546489544713836,1.2845605188280251,0.7056861544843708,0.29153925812910775,1.0478436915007834,0.357958872810358,3.5988057613201208,20694,30.0,donch20 long,-0.4778399999999674
30,100,2.0,1250,1.2884,51.17245694433458,1.4473756526126245,0.89016282516176,0.3623141360292406,1.0612935158272756,0.3208,4.054946233416139,12381,30.0,donch20 long,-1.2694069192751478
30,100,4.0,1214,2.075733113673805,54.29123333373639,1.5581898256839832,1.3321439271769349,0.5361200486339466,1.093231801976857,0.30477759472817134,4.365401582650271,5369,30.0,donch20 long,-1.987350993377491
30,150,1.0,1292,0.9816718266253889,51.22979957973433,1.42525114971629,0.6887711171612105,0.280060007177961,1.0508378513360004,0.34520123839009287,3.9929625531436717,21375,30.0,donch20 long,-0.018264462809876692
30,150,2.0,1219,1.9667678424938495,58.57007529941432,1.6775440368446262,1.172409069030008,0.4660827549724591,1.0905764578053618,0.2977850697292863,4.699782576357461,6960,30.0,donch20 long,0.591709401709397
30,150,4.0,1173,2.5079539641943764,63.71034278184455,1.860205549555903,1.3482133545903645,0.5348606870436194,1.1068419867511186,0.2668371696504689,5.2115243702875285,5065,30.0,donch20 long,0.22637931034483064
30,0,1.0,1270,0.8052755905511821,54.53853599351953,1.5303882242047562,0.5261903991515825,0.2107997807370269,1.0414215946362133,0.3401574803149606,4.2875130269062005,36001,45.0,donch20 long,-0.8647884940777779
30,0,2.0,1186,0.9865598650927495,66.48586847955269,1.9305764387182078,0.5110182872364115,0.20474451162169638,1.0443126326943801,0.2799325463743676,5.408674413150108,35646,45.0,donch20 long,-0.3019642857142791
