name,stop_share,stop_mae_full,stop_mae_excl,channel_share,channel_mae_full,channel_mae_excl
base 30/20 unfiltered,40.85667215815486,1.4927408872628232,0.653381998551873,59.14332784184514,0.63105729074745,0.47380308404535215
V24 shipped  CHOP<=40,39.63963963963964,1.4615692898549277,0.7051217588937746,60.36036036036036,0.5404000535909009,0.401959984421346
V21  CHOP<=45,40.98360655737705,1.4884407101001564,0.6883295242281561,59.01639344262295,0.5879619067454391,0.41138656930222417
V11  55/20 2.5N ADX>=25,34.387351778656125,1.310050627915097,0.6826793555470966,65.61264822134387,0.5839062851447765,0.44005728133397154
V12  30/20 2.0N ADX>=25,42.42928452579035,1.372446374305546,0.6885310884086764,57.57071547420965,0.6176030205118571,0.45823260017116657
V38  70/30 2.5N (geom),37.57396449704142,1.383831663916494,0.6844690017157831,62.42603550295858,0.5919745881594002,0.45428837475156475
V40  40/25 1.5N MA200d,62.239583333333336,1.6301404652061986,0.6627030337622499,37.760416666666664,0.5769083373146352,0.47353418301621325
V42 SPEC 20/55 (1 unit),19.29824561403509,1.3382578118664865,0.5873363561812357,80.70175438596492,0.5740387986155098,0.39867365118509446
