tf,cfg,asconf_n,asconf_pf,armc_n,armc_pf,armc_ratio,armc_p_entry,armc_p_gate,res_n,res_pf,sec_n,sec_pf,sec_ratio,sec_p_entry,sec_p_gate,sec_p_boot,sec_win,be_driftless,sec_need,verdict,note
0.5,"EMA 6.5/24.0min (13/48 bars), cross<=14.0min, end 615",54,1.6006367294640222,54,1.6006367294640222,0.4767973529890779,0.07,0.0275,42,1.6539241599437502,39,1.2546321850601865,0.203200565973666,0.2725,0.025,0.2765,0.6153846153846154,0.5114500000000001,944.5278774653924,iii,
1.0,"EMA 6.5/24.0min (7/24 bars), cross<=14.0min, end 600",24,0.6436240777155358,67,1.4660553001834655,0.4376975862348772,0.22,0.035,44,1.507662448103774,42,1.109417357498307,0.0980310580647799,0.585,0.0325,0.401,0.6190476190476191,0.5114500000000001,4370.407273158923,iii,
2.0,"EMA 6.5/24.0min (3/12 bars), cross<=3.5min, end 600",22,0.5297543271195533,69,1.3064170408409752,0.3127954817788517,0.355,0.0575,29,1.7776053421074194,25,1.630449401647895,0.3440962117824525,0.4525,0.085,0.1585,0.68,0.5114500000000001,211.14472006745584,ii,
3.0,"EMA 6.5/24.0min (2/8 bars), cross<=3.5min, end 600",11,0.8459170998252912,62,1.2862037540718485,0.2806536487910794,0.605,0.025,24,1.103241307102588,28,1.535703118571107,0.3154218825861026,0.6425,0.0225,0.18625,0.6785714285714286,0.5114500000000001,281.4325931751412,ii,WRONG SHAPE (better on 2nd half)
4.0,"EMA 6.5/24.0min (2/6 bars), cross<=3.5min, end 615",15,0.5269955879277339,58,1.0784766676163302,0.0862810791763727,0.4625,0.105,26,1.4301404122039982,20,1.008414681258686,0.0054250784417036,0.6,0.13,0.4945,0.6,0.5114500000000001,679544.5778176916,iii,
5.0,"EMA 3.25/12.0min (1/2 bars), cross<=3.5min, end 600",16,0.748489223628109,62,0.6767672338682023,-0.400795392421908,0.9275,0.665,19,0.9558544157067188,11,0.4959290941396532,-0.2644616345974586,0.57,0.5025,0.79625,0.4545454545454545,0.5114500000000001,157.27776512527404,iii,
15.0,"EMA 13.0/48.0min (1/3 bars), cross<=3.5min, end 590",8,3.6968337558451214,40,0.3995508832040128,-0.9127294139927732,1.0,0.99,23,0.3515273871364495,19,0.5387717117183475,-0.4119320981945991,0.9525,0.8425,0.876,0.4210526315789473,0.5114500000000001,111.9701688217205,iii,WRONG SHAPE (better on 2nd half)
