tf,ungated,ungated_sess,kept,keep_rate,gate_base,lift,trades,sess,pct,pf,win,relab_071,relab_share,hold_med_min,fill_beyond_edge_pts,range_width_pts,amb,thru
0.5,161,92,56,0.34782608695652173,0.1980214344600165,1.7565072584440502,54,52,0.024955626081294518,1.6006367294640222,0.6851851851851852,18,0.3333333333333333,3.0,7.849999999998545,33.75,0.0,0.018518518518518517
1.0,161,92,28,0.17391304347826086,0.14798945286750165,1.1751718795390722,24,24,-0.026090173553338914,0.6436240777155358,0.5,6,0.25,3.5,17.350000000002183,34.25,0.0,0.041666666666666664
2.0,160,92,27,0.16875,0.12406526172671652,1.3601712328767124,22,20,-0.03183355370598252,0.5297543271195533,0.5,7,0.3181818181818182,4.0,43.14999999999782,34.75,0.0,0.13636363636363635
3.0,161,92,13,0.08074534161490683,0.06966403162055336,1.1590678824721379,11,9,-0.009415411474009651,0.8459170998252912,0.6363636363636364,4,0.36363636363636365,6.0,42.299999999995634,34.5,0.0,0.09090909090909091
4.0,159,92,16,0.10062893081761007,0.08831521739130435,1.1394291243347847,15,13,-0.03402986529322385,0.5269955879277339,0.4666666666666667,4,0.26666666666666666,12.0,41.44999999999709,44.0,0.0,0.06666666666666667
5.0,153,92,18,0.11764705882352941,0.057971014492753624,2.0294117647058822,16,14,-0.016079859965806735,0.748489223628109,0.5625,5,0.3125,10.0,65.00000000000364,33.75,0.0,0.0625
15.0,145,92,10,0.06896551724137931,0.0625,1.103448275862069,8,8,0.10214111987308505,3.6968337558451223,0.75,0,0.0,22.5,117.50000000000364,47.5,0.0,0.125
