tf,ema,xr,end,fast,slow,uniq,n,pct,pf,win,mde,ratio,t
2.0,6.5/24.0,7.0,600,3,12,12,36,0.007478237450308446,1.1323106526685016,0.6388888888888888,0.07030313725906182,0.10637131914542731,0.29805243624548733
2.0,6.5/24.0,7.0,615,3,12,13,38,0.006728723342457005,1.1143394202309487,0.631578947368421,0.06967818332816729,0.09656858174338954,0.27058516604497745
2.0,6.5/24.0,14.0,590,3,12,14,43,-0.0034872048505523697,0.9470407721476419,0.5813953488372093,0.0661694379555341,-0.05270114056123272,-0.14766859585257408
2.0,6.5/24.0,14.0,600,3,12,15,45,0.0010454291988456516,1.0166150965128273,0.6,0.0643995273746925,0.01623349178889286,0.0454862439924778
2.0,6.5/24.0,14.0,615,3,12,16,47,0.0007131755904322657,1.0110517406695567,0.5957446808510638,0.06382852405680922,0.01117330536732322,0.031307601639239666
2.0,13.0/48.0,3.5,590,7,24,17,15,-0.06277520705349622,0.28903396275533205,0.4666666666666667,0.09684161447063691,-0.6482255319331766,-1.8163279404767607
2.0,13.0/48.0,3.5,600,7,24,18,17,-0.04380199901650807,0.437772227667747,0.5294117647058824,0.09544802202982951,-0.45890944710010884,-1.2858642707745047
2.0,13.0/48.0,3.5,615,7,24,19,18,-0.05256405059844679,0.3799596002385869,0.5,0.09327824704988222,-0.563518850974303,-1.5789798204299972
2.0,13.0/48.0,7.0,590,7,24,20,17,-0.07887641516752206,0.22208351568733134,0.4117647058823529,0.09053426421166107,-0.8712327410439433,-2.441194140405129
2.0,13.0/48.0,7.0,600,7,24,21,19,-0.06020552291189836,0.3363687591033263,0.47368421052631576,0.09079997038322102,-0.6630566360077115,-1.8578846940936073
2.0,13.0/48.0,7.0,615,7,24,22,21,-0.05511571412018128,0.3988078088792561,0.47619047619047616,0.09070931369215582,-0.6076081041383457,-1.7025179077956445
2.0,13.0/48.0,14.0,590,7,24,23,22,-0.047436057893648416,0.47975610192170887,0.45454545454545453,0.09199147743855364,-0.5156570936186308,-1.4448711763194035
2.0,13.0/48.0,14.0,600,7,24,24,24,-0.0352749646307691,0.5779600600976795,0.5,0.08891857529673569,-0.3967108617412147,-1.1115838345988835
2.0,13.0/48.0,14.0,615,7,24,25,26,-0.033081700474469095,0.610360674903151,0.5,0.08745787414068983,-0.378258685104236,-1.0598808356620693
