mkt,block,rule,n,usd,mc_mean,p5,p50,p95,p_le0,dd_real,dd50,dd95,dd99,p_ctrl
NQ,research,close > SMA100,300,16.385005887878258,16.892757655011888,-6.614350116755076,16.126903504399973,43.78790177039097,0.153,2725.288275899331,3491.205538467372,5462.721175109685,6430.218993736715,0.7406483790523691
NQ,research,close > EMA100,307,16.533282714503127,17.2759272919394,-10.189049341290268,17.346429855013888,46.32718352720951,0.158,2882.6504949854143,3533.7980178259795,5614.403250867376,6791.243684400632,0.7206982543640897
NQ,research,close > SMA200,272,22.461194832734485,22.2363019150967,-5.389013252632269,21.81129107053092,51.18517925839231,0.094,2008.4694198834186,2866.14590810713,4622.269862020521,5585.953650476276,0.5810473815461347
NQ,research,close > EMA200,282,23.046777907554638,23.50533914101266,-3.285671814358661,23.31192065250945,51.15496540921325,0.077,2035.5528829164668,2887.4066157154366,4567.689563771533,5380.375141220565,0.5087281795511222
NQ,research,EMA50 > EMA200,219,23.373358597609936,23.24489576427886,-4.007152178647347,21.81105895624172,53.36464465410123,0.083,1759.47109792237,2353.880618598295,3842.7304248042637,4580.818534203728,0.5610972568578554
NQ,research,efficiency ratio(20) >= 0.2,295,17.828032052040694,17.66451790058591,-7.400083418079959,17.617870490727128,42.81363250216407,0.123,2496.955871643918,3132.2638140609442,4793.555752136714,5538.721339392631,0.685785536159601
NQ,research,efficiency ratio(20) >= 0.3,237,30.86397333038283,31.262964814733486,2.681181280430797,30.650491540799813,62.08010261604232,0.034,1967.0157937899012,2274.609306965457,3460.6232468735484,4092.0466985417725,0.3266832917705736
NQ,research,ATR expanding (>= 1.10x mean),280,17.938463082594918,18.682773028257177,-10.828199950842702,18.845658792276357,46.94385689410181,0.146,3766.5511612069104,3440.9749111157516,5488.264048420944,6333.5888214791075,0.6758104738154613
NQ,research,ATR contracting (<= 0.90x mean),110,18.04285088504638,16.6309937459293,-26.03420285363551,15.203201810569016,63.95378497886033,0.289,2483.156746535657,2098.8560224661787,3402.9280630282956,4020.5268124365384,0.5960099750623441
NQ,research,vol percentile <= 0.5 (calm),170,1.3052583983244772,1.2907501228550173,-26.80913789356841,0.4633165956748164,29.74269746267867,0.487,2164.0634644205265,2833.3892420344728,4275.393501955574,4906.125249291382,0.8927680798004988
NQ,research,vol percentile > 0.5 (fast),258,17.10928662666031,17.312700500153216,-12.088718745294335,17.85121175767118,47.8901212598345,0.171,3422.37837169367,3379.862098729754,5445.661482638199,6601.340859352806,0.7107231920199502
NQ,research,ATR pct rank(500) <= 0.2,80,-7.035083436021263,-7.869204645733409,-42.26623699720217,-9.480942923992735,32.63285192287055,0.644,3101.125907558374,1883.702074473174,2817.0840377905743,3205.707233211527,0.8952618453865336
NQ,research,"close > Bollinger upper(20,2)",299,15.2323104398474,13.88474101904715,-10.821542547685883,13.427044404692381,40.99191647550852,0.203,3218.8579869742266,3492.470605074501,5494.80307365545,6448.079521960614,0.7955112219451371
NQ,research,BB width > its 20-bar mean,291,19.088011460265278,19.945156137685103,-8.774603564578651,19.97647659626616,48.632490605003895,0.118,3343.9087012401505,3369.596554848674,5307.289276619483,6260.287247291578,0.655860349127182
NQ,research,MACD histogram > 0,323,14.943882490640293,15.059383970165356,-10.323706577601843,14.317011410649632,41.21043926889047,0.158,3488.7416468704987,3552.518868469211,5815.242153452013,6744.4833241905735,0.800498753117207
NQ,research,close > prior 55-bar high,214,32.234416180650115,32.36405774839202,-0.052099320807803634,32.759352467241314,63.98732177651539,0.051,1808.5825981787857,2365.880967054728,3814.13740843995,4568.642863943662,0.30673316708229426
NQ,research,body >= 60% of range,289,18.68548408660011,18.799671978059806,-7.61902748037476,18.48942908684971,45.291946133094434,0.128,2806.474768934623,3198.1986074675933,5039.157070968663,5950.803761322474,0.6658354114713217
NQ,research,body <= 30% of range,96,43.43490803277148,43.46734348800791,-4.950353960988254,42.968489663651695,94.34610527977655,0.064,1516.7199051608854,1379.75029823164,2156.584793509417,2642.2391275988834,0.1970074812967581
NQ,research,volume > 1.5x its 20-bar mean,293,18.262756987368416,18.416458424679202,-9.301373022864652,18.566599531408286,47.37451049544363,0.146,3609.1137381579465,3222.1982675692625,4931.425648747816,5909.0898032219475,0.6658354114713217
NQ,LOCKED,(no filter -- the base),161,37.24092050964067,37.64712253814944,-10.9350853093149,36.01673825893431,91.93461232434503,0.11,3338.098275071142,3114.657753141757,4861.834650394782,5674.068468628503,
NQ,LOCKED,CHOP14 <= 35,74,29.066067253463146,31.14202133671065,-29.250412741947294,31.11662474009684,93.41345817463852,0.199,1617.198894451633,1864.3914518016559,2941.963530309029,3484.5361778254387,0.27680798004987534
NQ,LOCKED,CHOP14 <= 40,102,50.66182368503731,49.59790617622189,-3.081445119081593,49.437655049461355,103.24186826392965,0.059,2144.4866900794473,1882.858836387737,3041.742757181491,3723.1172104343095,0.14463840399002495
NQ,LOCKED,CHOP14 <= 45,120,50.86499286006457,51.67349354414068,-0.5738859973403422,49.87572967013242,111.02369103165374,0.054,3112.9261746524635,2142.7327680408866,3332.6270851817912,3906.8468166885445,0.09975062344139651
NQ,LOCKED,CHOP14 <= 50,141,34.50174327726065,34.96027578511277,-11.182930665472925,34.64350216683441,86.44317180374206,0.116,3242.7931913223283,2631.9215941141483,4212.220878867592,5119.311512916703,0.18703241895261846
NQ,LOCKED,ADX14 >= 20,118,51.44282722113963,51.41960495934359,-10.427254639027378,49.83122563399728,123.15848315554973,0.09,2791.1848646981,2456.1265902510195,3953.446215244445,5054.660466126428,0.13216957605985039
NQ,LOCKED,ADX14 >= 25,96,-0.915463870842642,-0.8996113968774011,-55.35969259590419,-3.985219424621654,59.098385589942204,0.542,3015.6748731855305,3189.099898994851,4686.129770218558,5409.834114263499,0.6084788029925187
NQ,LOCKED,ADX14 >= 30,64,-7.5182412255371105,-7.6748267117698346,-74.73399836162613,-10.7397427592527,70.5816882889505,0.602,3180.226334210877,2730.9619079895538,4085.098617043517,4726.1647972785995,0.6458852867830424
NQ,LOCKED,+DI > -DI,157,34.480307793141975,34.65850036578381,-13.943816288071593,33.56954747865991,89.20654873853013,0.144,3196.1340070791575,3136.2602518640056,4834.239386632086,5646.70244436403,0.2194513715710723
NQ,LOCKED,RSI14 >= 50,161,37.24092050964067,37.64712253814944,-10.9350853093149,36.01673825893431,91.93461232434503,0.11,3338.098275071142,3114.657753141757,4861.834650394782,5674.068468628503,0.16209476309226933
NQ,LOCKED,RSI14 >= 55,161,37.24092050964067,37.64712253814944,-10.9350853093149,36.01673825893431,91.93461232434503,0.11,3338.098275071142,3114.657753141757,4861.834650394782,5674.068468628503,0.16209476309226933
NQ,LOCKED,RSI14 >= 60,154,34.97383923081796,35.54961834406089,-16.045815917506125,34.657143480565686,91.41645325226303,0.138,3373.624905910386,3061.43972745717,4957.157293852819,5732.173408397805,0.17206982543640897
NQ,LOCKED,close > linreg(9),159,36.00556073009939,37.62518485758484,-14.432111232473483,35.58092427796826,97.7045171147003,0.112,3338.098275071142,3103.5288642400965,4849.9331118208975,5911.111146439933,0.20448877805486285
NQ,LOCKED,linreg(9) slope > 0,161,34.59139125861742,35.02632905567964,-13.125174743627499,33.76013691278867,89.56745601712683,0.125,3346.1743628817285,3228.9597617146637,5084.484332117096,5972.597477302034,0.17955112219451372
NQ,LOCKED,close > linreg(21),158,40.67654398188293,40.979649442074994,-7.803105181254017,39.089414658424936,96.41524350703179,0.091,3338.098275071142,2994.0250825030685,4666.55946111714,5654.612394899363,0.15211970074812967
NQ,LOCKED,linreg(21) slope > 0,155,36.53936121312605,36.04442454908687,-14.141581989753083,35.503845113369586,90.15620009702893,0.119,3148.7418116439435,2986.8186343082093,4729.024179862332,5650.40977328167,0.1546134663341646
NQ,LOCKED,close > linreg(50),161,36.884025059511096,37.28966840691596,-11.59731266735201,35.71066079039016,91.89801349156106,0.112,3338.098275071142,3147.1967616425954,4919.294817865643,5674.5161387848375,0.16708229426433915
NQ,LOCKED,linreg(50) slope > 0,123,21.838652655313595,21.967967770968507,-26.84449667766847,20.773606435017058,74.33382210353015,0.226,2739.2060958789507,2760.0057687687367,4326.352257562991,5054.75381385909,0.3266832917705736
NQ,LOCKED,linreg 9/21 value state,149,30.41084607997184,29.461744849905255,-17.524371051327886,27.980399287918353,75.11182492410188,0.147,3132.403189550694,2937.8528084961263,4717.373437422505,5695.949735985849,0.2543640897755611
NQ,LOCKED,linreg 9/21 slope state,155,15.715555182234997,15.45460826043009,-31.293210316763435,15.419057727652927,59.73308359682782,0.285,3226.536002316178,3486.211509056308,5563.002950969009,6234.325321966997,0.42643391521197005
NQ,LOCKED,close > SMA50,160,38.78162226374532,39.313511707361876,-11.569028408650423,38.436979896227015,93.38337281137524,0.108,3338.098275071143,2983.1578528686478,4925.439966183785,5826.912105263676,0.16708229426433915
NQ,LOCKED,close > EMA50,160,37.80927171492915,38.333511321108645,-12.534751811434983,37.373734692051954,92.31565294131252,0.111,3346.1743628817294,3008.978267815362,4933.054963809529,5839.444931237657,0.1770573566084788
NQ,LOCKED,close > SMA100,153,15.709068823113332,17.280459535691442,-33.835907045297525,16.28506986073026,76.64117233832525,0.31,3124.2691224128807,3907.281818918607,6006.854628436807,6857.002206536165,0.4114713216957606
NQ,LOCKED,close > EMA100,156,18.951530335338894,19.626535620638666,-29.34681510557062,17.652674181446088,74.97761678488122,0.292,3180.396882282542,3766.394237541902,5908.467147352607,6763.456302130425,0.33665835411471323
NQ,LOCKED,close > SMA200,140,9.28709439350655,7.880252571671922,-36.90693572859041,7.719481704878618,56.17579455097607,0.396,2992.722783849998,3417.5363589446306,5259.293644210775,5798.337747880687,0.5112219451371571
NQ,LOCKED,close > EMA200,143,9.661472323166034,9.518709580330963,-33.7168936389462,8.557577373969512,57.43780364430953,0.377,3052.137717921074,3445.393781030839,5271.991846586467,5991.187963680209,0.49625935162094764
NQ,LOCKED,EMA50 > EMA200,117,2.596233118466239,2.734138044381756,-44.8805108060725,1.9029300144131818,51.40127084925154,0.473,2872.818878727804,3063.564559136462,4692.994748432624,5408.212762530964,0.5311720698254364
NQ,LOCKED,efficiency ratio(20) >= 0.2,154,12.007808732237248,12.528450259519538,-36.99351749189515,10.882416531888218,67.0995553198416,0.367,3065.3675013722614,3924.6154237047176,6072.322045216798,7161.103659382601,0.49875311720698257
NQ,LOCKED,efficiency ratio(20) >= 0.3,126,11.068957309858348,9.676843297511288,-32.345157432595094,9.89718120478796,56.510445025395775,0.378,2776.0918638107555,2959.817354520912,4507.8156577673735,5251.71002694307,0.5037406483790524
NQ,LOCKED,ATR expanding (>= 1.10x mean),130,47.936475259263304,46.47714803894177,-10.49785927677504,44.16891008122215,109.34610850558661,0.09,2908.178752118504,2738.739896924417,4400.181490349846,5408.281418329663,0.12219451371571072
NQ,LOCKED,ATR contracting (<= 0.90x mean),68,6.725941804196192,7.010169875963228,-50.30709425384309,3.3687855469114014,76.49122874472135,0.454,2154.6679141011473,2062.036584920874,3139.040936115891,3539.1230014016082,0.5037406483790524
NQ,LOCKED,vol percentile <= 0.5 (calm),100,20.05477293789846,19.431601591020154,-26.326951002987617,17.662021385558475,68.3695221416604,0.261,1748.1588781676298,2124.0074182875996,3378.7343889836015,4205.092612096289,0.3266832917705736
NQ,LOCKED,vol percentile > 0.5 (fast),130,47.423029871658876,48.332548711981424,-11.29924330296334,45.80770798972381,114.68190457587504,0.099,2977.327654175525,2743.134854247397,4433.685727329112,5408.042866763464,0.12718204488778054
NQ,LOCKED,ATR pct rank(500) <= 0.2,50,70.43016261101903,67.95578486644686,-9.762464089796449,65.53843771187806,152.0869097688502,0.083,1225.5878929067908,1004.2360885191538,1654.8918102722455,1873.4589065395503,0.08728179551122195
NQ,LOCKED,"close > Bollinger upper(20,2)",148,15.586220730600902,15.635110610573221,-27.793851754164834,14.313154362621805,61.26380640404973,0.298,2743.8118894074996,3369.6358542241496,5205.864243797693,6067.89802940695,0.4139650872817955
NQ,LOCKED,BB width > its 20-bar mean,140,41.113278821779204,43.57118500752583,-12.861871399699995,40.72496069161042,105.74770595076394,0.111,3240.02009996979,2993.8275184402264,4886.58677795118,5815.844585285219,0.1396508728179551
NQ,LOCKED,MACD histogram > 0,161,36.21399589244704,36.63824663544411,-12.072043132896674,35.22812548412148,90.97492036041737,0.114,3338.098275071142,3154.790259411485,4919.294817865643,5779.013593197557,0.16957605985037408
NQ,LOCKED,close > prior 55-bar high,112,16.350910435891088,17.146301185640688,-36.47864742140283,15.488098361850628,73.2845905091819,0.321,1943.0865514346424,2646.367477368798,4201.6537894569265,4780.977048045521,0.4488778054862843
NQ,LOCKED,body >= 60% of range,146,30.616353261479148,31.354811757474252,-25.56827176382258,28.40988176130557,92.21637851636694,0.188,3379.7781929748417,3210.983576283635,5075.053891784056,5975.996886605515,0.26683291770573564
NQ,LOCKED,body <= 30% of range,53,2.7918414674757726,3.284209228623213,-60.801366760164484,1.0953813688630154,77.75833279278162,0.491,1625.633864199001,2000.9639680135683,3065.3926070922676,3609.043934126499,0.5536159600997507
NQ,LOCKED,volume > 1.5x its 20-bar mean,141,40.11605616346759,39.660260419883464,-13.697632892691171,39.34579633116924,96.463070985974,0.117,3143.278907968606,2737.837216333219,4508.35712661988,5132.456956508708,0.13216957605985039
US30L,research,(no filter -- the base),720,84.24402092447741,85.63748719924797,18.611163114477776,85.48625373279057,158.12484492559457,0.021,21888.778397085644,19116.79969127416,29249.206751622478,34630.704260486425,
US30L,research,CHOP14 <= 35,335,78.80396330278522,80.87365588802469,-11.294126913793953,82.72500790183429,169.86845346311637,0.072,11339.712138061965,11063.513895439924,17116.980394827515,21084.935595182422,0.3640897755610973
US30L,research,CHOP14 <= 40,467,114.00545030987492,114.34764687632396,36.85164575121687,112.41263749067764,191.93711776337148,0.003,9810.455551815543,10945.338732786917,17228.60186250326,20358.710897004756,0.1596009975062344
US30L,research,CHOP14 <= 45,586,112.61399477656485,113.88079941914476,42.5964238249477,112.61632111578999,189.0511077684733,0.002,9808.892845057613,12455.801421588903,19374.5567458921,22492.0518518759,0.16708229426433915
US30L,research,CHOP14 <= 50,657,92.07834412085442,92.42636988513698,22.967982422271753,91.05193494991272,164.67484583679612,0.013,22852.408109176307,17467.54315911259,27601.510713977576,32963.88652316762,0.341645885286783
US30L,research,ADX14 >= 20,568,66.54165728506473,66.97518125679453,4.123941150777727,65.19614965252302,137.21141908465424,0.04,11699.27704477703,14824.116951977165,24142.193355982083,28206.393185575827,0.5536159600997507
US30L,research,ADX14 >= 25,425,68.60753671362409,68.34465511845336,-3.4609121535353644,68.1988515606214,146.37173622101633,0.062,12492.833334737934,12122.779952641613,19108.506229006216,23250.634768523014,0.47880299251870323
US30L,research,ADX14 >= 30,333,-5.194437232660301,-5.048344701717042,-80.9685878165138,-5.001123625267208,73.29902033400676,0.545,19897.27994235829,16099.376577323706,24570.809145946907,28637.539480466417,0.8703241895261845
US30L,research,+DI > -DI,719,79.57767907833562,82.84613133411732,16.731832133120847,80.02766572039795,151.05816625182467,0.022,21888.77839708564,18535.123706441795,29355.896402572806,34759.020911468,0.4513715710723192
US30L,research,RSI14 >= 50,720,84.24402092447741,85.63748719924797,18.611163114477776,85.48625373279057,158.12484492559457,0.021,21888.778397085644,19116.79969127416,29249.206751622478,34630.704260486425,0.3740648379052369
US30L,research,RSI14 >= 55,721,83.57476506639355,84.95582646364545,17.466527291008074,84.83140720682397,157.1854377995965,0.022,21888.778397085644,18919.830311397644,28540.172967283568,34940.06731791177,0.40399002493765584
US30L,research,RSI14 >= 60,703,92.76983563355036,94.84282699585434,25.623860407537425,96.60276714093908,165.83686342703513,0.012,21888.778397085644,17807.589225712618,27665.325310464395,33930.92416239872,0.3092269326683292
US30L,research,close > linreg(9),720,78.4583465667658,80.2843175749177,11.029951301060066,80.99268766704661,153.86839669572439,0.032,21888.778397085636,19268.941540309734,30027.152764221293,34888.596102365525,0.4488778054862843
US30L,research,linreg(9) slope > 0,716,87.24547014210376,89.80019688888916,21.89089643435087,90.30118725215834,158.0853492678553,0.018,21856.602976531172,18404.87494756534,28799.9528316789,34640.58229009507,0.371571072319202
US30L,research,close > linreg(21),714,84.98031264842346,86.09717835770716,15.03851240129031,86.75187652346273,154.45927114398023,0.02,21888.778397085636,18773.662550753463,28340.703874563536,33794.81102156099,0.40399002493765584
US30L,research,linreg(21) slope > 0,692,81.01709794709673,84.22510743108889,14.478480586930703,82.65570012295964,154.75563949928414,0.02,21888.778397085633,18397.63448164796,28442.91663339559,32222.73773439437,0.4314214463840399
US30L,research,close > linreg(50),719,84.47764842965941,84.51145530553269,14.318933314364834,84.03992105525383,154.79075867849747,0.023,21888.778397085644,18839.261072768095,28952.5180260803,35823.161443613855,0.41895261845386533
US30L,research,linreg(50) slope > 0,579,58.87198189427506,61.075376119594935,-15.570584255264775,60.41981992460661,138.11989567006216,0.098,16968.7744635443,19317.14295144774,30727.5249114455,36347.764698000836,0.5960099750623441
US30L,research,linreg 9/21 value state,681,91.7517918378085,93.0194923248979,19.364999365551338,92.91552993968165,165.83312199006323,0.023,20520.87505879902,17654.081614684088,27514.38465572484,33312.443948033084,0.32169576059850374
US30L,research,linreg 9/21 slope state,685,92.66396524290013,94.11681954252025,23.241508058209682,95.61357741735182,164.2639653005347,0.018,20520.875058799025,17615.74469314682,27051.886118820617,31361.560710766138,0.32169576059850374
US30L,research,close > SMA50,720,84.77817948566636,86.0310828303387,21.11006656267037,85.81294671276967,155.0195664915263,0.016,21888.778397085644,18946.920722770596,29189.136002463034,34395.7728539241,0.3740648379052369
US30L,research,close > EMA50,719,85.22536104696265,85.7861325229353,14.1254904150325,86.60498875216243,158.51365077939505,0.021,21888.778397085644,18508.40804283082,29287.020038033334,35073.050071485566,0.4139650872817955
US30L,research,close > SMA100,670,91.96223743608913,92.69003167883223,20.950464437113297,93.03577676649559,163.17327248848548,0.02,16033.854135889818,17506.748775440203,27304.65902799184,32331.6962795323,0.314214463840399
US30L,research,close > EMA100,685,105.12035271486766,107.09955739338774,42.238114124731766,107.08252852762413,177.8515846567466,0.005,17817.54900501327,16634.527594396313,24702.110468322622,29830.968451431396,0.22443890274314215
US30L,research,close > SMA200,611,103.81447350203882,105.35101380540969,37.795752391362804,104.23944805012655,176.15783989058494,0.003,12022.636286835928,12593.796755917425,19921.50813902945,24557.912052084583,0.2518703241895262
US30L,research,close > EMA200,638,99.5163084194401,100.30732263213929,33.051215358478984,99.0539268066931,165.83087344164107,0.009,10073.092854931932,12873.989836609893,20858.771117884622,25671.970361835007,0.24189526184538654
US30L,research,EMA50 > EMA200,482,140.94447708263277,142.54200806591402,73.41021072460423,143.44702058463673,212.0511139931523,0.0,7915.7379265865675,7911.348547327681,12350.391865219344,14630.652451921958,0.057356608478802994
US30L,research,efficiency ratio(20) >= 0.2,661,79.81829268304115,81.04719651527752,7.38164929712495,80.64041193797746,150.2443141103995,0.038,18422.04512706493,18500.719801534597,28403.03948254788,33054.648149562665,0.46633416458852867
US30L,research,efficiency ratio(20) >= 0.3,574,87.51114797945105,90.2422096662707,17.729075801582056,90.74118615281725,161.1208938550027,0.023,14117.323853661648,13523.931440900395,21194.170596558983,26091.579274424013,0.341645885286783
US30L,research,ATR expanding (>= 1.10x mean),587,50.89055408505007,52.500220392381436,-20.083483659948563,52.62117239633782,119.27202196167393,0.115,14692.709631795751,18979.583367148647,29335.68436428472,33190.52632286076,0.71571072319202
US30L,research,ATR contracting (<= 0.90x mean),343,77.97314275731772,81.26675010289706,-12.642882220469877,79.81161539501977,176.45933325403254,0.076,17087.44659257839,11559.088198061067,18255.389459471666,21313.696981538254,0.3765586034912718
US30L,research,vol percentile <= 0.5 (calm),482,129.6683583900049,132.36043574365263,56.56135907905845,131.94158913731746,206.08760526742466,0.001,10396.757884179271,9525.1270333389,14816.398284654746,18256.811438258486,0.08478802992518704
US30L,research,vol percentile > 0.5 (fast),568,41.76315414292331,44.45022486498884,-30.243027156778133,44.890609659312624,120.4793246634156,0.164,22765.749672644455,21535.434860690097,33562.17871130614,39981.89886377158,0.7830423940149626
US30L,research,ATR pct rank(500) <= 0.2,253,120.56896710788217,124.02999834109853,38.77511760567947,121.74529022474746,218.1939752912816,0.01,6054.272680487022,6176.136190845878,9830.483777525335,11606.582236743894,0.18204488778054864
US30L,research,"close > Bollinger upper(20,2)",657,72.51432384843845,76.44118463530543,7.406383291709859,76.09823023514011,150.46269498165162,0.036,20209.648720891928,19012.780668553907,30362.13822029118,34904.2575470263,0.5386533665835411
US30L,research,BB width > its 20-bar mean,659,88.51142111546953,87.62931172870152,22.153560961641578,87.1994142557345,158.39404462923338,0.013,9409.349248739323,14755.046301804412,22951.73802615405,27590.581216618437,0.3341645885286783
US30L,research,MACD histogram > 0,715,89.4480442976236,92.14148500970984,18.889360216986198,90.58243687679476,161.2865753487815,0.02,21888.778397085644,18053.091693271766,27901.147670559993,34221.082450575595,0.35910224438902744
US30L,research,close > prior 55-bar high,539,63.48433212649111,63.41980579977507,-19.998059852923806,64.55883477377608,143.9666525928049,0.109,17304.7362958604,19486.701255826054,30009.307223791806,35548.04601637411,0.5386533665835411
US30L,research,body >= 60% of range,639,88.30739088208001,89.45239464401399,13.556263002459774,88.78519428684656,166.40873757381593,0.03,19336.588496068092,17960.83785413402,28258.392686297044,32543.467291869034,0.3516209476309227
US30L,research,body <= 30% of range,224,35.52494657839192,34.78588232409965,-60.474498915590615,34.38014272160171,132.17734847659233,0.267,7303.7524913339585,10311.576332513925,16160.233773984412,19486.014470749833,0.6134663341645885
US30L,LOCKED,(no filter -- the base),485,15.710622327352624,14.37792313279939,-67.86079670676422,14.96034804828864,101.07044014100106,0.395,19324.562882476883,24176.165088910595,36038.76740090857,42659.33215225364,
US30L,LOCKED,CHOP14 <= 35,190,37.6830711942204,37.08516709194766,-91.1882886008291,35.47220164839035,180.62555345510773,0.345,11378.001311211825,12781.441154437925,19675.18076801356,23333.261267913836,0.3316708229426434
US30L,LOCKED,CHOP14 <= 40,281,60.29970749987148,58.901172615673914,-59.68291277552075,57.36236100433504,185.59447822008494,0.219,10141.137481151838,14691.282038120382,23328.108202299358,27324.50813796172,0.23192019950124687
US30L,LOCKED,CHOP14 <= 45,373,49.32264425296794,47.540102885006846,-56.96140676172032,46.56701135783214,147.2471353456046,0.218,12559.935910033302,18014.98077777841,28476.838185447246,34230.64479629371,0.23192019950124687
US30L,LOCKED,CHOP14 <= 50,425,47.10361412714271,46.09868880604934,-50.24762469407899,44.971483604312596,146.7199088193608,0.24,13997.793840479251,19330.63572753291,29880.126278370568,34948.20566170962,0.2344139650872818
US30L,LOCKED,ADX14 >= 20,381,11.9095836766576,8.321768070656992,-87.9623512999156,8.787202785341353,110.94368388654729,0.442,14483.558282853146,21985.092383160903,33472.26760053675,38484.1908367249,0.5012468827930174
US30L,LOCKED,ADX14 >= 25,280,50.08530400958316,52.943607297438696,-64.70160455438297,52.33960320585432,172.03913152084954,0.238,12683.600440865237,15359.648677875912,25319.49558478507,30082.061887984146,0.286783042394015
US30L,LOCKED,ADX14 >= 30,191,38.05139791014217,37.94610484549905,-107.59865794227113,35.38765206767499,190.96627880201996,0.352,15558.857102023312,14278.60716014301,22467.16729377409,25633.142756310506,0.34663341645885287
US30L,LOCKED,+DI > -DI,471,30.788593385740224,30.946101221932672,-57.059155868199014,30.067541215883175,120.282682620094,0.282,16280.551613325384,21253.978735078108,33431.3183759706,40912.4611237177,0.33915211970074816
US30L,LOCKED,RSI14 >= 50,485,15.710622327352624,14.37792313279939,-67.86079670676422,14.96034804828864,101.07044014100106,0.395,19324.562882476883,24176.165088910595,36038.76740090857,42659.33215225364,0.4613466334164589
US30L,LOCKED,RSI14 >= 55,485,15.710622327352624,14.37792313279939,-67.86079670676422,14.96034804828864,101.07044014100106,0.395,19324.562882476883,24176.165088910595,36038.76740090857,42659.33215225364,0.4613466334164589
US30L,LOCKED,RSI14 >= 60,461,33.96426753311883,30.96218473786933,-58.73024151697518,31.319783157383725,126.06463916171387,0.303,16918.611195125428,20796.723688833736,32664.76808214052,39625.95374034209,0.3541147132169576
US30L,LOCKED,close > linreg(9),482,14.336454136797514,11.905917437422719,-72.50086385823482,11.775703646750408,95.6055694328541,0.416,18533.989238369453,24105.46295363641,37507.60781629832,44718.998556211634,0.5311720698254364
US30L,LOCKED,linreg(9) slope > 0,479,16.217438841932992,17.000928627493085,-65.31536628710522,16.73660093282131,103.6029607498908,0.39,18350.887688096493,23560.37050380779,37204.81932632692,43521.2784130303,0.46633416458852867
US30L,LOCKED,close > linreg(21),482,15.17678862323045,14.958237278571723,-70.7686382021159,15.045529777935855,105.65686648769031,0.398,19733.79800288571,24152.08397239902,37324.35443289083,44193.46200552862,0.5236907730673317
US30L,LOCKED,linreg(21) slope > 0,437,35.513639288926456,35.18384127479776,-57.55221447830474,35.30086108487562,130.87538305556984,0.282,20505.994545188994,19969.77709066965,31199.239359294126,38340.75571496962,0.33665835411471323
US30L,LOCKED,close > linreg(50),479,18.922475021306248,19.35767348011249,-67.97435660208845,19.087705184562342,110.86078017975636,0.358,19425.24832741505,23376.43065699205,36043.87264875952,42833.33703816493,0.4463840399002494
US30L,LOCKED,linreg(50) slope > 0,345,60.282008193124476,57.829368651278344,-49.18595258352023,55.12182343403005,166.78645122618954,0.2,20818.386482626454,16111.937242245773,25554.740268009682,30916.48539725249,0.19451371571072318
US30L,LOCKED,linreg 9/21 value state,453,44.98934274425498,44.453853060816456,-48.40455404417986,43.63947501661664,140.15046690967293,0.218,13916.622532971378,19926.587724548892,31676.19658973911,36816.831753315215,0.26932668329177056
US30L,LOCKED,linreg 9/21 slope state,454,35.65734838240957,32.03222196568779,-57.66309154081134,32.8259142799516,125.25643009391125,0.268,15790.901035997347,20973.651761065965,33083.6123989151,39173.65184743584,0.32169576059850374
US30L,LOCKED,close > SMA50,480,17.807954668513307,16.745195762739293,-67.98992004259473,16.021551938934103,100.76242991236673,0.375,19307.775229494568,23623.09837026536,36551.76018169439,42230.4342198504,0.5187032418952618
