mk,tf,read,n,band,stop,tp,cnt,mu,tot,pf,hold,cr
US30L,60,S slope state,50,2.0s,1.5,0.0,1449,0.015417378757067599,22.33978181899095,1.0559731778324366,480.0,0.02186304776048239
US30L,60,S slope state,50,2.0s,1.5,2.0,3081,-0.002362018389172788,-7.2773786570413606,0.9912851319822145,360.0,0.020831704118690317
US30L,60,S slope state,50,2.0s,2.5,0.0,1050,0.028727435426871208,30.16380719821477,1.0806208071942949,990.0,0.012955458743637452
US30L,60,S slope state,50,2.0s,2.5,2.0,1632,0.01087197936364736,17.743070321472494,1.029179373851275,900.0,0.01238471874049455
US30L,60,X slope cross,50,2.0s,1.5,0.0,526,0.10087959027559219,53.062664484961495,1.3412756887586175,780.0,0.02259200851310266
US30L,60,X slope cross,50,2.0s,1.5,2.0,656,0.02106444926078835,13.81827871507716,1.0786139223738962,420.0,0.022630919469446856
US30L,60,X slope cross,50,2.0s,2.5,0.0,456,0.08440639781180752,38.48931740218423,1.2098515724034598,1800.0,0.013425835084885148
US30L,60,X slope cross,50,2.0s,2.5,2.0,564,0.03148518408683881,17.75764382497709,1.0779668273591385,960.0,0.013425835084885148
US30L,60,V close>value,50,2.0s,1.5,0.0,3316,-0.005129073465639093,-17.00800761205923,0.9758290744418955,300.0,0.023656256377689058
US30L,60,V close>value,50,2.0s,1.5,2.0,4349,-0.013080633079387557,-56.887673262256484,0.9372762733325605,240.0,0.02278114948465863
US30L,60,V close>value,50,2.0s,2.5,0.0,3015,-0.0054859635077842495,-16.54017997596951,0.9761249702649256,360.0,0.014134348437309537
US30L,60,V close>value,50,2.0s,2.5,2.0,3385,-0.010787020446900154,-36.51406421275702,0.9533793924152624,360.0,0.013711821530867621
US30L,60,B channel break,50,2.0s,1.5,0.0,1231,-0.0009147998646628244,-1.126118633399937,0.9961729299767978,600.0,0.021350555745219938
US30L,60,B channel break,50,2.0s,1.5,2.0,1461,0.004532843843027716,6.622484854663494,1.0197919933781563,420.0,0.020990175734706323
US30L,60,B channel break,50,2.0s,2.5,0.0,1131,0.0040546733162861465,4.585835520719631,1.0150109081668106,780.0,0.012767441830491577
US30L,60,B channel break,50,2.0s,2.5,2.0,1242,-0.0029939830769375505,-3.7185269815564377,0.988848499689259,720.0,0.012628450204801005
US30L,60,R channel revert,50,2.0s,1.5,0.0,1683,-0.006136131296584874,-10.327108972152343,0.9746694753461509,360.0,0.020915353450844717
US30L,60,R channel revert,50,2.0s,1.5,2.0,1697,-0.006499452036626698,-11.029570106155507,0.9727455631749293,360.0,0.020915353450844717
US30L,60,R channel revert,50,2.0s,2.5,0.0,1412,-0.012840651972878323,-18.131000585704193,0.9525568281969536,540.0,0.012529981793521012
US30L,60,R channel revert,50,2.0s,2.5,2.0,1412,-0.013005667600536498,-18.364002651957534,0.9519449825414699,540.0,0.012529981793521012
US30L,60,B channel break,50,1.5A,1.5,0.0,1767,0.00026760289003668094,0.4728543066948152,1.0010912804502414,540.0,0.02301571783515657
US30L,60,B channel break,50,1.5A,1.5,2.0,2319,-0.007187015682314635,-16.66668936728764,0.9689720398345921,360.0,0.022275505610211677
US30L,60,B channel break,50,1.5A,2.5,0.0,1555,0.00435524648414969,6.772408282852767,1.015495878662135,780.0,0.01380720553443781
US30L,60,B channel break,50,1.5A,2.5,2.0,1779,-0.0020934381263655803,-3.7242264268043677,0.992411033072604,600.0,0.013407708337191083
US30L,60,R channel revert,50,1.5A,1.5,0.0,2737,-0.010062804710949412,-27.54189649386854,0.9572320183311204,300.0,0.02211787581937077
US30L,60,R channel revert,50,1.5A,1.5,2.0,2777,-0.012221398762924478,-33.93882436464128,0.9476612434686945,300.0,0.02206168044519648
US30L,60,R channel revert,50,1.5A,2.5,0.0,2154,-0.01947221535869891,-41.94315188263745,0.928934433893971,480.0,0.013314243599868646
US30L,60,R channel revert,50,1.5A,2.5,2.0,2157,-0.01859332033756088,-40.105791968118815,0.9320806635957913,480.0,0.013309700479256207
US30L,60,S slope state,100,2.0s,1.5,0.0,1013,0.004907022797576739,4.970814093945236,1.0158664353920148,600.0,0.021320450395440928
US30L,60,S slope state,100,2.0s,1.5,2.0,2765,-0.012350081539909701,-34.14797545785032,0.9579841130837721,420.0,0.0206010782706645
US30L,60,S slope state,100,2.0s,2.5,0.0,711,0.0003306740884854377,0.2351092769131462,1.0007937269660065,1080.0,0.01266337387129604
US30L,60,S slope state,100,2.0s,2.5,2.0,1351,-0.011958961202238078,-16.156556584223644,0.9717395380619398,1020.0,0.01222053571014966
US30L,60,X slope cross,100,2.0s,1.5,0.0,317,-0.03752817107879047,-11.89643023197658,0.8893907737030371,780.0,0.02349100488552885
US30L,60,X slope cross,100,2.0s,1.5,2.0,368,0.009044499880176105,3.3283759559048063,1.0338619536473204,420.0,0.023724096362742787
US30L,60,X slope cross,100,2.0s,2.5,0.0,280,0.005857193347193336,1.6400141372141341,1.0123820927509783,1620.0,0.013444385169473359
US30L,60,X slope cross,100,2.0s,2.5,2.0,347,0.0712370513374945,24.71925681411059,1.1730961626242344,1020.0,0.01393134576354076
US30L,60,V close>value,100,2.0s,1.5,0.0,2342,-0.008909192179236868,-20.865328083772745,0.9627770406765395,360.0,0.02280216888134068
US30L,60,V close>value,100,2.0s,1.5,2.0,3608,-0.014711460900610637,-53.07895092940318,0.9390094034096048,270.0,0.022186113225686144
US30L,60,V close>value,100,2.0s,2.5,0.0,2121,-0.015289217414792474,-32.428430136774836,0.9430890347282922,420.0,0.013633459347419698
US30L,60,V close>value,100,2.0s,2.5,2.0,2580,-0.019842433164213604,-51.193477563671095,0.9293538016226015,480.0,0.013239693345295178
US30L,60,B channel break,100,2.0s,1.5,0.0,756,0.04332736610498932,32.75548877537193,1.1550896980783527,870.0,0.020967123102433156
US30L,60,B channel break,100,2.0s,1.5,2.0,1050,0.025593377003855656,26.87304585404844,1.0918835931519666,480.0,0.020219521960421837
US30L,60,B channel break,100,2.0s,2.5,0.0,667,0.040588283087927,27.07238481964731,1.1168850132641392,1260.0,0.01263646591825316
US30L,60,B channel break,100,2.0s,2.5,2.0,804,0.04712892730823423,37.89165755582032,1.133920862634805,1020.0,0.012242603229946272
US30L,60,R channel revert,100,2.0s,1.5,0.0,1274,-0.010863494658684312,-13.840092195163813,0.9644529103287147,540.0,0.019689534501612593
US30L,60,R channel revert,100,2.0s,1.5,2.0,1294,-0.024778762943965773,-32.06371924949171,0.9169691792219212,480.0,0.0197795308815004
US30L,60,R channel revert,100,2.0s,2.5,0.0,997,-0.015460550875364808,-15.414169222738714,0.9589755314329145,840.0,0.01187028400987998
US30L,60,R channel revert,100,2.0s,2.5,2.0,999,-0.01691119519512106,-16.89428399992594,0.9550538201193549,840.0,0.01187028400987998
US30L,60,B channel break,100,1.5A,1.5,0.0,1352,0.023498102740816724,31.769434905584212,1.0854658864138798,780.0,0.022812451886088485
US30L,60,B channel break,100,1.5A,1.5,2.0,2213,0.006056762869088561,13.403616229292986,1.022738356139834,480.0,0.02179406130381866
US30L,60,B channel break,100,1.5A,2.5,0.0,1162,0.0004184046404593838,0.486186192213804,1.0011999109338905,1020.0,0.013602986895596789
US30L,60,B channel break,100,1.5A,2.5,2.0,1504,-0.004263348590162337,-6.412076279604154,0.9876548957483177,840.0,0.013272719723494416
US30L,60,R channel revert,100,1.5A,1.5,0.0,2531,0.00727642544455591,18.41663280017101,1.0268185565968073,360.0,0.021366809015099644
US30L,60,R channel revert,100,1.5A,1.5,2.0,2673,0.002710124757547502,7.244163476924474,1.0102925553038973,360.0,0.02146738018012668
US30L,60,R channel revert,100,1.5A,2.5,0.0,1874,-0.006989123802834941,-13.097618006512679,0.9793774195298484,660.0,0.012841504458234995
US30L,60,R channel revert,100,1.5A,2.5,2.0,1882,-0.00930086175763291,-17.504221827865138,0.9725383983191659,660.0,0.012841504458234995
US100L,15,S slope state,20,2.0s,1.5,0.0,10883,-0.012248298768698714,-133.2982354997481,0.916622679553294,90.0,0.06270619839556053
US100L,15,S slope state,20,2.0s,1.5,2.0,16402,-0.012379047110489089,-203.04113070624203,0.9132173269714587,75.0,0.05942676643486009
US100L,15,S slope state,20,2.0s,2.5,0.0,8844,-0.015772032497755738,-139.48785541015175,0.9102885872341377,165.0,0.03805721476742405
US100L,15,S slope state,20,2.0s,2.5,2.0,10959,-0.016196993364236172,-177.5028502786642,0.9083545493489726,150.0,0.03660040713928625
US100L,15,X slope cross,20,2.0s,1.5,0.0,5051,-0.009123194238956099,-46.08125410096726,0.9440331768109133,150.0,0.06351950168368423
US100L,15,X slope cross,20,2.0s,1.5,2.0,5895,-0.014691460051311264,-86.6061570024799,0.9025178841136025,90.0,0.06277061729482113
US100L,15,X slope cross,20,2.0s,2.5,0.0,4391,-0.01909098290752269,-83.82850594693213,0.9019243312666253,210.0,0.03822423960091477
US100L,15,X slope cross,20,2.0s,2.5,2.0,4800,-0.023871590766298318,-114.58363567823193,0.8728275443377755,180.0,0.03771564496926773
US100L,15,V close>value,20,2.0s,1.5,0.0,22493,-0.00796638611503405,-179.1879228854609,0.9228716627094479,60.0,0.06416863581065999
US100L,15,V close>value,20,2.0s,1.5,2.0,25717,-0.010113990612745687,-260.1014965879808,0.9016691532185794,45.0,0.06291770915508778
US100L,15,V close>value,20,2.0s,2.5,0.0,21523,-0.009245570710227129,-198.99241839621848,0.9143627063671399,60.0,0.03866946451939954
US100L,15,V close>value,20,2.0s,2.5,2.0,22679,-0.010166971879146544,-230.57675524716447,0.9056989446595562,60.0,0.03818071037682819
US100L,15,B channel break,20,2.0s,1.5,0.0,8299,-0.006606961603805846,-54.83117434998472,0.9454678794068633,60.0,0.061463811303008736
US100L,15,B channel break,20,2.0s,1.5,2.0,8813,-0.007888103758029511,-69.51785841951408,0.9344187097001372,60.0,0.06078030445017907
US100L,15,B channel break,20,2.0s,2.5,0.0,8077,-0.009817542663736247,-79.29629209499767,0.924942631312697,75.0,0.03695428005221719
US100L,15,B channel break,20,2.0s,2.5,2.0,8290,-0.010996731166353862,-91.16290136907352,0.9157330753544523,75.0,0.036794973806260275
US100L,15,R channel revert,20,2.0s,1.5,0.0,9379,-0.012562875787793788,-117.82721201371794,0.8951504911527695,45.0,0.060428735298580706
US100L,15,R channel revert,20,2.0s,1.5,2.0,9406,-0.01487474927342492,-139.9118916658348,0.8758720226755915,45.0,0.06033978914730287
US100L,15,R channel revert,20,2.0s,2.5,0.0,8764,-0.011897081223294657,-104.26601984095437,0.9073550176920144,60.0,0.03657201859637393
US100L,15,R channel revert,20,2.0s,2.5,2.0,8772,-0.012168606258621208,-106.74301410062523,0.905344315435728,60.0,0.03656979163848954
US100L,15,B channel break,20,1.5A,1.5,0.0,6903,-0.01376716689134222,-95.03475305093534,0.8880972369495643,75.0,0.05916934780318631
US100L,15,B channel break,20,1.5A,1.5,2.0,7403,-0.013604789583863576,-100.71625728934205,0.8892733332309092,60.0,0.058460101461122724
US100L,15,B channel break,20,1.5A,2.5,0.0,6761,-0.016151235896774956,-109.19850589809548,0.8775191026024961,75.0,0.03557613608924981
US100L,15,B channel break,20,1.5A,2.5,2.0,6931,-0.01501057863669126,-104.03832053090713,0.8862867481229233,75.0,0.035360309678687515
US100L,15,R channel revert,20,1.5A,1.5,0.0,8198,-0.010938422602740593,-89.67318849726739,0.9092972479014015,45.0,0.05793054263440245
US100L,15,R channel revert,20,1.5A,1.5,2.0,8202,-0.013962733662339577,-114.5223414985092,0.8841197524853694,45.0,0.057887206359147916
US100L,15,R channel revert,20,1.5A,2.5,0.0,7468,-0.007930692749964214,-59.22641345673275,0.9374397084751694,60.0,0.03498614739173425
US100L,15,R channel revert,20,1.5A,2.5,2.0,7469,-0.008880732443198203,-66.33019061824737,0.9299134640840995,60.0,0.03497634853889689
US100L,15,S slope state,50,2.0s,1.5,0.0,6749,-0.006486089682846251,-43.77461926952935,0.9637824755524015,105.0,0.060438986172900465
US100L,15,S slope state,50,2.0s,1.5,2.0,12609,-0.011008834447024366,-138.81039354253022,0.9352144486414763,75.0,0.0556058188947828
US100L,15,S slope state,50,2.0s,2.5,0.0,5060,-0.009747748145337616,-49.32360561540833,0.9571928371754749,195.0,0.03606195218509699
US100L,15,S slope state,50,2.0s,2.5,2.0,7135,-0.011969886374603724,-85.40513928279756,0.9476052821030846,180.0,0.03301818038992241
US100L,15,X slope cross,50,2.0s,1.5,0.0,2448,-0.01376339723385093,-33.69279642846708,0.9308810133526639,165.0,0.06092493258647396
US100L,15,X slope cross,50,2.0s,1.5,2.0,2875,-0.018981471082079527,-54.571729360978644,0.8904375812148627,105.0,0.06228698593581238
US100L,15,X slope cross,50,2.0s,2.5,0.0,2134,-0.02639334778039319,-56.323404163359065,0.9014529347666327,360.0,0.03591869268826235
US100L,15,X slope cross,50,2.0s,2.5,2.0,2441,-0.018639784964081516,-45.49971509732298,0.9231157651601724,240.0,0.036287048358508024
US100L,15,V close>value,50,2.0s,1.5,0.0,13754,-0.005942229034984861,-81.72941814718178,0.954711713667834,75.0,0.060842596617172756
US100L,15,V close>value,50,2.0s,1.5,2.0,18280,-0.009486506603535724,-173.41334071263302,0.9276654869942966,60.0,0.05871002749490377
US100L,15,V close>value,50,2.0s,2.5,0.0,12677,-0.008683568106943554,-110.08159289172343,0.9391061664697368,90.0,0.03612928781123311
US100L,15,V close>value,50,2.0s,2.5,2.0,14304,-0.010597073149499831,-151.58053433044557,0.9266267291721176,75.0,0.03515616973493116
US100L,15,B channel break,50,2.0s,1.5,0.0,5251,-0.0011818303788156557,-6.205791319161008,0.992979466776716,120.0,0.053947131192342714
US100L,15,B channel break,50,2.0s,1.5,2.0,6492,-0.004400324876359461,-28.566909097325624,0.9732351153134453,75.0,0.05190011212549509
US100L,15,B channel break,50,2.0s,2.5,0.0,4878,-0.00761349592948442,-37.138633144025,0.9607042760090335,165.0,0.03258915903115499
US100L,15,B channel break,50,2.0s,2.5,2.0,5469,-0.008898901899909937,-48.668094490607444,0.9535440511251261,135.0,0.03187803897185037
US100L,15,R channel revert,50,2.0s,1.5,0.0,7714,-0.01675081694300828,-129.21580189836587,0.8995196500193708,60.0,0.0505356897715947
US100L,15,R channel revert,50,2.0s,1.5,2.0,7745,-0.01979320030467051,-153.2983363596731,0.880415339400613,60.0,0.050551834934286055
US100L,15,R channel revert,50,2.0s,2.5,0.0,6457,-0.01513008127050942,-97.69493476367933,0.9196134896745433,105.0,0.031078748151294442
US100L,15,R channel revert,50,2.0s,2.5,2.0,6462,-0.016185179028066796,-104.58862687936764,0.9139295814033548,105.0,0.031098121183443076
US100L,15,B channel break,50,1.5A,1.5,0.0,7336,-0.00046084859537370864,-3.3807852956615267,0.9968869245697882,150.0,0.06210274534309286
US100L,15,B channel break,50,1.5A,1.5,2.0,9783,-0.005073996545289814,-49.63890820257025,0.9646718737802691,90.0,0.059949965816245676
US100L,15,B channel break,50,1.5A,2.5,0.0,6510,-0.008529437827124517,-55.52664025458061,0.9515944212954315,180.0,0.036724058811501994
US100L,15,B channel break,50,1.5A,2.5,2.0,7496,-0.009799141890722661,-73.45436761285707,0.9436985902001743,150.0,0.0356255916021956
US100L,15,R channel revert,50,1.5A,1.5,0.0,11441,-0.012200772641829836,-139.58903979517515,0.9165715495782156,75.0,0.05858670377409846
US100L,15,R channel revert,50,1.5A,1.5,2.0,11691,-0.014897747191681932,-174.16956241795347,0.8968670420231688,75.0,0.05896328920789702
US100L,15,R channel revert,50,1.5A,2.5,0.0,9071,-0.01684148142089877,-152.76907796897274,0.9027404419874554,105.0,0.03491227516502876
US100L,15,R channel revert,50,1.5A,2.5,2.0,9092,-0.017852074475899492,-162.31106113487817,0.8968276622667037,105.0,0.034944410803621075
US100L,15,S slope state,100,2.0s,1.5,0.0,3880,0.013785614142711412,53.48818287372028,1.0669023293801534,135.0,0.052838363130179394
US100L,15,S slope state,100,2.0s,1.5,2.0,10359,-0.008117334748393077,-84.08747065860388,0.958369707960742,90.0,0.05018378413029842
US100L,15,S slope state,100,2.0s,2.5,0.0,2762,0.01613313256811694,44.55971215313899,1.058643686092221,300.0,0.030569078174512883
US100L,15,S slope state,100,2.0s,2.5,2.0,4864,-0.0026260760944454035,-12.773234123382442,0.9908010822942648,240.0,0.0285982011456175
US100L,15,X slope cross,100,2.0s,1.5,0.0,1177,0.03425247615826582,40.31516443827887,1.1489783596728873,255.0,0.05246685913822833
US100L,15,X slope cross,100,2.0s,1.5,2.0,1435,0.03478641366971575,49.9185036160421,1.1834824396534704,120.0,0.051913885164353385
US100L,15,X slope cross,100,2.0s,2.5,0.0,1066,0.04063934069089678,43.321537176495966,1.1316349229813916,675.0,0.030904941336596957
US100L,15,X slope cross,100,2.0s,2.5,2.0,1297,0.050196668149357464,65.10507858971663,1.1779190817418408,330.0,0.030855745468626607
US100L,15,V close>value,100,2.0s,1.5,0.0,9654,-0.003842563933409443,-37.09611221313476,0.9743891097376843,90.0,0.06053581123274597
US100L,15,V close>value,100,2.0s,1.5,2.0,15017,-0.00962175345345197,-144.48987161048825,0.9355590849192056,60.0,0.057297691518572565
US100L,15,V close>value,100,2.0s,2.5,0.0,8590,-0.004792483997779956,-41.167437540929825,0.9712488086143257,105.0,0.03556534021375995
US100L,15,V close>value,100,2.0s,2.5,2.0,10601,-0.006593987960145911,-69.9028663655068,0.961812382610226,105.0,0.034279777662936106
US100L,15,B channel break,100,2.0s,1.5,0.0,3092,0.014227589785058597,43.99170761540118,1.068823820731188,180.0,0.04771794440102893
US100L,15,B channel break,100,2.0s,1.5,2.0,4213,0.004996431659578954,21.04996658180613,1.0258063979445835,105.0,0.04547747981088426
US100L,15,B channel break,100,2.0s,2.5,0.0,2729,0.0013354389863043236,3.644412993624499,1.0051419061373092,300.0,0.028696590476088253
US100L,15,B channel break,100,2.0s,2.5,2.0,3253,0.00012207117984954635,0.3970975480505743,1.0004897097948304,240.0,0.027590302780282846
US100L,15,R channel revert,100,2.0s,1.5,0.0,5005,-0.014551978743302869,-72.83265361023086,0.9289701803870888,120.0,0.04567144220970721
US100L,15,R channel revert,100,2.0s,1.5,2.0,5084,-0.019682491580487863,-100.0657871952003,0.9014168443678576,90.0,0.04562611453180562
US100L,15,R channel revert,100,2.0s,2.5,0.0,3949,-0.01801448317142686,-71.13919404396466,0.9275667767684462,195.0,0.02705818221047679
US100L,15,R channel revert,100,2.0s,2.5,2.0,3971,-0.017745805456919592,-70.4685934694277,0.9280286489797792,180.0,0.02710382651878329
US100L,15,B channel break,100,1.5A,1.5,0.0,5920,-0.0024667648631940585,-14.603247990108827,0.9862340966564574,165.0,0.06290383619983951
US100L,15,B channel break,100,1.5A,1.5,2.0,9826,-0.006042602324330985,-59.37461043887626,0.963185779252898,90.0,0.059453357587928635
US100L,15,B channel break,100,1.5A,2.5,0.0,4853,-0.008229664832215003,-39.93856343073941,0.9633617168954887,270.0,0.0366612045509719
US100L,15,B channel break,100,1.5A,2.5,2.0,6364,-0.009544147917017774,-60.738957343901106,0.9561593923065149,195.0,0.034868464763225936
US100L,15,R channel revert,100,1.5A,1.5,0.0,10293,-0.012212302193288517,-125.7012264755187,0.9288497815866174,90.0,0.057672013924017426
US100L,15,R channel revert,100,1.5A,1.5,2.0,11339,-0.01561946432370413,-177.10910596648114,0.9049549642759008,90.0,0.058357290382687235
US100L,15,R channel revert,100,1.5A,2.5,0.0,7618,-0.011915055690114855,-90.76889424729497,0.943499976373819,165.0,0.03397599026876781
US100L,15,R channel revert,100,1.5A,2.5,2.0,7807,-0.011833467751128673,-92.38388273306155,0.9432604660908277,150.0,0.03408933617013493
US100L,30,S slope state,20,2.0s,1.5,0.0,5665,-0.009571083313613926,-54.220186971622894,0.9545891154356198,180.0,0.04264008332196927
US100L,30,S slope state,20,2.0s,1.5,2.0,8311,-0.011661719425516937,-96.92055014547127,0.9420375137841029,120.0,0.03955270842860024
US100L,30,S slope state,20,2.0s,2.5,0.0,4604,-0.007535459551959034,-34.69325577721939,0.9694346858535301,300.0,0.026003406621890768
US100L,30,S slope state,20,2.0s,2.5,2.0,5670,-0.014106593278167249,-79.9843838872083,0.9426654148604272,270.0,0.024505383419393532
US100L,30,X slope cross,20,2.0s,1.5,0.0,2593,-0.03209083613160667,-83.21153808925608,0.8643170034922965,270.0,0.04191693967839315
US100L,30,X slope cross,20,2.0s,1.5,2.0,2959,-0.031094312830889752,-92.00807166660277,0.8536986012890441,180.0,0.042867809249790785
US100L,30,X slope cross,20,2.0s,2.5,0.0,2260,-0.03255167094256701,-73.56677633020144,0.8842344522824327,390.0,0.02546096299924619
US100L,30,X slope cross,20,2.0s,2.5,2.0,2485,-0.028083202446387377,-69.78675807927263,0.8941753873191736,330.0,0.025569527996033223
US100L,30,V close>value,20,2.0s,1.5,0.0,11160,-0.009557699574163475,-106.66392724766438,0.9364887985846345,120.0,0.04232778708245871
US100L,30,V close>value,20,2.0s,1.5,2.0,12820,-0.013361458643082191,-171.2938998043137,0.9106286119066809,90.0,0.04141685866553521
US100L,30,V close>value,20,2.0s,2.5,0.0,10619,-0.01091270291959022,-115.88199230312854,0.9316369290052359,120.0,0.025415092298293505
US100L,30,V close>value,20,2.0s,2.5,2.0,11277,-0.011647048034572508,-131.34376068587417,0.926715605136446,120.0,0.024979853904287544
US100L,30,B channel break,20,2.0s,1.5,0.0,4295,-0.00637188731376458,-27.36725601261887,0.9634013732845856,120.0,0.041308934426312206
US100L,30,B channel break,20,2.0s,1.5,2.0,4605,-0.009690700725167048,-44.62567683939426,0.943443263599478,90.0,0.04059707816497446
US100L,30,B channel break,20,2.0s,2.5,0.0,4164,-0.012853276483665015,-53.52104327798112,0.932819073450716,150.0,0.024985505965885453
US100L,30,B channel break,20,2.0s,2.5,2.0,4304,-0.012032385189484783,-51.78738585554251,0.9368932201244393,120.0,0.024752137735852355
US100L,30,R channel revert,20,2.0s,1.5,0.0,4940,-0.010170680612409786,-50.24316222530434,0.940046755033736,60.0,0.04033715072897354
US100L,30,R channel revert,20,2.0s,1.5,2.0,4958,-0.01260689532723571,-62.504987032434656,0.9256561283901649,60.0,0.0402244202249349
US100L,30,R channel revert,20,2.0s,2.5,0.0,4571,-0.007013738505278301,-32.05979870762712,0.9613772232884148,120.0,0.024632995048130595
US100L,30,R channel revert,20,2.0s,2.5,2.0,4575,-0.006803252775191452,-31.124881446500893,0.9625154809968047,120.0,0.024632995048130595
US100L,30,B channel break,20,1.5A,1.5,0.0,3605,-0.015768555955379203,-56.845644219142024,0.9103683538226427,150.0,0.03896886942283155
US100L,30,B channel break,20,1.5A,1.5,2.0,3885,-0.017366812670929512,-67.47006722656116,0.8992962202080002,120.0,0.03855676155639819
US100L,30,B channel break,20,1.5A,2.5,0.0,3522,-0.027176403280448146,-95.71529235373836,0.8617973176769702,150.0,0.0234270381418917
US100L,30,B channel break,20,1.5A,2.5,2.0,3629,-0.02847695812662199,-103.3428810415112,0.854735200828415,150.0,0.023252238717246295
US100L,30,R channel revert,20,1.5A,1.5,0.0,4233,-0.003736573398763587,-15.816915196966264,0.9773092318680072,90.0,0.03840167092574244
US100L,30,R channel revert,20,1.5A,1.5,2.0,4239,-0.0047394291399440805,-20.090440124222958,0.9710602467948473,90.0,0.038390310592610596
US100L,30,R channel revert,20,1.5A,2.5,0.0,3890,0.00045527242460308165,1.7710097317059876,1.0025792970257719,120.0,0.023123783661511486
US100L,30,R channel revert,20,1.5A,2.5,2.0,3891,0.001056198473729343,4.1096682612808735,1.005998202557259,120.0,0.02311619500879634
US100L,30,S slope state,50,2.0s,1.5,0.0,2906,0.017064494520286085,49.589421075951364,1.0665510222608674,240.0,0.03580534021750754
US100L,30,S slope state,50,2.0s,1.5,2.0,5886,-0.0034671931370470763,-20.40789880465909,0.9861133432748488,150.0,0.03524359402384704
US100L,30,S slope state,50,2.0s,2.5,0.0,2186,0.0183835700020357,40.18648402445004,1.0562334171678076,540.0,0.02145376827191503
US100L,30,S slope state,50,2.0s,2.5,2.0,3190,-0.0025606674210635885,-8.168529073192847,0.9923479272204825,390.0,0.020745854388816945
US100L,30,X slope cross,50,2.0s,1.5,0.0,1089,0.04695290429421422,51.13171277639928,1.1647929012812752,510.0,0.03738432698170767
US100L,30,X slope cross,50,2.0s,1.5,2.0,1358,0.050309690500348954,68.32055969947388,1.2018112241023604,240.0,0.03702072204844789
US100L,30,X slope cross,50,2.0s,2.5,0.0,943,0.012158764902216916,11.465715302790553,1.033363990220952,1020.0,0.02175555796517322
US100L,30,X slope cross,50,2.0s,2.5,2.0,1119,0.05504551896163326,61.59593571806762,1.1567596161281162,690.0,0.02154438683788038
US100L,30,V close>value,50,2.0s,1.5,0.0,6846,-0.0032822280482723,-22.470133218472167,0.9827692030844281,150.0,0.04044189320075659
US100L,30,V close>value,50,2.0s,1.5,2.0,9138,-0.006353449259089419,-58.05781932955911,0.9659010778281463,120.0,0.0387658621352766
US100L,30,V close>value,50,2.0s,2.5,0.0,6208,-0.006481802260643393,-40.239028434074186,0.9693632713784082,210.0,0.0239764019510224
US100L,30,V close>value,50,2.0s,2.5,2.0,7103,-0.01305303609045664,-92.7157153505135,0.9387448072074062,180.0,0.023147336071889114
US100L,30,B channel break,50,2.0s,1.5,0.0,2475,0.019298561484550517,47.76393967426253,1.083948558521987,270.0,0.034595988026543026
US100L,30,B channel break,50,2.0s,1.5,2.0,2988,0.012067846345587285,36.058724880614804,1.0551687719371599,180.0,0.034052122168405696
US100L,30,B channel break,50,2.0s,2.5,0.0,2275,0.012787243204374445,29.090978289951863,1.047221735067179,360.0,0.020779587229099228
US100L,30,B channel break,50,2.0s,2.5,2.0,2522,0.004685035732156085,11.815660116497646,1.0176412511399455,300.0,0.02047222119757816
US100L,30,R channel revert,50,2.0s,1.5,0.0,3461,-0.025231854515627598,-87.32744847858712,0.8929229073263463,150.0,0.03306645309844583
US100L,30,R channel revert,50,2.0s,1.5,2.0,3483,-0.02775178396338225,-96.65946354446038,0.8807697611989406,150.0,0.03306645309844583
US100L,30,R channel revert,50,2.0s,2.5,0.0,2926,-0.02490727931362396,-72.8786992716637,0.9089928644182137,240.0,0.020289483863518698
US100L,30,R channel revert,50,2.0s,2.5,2.0,2928,-0.0255584312887737,-74.83508681352939,0.9064503353490166,240.0,0.020279266510275944
US100L,30,B channel break,50,1.5A,1.5,0.0,3810,0.0030678726297303795,11.688594719272746,1.0139906042603921,270.0,0.04293180705547331
US100L,30,B channel break,50,1.5A,1.5,2.0,5191,-0.0015146784801790744,-7.862695990609575,0.992560787988302,180.0,0.040490468132078745
US100L,30,B channel break,50,1.5A,2.5,0.0,3307,-0.00284265035240699,-9.400644715409916,0.989265698549334,390.0,0.025342541760746087
US100L,30,B channel break,50,1.5A,2.5,2.0,3888,-0.006848683045413563,-26.627679680567933,0.9731002127826789,300.0,0.024248103896671196
US100L,30,R channel revert,50,1.5A,1.5,0.0,5986,-0.02065690951898602,-123.6522603806503,0.9025863807002951,150.0,0.039366603156701346
US100L,30,R channel revert,50,1.5A,1.5,2.0,6184,-0.021174989354145305,-130.94613416603457,0.8979992439523935,150.0,0.03949269741584407
US100L,30,R channel revert,50,1.5A,2.5,0.0,4674,-0.018949206279677472,-88.5685901512125,0.9244330804139255,240.0,0.023634810320687927
US100L,30,R channel revert,50,1.5A,2.5,2.0,4694,-0.018615254052841534,-87.38000252403816,0.9255532879330604,240.0,0.02362547243476584
US100L,30,S slope state,100,2.0s,1.5,0.0,2087,-0.021829164815712645,-45.55746697039229,0.924718152579806,270.0,0.0371499693461292
US100L,30,S slope state,100,2.0s,1.5,2.0,5415,-0.01921914079537226,-104.0716474069408,0.929830935299211,180.0,0.034629562634404906
US100L,30,S slope state,100,2.0s,2.5,0.0,1464,-0.02089403705356614,-30.588870246420825,0.9463096896321826,570.0,0.022664007498831445
