mk,tf,read,n,band,stop,tp,cnt,mu,tot,pf,hold,cr
US30L,60,B channel break,20,2.0s,1.5,2.0,2092,-0.010643849200767237,-22.266932528005057,0.9428745746165712,180.0,0.021836945681509987
US30L,60,B channel break,20,2.0s,2.5,0.0,1937,-0.015514899045626272,-30.052359451378088,0.9245026678183121,300.0,0.013192600628460461
US30L,60,B channel break,20,2.0s,2.5,2.0,1970,-0.018096437357286353,-35.649981593854115,0.9117210750377986,240.0,0.013123903983182774
US30L,60,R channel revert,20,2.0s,1.5,0.0,2214,-0.008953113019291461,-19.822192224711294,0.9515805052627844,180.0,0.02182141801916524
US30L,60,R channel revert,20,2.0s,1.5,2.0,2220,-0.009033074266103275,-20.05342487074927,0.9509312131627994,180.0,0.021816282096018262
US30L,60,R channel revert,20,2.0s,2.5,0.0,2072,-0.0024382701228600765,-5.052095694566079,0.9876446099043018,240.0,0.01310646072052669
US30L,60,R channel revert,20,2.0s,2.5,2.0,2072,-0.0021120912753088477,-4.376253122439932,0.9892974484740225,240.0,0.01310646072052669
US30L,60,B channel break,20,1.5A,1.5,0.0,1753,-0.011814504024016955,-20.71082555410172,0.939474201614641,300.0,0.022901185642616555
US30L,60,B channel break,20,1.5A,1.5,2.0,1900,-0.010676590272943516,-20.28552151859268,0.9436740806390631,240.0,0.022534358194382906
US30L,60,B channel break,20,1.5A,2.5,0.0,1704,-0.013062872436420344,-22.259134631660267,0.9386901708327612,300.0,0.01383442259245346
US30L,60,B channel break,20,1.5A,2.5,2.0,1761,-0.018713845892371968,-32.95508261646704,0.9114087325982788,300.0,0.013637148131856592
US30L,60,R channel revert,20,1.5A,1.5,0.0,2106,0.0009219848235266571,1.9417000383471397,1.0050638510628072,180.0,0.022290250331611475
US30L,60,R channel revert,20,1.5A,1.5,2.0,2108,0.0006010277820424792,1.2669665645455463,1.0033150943918245,180.0,0.022324223913326918
US30L,60,R channel revert,20,1.5A,2.5,0.0,1906,-0.004090087759605633,-7.795707269808336,0.9797818826561483,240.0,0.013498640347340041
US30L,60,R channel revert,20,1.5A,2.5,2.0,1906,-0.0034432318240518807,-6.562799856642885,0.9829794202099279,240.0,0.013498640347340041
