sym,n_entry,fast,slow,mode,atr,stop,targ,n,exp,excess,z,p,pf,wr,sel
NAS,20,13,50,state,exp>1.2,1.5,2.0,1105,-3.2752450116733787,-0.9453242783150091,-0.9301041395723237,0.8333333333333334,0.7760264452597754,0.4099547511312217,0.589585580033893
NAS,20,13,50,state,exp>1.2,2.0,3.0,1105,-3.592602255641574,-1.4733292605422346,-1.1494246074605765,0.8733333333333333,0.7895758478328142,0.40361990950226245,0.589585580033893
NAS,20,13,50,cross4,none,1.0,2.0,512,-4.537277315935599,-1.8559980143909085,-1.487995173425254,0.9266666666666666,0.6315462750409034,0.294921875,0.20104760437528887
NAS,20,13,50,cross4,none,1.5,2.0,512,-4.8230077869707575,-2.3687633643895283,-1.5941841630441946,0.92,0.6673126338807468,0.365234375,0.20104760437528887
NAS,20,13,50,cross4,none,2.0,3.0,512,-5.810922410130747,-3.594652417676519,-1.920255469330489,0.9733333333333334,0.6632944790375352,0.373046875,0.20104760437528887
NAS,20,13,50,cross4,pct<0.8,1.0,2.0,285,-4.277123826808523,-1.4644916117740872,-0.977343176610328,0.82,0.6317307543545047,0.2771929824561403,0.0927437991064551
NAS,20,13,50,cross4,pct<0.8,1.5,2.0,285,-3.5232708881936974,-0.6834727192140275,-0.3594076118920439,0.6266666666666667,0.7377110143245026,0.3684210526315789,0.0927437991064551
NAS,20,13,50,cross4,pct<0.8,2.0,3.0,285,-3.722543005579932,-1.5531647220047153,-0.683048823822477,0.7533333333333333,0.7802763328819983,0.37894736842105264,0.0927437991064551
NAS,20,13,50,cross4,pct0.2-0.8,1.0,2.0,277,-4.433092658551605,-1.667861955863326,-0.987042211416902,0.8533333333333334,0.6273843840749977,0.2851985559566787,0.0896626097673702
NAS,20,13,50,cross4,pct0.2-0.8,1.5,2.0,277,-3.772689897925811,-0.7929342023764896,-0.3581662724783397,0.6533333333333333,0.7271419919705978,0.37545126353790614,0.0896626097673702
NAS,20,13,50,cross4,pct0.2-0.8,2.0,3.0,277,-3.5237995754541966,-1.385207206371164,-0.5679715184409743,0.7133333333333334,0.7904500850738552,0.38267148014440433,0.0896626097673702
NAS,20,13,50,cross4,exp>1.2,1.0,2.0,442,-4.26860380421173,-1.7235168716886946,-1.34495337923688,0.9,0.661442722958169,0.30995475113122173,0.16792481898012632
NAS,20,13,50,cross4,exp>1.2,1.5,2.0,442,-5.4127344816805225,-2.902343200356629,-1.6911684113829475,0.96,0.6404243392740772,0.36425339366515835,0.16792481898012632
NAS,20,13,50,cross4,exp>1.2,2.0,3.0,442,-6.3483456836473175,-4.138177196936688,-2.221789752184301,1.0,0.629019518413008,0.3665158371040724,0.16792481898012632
NAS,20,13,50,cross8,none,1.0,2.0,574,-4.306241900384125,-1.4997403576585393,-1.3023791925176798,0.8933333333333333,0.6453088728747255,0.30313588850174217,0.2740717917116007
NAS,20,13,50,cross8,none,1.5,2.0,574,-4.7816525588570205,-2.2069958287386844,-1.608554689069731,0.9333333333333333,0.669601703706515,0.37456445993031356,0.2740717917116007
NAS,20,13,50,cross8,none,2.0,3.0,574,-6.038130470617184,-3.763998595985522,-2.0318899719069066,0.9866666666666667,0.6574478226931593,0.37282229965156793,0.2740717917116007
NAS,20,13,50,cross8,pct<0.8,1.0,2.0,343,-4.407358422452002,-1.56502998665119,-1.0046936000826254,0.8666666666666667,0.6161355656038008,0.2886297376093295,0.13218302264674164
NAS,20,13,50,cross8,pct<0.8,1.5,2.0,343,-4.056307220929503,-1.2349883215408242,-0.6602900275700809,0.7333333333333333,0.7004765894805879,0.37900874635568516,0.13218302264674164
NAS,20,13,50,cross8,pct<0.8,2.0,3.0,343,-4.799501585552836,-2.363886850802372,-0.9960107750636652,0.84,0.722731178044549,0.37317784256559766,0.13218302264674164
NAS,20,13,50,cross8,pct0.2-0.8,1.0,2.0,338,-4.491529308079206,-1.585410773971192,-1.1459789264851068,0.86,0.6171461366261521,0.2958579881656805,0.12863965490679402
NAS,20,13,50,cross8,pct0.2-0.8,1.5,2.0,338,-4.039145173663125,-1.0395803329594813,-0.5864721058674977,0.72,0.7076276216637479,0.3875739644970414,0.12863965490679402
NAS,20,13,50,cross8,pct0.2-0.8,2.0,3.0,338,-4.526160756418158,-2.1894655745072735,-0.9023281574847939,0.8133333333333334,0.7363549459373887,0.3757396449704142,0.12863965490679402
NAS,20,13,50,cross8,exp>1.2,1.0,2.0,507,-4.1668907574388445,-1.462498514550746,-1.1302840096122904,0.86,0.6678157646052478,0.3136094674556213,0.22276998921583732
NAS,20,13,50,cross8,exp>1.2,1.5,2.0,507,-5.705939045776048,-3.3802700860144697,-1.9854975372324593,0.98,0.6257966773530168,0.36489151873767256,0.22276998921583732
NAS,20,13,50,cross8,exp>1.2,2.0,3.0,507,-6.466401067894835,-4.079830305040982,-2.181270462408477,0.98,0.6278198372398458,0.3629191321499014,0.22276998921583732
NAS,20,13,50,sep0.25,none,1.0,2.0,1139,-2.645518412969864,0.020037501058606022,0.023354921539975333,0.5,0.7704633771198257,0.3292361720807726,0.6889539362193807
NAS,20,13,50,sep0.25,none,1.5,2.0,1139,-3.7427985871039513,-1.1464082352724514,-1.2075669631344246,0.9,0.732927579387483,0.3942054433713784,0.6889539362193807
NAS,20,13,50,sep0.25,none,2.0,3.0,1139,-3.885605871057683,-1.7144086576109494,-1.3046261399413022,0.9066666666666666,0.7684365970276977,0.38893766461808604,0.6889539362193807
NAS,20,13,50,sep0.25,pct<0.8,1.0,2.0,793,-1.7218017981034088,0.979012408688186,0.9241075808702557,0.19333333333333333,0.8313649184121219,0.33039092055485497,0.4114928362347866
NAS,20,13,50,sep0.25,pct<0.8,1.5,2.0,793,-2.608132984986096,0.06261555969150123,0.053330076297455925,0.5,0.79490753739656,0.4010088272383354,0.4114928362347866
NAS,20,13,50,sep0.25,pct<0.8,2.0,3.0,793,-2.3110177421232483,-0.02435863965666707,-0.015855806453301757,0.5133333333333333,0.8519196454342693,0.39344262295081966,0.4114928362347866
NAS,20,13,50,sep0.25,pct0.2-0.8,1.0,2.0,769,-2.1574844971831633,0.6017206142437415,0.5769822543855182,0.28,0.7970726410149219,0.32249674902470743,0.3857649052534278
NAS,20,13,50,sep0.25,pct0.2-0.8,1.5,2.0,769,-2.9393068023540567,-0.44245711500091556,-0.37896048914306124,0.6533333333333333,0.7768260544295384,0.3966189856957087,0.3857649052534278
NAS,20,13,50,sep0.25,pct0.2-0.8,2.0,3.0,769,-2.8958633754613987,-0.7356348946295372,-0.46676473723752193,0.68,0.8207171188299441,0.3914174252275683,0.3857649052534278
NAS,20,13,50,sep0.25,exp>1.2,1.0,2.0,984,-3.0595732936867406,-0.5111671731286243,-0.5210841027428533,0.66,0.7526440092570792,0.3384146341463415,0.5091665382837776
NAS,20,13,50,sep0.25,exp>1.2,1.5,2.0,984,-3.5954918358747974,-1.224860437213227,-1.30761520432535,0.8933333333333333,0.7529938405248159,0.4065040650406504,0.5091665382837776
NAS,20,13,50,sep0.25,exp>1.2,2.0,3.0,984,-4.049817127493423,-2.0080050734430714,-1.5208955926475014,0.94,0.7613731621523832,0.39634146341463417,0.5091665382837776
NAS,20,13,50,sep0.5,none,1.0,2.0,941,-1.8730590155748077,0.747569110696229,0.7796511520902726,0.20666666666666667,0.8325496079343165,0.3421891604675877,0.5809582498844554
NAS,20,13,50,sep0.5,none,1.5,2.0,941,-2.4236015432775666,0.20989420617532684,0.19604026900883623,0.43333333333333335,0.8178189543408498,0.4112646121147715,0.5809582498844554
NAS,20,13,50,sep0.5,none,2.0,3.0,941,-2.1281860961194434,0.33241927748741107,0.23572930909594877,0.38666666666666666,0.8678499923451708,0.4027630180658874,0.5809582498844554
NAS,20,13,50,sep0.5,pct<0.8,1.0,2.0,674,-1.6299775666116256,1.0154366568512618,0.8949391355649213,0.15333333333333332,0.8418486367412755,0.33827893175074186,0.3577260822677554
NAS,20,13,50,sep0.5,pct<0.8,1.5,2.0,674,-2.2708105233455522,0.44697049238782016,0.36926644545312626,0.34,0.8217251789589023,0.413946587537092,0.3577260822677554
NAS,20,13,50,sep0.5,pct<0.8,2.0,3.0,674,-1.7673136697054639,0.6423881156043818,0.401346989562109,0.31333333333333335,0.8880061003798079,0.4035608308605341,0.3577260822677554
NAS,20,13,50,sep0.5,pct0.2-0.8,1.0,2.0,649,-2.114716701563483,0.6160379845333526,0.5936743148359097,0.30666666666666664,0.8031530178694694,0.32973805855161786,0.3333846864889847
NAS,20,13,50,sep0.5,pct0.2-0.8,1.5,2.0,649,-2.6234971421600677,0.26518638867254074,0.1981672398391386,0.4066666666666667,0.8014454782479641,0.4098613251155624,0.3333846864889847
NAS,20,13,50,sep0.5,pct0.2-0.8,2.0,3.0,649,-2.390345549155899,-0.01794092011107118,-0.01117696527936054,0.5333333333333333,0.8541500737372779,0.4052388289676425,0.3333846864889847
NAS,20,13,50,sep0.5,exp>1.2,1.0,2.0,788,-1.8240874210419449,0.8386438866492401,0.8248706059623033,0.22666666666666666,0.8447954860507262,0.3604060913705584,0.4213526421198583
NAS,20,13,50,sep0.5,exp>1.2,1.5,2.0,788,-1.2673351310336525,1.265588565159021,1.054998297788695,0.14666666666666667,0.904243070288468,0.43781725888324874,0.4213526421198583
NAS,20,13,50,sep0.5,exp>1.2,2.0,3.0,788,-1.3493658905109662,0.879771598644264,0.5544933734448529,0.29333333333333333,0.9141447695984385,0.4251269035532995,0.4213526421198583
NAS,20,20,50,state,none,1.0,2.0,1178,-1.7916898206450012,0.9733541799196792,1.2768102532954937,0.11333333333333333,0.8401090965463902,0.3361629881154499,0.7293175165613927
NAS,20,20,50,state,none,1.5,2.0,1178,-2.3825175042902482,0.3489964498356679,0.38118520674204803,0.3333333333333333,0.8230660446988799,0.4074702886247878,0.7293175165613927
NAS,20,20,50,state,none,2.0,3.0,1178,-2.694024509482265,-0.729074069612895,-0.6062906461790742,0.7,0.8353882516917327,0.40152801358234297,0.7293175165613927
NAS,20,20,50,state,pct<0.8,1.0,2.0,825,-1.4339416336631543,1.398664701714134,1.4213736018920924,0.05333333333333334,0.859050690430046,0.33454545454545453,0.428131258665845
NAS,20,20,50,state,pct<0.8,1.5,2.0,825,-1.6636214114824388,1.087133497346306,0.9253887964615815,0.17333333333333334,0.8654453435476904,0.41575757575757577,0.428131258665845
NAS,20,20,50,state,pct<0.8,2.0,3.0,825,-1.6960057034527551,0.5145245706137191,0.32270817940689916,0.4,0.8906931335013709,0.40606060606060607,0.428131258665845
NAS,20,20,50,state,pct0.2-0.8,1.0,2.0,802,-1.8313332788719348,0.8625072032571208,0.8888666441276674,0.2,0.827311735106929,0.327930174563591,0.40194114928362346
NAS,20,20,50,state,pct0.2-0.8,1.5,2.0,802,-1.9614949761790272,0.778400855917692,0.735377662081094,0.20666666666666667,0.847169482026393,0.41271820448877805,0.40194114928362346
NAS,20,20,50,state,pct0.2-0.8,2.0,3.0,802,-2.169642012566344,0.14435848447072042,0.09179819992447824,0.42,0.8648528187607075,0.40648379052369077,0.40194114928362346
NAS,20,20,50,state,exp>1.2,1.0,2.0,1038,-2.3512601823268686,0.21631391298253755,0.22120537353730835,0.43333333333333335,0.8058305618480395,0.3439306358381503,0.5456786319519334
NAS,20,20,50,state,exp>1.2,1.5,2.0,1038,-2.5921918952873995,-0.2624279321109877,-0.23502981878572957,0.6,0.8170868846001866,0.4142581888246628,0.5456786319519334
NAS,20,20,50,state,exp>1.2,2.0,3.0,1038,-3.230994092653428,-1.1641197757795578,-0.8658374827518578,0.82,0.8057915740907974,0.4046242774566474,0.5456786319519334
NAS,20,20,50,cross4,none,1.0,2.0,415,-2.987917183506316,-0.49032185396602745,-0.3760660465303311,0.6133333333333333,0.7352410307460319,0.3204819277108434,0.16037590509936836
NAS,20,20,50,cross4,none,1.5,2.0,415,-3.193585679088933,-0.48675004007595124,-0.26466076221679796,0.5466666666666666,0.7520512240046875,0.38795180722891565,0.16037590509936836
NAS,20,20,50,cross4,none,2.0,3.0,415,-4.644370138105909,-2.6108874863780684,-1.4058302083787217,0.9133333333333333,0.7027843078877695,0.3855421686746988,0.16037590509936836
NAS,20,20,50,cross4,pct<0.8,1.0,2.0,208,-0.5689888942389285,2.132890526401983,1.0206946948603728,0.15333333333333332,0.9401598352698526,0.3557692307692308,0.07209983053458635
NAS,20,20,50,cross4,pct<0.8,1.5,2.0,208,0.11127333968650752,2.89446959256751,1.2212908360002734,0.10666666666666667,1.010305598784579,0.44711538461538464,0.07209983053458635
NAS,20,20,50,cross4,pct<0.8,2.0,3.0,208,-0.6512670998689032,1.5484281133800604,0.5198630227120714,0.29333333333333333,0.953901185970334,0.4423076923076923,0.07209983053458635
NAS,20,20,50,cross4,pct0.2-0.8,1.0,2.0,204,-0.2911842908283599,2.380573551430753,1.2440717019420142,0.10666666666666667,0.9693496758979229,0.36764705882352944,0.07009705746418117
NAS,20,20,50,cross4,pct0.2-0.8,1.5,2.0,204,0.47526468995956034,3.293498594666283,1.4096304516202818,0.06,1.0442455862438778,0.46078431372549017,0.07009705746418117
NAS,20,20,50,cross4,pct0.2-0.8,2.0,3.0,204,-0.4427220831841097,2.2249913962101173,0.7285436067398315,0.26666666666666666,0.9686506241530735,0.45098039215686275,0.07009705746418117
NAS,20,20,50,cross4,exp>1.2,1.0,2.0,359,-3.1118415578810166,-0.5559458572225799,-0.34898277239272585,0.64,0.7337608423123703,0.3231197771587744,0.13249114158065012
NAS,20,20,50,cross4,exp>1.2,1.5,2.0,359,-3.4193290337242916,-0.9382733115408235,-0.5277446016513034,0.7066666666666667,0.7400513483480385,0.3816155988857939,0.13249114158065012
NAS,20,20,50,cross4,exp>1.2,2.0,3.0,359,-5.7047295938428615,-3.6603944516653653,-1.831776771410814,0.98,0.6403792573639252,0.37604456824512533,0.13249114158065012
NAS,20,20,50,cross8,none,1.0,2.0,479,-2.570328195114771,-0.013023291814240334,-0.010378652673768524,0.5066666666666667,0.7739084566202733,0.3173277661795407,0.21737790787243877
NAS,20,20,50,cross8,none,1.5,2.0,479,-3.173500000925425,-0.4105489179470503,-0.29701606938409253,0.6133333333333333,0.7616528081465898,0.38204592901878914,0.21737790787243877
NAS,20,20,50,cross8,none,2.0,3.0,479,-4.572694260580021,-2.3296660120339414,-1.2067021658042862,0.8866666666666667,0.7193682593470347,0.3778705636743215,0.21737790787243877
NAS,20,20,50,cross8,pct<0.8,1.0,2.0,268,-1.3883325091792222,1.5202225337388022,0.8534475642397698,0.21333333333333335,0.8621783704283631,0.33955223880597013,0.10491449699584039
NAS,20,20,50,cross8,pct<0.8,1.5,2.0,268,-1.5427695839189324,0.9711737336812634,0.5187527930244223,0.30666666666666664,0.871495492853699,0.4216417910447761,0.10491449699584039
NAS,20,20,50,cross8,pct<0.8,2.0,3.0,268,-2.270336427635998,-0.12339508933300536,-0.04475894517702125,0.5266666666666666,0.8543747851329953,0.4141791044776119,0.10491449699584039
NAS,20,20,50,cross8,pct0.2-0.8,1.0,2.0,263,-1.506521167425711,1.2602196041689686,0.7010550572519143,0.23333333333333334,0.851547892449508,0.34600760456273766,0.102141426590664
NAS,20,20,50,cross8,pct0.2-0.8,1.5,2.0,263,-1.3080814560171141,1.445732709572315,0.7365037670695624,0.26666666666666666,0.8903951163201762,0.43346007604562736,0.102141426590664
NAS,20,20,50,cross8,pct0.2-0.8,2.0,3.0,263,-2.9774415820071716,-0.8520677644962342,-0.35617319184727914,0.6333333333333333,0.812505147363918,0.4144486692015209,0.102141426590664
NAS,20,20,50,cross8,exp>1.2,1.0,2.0,414,-2.710203215744136,-0.13021785471445746,-0.08711758936087922,0.54,0.7660729387854829,0.321256038647343,0.17424125712525035
NAS,20,20,50,cross8,exp>1.2,1.5,2.0,414,-3.5280156589052867,-1.0498135478099035,-0.6275835360904509,0.74,0.7368693852751484,0.3719806763285024,0.17424125712525035
NAS,20,20,50,cross8,exp>1.2,2.0,3.0,414,-5.403163980529896,-3.128761473599963,-1.4150396003116654,0.9066666666666666,0.6642864598709398,0.3647342995169082,0.17424125712525035
NAS,20,20,50,sep0.25,none,1.0,2.0,961,-1.8595985305501925,0.9205686086073002,1.0607424173931908,0.12,0.8329949834395048,0.3381893860561915,0.5938992451086119
NAS,20,20,50,sep0.25,none,1.5,2.0,961,-2.6381362460013804,0.13032012273399607,0.12774176334037632,0.4866666666666667,0.8033288189659359,0.4037460978147763,0.5938992451086119
NAS,20,20,50,sep0.25,none,2.0,3.0,961,-2.4445799914165196,-0.28663251992591876,-0.22226665434590523,0.5333333333333333,0.8488351044620609,0.39854318418314255,0.5938992451086119
NAS,20,20,50,sep0.25,pct<0.8,1.0,2.0,689,-1.4622589673247,1.34337819055239,1.3499662754735033,0.08,0.8558649203811635,0.3309143686502177,0.3631181636111539
NAS,20,20,50,sep0.25,pct<0.8,1.5,2.0,689,-2.1544060329500616,0.5928311954476282,0.4603397376616545,0.32666666666666666,0.8285393151539475,0.4020319303338171,0.3631181636111539
NAS,20,20,50,sep0.25,pct<0.8,2.0,3.0,689,-1.9824852864935505,0.004203264601441381,0.0026723094151316893,0.5066666666666667,0.8737739561326604,0.3918722786647315,0.3631181636111539
NAS,20,20,50,sep0.25,pct0.2-0.8,1.0,2.0,666,-1.982087647666969,0.667801608984482,0.692752672758268,0.25333333333333335,0.8128702613490308,0.3213213213213213,0.3387767678323833
NAS,20,20,50,sep0.25,pct0.2-0.8,1.5,2.0,666,-2.5714724285151727,0.1582704593240778,0.12410709996382727,0.4533333333333333,0.8032263454681123,0.3963963963963964,0.3387767678323833
NAS,20,20,50,sep0.25,pct0.2-0.8,2.0,3.0,666,-2.7346753076366737,-0.6231477528099196,-0.4027171209879412,0.6933333333333334,0.8330001642666655,0.39039039039039036,0.3387767678323833
NAS,20,20,50,sep0.25,exp>1.2,1.0,2.0,804,-2.0249520432723704,0.36636208621711264,0.3559731168659652,0.37333333333333335,0.828507968619449,0.35572139303482586,0.43336928054228935
NAS,20,20,50,sep0.25,exp>1.2,1.5,2.0,804,-1.9121097972747645,0.6124116754060722,0.5122148354740079,0.2866666666666667,0.8594541610393779,0.42786069651741293,0.43336928054228935
NAS,20,20,50,sep0.25,exp>1.2,2.0,3.0,804,-1.692946287504791,0.4134669749680435,0.2761124807155831,0.36666666666666664,0.8928289436943194,0.4216417910447761,0.43336928054228935
NAS,20,20,50,sep0.5,none,1.0,2.0,744,-1.7576706613451845,0.9070172932656604,0.8706881351728758,0.24,0.8377256559959583,0.34408602150537637,0.45462948698197503
NAS,20,20,50,sep0.5,none,1.5,2.0,744,-2.4277784076389106,0.17182584071044138,0.14230487162591035,0.41333333333333333,0.8152129957301243,0.4112903225806452,0.45462948698197503
NAS,20,20,50,sep0.5,none,2.0,3.0,744,-2.667911148331629,-0.5500315284690362,-0.3707229025849063,0.6266666666666667,0.8335078767719799,0.4032258064516129,0.45462948698197503
NAS,20,20,50,sep0.5,pct<0.8,1.0,2.0,547,-1.181010140847601,1.5237597937538607,1.3360018839488934,0.1,0.8833342015875394,0.34552102376599636,0.2914805114774303
NAS,20,20,50,sep0.5,pct<0.8,1.5,2.0,547,-1.9870071624245396,0.677503559599584,0.4508947073847459,0.31333333333333335,0.8428821457566585,0.42047531992687387,0.2914805114774303
NAS,20,20,50,sep0.5,pct<0.8,2.0,3.0,547,-2.285628453117284,-0.0305473232386948,-0.01686633100410397,0.5266666666666666,0.8569251635917979,0.40585009140767825,0.2914805114774303
NAS,20,20,50,sep0.5,pct0.2-0.8,1.0,2.0,523,-1.8373439143540853,1.0173631071160816,0.8565332380520304,0.19333333333333333,0.8289667204461162,0.32695984703632885,0.2696040671699276
NAS,20,20,50,sep0.5,pct0.2-0.8,1.5,2.0,523,-2.684826627352356,-0.0011907447326486853,-0.0007839582472749986,0.4666666666666667,0.8000246385261275,0.40535372848948376,0.2696040671699276
NAS,20,20,50,sep0.5,pct0.2-0.8,2.0,3.0,523,-3.00074229601869,-0.8395698183305371,-0.42042557866319025,0.7066666666666667,0.8218443475381433,0.40152963671128106,0.2696040671699276
NAS,20,20,50,sep0.5,exp>1.2,1.0,2.0,602,-1.3871816698502741,1.1304533783580462,0.891490698731789,0.22,0.8760289314352837,0.3588039867109635,0.319673393930057
NAS,20,20,50,sep0.5,exp>1.2,1.5,2.0,602,-0.4453316221988326,2.044736129076826,1.502347307052119,0.08,0.9646597085958761,0.4368770764119601,0.319673393930057
NAS,20,20,50,sep0.5,exp>1.2,2.0,3.0,602,-0.9583870026961274,1.2885268282721518,0.7588104129387128,0.22666666666666666,0.9367195065656465,0.43023255813953487,0.319673393930057
NAS,20,50,200,state,none,1.0,2.0,941,-2.0581840257279445,0.4418485988203531,0.4756069322614756,0.3,0.8178599074551125,0.34112646121147716,0.5567709135726391
NAS,20,50,200,state,none,1.5,2.0,941,-2.398467974124527,0.18875030093339973,0.190937674684866,0.4533333333333333,0.8228732110600354,0.42720510095642933,0.5567709135726391
NAS,20,50,200,state,none,2.0,3.0,941,-1.6242662743020915,0.6519729884591257,0.48547399162369015,0.32666666666666666,0.9008441048434975,0.4314558979808714,0.5567709135726391
NAS,20,50,200,state,pct<0.8,1.0,2.0,653,-1.3783199358127787,1.1518082405785313,0.9779744251931346,0.17333333333333334,0.8653737265378721,0.3430321592649311,0.33199815128639654
NAS,20,50,200,state,pct<0.8,1.5,2.0,653,-1.0421013653112865,1.811114090796546,1.5098395026974571,0.08,0.9143057496635791,0.444104134762634,0.33199815128639654
NAS,20,50,200,state,pct<0.8,2.0,3.0,653,-0.2873157231731724,1.9673547943678602,1.0889603573924411,0.14666666666666667,0.9812643598535499,0.43950995405819293,0.33199815128639654
NAS,20,50,200,state,pct0.2-0.8,1.0,2.0,628,-1.742037389070305,0.7848632160181095,0.7134532434980684,0.24666666666666667,0.8360850623933394,0.33121019108280253,0.3099676475119396
NAS,20,50,200,state,pct0.2-0.8,1.5,2.0,628,-1.5071468223294844,1.154720552376695,0.8728984976181068,0.16666666666666666,0.8812729977937097,0.43630573248407645,0.3099676475119396
NAS,20,50,200,state,pct0.2-0.8,2.0,3.0,628,-0.6742564218426416,1.5422392172540316,0.9568426813439994,0.2,0.9574464512367854,0.4394904458598726,0.3099676475119396
NAS,20,50,200,state,exp>1.2,1.0,2.0,808,-1.9098964091635766,0.6552532663530166,0.633182880298001,0.28,0.8395384616806258,0.35767326732673266,0.4159605607764597
NAS,20,50,200,state,exp>1.2,1.5,2.0,808,-2.1760177395462836,0.1258972398452629,0.09297231066100554,0.4666666666666667,0.8462354128139714,0.44183168316831684,0.4159605607764597
NAS,20,50,200,state,exp>1.2,2.0,3.0,808,-2.114138200888965,0.01645078031813929,0.01154352615230399,0.5066666666666667,0.8732675280454747,0.4381188118811881,0.4159605607764597
NAS,20,50,200,cross4,none,1.0,2.0,84,-4.414447894361783,-1.7465585103453134,-0.5238077054174308,0.7,0.645655797248864,0.32142857142857145,0.030811893390848867
NAS,20,50,200,cross4,none,1.5,2.0,84,-2.7206815972198606,-0.15871661806196702,-0.042503716185910416,0.4666666666666667,0.7953564116996144,0.40476190476190477,0.030811893390848867
NAS,20,50,200,cross4,none,2.0,3.0,84,-3.4173335153788598,-1.2861576808367556,-0.28319875914905873,0.6666666666666666,0.7892152265137824,0.40476190476190477,0.030811893390848867
NAS,20,50,200,cross4,pct<0.8,1.0,2.0,47,-4.7531449715420715,-2.1164030019704922,-0.523317510537852,0.68,0.6077064389220987,0.3191489361702128,0.015714065629332922
NAS,20,50,200,cross4,pct<0.8,1.5,2.0,47,-4.854001333042938,-1.7052464777763539,-0.30212084384858523,0.6266666666666667,0.6592192821834175,0.3829787234042553,0.015714065629332922
NAS,20,50,200,cross4,pct<0.8,2.0,3.0,47,-5.460859218271911,-3.345723889733538,-0.4926343773491974,0.6733333333333333,0.6952415832720998,0.3829787234042553,0.015714065629332922
NAS,20,50,200,cross4,pct0.2-0.8,1.0,2.0,45,-4.388657827328017,-1.6174549083488237,-0.3727905728615455,0.66,0.6253441670213535,0.3111111111111111,0.014943768294561701
NAS,20,50,200,cross4,pct0.2-0.8,1.5,2.0,45,-6.984556587379383,-3.9623543811143977,-0.8128324481322877,0.8066666666666666,0.5278007055278418,0.35555555555555557,0.014943768294561701
NAS,20,50,200,cross4,pct0.2-0.8,2.0,3.0,45,-8.634454644168283,-5.876177971395396,-0.9399669997033524,0.8066666666666666,0.5358151284901904,0.35555555555555557,0.014943768294561701
NAS,20,50,200,cross4,exp>1.2,1.0,2.0,72,-2.531218707464303,0.21097226103417244,0.05818303465291905,0.48,0.7932506974495758,0.3472222222222222,0.025727930981358803
NAS,20,50,200,cross4,exp>1.2,1.5,2.0,72,-1.5192611614819371,1.0562158271444215,0.28179745447980564,0.36666666666666664,0.8845663388092175,0.4305555555555556,0.025727930981358803
NAS,20,50,200,cross4,exp>1.2,2.0,3.0,72,-3.165026717737103,-1.9722148652926745,-0.43423843978913074,0.64,0.8035708458235626,0.4166666666666667,0.025727930981358803
NAS,20,50,200,cross8,none,1.0,2.0,100,-5.505032717393042,-2.371158271751559,-0.8272501404754099,0.7933333333333333,0.5833099704558515,0.32,0.044985364350639344
NAS,20,50,200,cross8,none,1.5,2.0,100,-3.23326554560721,-0.6368823655763878,-0.17989447215892734,0.58,0.7625329061089702,0.43,0.044985364350639344
NAS,20,50,200,cross8,none,2.0,3.0,100,-1.5862852917439523,0.8267823293252752,0.2215220208165486,0.38666666666666666,0.8989049435560711,0.45,0.044985364350639344
NAS,20,50,200,cross8,pct<0.8,1.0,2.0,60,-5.253197244124689,-2.684550298523628,-0.779071547794218,0.8133333333333334,0.5819046436296491,0.31666666666666665,0.02526575258049607
NAS,20,50,200,cross8,pct<0.8,1.5,2.0,60,-4.68079298396962,-1.7684241994264007,-0.3785840053211555,0.6333333333333333,0.6750139324586542,0.4166666666666667,0.02526575258049607
NAS,20,50,200,cross8,pct<0.8,2.0,3.0,60,-3.4130482856891833,-1.1122632664633936,-0.178925532818858,0.54,0.8048636824585916,0.43333333333333335,0.02526575258049607
NAS,20,50,200,cross8,pct0.2-0.8,1.0,2.0,58,-4.065504254860273,-1.496812051375343,-0.36667866722674736,0.6066666666666667,0.658331727797125,0.3275862068965517,0.02372515791095363
NAS,20,50,200,cross8,pct0.2-0.8,1.5,2.0,58,-5.2385257936537934,-2.7088305647242756,-0.5999863107565987,0.7533333333333333,0.6336071367015035,0.41379310344827586,0.02372515791095363
NAS,20,50,200,cross8,pct0.2-0.8,2.0,3.0,58,-4.4806158253172095,-1.7651459030223,-0.31934732620375356,0.6066666666666667,0.7410398406387678,0.43103448275862066,0.02372515791095363
NAS,20,50,200,cross8,exp>1.2,1.0,2.0,85,-3.351247087279016,-0.7285350713382317,-0.21574581447448346,0.5933333333333334,0.7344574209581025,0.36470588235294116,0.03666615313511015
NAS,20,50,200,cross8,exp>1.2,1.5,2.0,85,-1.2759980978420145,0.9090675989015096,0.24964480622542523,0.38666666666666666,0.8997111140159212,0.47058823529411764,0.03666615313511015
NAS,20,50,200,cross8,exp>1.2,2.0,3.0,85,-1.1134106979181952,1.4278486426778518,0.31926724627048153,0.36666666666666664,0.9254702331508157,0.47058823529411764,0.03666615313511015
NAS,20,50,200,sep0.25,none,1.0,2.0,868,-1.6690718907636923,1.0061055188267445,1.1471828033116591,0.11333333333333333,0.8486490959309297,0.3433179723502304,0.5187182252349407
NAS,20,50,200,sep0.25,none,1.5,2.0,868,-2.511506712740456,0.19346962859588945,0.17515965893254345,0.36666666666666664,0.8150672444411624,0.4228110599078341,0.5187182252349407
NAS,20,50,200,sep0.25,none,2.0,3.0,868,-1.6030313366397038,0.32430220330640225,0.23148787206803573,0.4533333333333333,0.9020661780239073,0.42626728110599077,0.5187182252349407
