,NAS|A,NAS|B,NAS|D,NAS|E,US30|A,US30|B,US30|D,US30|E
NAS|A,1.0,0.4962492970628374,0.35139881167037446,0.3974411103726235,0.31829256568337094,0.07988911643092712,0.12766595344329165,0.17448243880740183
NAS|B,0.4962492970628374,1.0,0.20625560935315027,0.2328724159521699,0.06678131080489061,0.051440566991732155,0.08902370096696828,0.047973131790236205
NAS|D,0.35139881167037446,0.20625560935315027,1.0,0.6302685841962127,0.09191106924541778,0.10582649255166625,0.2276586638846459,0.2060437269102431
NAS|E,0.3974411103726235,0.2328724159521699,0.6302685841962127,1.0,0.24450746779554108,0.08770238682849026,0.1888760231218929,0.27795284363045725
US30|A,0.31829256568337094,0.06678131080489061,0.09191106924541778,0.24450746779554108,1.0,0.4483282281504339,0.28337151240810676,0.41254799594296915
US30|B,0.07988911643092712,0.051440566991732155,0.10582649255166625,0.08770238682849026,0.4483282281504339,1.0,0.19542786292658443,0.23480814361798288
US30|D,0.12766595344329165,0.08902370096696828,0.2276586638846459,0.1888760231218929,0.28337151240810676,0.19542786292658443,1.0,0.5661331642163295
US30|E,0.17448243880740183,0.047973131790236205,0.2060437269102431,0.27795284363045725,0.41254799594296915,0.23480814361798288,0.5661331642163295,1.0
