sym,n_entry,fast,slow,mode,atr,stop,targ,n,exp,excess,z,p,pf,wr,sel
NAS,20,8,21,cross4,pct<0.8,2.0,3.0,438,1.054223993487546,3.3208361665603716,1.7764448667638235,0.04666666666666667,1.0691083102420118,0.4406392694063927,0.15452164535510707
NAS,20,20,50,cross4,pct0.2-0.8,1.5,2.0,204,0.47526468995956034,3.293498594666283,1.4096304516202818,0.06,1.0442455862438778,0.46078431372549017,0.07009705746418117
NAS,20,5,20,cross4,pct<0.8,2.0,3.0,479,0.8618820072315164,3.097106273029407,1.7748159044155067,0.04666666666666667,1.0574579489121356,0.4405010438413361,0.16253273763672776
NAS,40,20,50,cross4,pct<0.8,1.0,2.0,176,0.31504795755604287,3.0922307228100223,1.5380230967802067,0.08,1.034670053377941,0.36363636363636365,0.07393715341959335
NAS,40,20,50,cross4,pct0.2-0.8,1.0,2.0,172,0.1713196087404053,3.08957262185301,1.4073815351684575,0.10666666666666667,1.0186286829102018,0.36627906976744184,0.07208872458410351
NAS,20,5,20,cross4,pct<0.8,1.5,2.0,479,0.27358919714522484,3.037200450187194,1.926752414813427,0.02666666666666667,1.0228186641097892,0.4384133611691023,0.16253273763672776
NAS,20,5,20,cross4,pct0.2-0.8,2.0,3.0,458,0.6772066413814372,2.912828465822818,1.3981979728016467,0.11333333333333333,1.0441044146529568,0.4497816593886463,0.15560006162378678
NAS,20,20,50,cross4,pct<0.8,1.5,2.0,208,0.11127333968650752,2.89446959256751,1.2212908360002734,0.10666666666666667,1.010305598784579,0.44711538461538464,0.07209983053458635
NAS,20,9,34,cross4,pct<0.8,2.0,3.0,408,0.5750569616303821,2.8080120942269415,1.4632462657390302,0.08,1.0359264656950764,0.41421568627450983,0.14543213680480666
NAS,20,8,21,cross4,pct0.2-0.8,2.0,3.0,417,0.5826194167680933,2.7764040602218283,1.2025735456440052,0.12666666666666668,1.0374793211830775,0.4412470023980815,0.1480511477430288
NAS,20,5,20,cross4,pct0.2-0.8,1.5,2.0,458,-0.0699640412375089,2.6362013094849215,1.6872349787478043,0.04666666666666667,0.9943638309456235,0.4432314410480349,0.15560006162378678
NAS,10,20,50,cross4,pct0.2-0.8,1.5,2.0,225,-0.2797685384718231,2.607933897393571,1.1901202534458883,0.12,0.9758188872672897,0.4533333333333333,0.06257744733581165
