,ridge,rf,lgbm,xgb_d3,mlp_2x32,mlp_2x64,mlp_4x128
0.5,0.023792780121894046,0.04317862165963432,0.07175339896858884,0.09681200187529303,0.03387248007501172,0.004664791373652133,-0.047632442569151424
1.0,0.023488045007032353,0.08541959681200188,0.11469760900140649,0.08645100796999533,-0.07477730895452415,0.016408813877168308,0.05864978902953586
2.0,-0.18227954922693,0.001300992153047147,-0.05846260233692945,0.009106945071330027,-0.02034704844765628,0.06190847344500027,0.023171725104272158
3.0,-0.14812557504693552,0.02232783830229563,-0.10731427165134845,-9.37652002196142e-05,0.03996741659361055,0.035103346832218066,0.04222950204890874
4.0,-0.04203049731298203,0.10147798263686517,-0.043847208713849915,-0.02966513906836518,0.02688732873284461,-0.06755822267485455,0.03118883250135114
5.0,0.08001261904465261,0.11362396566814147,0.056969720870629924,0.05764010752600652,0.06003246774715434,0.1958712068973827,0.019914427115598602
15.0,0.30730738613183733,0.20140146445932477,0.29185803393675586,0.24946417168456714,0.16565624754590275,0.245387502305797,0.13365526774431255
