tf,n,win,avg_win,avg_loss,pf,win_needed_pf15,lift_needed,best_gate2_kept_win,best_gate2_kept_pf
0.5,54,0.6851851851851852,0.09706024824505807,0.1319779633339555,1.6006367294640222,0.6710125355660689,-0.014172649619116351,0.8,1.6512488068792732
1.0,24,0.5,0.09423904837938064,0.14641939548605845,0.6436240777155358,0.6997495575803352,0.1997495575803352,0.5555555555555556,0.7260439407246498
2.0,22,0.5,0.07172405317432598,0.13539116058629103,0.5297543271195533,0.7390056914565944,0.23900569145659445,0.6666666666666666,0.7060883653706452
3.0,11,0.6363636363636364,0.08122828976755551,0.16804188864674868,0.8459170998252912,0.7562842685387471,0.11992063217511073,0.0,0.0
4.0,15,0.4666666666666667,0.08124473687889126,0.1348951421938246,0.5269955879277339,0.7135108171031735,0.24684415043650687,0.5,0.0226749027316243
5.0,16,0.5625,0.08507240092035184,0.14613276681943918,0.748489223628109,0.7204063258659709,0.15790632586597086,0.5714285714285714,0.4262826979080364
15.0,8,0.75,0.18668743867420365,0.15149783653027069,3.6968337558451223,0.5489924688043198,-0.20100753119568016,0.5,1.9515973160754796
